the facts get in the way
the facts get in the way
FixStart
0.6 0.6
432 388.8
Began 1192.427 452 376 0.2129629 -0.03086435
Stationary 1192.448 452 376 0.2129629 -0.03086435
Stationary 1192.461 452 376 0.2129629 -0.03086435
Stationary 1192.477 452 376 0.2129629 -0.03086435
Moved 1192.494 452 389.0757 0.2129629 0.002766636
Moved 1192.509 445.9907 403.5117 0.1990525 0.03989616
Moved 1192.523 438.3248 424.1607 0.1813073 0.09300581
Moved 1192.541 436 440 0.1759259 0.1337448
Moved 1192.555 430.9406 461.0731 0.1642144 0.1879451
Moved 1192.57 425.9819 485.0906 0.1527358 0.2497184
Moved 1192.586 423.2285 501.6293 0.1463622 0.2922564
Moved 1192.6 421.4715 512.8781 0.1422952 0.3211885
Moved 1192.615 419.861 521.8342 0.1385671 0.3442237
Moved 1192.631 418.5 528.5 0.1354167 0.3613682
Moved 1192.649 417.0982 531.7054 0.1321718 0.3696127
Moved 1192.663 417 533.9468 0.1319444 0.3753774
Moved 1192.677 415.6478 535.3522 0.1288144 0.3789921
Moved 1192.695 416 535.7401 0.1296297 0.3799897
Stationary 1192.709 416 536 0.1296297 0.3806583
Moved 1192.723 416 537.5 0.1296297 0.3845164
Stationary 1192.739 416 537.5 0.1296297 0.3845164
Moved 1192.754 441.836 510.246 0.1894352 0.3144188
Moved 1192.77 456 495 0.2222222 0.2752057
Moved 1192.785 471.2352 471.2747 0.257489 0.2141837
Moved 1192.801 488.8206 439.485 0.2981959 0.1324201
Moved 1192.816 498.1019 415.0236 0.3196804 0.06950504
Moved 1192.831 500.4686 404.7712 0.3251588 0.04313571
Moved 1192.847 503.4119 394.5583 0.3319719 0.0168681
Moved 1192.863 505.164 387.09 0.3360277 -0.002340701
Moved 1192.878 506 380.1895 0.337963 -0.02008893
Moved 1192.893 506 376.9238 0.337963 -0.02848809
Moved 1192.908 506 374.1663 0.337963 -0.03558068
Moved 1192.924 506 372.1995 0.337963 -0.04063916
Moved 1192.939 506 370.8159 0.337963 -0.04419774
Moved 1192.955 498.4994 370 0.3206005 -0.04629637
Moved 1192.97 486.3026 370 0.2923672 -0.04629637
Moved 1192.985 464.7891 370 0.2425674 -0.04629637
Moved 1193.001 453.5 389.5 0.2164352 0.003857946
Moved 1193.016 435.6405 400.3303 0.1750938 0.03171363
Moved 1193.031 416.2102 414.2784 0.1301162 0.06758855
Moved 1193.048 399.7465 429.2535 0.09200583 0.1061045
Moved 1193.062 385.8343 444.073 0.05980164 0.1442206
Moved 1193.078 372.0915 457.9085 0.02798965 0.1798058
Moved 1193.096 363.6408 469.699 0.008427799 0.210131
Moved 1193.109 353.6132 485.6631 -0.01478429 0.2511909
Moved 1193.124 348.4013 495.0777 -0.02684891 0.2754055
Moved 1193.14 342.445 504.5916 -0.04063651 0.2998754
Moved 1193.156 338.2944 511.5094 -0.05024453 0.3176681
Moved 1193.171 336.7146 515.8563 -0.05390147 0.3288483
Moved 1193.187 334.3347 519.9959 -0.05941039 0.3394956
Moved 1193.202 334 523.0997 -0.06018519 0.3474785
Moved 1193.216 334 525.8745 -0.06018519 0.3546154
Moved 1193.232 334 528 -0.06018519 0.3600822
Ended 1193.248 334 528.5 -0.06018519 0.3613682
Candidates 1193.321 12 the there threw trigger tiger further huge rubber roger rude tube ride
Began 1193.783 410 366 0.1157407 -0.05658444
Stationary 1193.803 410 366 0.1157407 -0.05658444
Stationary 1193.817 410 366 0.1157407 -0.05658444
Moved 1193.833 410 380.3907 0.1157407 -0.0195712
Moved 1193.85 410 393.0864 0.1157407 0.01308214
Moved 1193.871 410 441.8768 0.1157407 0.138572
Stationary 1193.882 410 441.8768 0.1157407 0.138572
Moved 1193.894 410 463.7458 0.1157407 0.1948194
Moved 1193.91 410 476.63 0.1157407 0.2279578
Moved 1193.925 410 492.8571 0.1157407 0.269694
Ended 1193.942 410 499.5 0.1157407 0.2867798
Accept 1193.969 0 the
Began 1194.214 450 481 0.2083333 0.2391974
Stationary 1194.234 450 481 0.2083333 0.2391974
Stationary 1194.25 450 481 0.2083333 0.2391974
Stationary 1194.263 450 481 0.2083333 0.2391974
Stationary 1194.279 450 481 0.2083333 0.2391974
Stationary 1194.3 450 481 0.2083333 0.2391974
Stationary 1194.315 450 481 0.2083333 0.2391974
Stationary 1194.325 450 481 0.2083333 0.2391974
Moved 1194.341 435.5286 481 0.1748347 0.2391974
Moved 1194.357 430 481 0.162037 0.2391974
Moved 1194.372 421.6194 481 0.1426375 0.2391974
Moved 1194.389 411.9265 481 0.1202002 0.2391974
Moved 1194.403 402.1846 481 0.0976495 0.2391974
Moved 1194.419 390.3114 481 0.07016529 0.2391974
Moved 1194.434 379.3957 481 0.0448975 0.2391974
Moved 1194.45 373.4502 481 0.03113469 0.2391974
Moved 1194.465 363.9357 481 0.009110372 0.2391974
Moved 1194.48 357.991 481 -0.004650553 0.2391974
Moved 1194.495 353.0798 481 -0.0160189 0.2391974
Moved 1194.511 348.9188 481 -0.02565086 0.2391974
Moved 1194.527 344.7611 481 -0.03527527 0.2391974
Moved 1194.542 342.4019 481 -0.0407364 0.2391974
Moved 1194.558 341.0823 481 -0.04379103 0.2391974
Moved 1194.573 338.4475 481 -0.04989003 0.2391974
Moved 1194.587 336.6647 481 -0.05401691 0.2391974
Moved 1194.603 333.9139 481 -0.06038437 0.2391974
Moved 1194.619 329.7233 481 -0.07008498 0.2391974
