travel at the speed of light
travel at the speed of light
Basic
0.6 0.6
432 388.8
Began 1014.123 345 369 -0.03472224 -0.04886839
Stationary 1014.14 345 369 -0.03472224 -0.04886839
Stationary 1014.155 345 369 -0.03472224 -0.04886839
Stationary 1014.17 345 369 -0.03472224 -0.04886839
Stationary 1014.186 345 369 -0.03472224 -0.04886839
Stationary 1014.201 345 369 -0.03472224 -0.04886839
Stationary 1014.216 345 369 -0.03472224 -0.04886839
Stationary 1014.231 345 369 -0.03472224 -0.04886839
Stationary 1014.248 345 369 -0.03472224 -0.04886839
Stationary 1014.264 345 369 -0.03472224 -0.04886839
Stationary 1014.279 345 369 -0.03472224 -0.04886839
Stationary 1014.295 345 369 -0.03472224 -0.04886839
Stationary 1014.309 345 369 -0.03472224 -0.04886839
Stationary 1014.325 345 369 -0.03472224 -0.04886839
Stationary 1014.34 345 369 -0.03472224 -0.04886839
Stationary 1014.356 345 369 -0.03472224 -0.04886839
Stationary 1014.37 345 369 -0.03472224 -0.04886839
Moved 1014.386 334.8177 369 -0.0582924 -0.04886839
Moved 1014.406 333.5 369 -0.06134262 -0.04886839
Stationary 1014.418 333.5 369 -0.06134262 -0.04886839
Moved 1014.432 331.6871 378.6257 -0.06553903 -0.02411085
Moved 1014.448 329.2932 385.5342 -0.07108067 -0.006342169
Moved 1014.463 326.8247 392.4382 -0.07679467 0.01141517
Moved 1014.479 327 397.4371 -0.07638887 0.02427238
Moved 1014.496 325.5 404.5 -0.07986113 0.04243823
Moved 1014.509 326 409.3925 -0.07870371 0.05502174
Moved 1014.525 324.7358 415.0569 -0.08163015 0.06959087
Moved 1014.54 325 425.5428 -0.08101851 0.09656062
Moved 1014.555 325 435.1749 -0.08101851 0.1213346
Moved 1014.57 325 442.0245 -0.08101851 0.1389517
Moved 1014.587 325 447.5 -0.08101851 0.1530349
Moved 1014.602 325 453.2899 -0.08101851 0.1679267
Moved 1014.616 325 457.735 -0.08101851 0.1793594
Moved 1014.632 325 462.8785 -0.08101851 0.1925887
Moved 1014.649 331.9846 467.9911 -0.06485055 0.2057385
Moved 1014.663 332 474.9066 -0.06481484 0.2235252
Moved 1014.679 333.7573 479.7864 -0.06074702 0.2360762
Moved 1014.695 335.1371 486.6855 -0.05755295 0.2538206
Moved 1014.71 335 490.5229 -0.05787035 0.2636905
Moved 1014.725 336 497.2438 -0.05555556 0.2809767
Moved 1014.74 336.9406 501.8217 -0.05337829 0.2927512
Moved 1014.756 338.3201 505.9604 -0.05018488 0.303396
Moved 1014.772 338.7093 509.4185 -0.0492841 0.3122904
Moved 1014.788 339 512.1872 -0.04861111 0.3194114
Moved 1014.803 340.4813 514.9625 -0.04518225 0.3265496
Moved 1014.819 340.6706 515.6706 -0.04474401 0.3283707
Moved 1014.833 341 517.924 -0.04398147 0.3341665
Moved 1014.849 341 519.3458 -0.04398147 0.3378235
Moved 1014.865 342 519.7313 -0.04166668 0.3388149
Moved 1014.88 342 521.1155 -0.04166668 0.3423753
Moved 1014.896 342 522.5 -0.04166668 0.3459361
Moved 1014.911 342 523.8873 -0.04166668 0.3495041
Moved 1014.933 342 525.1442 -0.04166668 0.3527371
Stationary 1014.943 342 525.1442 -0.04166668 0.3527371
Moved 1014.956 342 525.723 -0.04166668 0.3542256
Moved 1014.972 342 526.5 -0.04166668 0.3562242
Moved 1014.988 342 527.2455 -0.04166668 0.3581416
Moved 1015.003 342 528 -0.04166668 0.3600822
Moved 1015.018 331.8704 529.2662 -0.06511474 0.3633388
Moved 1015.033 326.7194 530 -0.07703851 0.3652262
Moved 1015.049 321.9218 530.7696 -0.08814409 0.3672056
Moved 1015.065 317.776 531 -0.09774069 0.3677982
Moved 1015.08 313.6138 531 -0.1073755 0.3677982
Moved 1015.096 310.4891 531 -0.1146086 0.3677982
Moved 1015.111 307.574 531 -0.1213564 0.3677982
Moved 1015.127 305.2199 531 -0.1268058 0.3677982
Moved 1015.142 301.0805 531 -0.1363877 0.3677982
Moved 1015.157 295.603 517.5075 -0.1490671 0.3330954
Moved 1015.173 289.1018 511.7854 -0.1641162 0.318378
Moved 1015.188 279.3892 499.5876 -0.1865991 0.2870051
Moved 1015.204 270.915 489.7342 -0.2062153 0.2616619
Moved 1015.22 263.6365 480.0759 -0.2230636 0.2368207
Moved 1015.233 255.3575 469.4767 -0.242228 0.2095593
Moved 1015.25 247.0792 459.7591 -0.2613907 0.1845655
Moved 1015.264 240.155 452.155 -0.277419 0.1650077
Moved 1015.279 234.8999 446.8999 -0.2895836 0.1514915
Moved 1015.297 229.4532 441.4532 -0.3021916 0.1374826
Moved 1015.311 223.4224 435.9379 -0.3161518 0.1232971
Moved 1015.326 217.4134 430.4134 -0.3300616 0.1090879
Moved 1015.342 213.1602 426.1602 -0.3399069 0.09814862
