that is a very odd question
that is a very odd question
Basic
0.6 0.6
432 388.8
Began 1513.851 253 618 -0.2476852 0.5915637
Stationary 1513.87 253 618 -0.2476852 0.5915637
Stationary 1513.886 253 618 -0.2476852 0.5915637
Stationary 1513.898 253 618 -0.2476852 0.5915637
Stationary 1513.914 253 618 -0.2476852 0.5915637
Stationary 1513.93 253 618 -0.2476852 0.5915637
Moved 1513.945 270.7772 605.9171 -0.2065343 0.5604864
Moved 1513.961 280.5873 598.8662 -0.1838257 0.5423512
Moved 1513.977 286.4683 592.5317 -0.1702122 0.5260587
Moved 1513.992 301.1578 574.4562 -0.1362087 0.4795684
Moved 1514.007 312.8151 561.0944 -0.1092244 0.4452015
Moved 1514.023 322.2427 545.9043 -0.08740112 0.4061324
Moved 1514.038 333.7655 527.3148 -0.0607281 0.3583198
Moved 1514.053 341.1372 513.9529 -0.04366378 0.323953
Moved 1514.069 349.8635 497.8809 -0.02346406 0.2826155
Moved 1514.085 356.7295 483.7952 -0.007570684 0.2463868
Moved 1514.1 365.3167 465.3214 0.01230717 0.1988719
Moved 1514.116 376.3258 444.7641 0.03779123 0.1459982
Moved 1514.13 384.6636 427.8637 0.05709171 0.10253
Moved 1514.146 393.1707 411.8538 0.0767839 0.06135238
Moved 1514.162 397.7349 402.5302 0.08734931 0.03737167
Moved 1514.178 402.8572 393.2499 0.09920646 0.01350277
Moved 1514.192 407.051 386.2483 0.1089144 -0.004505463
Moved 1514.208 411.107 381.6163 0.1183032 -0.01641905
Moved 1514.223 414.5112 374.7333 0.1261832 -0.03412231
Moved 1514.238 417.2549 370.6177 0.1325344 -0.04470747
Moved 1514.254 418.5 368 0.1354167 -0.05144041
Moved 1514.269 419.8984 365.1016 0.1386536 -0.05889508
Moved 1514.284 421.2879 362.4242 0.1418702 -0.06578139
Moved 1514.299 421 361.5 0.1412037 -0.06815843
Stationary 1514.317 421 361.5 0.1412037 -0.06815843
Moved 1514.331 421 361 0.1412037 -0.06944452
Moved 1514.346 421 359.5177 0.1412037 -0.07325702
Moved 1514.362 403.8504 358.1215 0.1015055 -0.07684817
Moved 1514.378 391.7066 356.7452 0.07339488 -0.08038799
Moved 1514.393 378.5963 355.3596 0.04304697 -0.08395167
Moved 1514.408 360.5536 353.9681 0.0012815 -0.08753058
Moved 1514.424 344.081 354 -0.03684963 -0.08744855
Moved 1514.438 329.5887 354 -0.07039642 -0.08744855
Moved 1514.454 308.0566 354 -0.1202393 -0.08744855
Moved 1514.469 290.4514 354 -0.1609922 -0.08744855
Moved 1514.485 273.9373 354 -0.1992192 -0.08744855
Moved 1514.501 255.4776 354 -0.24195 -0.08744855
Moved 1514.516 240.1723 363.4359 -0.277379 -0.0631794
Moved 1514.53 224.6708 362 -0.3132619 -0.06687243
Moved 1514.547 214.2394 362.8623 -0.3374089 -0.06465456
Moved 1514.562 202.1922 364.2009 -0.3652958 -0.06121184
Moved 1514.578 191.3406 366.5824 -0.3904152 -0.05508643
Moved 1514.593 181.2207 367 -0.4138409 -0.05401234
Moved 1514.608 174.2281 368.3544 -0.4300275 -0.05052896
Moved 1514.623 168.0546 369 -0.4443179 -0.04886839
Moved 1514.639 163.6373 370.1209 -0.4545434 -0.04598531
Moved 1514.655 159.5 370 -0.4641204 -0.04629637
Moved 1514.669 158.4353 370.5648 -0.466585 -0.04484373
Moved 1514.685 156.0804 371 -0.4720362 -0.04372435
Moved 1514.7 154.6538 372.3462 -0.4753384 -0.04026185
Moved 1514.716 155 376.9178 -0.474537 -0.02850372
Moved 1514.73 155 386.923 -0.474537 -0.002770051
Moved 1514.745 168.4753 402.4697 -0.4433443 0.03721629
Moved 1514.761 185.5532 426.9503 -0.4038121 0.1001807
Moved 1514.778 197.2543 441.1188 -0.3767261 0.1366223
Moved 1514.793 219.9375 463.9375 -0.3242188 0.1953124
Moved 1514.809 233.379 475.0374 -0.2931042 0.2238614
Moved 1514.824 249.6253 488.5211 -0.2554969 0.2585419
Moved 1514.839 264.6913 499.4119 -0.220622 0.286553
Moved 1514.854 279.6789 510.3931 -0.1859285 0.3147969
Moved 1514.87 294.1076 519.2646 -0.1525287 0.3376146
Moved 1514.886 304 525.5 -0.1296296 0.3536522
Moved 1514.901 312.257 529.6285 -0.1105162 0.3642707
Moved 1514.915 321.2133 534.1067 -0.08978391 0.3757887
Moved 1514.931 328.0695 536.8278 -0.07391313 0.3827875
Moved 1514.946 333.3772 539.5848 -0.06162678 0.3898786
Moved 1514.961 337.5123 541.1708 -0.05205478 0.3939577
Moved 1514.976 341.0959 542.548 -0.04375944 0.3974999
Moved 1514.991 342.9226 543.9226 -0.039531 0.4010355
Moved 1515.009 343.9754 544 -0.03709396 0.4012345
Ended 1515.025 346.7437 545.3718 -0.03068586 0.4047628
Candidates 1515.143 12 that what share thai relate usat theater dynasty they rnase ebay theatre
Began 1515.591 350 325 -0.02314816 -0.1620371
