want to join us for lunch
want to join us for lunch
Basic
0.6 0.6
432 388.8
Began 4816.894 275 518 -0.1967592 0.3343621
Stationary 4816.911 275 518 -0.1967592 0.3343621
Stationary 4816.927 275 518 -0.1967592 0.3343621
Stationary 4816.94 275 518 -0.1967592 0.3343621
Stationary 4816.957 275 518 -0.1967592 0.3343621
Stationary 4816.972 275 518 -0.1967592 0.3343621
Stationary 4816.988 275 518 -0.1967592 0.3343621
Stationary 4817.003 275 518 -0.1967592 0.3343621
Stationary 4817.017 275 518 -0.1967592 0.3343621
Stationary 4817.035 275 518 -0.1967592 0.3343621
Moved 4817.049 266.8877 508.8737 -0.2155376 0.3108891
Moved 4817.065 264.0019 506.002 -0.2222178 0.3035029
Moved 4817.081 260.1294 503.1294 -0.231182 0.2961146
Moved 4817.095 255.8671 500.2448 -0.2410483 0.2886952
Moved 4817.111 251.5456 495.5456 -0.2510518 0.2766089
Moved 4817.126 249.1024 494.0512 -0.2567073 0.2727654
Moved 4817.143 244.8875 489.8875 -0.2664643 0.2620562
Moved 4817.158 242.3807 487.3807 -0.2722668 0.2556089
Moved 4817.173 239.5103 484.5103 -0.2789114 0.2482259
Moved 4817.189 236.3186 481.6371 -0.2862996 0.2408362
Moved 4817.207 233.7597 478.7597 -0.2922229 0.2334353
Moved 4817.219 230.8651 475.8651 -0.2989234 0.2259904
Moved 4817.235 229.2688 474.2688 -0.3026185 0.2218847
Moved 4817.251 226.8438 471.8439 -0.3082319 0.2156478
Moved 4817.265 223.9734 467.9734 -0.3148764 0.2056928
Moved 4817.282 221.1013 464.1519 -0.3215247 0.1958639
Moved 4817.296 218.2242 459.8362 -0.3281848 0.1847639
Moved 4817.312 216.3496 456.5244 -0.3325241 0.1762457
Moved 4817.327 213.5046 453.5046 -0.3391097 0.1684787
Moved 4817.342 211 448 -0.3449074 0.1543209
Moved 4817.358 207.3762 443.7524 -0.3532959 0.1433959
Moved 4817.373 204.4687 439.203 -0.3600262 0.1316949
Moved 4817.389 200.9079 433.2106 -0.3682686 0.1162822
Moved 4817.404 197.7181 428.5772 -0.3756525 0.1043652
Moved 4817.419 193.8432 423.2647 -0.3846223 0.09070129
Moved 4817.435 190.9647 417.9293 -0.3912855 0.07697859
Moved 4817.451 188.1039 415.1039 -0.3979078 0.06971155
Moved 4817.466 187.598 411.7939 -0.3990788 0.06119822
Moved 4817.484 184.0388 407.0581 -0.4073177 0.04901768
Moved 4817.496 182.5847 405.5847 -0.4106835 0.04522814
Moved 4817.512 182.1419 403.1419 -0.4117084 0.03894515
Moved 4817.528 182 400.4065 -0.412037 0.03190963
Moved 4817.543 182 398.5247 -0.412037 0.02706963
Moved 4817.558 182 396.8228 -0.412037 0.02269239
Moved 4817.574 203.1451 390.7809 -0.3630901 0.007152361
Moved 4817.59 225.997 385.2509 -0.3101921 -0.00707069
Moved 4817.604 253.9865 379.2027 -0.2454016 -0.02262688
Moved 4817.62 280.6635 370.2365 -0.1836494 -0.04568822
Moved 4817.636 304.0078 361.6221 -0.1296116 -0.06784447
Moved 4817.652 327.6551 350.407 -0.07487252 -0.09668993
Moved 4817.667 350.0968 336.5645 -0.02292405 -0.1322929
Moved 4817.682 363.44 328.7433 0.007963082 -0.1524091
Moved 4817.697 382.9909 318.0055 0.0532196 -0.1800271
Moved 4817.712 396.3888 309.4075 0.08423329 -0.2021414
Moved 4817.728 406.6234 302.1262 0.1079244 -0.220869
Moved 4817.744 414.8885 293.9262 0.1270568 -0.2419594
Moved 4817.758 421.0019 286.7476 0.1412082 -0.2604228
Moved 4817.775 425.0783 283.6144 0.1506443 -0.2684815
Moved 4817.79 427.6549 282.1725 0.1566085 -0.27219
Moved 4817.805 429.2096 280.7903 0.1602075 -0.2757451
Moved 4817.819 430.6501 280 0.1635418 -0.2777778
Moved 4817.835 431.5 280 0.1655093 -0.2777778
Stationary 4817.851 431.5 280 0.1655093 -0.2777778
Moved 4817.866 424.1358 292.7479 0.1484624 -0.2449901
Moved 4817.882 411.2986 315.5804 0.1187467 -0.1862645
Moved 4817.898 401.1728 332.417 0.09530742 -0.1429604
Moved 4817.913 390.2663 349.5673 0.07006079 -0.09884948
Moved 4817.93 380.1362 365.5003 0.04661153 -0.05786966
Moved 4817.943 369.7647 384.4706 0.02260347 -0.009077606
Moved 4817.958 361.1762 400.3436 0.00272274 0.03174774
Moved 4817.974 354.3611 416.0057 -0.01305312 0.07203098
Moved 4817.99 348.3235 430.6911 -0.02702882 0.1098022
Moved 4818.005 343 448.5 -0.03935183 0.1556069
Moved 4818.021 337.8142 460.3715 -0.05135591 0.1861407
Moved 4818.036 331.4509 478.7847 -0.06608595 0.2334996
Moved 4818.052 327.247 492.8431 -0.07581706 0.2696582
Moved 4818.067 322.9131 504.2027 -0.08584921 0.2988752
Moved 4818.083 318.6462 522.8665 -0.09572634 0.3468786
Moved 4818.098 315.3113 536.7549 -0.1034461 0.3826001
Moved 4818.113 312.2938 547.4716 -0.110431 0.4101635
Moved 4818.128 310.2493 557.3784 -0.1151637 0.4356438
Moved 4818.145 309.0788 572.212 -0.1178731 0.4737962
Ended 4818.16 308.5 578 -0.119213 0.488683
Candidates 4818.311 12 want range rant wnt went fame game rent same randy danger teacher
Began 4818.712 410 333 0.1157407 -0.141461
Stationary 4818.732 410 333 0.1157407 -0.141461
Moved 4818.745 410 360.1923 0.1157407 -0.0715218
Moved 4818.761 419.8477 393.3567 0.1385363 0.01377749
Moved 4818.777 421.6801 426.1212 0.1427781 0.09804811
Moved 4818.792 424.5668 444.4007 0.1494601 0.1450635
Moved 4818.807 427.436 465.77 0.1561019 0.2000255
Ended 4818.823 429.1643 483.9713 0.1601024 0.2468397
Accept 4818.881 0 want
Began 4819.481 310 473 -0.1157407 0.2186213
Stationary 4819.5 310 473 -0.1157407 0.2186213
Stationary 4819.514 310 473 -0.1157407 0.2186213
Stationary 4819.53 310 473 -0.1157407 0.2186213
Moved 4819.546 322.8598 473 -0.08597259 0.2186213
Moved 4819.562 332.4793 473 -0.0637054 0.2186213
Moved 4819.581 342.5438 473 -0.04040798 0.2186213
Moved 4819.593 352.1511 473 -0.01816869 0.2186213
Moved 4819.618 375.1834 473 0.03514667 0.2186213
Moved 4819.631 385.2631 473 0.05847941 0.2186213
Stationary 4819.642 385.2631 473 0.05847941 0.2186213
Moved 4819.653 393.8826 473 0.07843196 0.2186213
Moved 4819.67 402.5087 473 0.09839972 0.2186213
Moved 4819.685 411.0934 473 0.1182718 0.2186213
Moved 4819.7 417.0127 480 0.1319739 0.2366254
Moved 4819.715 423.5352 480 0.1470722 0.2366254
Moved 4819.731 430.7843 481.3569 0.1638526 0.2401154
Moved 4819.747 437.9401 482 0.1804168 0.2417695
Moved 4819.762 443.9445 482 0.1943159 0.2417695
Moved 4819.778 449.6916 483 0.2076194 0.2443414
Moved 4819.793 455.3963 484.0991 0.2208248 0.2471682
Moved 4819.808 461 485.5 0.2337964 0.2507715
Moved 4819.822 465.5277 485 0.244277 0.2494856
Moved 4819.839 470.2337 486.0779 0.2551706 0.2522578
Moved 4819.854 475.5529 486.5176 0.2674836 0.2533889
Moved 4819.87 480.8309 487 0.2797013 0.2546296
Moved 4819.885 485.1425 488.3809 0.2896817 0.2581811
Moved 4819.9 488.6753 488.8376 0.2978595 0.2593561
Moved 4819.916 491.5536 489 0.3045223 0.2597736
Moved 4819.932 493.6181 490.3091 0.3093012 0.2631405
Moved 4819.947 496.7021 491.8511 0.3164401 0.2671066
Ended 4819.963 499.5971 493.2985 0.3231414 0.2708294
Candidates 4820.019 12 do to too so go rio rho full dip gi sp dull
Began 4820.654 405 419 0.1041667 0.07973251
Stationary 4820.67 405 419 0.1041667 0.07973251
