reading week is just about here
reading week is just about here
Basic
0.6 0.6
432 388.8
Began 4592.986 321 473 -0.09027779 0.2186213
Stationary 4593.007 321 473 -0.09027779 0.2186213
Stationary 4593.021 321 473 -0.09027779 0.2186213
Stationary 4593.035 321 473 -0.09027779 0.2186213
Stationary 4593.051 321 473 -0.09027779 0.2186213
Stationary 4593.068 321 473 -0.09027779 0.2186213
Stationary 4593.085 321 473 -0.09027779 0.2186213
Stationary 4593.1 321 473 -0.09027779 0.2186213
Stationary 4593.114 321 473 -0.09027779 0.2186213
Stationary 4593.131 321 473 -0.09027779 0.2186213
Stationary 4593.145 321 473 -0.09027779 0.2186213
Stationary 4593.159 321 473 -0.09027779 0.2186213
Moved 4593.175 310.1528 463.3057 -0.1153869 0.1936873
Moved 4593.191 306.1341 459.1341 -0.1246896 0.182958
Moved 4593.206 304 457 -0.1296296 0.1774691
Moved 4593.222 300.337 454.337 -0.1381087 0.1706199
Moved 4593.242 294.9377 450.2032 -0.1506073 0.1599877
Moved 4593.253 291.8767 446.8767 -0.1576928 0.1514318
Moved 4593.268 287.5596 443.7064 -0.1676862 0.1432776
Moved 4593.284 284.2392 441.8262 -0.1753722 0.1384417
Moved 4593.298 279.9183 438.9456 -0.1853742 0.1310327
Moved 4593.314 275.6068 437.5356 -0.1953547 0.1274063
Moved 4593.332 274.2129 436.6064 -0.1985813 0.1250165
Moved 4593.345 269.0598 436 -0.2105097 0.1234567
Moved 4593.36 266.1325 436 -0.2172858 0.1234567
Moved 4593.375 263.27 436 -0.223912 0.1234567
Moved 4593.392 260.4004 436 -0.2305546 0.1234567
Moved 4593.407 258.2599 436 -0.2355094 0.1234567
Moved 4593.422 256.8219 436 -0.2388382 0.1234567
Moved 4593.438 255.778 436 -0.2412547 0.1234567
Moved 4593.453 253.265 441.1451 -0.2470718 0.13669
Moved 4593.469 250.6523 445.3477 -0.2531196 0.1474991
Moved 4593.483 249.386 447.614 -0.2560509 0.1533282
Moved 4593.499 247.9457 450.1086 -0.259385 0.1597444
Moved 4593.514 246.5042 451.4958 -0.2627217 0.1633121
Moved 4593.531 245.0657 452.9343 -0.2660517 0.1670121
Moved 4593.545 243.9863 454.0137 -0.2685502 0.1697882
Moved 4593.56 241.0717 456.9283 -0.275297 0.1772846
Moved 4593.577 240.0982 457.9018 -0.2775504 0.1797885
Moved 4593.591 237.3219 458 -0.2839771 0.180041
Moved 4593.608 236.1595 459.8405 -0.2866679 0.1847749
Moved 4593.629 232.2863 461.7137 -0.2956336 0.1895927
Stationary 4593.642 232.2863 461.7137 -0.2956336 0.1895927
Moved 4593.653 230.2242 462 -0.3004071 0.1903292
Moved 4593.67 228.7079 463.2921 -0.303917 0.1936525
Moved 4593.684 226.5355 463 -0.3089455 0.1929011
Moved 4593.699 224.8271 463 -0.3129003 0.1929011
Moved 4593.715 223.3857 464 -0.3162368 0.1954732
Moved 4593.73 221.9443 464 -0.3195734 0.1954732
Moved 4593.745 220.5 464 -0.3229167 0.1954732
Moved 4593.76 219.5 464 -0.3252315 0.1954732
Moved 4593.777 218.9805 465.0195 -0.3264341 0.1980954
Moved 4593.791 217.5171 465 -0.3298215 0.1980452
Stationary 4593.807 217.5171 465 -0.3298215 0.1980452
Moved 4593.823 215.6501 465 -0.3341432 0.1980452
Stationary 4593.837 215.6501 465 -0.3341432 0.1980452
Moved 4593.854 214.6261 465 -0.3365138 0.1980452
Moved 4593.871 213.6628 465 -0.3387434 0.1980452
Stationary 4593.886 213.6628 465 -0.3387434 0.1980452
Stationary 4593.9 213.6628 465 -0.3387434 0.1980452
Moved 4593.915 212.8558 465 -0.3406116 0.1980452
Stationary 4593.931 212.8558 465 -0.3406116 0.1980452
Moved 4593.946 211.8324 465 -0.3429806 0.1980452
Stationary 4593.961 212 465 -0.3425926 0.1980452
Stationary 4593.978 212 465 -0.3425926 0.1980452
Moved 4593.991 210.8527 466.1473 -0.3452483 0.200996
Stationary 4594.007 211 466 -0.3449074 0.2006171
Stationary 4594.023 211 466 -0.3449074 0.2006171
Stationary 4594.04 211 466 -0.3449074 0.2006171
Moved 4594.053 209.9172 466 -0.3474138 0.2006171
Stationary 4594.069 209.9172 466 -0.3474138 0.2006171
Stationary 4594.084 210 466 -0.3472222 0.2006171
Moved 4594.1 210 467.1593 -0.3472222 0.203599
Stationary 4594.115 210 467 -0.3472222 0.2031892
Stationary 4594.131 210 467 -0.3472222 0.2031892
Stationary 4594.146 210 467 -0.3472222 0.2031892
Stationary 4594.16 210 467 -0.3472222 0.2031892
Moved 4594.177 210 468.1496 -0.3472222 0.206146
Stationary 4594.192 210 468.1496 -0.3472222 0.206146
Stationary 4594.208 210 468.1496 -0.3472222 0.206146
Stationary 4594.223 210 468.1496 -0.3472222 0.206146
Stationary 4594.239 210 468.1496 -0.3472222 0.206146
Moved 4594.253 210 469 -0.3472222 0.2083333
