effort is what it will take
effort is what it will take
Basic
0.6 0.6
432 388.8
Began 585.7603 301 510 -0.1365741 0.3137859
Stationary 585.7736 301 510 -0.1365741 0.3137859
Stationary 585.7878 301 510 -0.1365741 0.3137859
Stationary 585.8024 301 510 -0.1365741 0.3137859
Stationary 585.8167 301 510 -0.1365741 0.3137859
Stationary 585.8323 301 510 -0.1365741 0.3137859
Stationary 585.8513 301 510 -0.1365741 0.3137859
Stationary 585.8627 301 510 -0.1365741 0.3137859
Stationary 585.879 301 510 -0.1365741 0.3137859
Stationary 585.8941 301 510 -0.1365741 0.3137859
Stationary 585.9091 301 510 -0.1365741 0.3137859
Stationary 585.9252 301 510 -0.1365741 0.3137859
Stationary 585.9421 301 510 -0.1365741 0.3137859
Stationary 585.9575 301 510 -0.1365741 0.3137859
Moved 585.9719 305.4445 491.5925 -0.1262858 0.2664415
Moved 585.9875 314.946 474.1081 -0.1042918 0.2214713
Moved 586.0036 328.4461 447.1078 -0.07304147 0.1520263
Moved 586.0195 337.3978 425.7248 -0.05231987 0.0970287
Moved 586.0338 344.6051 410.7899 -0.03563643 0.05861588
Moved 586.0491 349.1225 401.755 -0.02517939 0.03537798
Moved 586.0656 353.403 393.194 -0.01527081 0.0133589
Moved 586.0812 355.2389 388.2834 -0.01102115 0.000729031
Moved 586.0963 358 383 -0.004629641 -0.01286016
Moved 586.1105 359.7509 380.7471 -0.0005765259 -0.0186545
Moved 586.1263 362.3781 377.6219 0.005504887 -0.02669275
Moved 586.1415 362.631 376.3691 0.006090204 -0.02991492
Moved 586.1566 364.0817 374.9183 0.009448429 -0.03364641
Moved 586.1714 365.5 375 0.01273145 -0.03343629
Moved 586.1874 369.8666 375 0.02283941 -0.03343629
Moved 586.2031 376.8851 375 0.03908584 -0.03343629
Moved 586.2194 388.7868 375 0.0666361 -0.03343629
Moved 586.2343 420.9075 406.2352 0.1409896 0.04690127
Moved 586.2491 452.1621 437.1621 0.2133382 0.1264456
Moved 586.2654 471.9326 460.3688 0.2591032 0.1861336
Moved 586.2807 484.0194 475.5243 0.287082 0.2251139
Moved 586.2961 492.4691 488.5505 0.3066414 0.2586176
Moved 586.3113 498.5934 499.0385 0.3208181 0.2855927
Moved 586.3261 501.5032 502.671 0.3275537 0.2949356
Moved 586.344 503.3391 507.0087 0.3318036 0.3060924
Moved 586.3577 505.1078 510.2156 0.3358977 0.3143404
Moved 586.3715 505 511.5496 0.3356481 0.3177714
Moved 586.3884 505.991 512.991 0.3379422 0.3214789
Moved 586.4037 506 514.4283 0.337963 0.3251756
Moved 586.4191 506 515.871 0.337963 0.3288864
Moved 586.4344 506 517.0074 0.337963 0.331809
Stationary 586.4495 506 517 0.337963 0.33179
Moved 586.4655 491.6819 518 0.3048191 0.3343621
Moved 586.4805 480.4657 518 0.2788559 0.3343621
Moved 586.4976 458.7731 512.6177 0.2286415 0.3205186
Moved 586.5107 435.5314 503.7758 0.1748412 0.2977771
Moved 586.5268 406.0895 493.1269 0.1066887 0.270388
Moved 586.5428 382.6824 484.473 0.05250563 0.2481299
Moved 586.558 353.9001 474.6334 -0.01412024 0.2228224
Moved 586.5741 338.6516 467.4606 -0.04941761 0.204374
Moved 586.5884 325.3229 461.6991 -0.08027096 0.1895552
Moved 586.6041 312.3928 458.4847 -0.1102019 0.1812877
Moved 586.6194 304.2232 457.0446 -0.1291129 0.1775838
Moved 586.6337 294.2506 455.6072 -0.1521976 0.1738868
Moved 586.6508 290.9483 455.3896 -0.159842 0.1733272
Moved 586.6664 284.4723 455 -0.1748326 0.172325
Moved 586.6812 279.9485 455 -0.1853044 0.172325
Moved 586.6976 275.6271 455 -0.1953077 0.172325
Moved 586.7113 272.5492 455 -0.2024325 0.172325
Moved 586.7267 271.331 455 -0.2052524 0.172325
Moved 586.7438 269.8933 455 -0.2085803 0.172325
Moved 586.757 268.5 467 -0.2118056 0.2031892
Moved 586.7732 269 466.9771 -0.2106481 0.2031303
Moved 586.7881 269 472.397 -0.2106481 0.2170703
Moved 586.8055 282.7115 478.7115 -0.1789085 0.2333115
Moved 586.8193 291.877 485.9121 -0.1576922 0.2518315
Moved 586.8344 301.9383 493.0988 -0.1344021 0.2703156
Moved 586.8506 314.0195 499.4397 -0.1064364 0.2866246
Moved 586.8658 321.5238 505.219 -0.08906534 0.3014891
Moved 586.8818 329.0206 509.1547 -0.07171149 0.3116117
Moved 586.9069 342.1003 518.8252 -0.04143462 0.3364845
Moved 586.9185 348.3178 521.5452 -0.02704203 0.3434804
Stationary 586.9294 348.3178 521.5452 -0.02704203 0.3434804
Moved 586.9426 352.6235 524.4157 -0.01707514 0.3508634
Moved 586.9582 355.9558 525.6519 -0.009361604 0.3540429
Moved 586.9734 358.0916 527.0916 -0.004417499 0.3577458
Moved 586.9893 359.1729 528.1729 -0.0019147 0.3605267
Ended 587.0046 361 528 0.002314846 0.3600822
Candidates 587.1097 12 those short thought whose for fort shorter effort shift shirt shower sorry
Began 588.2022 388 381 0.06481478 -0.01800419
Stationary 588.2222 388 381 0.06481478 -0.01800419
Stationary 588.2366 388 381 0.06481478 -0.01800419
Ended 588.251 388 381 0.06481478 -0.01800419
NextCandidatePanel 588.2966
Began 589.2198 390 377 0.06944448 -0.02829226
Stationary 589.238 390 377 0.06944448 -0.02829226
Stationary 589.2527 390 377 0.06944448 -0.02829226
Stationary 589.268 390 377 0.06944448 -0.02829226
Ended 589.2841 390 377 0.06944448 -0.02829226
NextCandidatePanel 589.3118
Began 589.7877 401 376 0.09490739 -0.03086435
Stationary 589.8082 401 376 0.09490739 -0.03086435
Stationary 589.8223 401 376 0.09490739 -0.03086435
Ended 589.8387 401 376 0.09490739 -0.03086435
NextCandidatePanel 589.8829
Began 590.2209 394 371 0.07870366 -0.04372435
Stationary 590.2399 394 371 0.07870366 -0.04372435
Stationary 590.254 394 371 0.07870366 -0.04372435
Ended 590.2686 394 371 0.07870366 -0.04372435
NextCandidatePanel 590.297
Began 590.5284 388 426 0.06481478 0.09773654
Stationary 590.5478 388 426 0.06481478 0.09773654
Stationary 590.5629 388 426 0.06481478 0.09773654
Stationary 590.5781 388 426 0.06481478 0.09773654
Moved 590.5941 388 415.3169 0.06481478 0.07025942
