the facts get in the way
the facts get in the way
FixStart
0.6 0.6
432 388.8
Began 250.5566 345 225 -0.03472224 -0.4192387
Stationary 250.575 345 225 -0.03472224 -0.4192387
Stationary 250.59 345 225 -0.03472224 -0.4192387
Moved 250.6045 345 235.7782 -0.03472224 -0.391517
Moved 250.6202 339.5915 257.6803 -0.04724199 -0.3351846
Moved 250.6353 335.6749 284.0885 -0.05630812 -0.2672621
Moved 250.652 330.3817 306.7095 -0.06856079 -0.2090805
Moved 250.6664 328.0669 328.9965 -0.07391925 -0.151758
Moved 250.6824 327.0335 338.6986 -0.07631138 -0.1268041
Moved 250.6981 325.6634 357.7122 -0.07948284 -0.07790083
Moved 250.7128 326 367.3099 -0.07870371 -0.05321542
Moved 250.7287 326 376.7086 -0.07870371 -0.0290417
Moved 250.7437 326 381.9651 -0.07870371 -0.01552182
Moved 250.7602 333.0046 384.7512 -0.06248926 -0.00835611
Moved 250.7744 336.5239 386.262 -0.05434275 -0.004470299
Moved 250.7902 340.5 386 -0.0451389 -0.005144111
Moved 250.8055 344.8593 386 -0.03504798 -0.005144111
Moved 250.8203 348.179 376.1947 -0.02736355 -0.0303635
Moved 250.8356 353.8409 362.3978 -0.01425723 -0.06584921
Moved 250.853 355.8466 344.3014 -0.009614379 -0.1123937
Moved 250.8679 356 327.3806 -0.009259283 -0.1559141
Moved 250.8831 356 307.7065 -0.009259283 -0.2065163
Moved 250.8978 349.1077 293.1538 -0.02521376 -0.243946
Moved 250.9134 344.9278 282.8195 -0.03488928 -0.270526
Moved 250.9281 340.8037 271.81 -0.04443576 -0.2988427
Moved 250.9438 334.133 264.9064 -0.05987733 -0.3165988
Moved 250.9601 326.0926 258.2438 -0.07848943 -0.3337351
Moved 250.9757 316.5 256 -0.1006944 -0.3395062
Moved 250.9906 301.9745 257 -0.1343182 -0.3369342
Moved 251.0065 286.9089 272.3721 -0.1691923 -0.297397
Moved 251.0237 273.5 284 -0.2002315 -0.2674897
Moved 251.0391 263.4819 298.7771 -0.2234215 -0.2294828
Moved 251.0518 252.9679 316.8062 -0.2477595 -0.1831118
Moved 251.0685 246.5 331.5 -0.2627315 -0.145319
Moved 251.0822 241.4757 341.9297 -0.2743618 -0.1184936
Moved 251.098 237.2328 350.5344 -0.2841834 -0.09636208
Moved 251.1135 231.4677 361.0646 -0.2975284 -0.06927843
Moved 251.1283 226.9768 368.0309 -0.307924 -0.05136097
Moved 251.1559 223 379.3265 -0.3171296 -0.02230829
Moved 251.1684 223 383.4686 -0.3171296 -0.011655
Stationary 251.1787 223 383.4686 -0.3171296 -0.011655
Ended 251.1899 223 385.5 -0.3171296 -0.006430119
Candidates 251.294 12 the there rude further tide threw ride tiger trigger trust rise hyde
Began 251.6795 315 215 -0.1041667 -0.4449589
Stationary 251.7018 315 215 -0.1041667 -0.4449589
Moved 251.7133 315 232.9222 -0.1041667 -0.3988625
Moved 251.729 315 266.6607 -0.1041667 -0.3120867
Moved 251.7448 315 308.7917 -0.1041667 -0.2037252
Moved 251.7614 315 355.6136 -0.1041667 -0.0832983
Moved 251.7757 315 388.3603 -0.1041667 0.0009266339
Moved 251.791 325.5 399 -0.07986113 0.02829214
Ended 251.8077 323 414 -0.08564815 0.06687239
Accept 251.8343 0 the
Began 251.9675 339 322 -0.04861111 -0.1697531
Stationary 251.979 339 322 -0.04861111 -0.1697531
Stationary 251.9903 339 322 -0.04861111 -0.1697531
Stationary 252.0057 339 322 -0.04861111 -0.1697531
Stationary 252.0219 339 322 -0.04861111 -0.1697531
Moved 252.0367 329.278 322 -0.07111584 -0.1697531
Moved 252.053 311.1258 322 -0.1131347 -0.1697531
Moved 252.0689 273.7205 322 -0.1997211 -0.1697531
Moved 252.084 248 322 -0.2592593 -0.1697531
Moved 252.1001 217.9476 327.7986 -0.3288251 -0.1548391
Moved 252.1149 192.3126 331.4097 -0.3881654 -0.1455512
Moved 252.1313 179.9971 332 -0.4166733 -0.144033
Moved 252.1457 169.4426 332 -0.4411051 -0.144033
Moved 252.1626 162.4061 332 -0.4573933 -0.144033
Moved 252.176 159.6171 332 -0.4638494 -0.144033
Moved 252.1925 158 332 -0.4675925 -0.144033
Moved 252.2081 159 324.6134 -0.4652778 -0.1630314
Moved 252.2237 169.5 295 -0.4409722 -0.2391976
Moved 252.2385 180.1007 268.3606 -0.4164335 -0.3077145
Moved 252.2546 189.8616 240.6812 -0.3938389 -0.3789065
Moved 252.2674 197.8875 214.9854 -0.3752604 -0.4449965
Moved 252.2831 205.1135 191.6143 -0.3585337 -0.5051073
Moved 252.2985 209.2384 169.3953 -0.3489852 -0.5622551
Moved 252.3135 212.2381 158.4283 -0.3420413 -0.590462
Moved 252.3289 213.8927 150.5364 -0.3382112 -0.6107603
Moved 252.3443 215.2819 146.1542 -0.3349955 -0.6220314
Moved 252.36 216.6581 146 -0.33181 -0.6224281
Moved 252.3755 219.073 146 -0.32622 -0.6224281
Moved 252.3915 231.7689 182.8879 -0.2968312 -0.5275516
Moved 252.4083 249.7798 244.3212 -0.2551393 -0.3695443
Moved 252.4301 281.4303 343.291 -0.1818742 -0.1149923
Stationary 252.4405 281.4303 343.291 -0.1818742 -0.1149923
Moved 252.4523 295.7291 382.5659 -0.1487752 -0.01397686
Moved 252.469 302.0037 399.0092 -0.1342508 0.02831569
Moved 252.4839 306.1043 412.6812 -0.1247585 0.06348029
