if you were not so stupid
if you were not so stupid
Basic
0.6 0.6
432 388.8
Began 684.0992 487 580 0.2939814 0.4938271
Stationary 684.1198 487 580 0.2939814 0.4938271
Stationary 684.1373 487 580 0.2939814 0.4938271
Stationary 684.1496 487 580 0.2939814 0.4938271
Stationary 684.1651 487 580 0.2939814 0.4938271
Stationary 684.1809 487 580 0.2939814 0.4938271
Moved 684.1968 474.1679 566.1679 0.2642776 0.4582507
Moved 684.2127 469.9597 561.9597 0.2545363 0.447427
Moved 684.2307 464.5946 556.5946 0.2421172 0.4336281
Moved 684.2437 453.8996 546.8996 0.2173602 0.4086923
Moved 684.2587 446.6712 540.6713 0.2006278 0.3926729
Moved 684.2745 440.5744 534.5745 0.1865149 0.3769918
Moved 684.2902 432 527.5 0.1666667 0.3587962
Moved 684.3044 428.6954 523.6954 0.1590172 0.3490109
Moved 684.3204 419.6523 515.7219 0.1380841 0.3285027
Moved 684.3372 411.3465 508.3466 0.1188577 0.3095332
Moved 684.3504 407.7701 504.7701 0.110579 0.3003346
Moved 684.3664 399.3732 497.7799 0.09114175 0.2823557
Moved 684.3831 395.3269 494.4615 0.08177529 0.2738208
Moved 684.399 389.1255 489.1255 0.06742001 0.2600963
Moved 684.412 386.9586 487.9724 0.06240417 0.2571306
Moved 684.4273 382.6422 485.0948 0.05241255 0.2497294
Moved 684.445 377.217 480.478 0.03985415 0.2378548
Moved 684.4594 373.9031 476.9031 0.03218323 0.2286603
Moved 684.475 370.7245 473.7245 0.02482523 0.2204847
Moved 684.4896 366.8438 470.8438 0.01584202 0.2130754
Moved 684.5047 363.9639 468.9819 0.009175737 0.2082868
Moved 684.5203 361.0946 464.642 0.002533893 0.1971243
Moved 684.5359 357.3068 462.4801 -0.006234199 0.1915639
Moved 684.5517 353.9352 459.9676 -0.01403898 0.1851017
Moved 684.5671 349.5745 457.0497 -0.02413313 0.1775968
Moved 684.5906 344.7467 452.3734 -0.03530865 0.1655692
Moved 684.6046 340.8042 448.8041 -0.04443482 0.1563892
Stationary 684.6166 340.8042 448.8041 -0.04443482 0.1563892
Moved 684.6295 336.5537 445.5537 -0.0542738 0.148029
Moved 684.644 332.5 443 -0.06365741 0.1414608
Moved 684.6597 330.8786 440.8786 -0.06741057 0.1360046
Moved 684.6744 326.5833 436.5833 -0.07735356 0.1249568
Moved 684.6916 322.6913 433.6913 -0.08636276 0.1175187
Moved 684.7053 319.8095 430.8095 -0.09303347 0.1101067
Moved 684.7203 315.5 428 -0.1030092 0.1028806
Moved 684.7369 314.4938 426.4938 -0.1053384 0.0990065
Moved 684.7518 310.5899 421.1798 -0.1143752 0.08533894
Moved 684.7685 308.2945 420.6472 -0.1196888 0.08396909
Moved 684.7831 306.5895 417.3842 -0.1236355 0.07557665
Moved 684.7976 303.6371 413.2743 -0.1304695 0.06500585
Moved 684.814 302.9148 411.8296 -0.1321416 0.06129005
Moved 684.8306 300.7533 408.5066 -0.1371452 0.05274321
Moved 684.8441 299.3162 407.3162 -0.1404717 0.04968156
Moved 684.8599 299 405.8765 -0.1412037 0.04597852
Ended 684.8769 299 404.8208 -0.1412037 0.04326326
Candidates 685.0743 12 if of is id it odd or off its orf our org
Began 685.6898 385 365 0.05787035 -0.05915646
Stationary 685.709 385 365 0.05787035 -0.05915646
Stationary 685.7231 385 365 0.05787035 -0.05915646
Stationary 685.7388 385 365 0.05787035 -0.05915646
Stationary 685.7528 385 365 0.05787035 -0.05915646
Moved 685.7698 376.0021 400.9958 0.0370418 0.0334255
Moved 685.7869 376.2819 429.6447 0.03768951 0.1071108
Moved 685.7999 375.5604 443.3521 0.03601948 0.1423663
Moved 685.8165 376 491.9683 0.03703703 0.267408
Moved 685.8328 382.7718 524.5751 0.05271246 0.3512732
Moved 685.8456 391.637 551.1658 0.07323374 0.4196652
Ended 685.8597 391.637 551.1658 0.07323374 0.4196652
Accept 685.9196 0 if
Began 686.8163 337 477 -0.05324075 0.2289094
Stationary 686.8347 337 477 -0.05324075 0.2289094
Stationary 686.8474 337 477 -0.05324075 0.2289094
Stationary 686.8633 337 477 -0.05324075 0.2289094
Stationary 686.8779 337 477 -0.05324075 0.2289094
Stationary 686.8925 337 477 -0.05324075 0.2289094
Stationary 686.9095 337 477 -0.05324075 0.2289094
Stationary 686.9236 337 477 -0.05324075 0.2289094
Stationary 686.9401 337 477 -0.05324075 0.2289094
Moved 686.9547 351.3712 477 -0.01997411 0.2289094
Moved 686.9707 355.3112 477 -0.01085361 0.2289094
Moved 686.9886 368.5182 477 0.01971811 0.2289094
Moved 687.0031 376.5464 481.5464 0.03830184 0.2406029
Moved 687.0174 386.6031 486.1723 0.06158133 0.2525007
Moved 687.0327 396.5 489 0.08449078 0.2597736
Moved 687.0484 404.659 490.2576 0.1033773 0.2630081
Moved 687.0637 414.3808 492.0635 0.1258814 0.2676529
Moved 687.08 425.0745 496.0248 0.1506353 0.2778417
Moved 687.0951 429.4031 497.4677 0.1606554 0.2815527
Moved 687.1092 444.1389 502.1771 0.194766 0.2936652
Moved 687.1253 445.4427 502.1107 0.1977841 0.2934944
Moved 687.1418 457.3077 506.5231 0.2252493 0.3048432
Moved 687.1567 462.2351 507.247 0.2366554 0.3067052
Moved 687.1707 467.4305 510.2153 0.2486817 0.3143396
Moved 687.1877 480.3733 515.4578 0.2786418 0.3278234
Moved 687.2089 492.3047 521.1524 0.306261 0.3424702
Moved 687.2204 495.502 522.2008 0.313662 0.3451666
Moved 687.233 502.5 525 0.3298611 0.3523662
Moved 687.2476 506.2761 526.5104 0.3386019 0.356251
Moved 687.2646 512.1749 528.0583 0.3522568 0.3602321
Moved 687.2796 516.5 531 0.3622685 0.3677982
Moved 687.2946 518.7485 531.2495 0.3674734 0.36844
Moved 687.3101 522.8019 532 0.3768563 0.3703703
Stationary 687.3261 523.1097 532 0.3775688 0.3703703
Moved 687.3416 525.2744 533 0.3825796 0.3729423
Moved 687.3563 525.7181 534 0.3836066 0.3755144
Stationary 687.3707 526.4395 534 0.3852767 0.3755144
Moved 687.3873 527.106 534 0.3868194 0.3755144
Stationary 687.4016 527 534 0.3865741 0.3755144
Stationary 687.4166 527 534 0.3865741 0.3755144
Moved 687.4317 527 534.5663 0.3865741 0.3769707
Stationary 687.4484 527 535 0.3865741 0.3780863
Stationary 687.463 527 535 0.3865741 0.3780863
Stationary 687.4798 527 535 0.3865741 0.3780863
Stationary 687.4922 527 535 0.3865741 0.3780863
Moved 687.5092 511.5353 535 0.3507761 0.3780863
Moved 687.5261 504.3396 535 0.3341195 0.3780863
Moved 687.541 496.0146 535 0.3148486 0.3780863
Moved 687.5557 487.9664 527.953 0.2962186 0.3599613
Moved 687.5712 477.8637 528 0.2728326 0.3600822
Moved 687.5888 469.7119 526.1187 0.2539628 0.3552434
Moved 687.603 463.0663 525.011 0.2385793 0.3523946
Moved 687.6183 455.8866 523.5773 0.2219597 0.3487071
Moved 687.6339 449.5503 524 0.2072925 0.3497942
