players must know all the rules
players must know all the rules
Basic
0.6 0.6
432 388.8
Began 4979.054 564 531 0.4722223 0.3677982
Stationary 4979.074 564 531 0.4722223 0.3677982
Stationary 4979.089 564 531 0.4722223 0.3677982
Stationary 4979.106 564 531 0.4722223 0.3677982
Stationary 4979.12 564 531 0.4722223 0.3677982
Stationary 4979.134 564 531 0.4722223 0.3677982
Stationary 4979.15 564 531 0.4722223 0.3677982
Moved 4979.167 564 521.9634 0.4722223 0.3445561
Moved 4979.181 564 517.6185 0.4722223 0.3333809
Moved 4979.197 564 512.3157 0.4722223 0.3197421
Moved 4979.213 564 506.6495 0.4722223 0.3051683
Moved 4979.228 564 501.9124 0.4722223 0.2929845
Moved 4979.243 564 498.5565 0.4722223 0.2843529
Moved 4979.258 564 492.7074 0.4722223 0.2693091
Moved 4979.274 564 485.321 0.4722223 0.250311
Moved 4979.29 564 478.1194 0.4722223 0.2317886
Moved 4979.306 564 471.5094 0.4722223 0.2147875
Moved 4979.32 564 464.6985 0.4722223 0.1972697
Moved 4979.338 564 460.5026 0.4722223 0.1864777
Moved 4979.352 564 457.195 0.4722223 0.1779706
Moved 4979.366 564 454.2526 0.4722223 0.1704028
Moved 4979.381 564 451.7581 0.4722223 0.1639867
Moved 4979.397 557.3752 450.0536 0.4568872 0.1596028
Moved 4979.413 555.6029 447.2058 0.4527845 0.1522782
Moved 4979.429 553.1691 443.3381 0.4471506 0.1423305
Moved 4979.444 549.2297 439.2297 0.4380316 0.1317634
Moved 4979.459 544.1638 434.8729 0.4263051 0.1205577
Moved 4979.476 537.2404 430.5443 0.4102786 0.1094244
Moved 4979.49 532 428 0.3981481 0.1028806
Moved 4979.505 520.1559 423.9468 0.3707313 0.09245558
Moved 4979.521 501.2384 419.6225 0.3269408 0.0813335
Moved 4979.537 482.464 419 0.2834815 0.07973251
Moved 4979.551 457.6284 419 0.2259918 0.07973251
Moved 4979.567 428.8151 429.2147 0.1592943 0.1060048
Moved 4979.583 397.1102 434.5779 0.0859032 0.1197991
Moved 4979.6 368.3984 444.3105 0.01944075 0.1448316
Moved 4979.613 354.1207 448.5248 -0.01360948 0.1556706
Moved 4979.628 330.9625 458.2452 -0.06721651 0.1806719
Moved 4979.644 313.9508 462.7623 -0.1065954 0.1922899
Moved 4979.66 300.6853 466.4033 -0.1373026 0.2016544
Moved 4979.675 287.7715 469.273 -0.1671957 0.2090354
Moved 4979.692 277.373 470.5784 -0.1912662 0.2123929
Moved 4979.706 267.9114 471 -0.2131681 0.2134772
Moved 4979.722 260.2868 471 -0.2308175 0.2134772
Moved 4979.737 249.1262 471 -0.2566523 0.2134772
Moved 4979.752 239.8965 471 -0.2780173 0.2134772
Moved 4979.768 232.7326 471 -0.2946005 0.2134772
Moved 4979.783 227.3157 471 -0.3071397 0.2134772
Moved 4979.798 221.6798 471 -0.3201857 0.2134772
Moved 4979.813 220.2274 471 -0.3235476 0.2134772
Moved 4979.828 219.1049 471 -0.326146 0.2134772
Moved 4979.844 217.7031 471 -0.3293909 0.2134772
Moved 4979.859 218 471.7382 -0.3287037 0.215376
Moved 4979.875 218 472.5 -0.3287037 0.2173353
Moved 4979.892 222.3036 475.2296 -0.3187416 0.2243559
Moved 4979.906 233.437 479.1639 -0.29297 0.234475
Moved 4979.921 247.9332 484.9733 -0.2594138 0.2494168
Moved 4979.937 260.9408 489.8876 -0.2293037 0.2620565
Moved 4979.952 278.0063 493.1548 -0.1898002 0.2704599
Moved 4979.967 298.2818 498.0704 -0.1428663 0.2831029
Moved 4979.991 333.437 506.2101 -0.06148839 0.3040383
Stationary 4980.002 333.437 506.2101 -0.06148839 0.3040383
Moved 4980.013 344.8837 507.8405 -0.03499135 0.3082317
Moved 4980.029 353.6782 510.5594 -0.01463388 0.3152247
Moved 4980.044 356.5 510 -0.008101861 0.3137859
Moved 4980.06 359.6571 510 -0.0007937352 0.3137859
Moved 4980.075 361.2719 510 0.002944271 0.3137859
Moved 4980.09 361.7111 510 0.003960828 0.3137859
Moved 4980.107 362.5 510 0.005787015 0.3137859
Stationary 4980.121 362.5 510 0.005787015 0.3137859
Moved 4980.137 362 510 0.004629592 0.3137859
Moved 4980.153 351.6962 510 -0.0192217 0.3137859
Moved 4980.167 344.0838 510 -0.03684312 0.3137859
Moved 4980.184 331.1236 502.1099 -0.06684348 0.2934924
Moved 4980.201 318.1753 499.1501 -0.09681647 0.2858798
Moved 4980.214 302.1563 499 -0.1338975 0.2854938
Moved 4980.229 287.8892 497.6889 -0.1669232 0.2821216
Moved 4980.244 274.2395 498 -0.1985197 0.2829217
Moved 4980.26 263.6567 498 -0.2230169 0.2829217
Moved 4980.275 256.3864 498 -0.2398464 0.2829217
Moved 4980.293 249.2688 498 -0.2563221 0.2829217
Moved 4980.307 243.2573 498 -0.2702376 0.2829217
Moved 4980.321 237.1019 498 -0.2844863 0.2829217
Moved 4980.338 232.8035 498 -0.2944364 0.2829217
Moved 4980.352 229.9761 498 -0.3009812 0.2829217
Moved 4980.367 227.1012 498 -0.307636 0.2829217
Moved 4980.383 225.9743 498 -0.3102445 0.2829217
Moved 4980.399 224.5349 498 -0.3135765 0.2829217
Moved 4980.414 223.091 498 -0.3169191 0.2829217
Stationary 4980.429 223 498 -0.3171296 0.2829217
Stationary 4980.446 223 498 -0.3171296 0.2829217
Stationary 4980.459 223 498 -0.3171296 0.2829217
Stationary 4980.475 223 498 -0.3171296 0.2829217
