the postal service is very slow
the postal service is very slow
FixStart
0.6 0.6
432 388.8
Began 545.6526 466 283 0.2453704 -0.2700618
Stationary 545.6713 466 283 0.2453704 -0.2700618
Stationary 545.6864 466 283 0.2453704 -0.2700618
Stationary 545.7013 466 283 0.2453704 -0.2700618
Stationary 545.7165 466 283 0.2453704 -0.2700618
Stationary 545.7315 466 283 0.2453704 -0.2700618
Moved 545.7465 454.7815 297.8622 0.2194015 -0.2318359
Moved 545.7656 446.9813 307.0219 0.2013455 -0.2082772
Moved 545.7929 425.8585 338.6263 0.1524503 -0.1269899
Moved 545.8111 420.1568 347.1491 0.1392518 -0.1050692
Moved 545.8242 412.2389 361.3953 0.1209234 -0.06842766
Moved 545.8397 406.5182 373.46 0.107681 -0.03739714
Moved 545.8563 401.411 385.0409 0.09585887 -0.007610949
Moved 545.8704 398.5517 393.345 0.08923997 0.01374743
Moved 545.887 396 398 0.08333336 0.02572008
Moved 545.9006 396.3274 400.3452 0.08409122 0.0317519
Moved 545.9176 396 404.0981 0.08333336 0.04140446
Moved 545.9324 396 405.4092 0.08333336 0.04477661
Moved 545.9467 396 405.7728 0.08333336 0.04571192
Moved 545.9631 396 406.5 0.08333336 0.04758226
Moved 545.9781 411.5732 400.4268 0.1193823 0.0319619
Moved 545.9933 427.9355 386.5483 0.1572581 -0.003733733
Moved 546.0099 441.7199 374.1816 0.1891666 -0.0355412
Moved 546.0239 460.3141 354.4492 0.2322086 -0.08629331
Moved 546.0399 471.2082 342.1906 0.2574264 -0.1178225
Moved 546.0555 481.7265 329.3419 0.2817742 -0.1508696
Moved 546.07 491.2549 313.1345 0.3038307 -0.1925553
Moved 546.0851 496.7672 304.7739 0.3165906 -0.2140591
Moved 546.1022 501.0537 296.9105 0.3265132 -0.2342838
Moved 546.1183 504.8936 290.5107 0.3354018 -0.250744
Moved 546.1338 506.4923 288.2615 0.3391026 -0.256529
Moved 546.1483 507.6982 284.6036 0.341894 -0.2659373
Moved 546.1638 508 281.8766 0.3425926 -0.2729512
Moved 546.1797 508 280.5747 0.3425926 -0.2762996
Moved 546.1948 508 279.5 0.3425926 -0.2790638
Moved 546.2135 488.5525 289.7238 0.2975752 -0.2527683
Moved 546.2259 469.7591 303.6893 0.254072 -0.2168486
Moved 546.2399 452.9278 317.7292 0.2151107 -0.1807375
Moved 546.2557 432.9664 333.2752 0.1689038 -0.1407531
Moved 546.2722 415.0524 347.0366 0.1274362 -0.1053585
Moved 546.2868 397.9835 358.0123 0.08792479 -0.07712886
Moved 546.3025 381.6997 370.2252 0.05023082 -0.04571703
Moved 546.3176 366.7231 381.1104 0.01556287 -0.01772021
Moved 546.3334 352.6953 393.5497 -0.01690894 0.0142738
Moved 546.364 335.29 407.5917 -0.05719905 0.05039003
Moved 546.3785 330 411.5 -0.06944443 0.06044234
Moved 546.3958 327.2299 415.7701 -0.07585675 0.07142503
Moved 546.4104 324.5036 418.4964 -0.08216758 0.07843716
Ended 546.4247 324 420 -0.08333336 0.08230445
Candidates 546.5453 12 the there where threw edge regret egfr she else further refer degree
Began 547.0082 413 257 0.1226852 -0.3369342
Stationary 547.0259 413 257 0.1226852 -0.3369342
Stationary 547.0406 413 257 0.1226852 -0.3369342
Stationary 547.0566 413 257 0.1226852 -0.3369342
Stationary 547.0707 413 257 0.1226852 -0.3369342
Stationary 547.0867 413 257 0.1226852 -0.3369342
Stationary 547.1015 413 257 0.1226852 -0.3369342
Stationary 547.1211 413 257 0.1226852 -0.3369342
Moved 547.1331 413 268.2273 0.1226852 -0.3080574
Moved 547.1486 413 285.3832 0.1226852 -0.2639321
Moved 547.1661 424.4176 304.8939 0.1491148 -0.2137503
Moved 547.1794 428.5027 330.1838 0.1585711 -0.1487043
Moved 547.1951 431 349.5 0.1643519 -0.09902263
Moved 547.2114 432.8064 377.1607 0.1685333 -0.02787884
Moved 547.2258 434.2218 397.3271 0.1718097 0.02398934
Moved 547.2418 435.4903 407.413 0.1747461 0.04993058
Moved 547.2573 435 411.5961 0.1736111 0.06068959
Moved 547.2725 435 416.7911 0.1736111 0.07405104
Moved 547.2878 435 420.9064 0.1736111 0.08463565
Moved 547.3038 435 422.3254 0.1736111 0.08828531
Moved 547.3188 435 424.022 0.1736111 0.09264918
Moved 547.3416 435 426 0.1736111 0.09773654
Stationary 547.3522 435 426 0.1736111 0.09773654
Moved 547.368 435 426.8327 0.1736111 0.09987827
Stationary 547.3801 435 427 0.1736111 0.1003086
Ended 547.3956 435 427 0.1736111 0.1003086
Accept 547.4691 0 the
Began 547.7168 354 312 -0.01388888 -0.1954732
Stationary 547.7347 354 312 -0.01388888 -0.1954732
Stationary 547.7495 354 312 -0.01388888 -0.1954732
Stationary 547.7654 354 312 -0.01388888 -0.1954732
Stationary 547.7809 354 312 -0.01388888 -0.1954732
Moved 547.7952 362.1073 316.5604 0.004878045 -0.183744
Moved 547.8115 379.5289 325.3313 0.04520575 -0.1611849
Moved 547.8282 425.2702 351.8243 0.1510884 -0.09304462
Moved 547.8427 451.1741 368.9691 0.2110511 -0.04894798
Moved 547.858 490.2798 398.7731 0.3015735 0.02770859
Moved 547.8731 508.8983 412.2372 0.3446719 0.06233851
Moved 547.8882 526.4599 424.3953 0.3853239 0.09360933
Moved 547.9042 541.3179 436.4225 0.4197174 0.1245435
Moved 547.9205 555.9706 449.9706 0.4536356 0.1593893
Moved 547.9347 564.1871 456.8226 0.4726554 0.1770128
Moved 547.9497 572.5 461 0.4918982 0.1877571
Moved 547.9669 574.5055 462.7527 0.4965405 0.1922652
Moved 547.9805 577.2324 466.3486 0.5028528 0.2015139
Moved 547.9965 579.9675 467.4838 0.5091839 0.2044334
Moved 548.0131 580 468 0.5092593 0.2057612
Moved 548.0266 581.2122 469.2122 0.5120652 0.2088789
Moved 548.0422 581.5757 470 0.5129067 0.2109053
Moved 548.0587 582 470.9417 0.513889 0.2133274
Moved 548.0735 582 472.0147 0.513889 0.2160871
Stationary 548.0892 582 472 0.513889 0.2160493
Moved 548.105 574.5338 473.7466 0.496606 0.2205417
Moved 548.1196 564.2335 476.219 0.4727628 0.2269006
Moved 548.1342 551.707 477.477 0.4437663 0.2301362
Moved 548.1501 536.9294 477 0.4095589 0.2289094
Moved 548.1667 517.104 477 0.3636667 0.2289094
Moved 548.1813 493 457.5 0.3078704 0.1787551
Moved 548.1965 422.7605 418.0884 0.1452789 0.07738773
Moved 548.2128 373.5718 388.3431 0.03141622 0.0008823645
Moved 548.2276 361.0318 380.0212 0.002388358 -0.02052174
Moved 548.2428 339.5036 364.6029 -0.0474453 -0.06017778
Moved 548.2594 321.1935 351.4417 -0.08982982 -0.09402867
Moved 548.2739 299.2499 333.5156 -0.1406251 -0.1401349
Moved 548.2887 288.8537 327.2358 -0.1646905 -0.1562866
Moved 548.3063 280.9889 322.5651 -0.1828961 -0.1682997
Moved 548.3212 269.4426 314.9617 -0.2096236 -0.1878556
Moved 548.3422 256.3793 307.1896 -0.2398627 -0.2078456
Stationary 548.3527 256.3793 307.1896 -0.2398627 -0.2078456
Moved 548.3655 250.965 304.4825 -0.2523957 -0.2148083
Moved 548.3813 246.7458 303.3729 -0.2621624 -0.2176623
Moved 548.3963 244.0241 303 -0.2684627 -0.2186215
Moved 548.4123 242.6449 303 -0.2716553 -0.2186215
Moved 548.4276 241.687 303 -0.2738727 -0.2186215
Moved 548.4421 240.2228 303 -0.277262 -0.2186215
Moved 548.4583 239.5 303 -0.2789352 -0.2186215
Moved 548.475 240 311.9416 -0.2777777 -0.1956235
Moved 548.489 246.4263 320.4263 -0.2629021 -0.1738008
Moved 548.5068 271.5002 346.7897 -0.2048607 -0.1059937
Moved 548.5203 316.4787 387.2244 -0.1007438 -0.001995063
Moved 548.5365 342.4814 409.1949 -0.04055222 0.05451351
Moved 548.5513 361.6232 422.4006 0.003757477 0.08847892
Moved 548.5662 376.5038 436.0944 0.0382033 0.1236996
Moved 548.5812 381.0973 440.323 0.04883637 0.1345755
Moved 548.5966 385.4177 444.4177 0.05883734 0.1451073
Moved 548.6127 386.5 447 0.06134262 0.1517489
Moved 548.6281 386 447.8666 0.06018519 0.1539779
Moved 548.6429 386 449.2344 0.06018519 0.1574959
Stationary 548.6588 386 449.2344 0.06018519 0.1574959
Moved 548.6738 360.1377 449 0.0003187855 0.156893
Moved 548.6898 329.9965 434.4146 -0.06945257 0.119379
Moved 548.7062 288.5689 419.442 -0.1653497 0.08086915
Moved 548.7211 260.9973 404.7258 -0.2291729 0.04301907
Moved 548.7366 236.7319 392.9327 -0.2853428 0.01268681
Moved 548.7511 221.0647 383.5378 -0.3216094 -0.0114769
Moved 548.7668 207.7755 376.0594 -0.3523715 -0.03071153
Moved 548.7816 193.0536 366.7024 -0.38645 -0.05477787
Moved 548.7972 184.3379 359.6149 -0.4066252 -0.07300686
Moved 548.8156 179.4253 356.7126 -0.4179969 -0.08047166
Moved 548.8287 177.0013 355.0013 -0.423608 -0.08487316
Moved 548.8434 175.6328 353.6328 -0.426776 -0.08839297
Moved 548.8595 175 354 -0.4282407 -0.08744855
Stationary 548.8738 175 354 -0.4282407 -0.08744855
Stationary 548.8932 175 354 -0.4282407 -0.08744855
Moved 548.9055 209.6771 351.0646 -0.3479698 -0.09499859
Moved 548.9202 247.9614 346.4581 -0.2593485 -0.1068466
Moved 548.9363 293.2213 342.3435 -0.1545804 -0.1174292
Moved 548.9506 345.1777 337.4164 -0.03431081 -0.130102
Moved 548.9666 399.8403 334.158 0.09222289 -0.1384825
Moved 548.9839 455.6547 331.3827 0.2214229 -0.1456207
Moved 548.999 494 332 0.3101851 -0.144033
Moved 549.0141 520.4352 332 0.3713779 -0.144033
Moved 549.0287 550.8544 332 0.4417927 -0.144033
Moved 549.045 569.4686 332 0.4848809 -0.144033
Moved 549.0616 586.284 332 0.5238055 -0.144033
Moved 549.0754 598.7685 332 0.5527048 -0.144033
Moved 549.0906 606.9446 335.9446 0.571631 -0.1338874
Moved 549.1059 617.4069 340.8517 0.5958492 -0.1212663
Ended 549.1215 623 342 0.6087962 -0.1183128
Candidates 549.212 12 postal partial portal hospital ideal goal peak distal park visual oak spatial
Began 549.6193 443 288 0.1921296 -0.2572017
Stationary 549.6303 443 288 0.1921296 -0.2572017
Stationary 549.6434 443 288 0.1921296 -0.2572017
Stationary 549.6599 443 288 0.1921296 -0.2572017
Stationary 549.6758 443 288 0.1921296 -0.2572017
Stationary 549.6902 443 288 0.1921296 -0.2572017
Stationary 549.7052 443 288 0.1921296 -0.2572017
Stationary 549.7219 443 288 0.1921296 -0.2572017
Moved 549.7365 443 297.7628 0.1921296 -0.2320916
Moved 549.7538 443 311.4411 0.1921296 -0.1969107
Moved 549.7691 443 339.3209 0.1921296 -0.1252035
Moved 549.784 443 348.8462 0.1921296 -0.1007043
Moved 549.799 443 352.5 0.1921296 -0.09130666
Moved 549.8211 443 362.9777 0.1921296 -0.06435779
Stationary 549.8318 443 362.9777 0.1921296 -0.06435779
Moved 549.8442 443 365.2009 0.1921296 -0.05863966
Moved 549.8597 443 366.7335 0.1921296 -0.05469789
Moved 549.8755 443 369.0117 0.1921296 -0.04883825
Moved 549.8908 443 370.3745 0.1921296 -0.04533328
Moved 549.9065 443 371.743 0.1921296 -0.04181324
Moved 549.9214 443 373.1056 0.1921296 -0.03830874
Ended 549.9373 443 375 0.1921296 -0.03343629
Accept 549.9962 0 postal
Began 550.2281 462 316 0.2361111 -0.1851853
Stationary 550.2466 462 316 0.2361111 -0.1851853
Stationary 550.2615 462 316 0.2361111 -0.1851853
Stationary 550.2755 462 316 0.2361111 -0.1851853
Stationary 550.2904 462 316 0.2361111 -0.1851853
Stationary 550.3074 462 316 0.2361111 -0.1851853
Stationary 550.3237 462 316 0.2361111 -0.1851853
Moved 550.3381 450.4143 316 0.2092924 -0.1851853
Moved 550.3537 447.4593 316 0.202452 -0.1851853
Moved 550.3687 439.7134 316 0.1845218 -0.1851853
Moved 550.3844 428.7743 316 0.1591998 -0.1851853
Moved 550.3993 416.4779 316 0.1307359 -0.1851853
Moved 550.4143 404.1907 316 0.1022932 -0.1851853
Moved 550.4301 389.8908 316 0.06919165 -0.1851853
Moved 550.4456 377.9427 316 0.04153411 -0.1851853
Moved 550.4618 363 316 0.006944438 -0.1851853
Moved 550.4772 349.851 316 -0.02349302 -0.1851853
Moved 550.492 339.1136 316 -0.04834805 -0.1851853
Moved 550.5161 318.6454 316 -0.09572813 -0.1851853
Moved 550.5286 311.4427 316 -0.1124012 -0.1851853
Stationary 550.5403 311.4427 316 -0.1124012 -0.1851853
Moved 550.5531 306.0829 316 -0.1248082 -0.1851853
Moved 550.5682 299.6521 316 -0.1396942 -0.1851853
Moved 550.5853 295.3843 316 -0.1495734 -0.1851853
Moved 550.6002 292.5279 316 -0.1561855 -0.1851853
Moved 550.6147 288.8051 320.1821 -0.164803 -0.1744289
Moved 550.631 286.0847 323.9576 -0.1711002 -0.1647181
Moved 550.6461 284.6753 324 -0.1743628 -0.164609
Moved 550.6633 284 326.6901 -0.1759259 -0.15769
Moved 550.6768 284 329.113 -0.1759259 -0.1514585
Moved 550.6923 284 331.8395 -0.1759259 -0.1444458
Moved 550.7102 284 335.1587 -0.1759259 -0.1359088
Moved 550.7224 284 339.5905 -0.1759259 -0.1245102
Moved 550.7385 284 342.4665 -0.1759259 -0.117113
Moved 550.7533 288.1609 346.7833 -0.1662942 -0.1060102
Moved 550.7694 292.9181 350.8772 -0.1552821 -0.09548053
Moved 550.7844 295.6308 354.9462 -0.1490027 -0.08501492
Moved 550.8 299.3613 361.042 -0.1403673 -0.06933651
Moved 550.8154 302.3653 364.3653 -0.1334137 -0.06078884
Moved 550.8306 306.2501 370.4168 -0.1244211 -0.04522441
Moved 550.8459 314.7047 380.1555 -0.1048501 -0.02017622
Moved 550.8618 318.2414 386.0518 -0.09666343 -0.005010989
Moved 550.8768 323.6956 392.8696 -0.08403783 0.01252457
Moved 550.8979 327.5 399.5 -0.07523149 0.02957815
Moved 550.9085 332.6471 404.6471 -0.06331693 0.04281656
Moved 550.9231 339.3762 411.3762 -0.04774029 0.06012375
Moved 550.9388 344.0392 418.4548 -0.03694633 0.07833022
Moved 550.9536 356.7855 429.1426 -0.007441044 0.1058195
Moved 550.969 367.0255 438.0219 0.01626283 0.1286571
Moved 550.9849 376.6218 446.2472 0.03847629 0.1498126
Moved 551.0002 384.6669 452.9335 0.05709926 0.1670099
Moved 551.0154 393.678 457.2906 0.0779583 0.1782164
Moved 551.0314 397.393 461.393 0.08655776 0.188768
Moved 551.0467 402 464.5 0.09722222 0.1967592
Moved 551.0621 403.7641 464.882 0.1013058 0.1977417
Moved 551.0773 405.2422 466.2422 0.1047272 0.2012401
Moved 551.0929 406.608 466.608 0.1078888 0.2021809
Moved 551.108 407.5 467.5 0.1099537 0.2044752
Moved 551.1234 408.1649 467 0.1114928 0.2031892
Stationary 551.1387 408 467 0.1111111 0.2031892
Moved 551.1542 409.0605 467 0.1135661 0.2031892
Moved 551.1699 412.1993 467 0.1208318 0.2031892
Moved 551.1857 417.8247 434.9642 0.1338535 0.1207927
Moved 551.2014 425.2848 402.1855 0.1511221 0.03648522
Moved 551.2166 429.5349 369.8992 0.1609604 -0.04655555
Moved 551.2324 432.5428 337.5156 0.1679231 -0.1298466
Moved 551.2511 433.9088 308.825 0.1710851 -0.2036394
Moved 551.2639 436.5381 284.1566 0.1771716 -0.2670871
Moved 551.2778 439 260.5 0.1828703 -0.3279321
Moved 551.2934 441.1359 243.3208 0.1878145 -0.3721173
Moved 551.3093 444.1653 226.0079 0.1948272 -0.4166463
Moved 551.3228 448.3017 204.0577 0.204402 -0.4731026
Moved 551.3383 452.4321 192.2715 0.2139633 -0.503417
Moved 551.3557 455.3441 180.6234 0.2207041 -0.533376
Moved 551.3701 458.1839 173.6322 0.2272776 -0.5513575
Moved 551.3849 459.9644 169.1069 0.2313989 -0.5629966
Moved 551.4004 462.0075 166.9924 0.2361285 -0.5684351
Moved 551.4161 462 165.6162 0.2361111 -0.5719748
Moved 551.4317 464.4991 166 0.241896 -0.5709877
Moved 551.4475 472.7458 195.8767 0.2609857 -0.4941444
Moved 551.4636 480.8993 236.0131 0.2798594 -0.390913
Moved 551.4788 494.7355 279.0485 0.3118878 -0.2802252
Moved 551.4941 506.8351 307.0781 0.3398961 -0.2081326
Moved 551.5099 527.5 354 0.3877315 -0.08744855
Moved 551.5244 540.1037 385.7593 0.4169067 -0.005763215
Moved 551.5397 552.632 417.08 0.4459074 0.07479416
Moved 551.5554 556.8427 434.6514 0.4556542 0.119988
Moved 551.5712 561.2877 445.5068 0.4659436 0.1479083
