my watch fell in the water
my watch fell in the water
Basic
0.6 0.6
432 388.8
Began 1608.339 473 220 0.2615741 -0.4320988
Stationary 1608.358 473 220 0.2615741 -0.4320988
Stationary 1608.372 473 220 0.2615741 -0.4320988
Stationary 1608.387 473 220 0.2615741 -0.4320988
Moved 1608.404 473 243.2412 0.2615741 -0.3723221
Moved 1608.418 459.9774 262.2317 0.231429 -0.3234782
Moved 1608.434 455.2005 277.9987 0.2203716 -0.2829251
Moved 1608.45 450.7459 289.6776 0.21006 -0.2528868
Moved 1608.465 447.7458 299.8473 0.2031153 -0.2267302
Moved 1608.48 442 317 0.1898148 -0.1826131
Moved 1608.496 441.1128 329.098 0.187761 -0.151497
Moved 1608.511 438.4513 341.4691 0.1816003 -0.1196783
Moved 1608.526 436.7061 354.4694 0.1775604 -0.08624128
Moved 1608.542 433.9352 370.3891 0.1711462 -0.0452956
Moved 1608.557 431.1835 385.4909 0.1647765 -0.006453471
Moved 1608.572 429.3772 394.9827 0.1605953 0.01795949
Moved 1608.587 426.307 408.772 0.1534884 0.05342581
Moved 1608.603 423.4295 420.2819 0.1468276 0.08302951
Moved 1608.619 419.6767 434.6314 0.1381406 0.1199367
Moved 1608.634 415.8614 447.4619 0.1293088 0.152937
Moved 1608.649 413.1715 454.0712 0.1230822 0.1699362
Moved 1608.664 409.3953 462.814 0.114341 0.1924228
Moved 1608.68 405.4424 472.3012 0.1051907 0.2168241
Moved 1608.695 402.4347 478.1306 0.09822845 0.2318173
Moved 1608.71 398.0975 486.805 0.08818864 0.254128
Moved 1608.729 394.9625 495.1124 0.08093178 0.2754948
Moved 1608.748 389.429 507.9275 0.06812274 0.3084554
Stationary 1608.758 389.429 507.9275 0.06812274 0.3084554
Moved 1608.773 386.6666 513.6668 0.06172826 0.323217
Moved 1608.788 386.4455 516.6636 0.06121635 0.3309248
Moved 1608.803 386 519.3909 0.06018519 0.3379394
Moved 1608.819 386 521.9605 0.06018519 0.3445486
Moved 1608.834 386 524.7354 0.06018519 0.3516855
Ended 1608.849 386 524.7354 0.06018519 0.3516855
Candidates 1608.963 12 my nyt nmt mt ny buy mgi but mi by mr nutty
Began 1609.292 335 263 -0.05787035 -0.3215021
Stationary 1609.315 335 263 -0.05787035 -0.3215021
Stationary 1609.327 335 263 -0.05787035 -0.3215021
Moved 1609.343 335 282.9166 -0.05787035 -0.2702764
Moved 1609.359 335 310.8697 -0.05787035 -0.1983805
Moved 1609.374 335 344.4924 -0.05787035 -0.1119024
Moved 1609.389 335 381.9053 -0.05787035 -0.01567574
Moved 1609.405 335 401.5581 -0.05787035 0.03487163
Ended 1609.421 335 423.6141 -0.05787035 0.09160002
Accept 1609.463 0 my
Began 1609.634 234 499 -0.2916667 0.2854938
Stationary 1609.653 234 499 -0.2916667 0.2854938
Stationary 1609.666 234 499 -0.2916667 0.2854938
Stationary 1609.682 234 499 -0.2916667 0.2854938
Moved 1609.697 223.8912 474.7336 -0.3150667 0.2230801
Moved 1609.713 214.6692 454.673 -0.3364139 0.1714841
Moved 1609.728 204.1874 434.9763 -0.3606774 0.1208238
Moved 1609.744 196.1461 417.3507 -0.3792914 0.07549039
Moved 1609.76 189.8863 405.7916 -0.3937816 0.04576027
Moved 1609.775 185.7856 394.7615 -0.4032742 0.01739055
Moved 1609.79 185 390.4308 -0.4050926 0.006251943
Moved 1609.805 185 387.6711 -0.4050926 -0.0008459443
Moved 1609.822 185 387 -0.4050926 -0.002572055
Moved 1609.837 200.6647 387 -0.3688317 -0.002572055
Moved 1609.852 239.5261 415.4681 -0.2788748 0.07064823
Moved 1609.867 273 436 -0.2013889 0.1234567
Moved 1609.883 294.2713 456.2668 -0.1521497 0.1755834
Moved 1609.907 329.5 486 -0.07060184 0.2520575
Stationary 1609.917 329.5 486 -0.07060184 0.2520575
Moved 1609.928 340.2258 495.3364 -0.04577363 0.276071
Moved 1609.944 348.651 502.3759 -0.02627075 0.2941765
Moved 1609.96 353.9795 506.3196 -0.01393641 0.30432
Moved 1609.975 356.0443 508.0443 -0.009156664 0.3087559
Moved 1609.99 357.0812 508 -0.006756385 0.3086419
Moved 1610.009 358.495 508 -0.003483792 0.3086419
Stationary 1610.021 358.495 508 -0.003483792 0.3086419
Moved 1610.036 346.6902 463.6104 -0.03080984 0.194471
Moved 1610.052 321.7478 401.4473 -0.08854678 0.03458647
Moved 1610.067 303.8313 352.5359 -0.1300202 -0.09121419
Moved 1610.083 290.136 315.5671 -0.1617222 -0.1862986
Moved 1610.099 285 296 -0.1736111 -0.2366256
Moved 1610.114 278.9947 274.9788 -0.1875123 -0.2906923
Moved 1610.129 275.6575 256.945 -0.1952372 -0.3370757
Moved 1610.145 274.4367 246.0568 -0.1980632 -0.3650804
Moved 1610.16 274 238.3228 -0.199074 -0.3849724
Moved 1610.175 274 234.0126 -0.199074 -0.3960583
Moved 1610.191 274 232.2911 -0.199074 -0.4004857
Moved 1610.207 274 230.918 -0.199074 -0.4040176
Moved 1610.222 282.9012 231 -0.1784693 -0.4038066
Moved 1610.237 308.524 249.9366 -0.1191574 -0.3551013
Moved 1610.253 340.5333 278.723 -0.0450618 -0.2810622
Moved 1610.268 369.9763 305.4071 0.02309322 -0.2124303
Moved 1610.284 385.9071 319.9071 0.05997012 -0.175136
Moved 1610.3 398.2647 332.2647 0.08857568 -0.1433522
Moved 1610.314 412.1691 343.3353 0.1207617 -0.1148785
Moved 1610.329 420 350.5 0.1388889 -0.09645069
Moved 1610.345 427.805 360.4636 0.156956 -0.07082424
Moved 1610.362 438.7184 375.3629 0.1822187 -0.03250295
Ended 1610.378 446 386 0.199074 -0.005144111
Candidates 1610.496 12 watch arch rewatch catch stretch such stuck struck attack suck deck dutch
Began 1610.897 346 217 -0.03240739 -0.4398148
Stationary 1610.917 346 217 -0.03240739 -0.4398148
Stationary 1610.932 346 217 -0.03240739 -0.4398148
Moved 1610.947 346 238.8972 -0.03240739 -0.3834949
Moved 1610.963 346 271.5468 -0.03240739 -0.2995195
Moved 1610.977 346 307.8738 -0.03240739 -0.2060859
Moved 1610.993 346 346.7059 -0.03240739 -0.1062091
Moved 1611.01 346 364 -0.03240739 -0.06172839
Ended 1611.025 346 397 -0.03240739 0.02314815
Accept 1611.067 0 watch
Began 1611.225 330 311 -0.06944443 -0.1980453
Stationary 1611.238 330 311 -0.06944443 -0.1980453
Stationary 1611.253 330 311 -0.06944443 -0.1980453
Stationary 1611.27 330 311 -0.06944443 -0.1980453
Stationary 1611.29 330 311 -0.06944443 -0.1980453
Moved 1611.301 322.0902 321.876 -0.08775413 -0.1700721
Moved 1611.316 317.8977 330.2046 -0.097459 -0.1486508
Moved 1611.332 310.7371 345.0344 -0.1140345 -0.1105082
Moved 1611.347 304.8661 358.1234 -0.1276247 -0.07684331
Moved 1611.363 295.618 380.3561 -0.1490323 -0.01966021
Moved 1611.378 288.6365 395.7271 -0.1651933 0.01987406
Moved 1611.394 282.1653 411.5703 -0.180173 0.06062299
Moved 1611.41 276.5882 425.5296 -0.1930829 0.09652667
Moved 1611.425 275.2613 436.1708 -0.1961544 0.1238961
Moved 1611.439 273.8771 443.6143 -0.1993585 0.1430407
Moved 1611.456 274 451.7573 -0.199074 0.1639848
Moved 1611.471 274 455.9946 -0.199074 0.1748833
Moved 1611.487 281.0258 461.6347 -0.1828107 0.1893896
Moved 1611.503 287.0291 467.0291 -0.168914 0.2032641
Moved 1611.516 300.5349 470.8837 -0.1376508 0.2131782
Moved 1611.531 314.229 473.0255 -0.1059513 0.2186867
Moved 1611.547 330.7207 473 -0.06777614 0.2186213
Moved 1611.563 349.7605 473 -0.02370253 0.2186213
Moved 1611.579 364.5908 464.084 0.01062671 0.1956893
Moved 1611.595 392.0735 451.8257 0.07424414 0.1641606
Moved 1611.609 412.8287 442.2162 0.1222886 0.1394451
Moved 1611.624 429.035 433.9809 0.1598033 0.1182636
Moved 1611.64 444.2971 425.6561 0.1951321 0.0968521
Moved 1611.656 456.758 415.7936 0.2239769 0.07148566
Moved 1611.67 467.183 406.986 0.2481089 0.04883216
Moved 1611.686 478 399 0.2731481 0.02829214
Moved 1611.704 482.9337 394.0663 0.2845688 0.0156025
Moved 1611.717 490.7906 387.1745 0.302756 -0.00212324
Moved 1611.734 499.0908 380.2577 0.3219694 -0.01991343
Moved 1611.75 504.6166 374.1068 0.3347606 -0.03573374
Moved 1611.765 509.3321 367.4465 0.3456762 -0.05286393
Moved 1611.78 514.9907 360.5117 0.3587747 -0.07070047
Moved 1611.794 519.597 355.5373 0.3694377 -0.08349461
Moved 1611.81 522.9116 351.1179 0.3771102 -0.09486154
Moved 1611.825 525.6987 348.3013 0.3835618 -0.1021057
Moved 1611.844 526.7322 347.2678 0.3859541 -0.1047638
Ended 1611.857 527.5 346.5 0.3877315 -0.1067387
Candidates 1611.916 12 cell feel fell del bell gel hell sell syk geek creek seek
Began 1612.916 244 364 -0.2685185 -0.06172839
Stationary 1612.936 244 364 -0.2685185 -0.06172839
Stationary 1612.95 244 364 -0.2685185 -0.06172839
Moved 1612.965 261.6373 364 -0.2276914 -0.06172839
Moved 1612.982 284.7421 364 -0.174208 -0.06172839
Moved 1612.996 325.5561 364 -0.07973135 -0.06172839
Moved 1613.013 361.3305 364 0.003079772 -0.06172839
Moved 1613.027 383.8429 364 0.05519192 -0.06172839
Moved 1613.043 391.7434 364 0.07348021 -0.06172839
Moved 1613.06 404.4718 359.5282 0.102944 -0.07323002
Ended 1613.073 417.2801 353.916 0.1325928 -0.08766488
Accept 1613.117 2 fell
Began 1613.316 471 543 0.2569444 0.3986624
Stationary 1613.335 471 543 0.2569444 0.3986624
Stationary 1613.35 471 543 0.2569444 0.3986624
Stationary 1613.365 471 543 0.2569444 0.3986624
Stationary 1613.381 471 543 0.2569444 0.3986624
Moved 1613.397 471 532.5348 0.2569444 0.3717458
Moved 1613.412 471 522.0221 0.2569444 0.344707
Moved 1613.428 471 512.3109 0.2569444 0.3197296
Moved 1613.443 463.336 503.1463 0.2392037 0.296158
Moved 1613.46 462.4854 484.8246 0.2372347 0.2490344
Moved 1613.474 460.1887 469.0378 0.2319183 0.2084306
Moved 1613.489 457.448 447.5839 0.2255741 0.1532508
Moved 1613.505 449.0245 418.7484 0.2060753 0.0790853
Moved 1613.521 439.6566 385.7737 0.1843903 -0.00572601
Moved 1613.536 429.8902 358.1147 0.1617828 -0.07686544
Moved 1613.552 427.1331 348.1548 0.1554008 -0.1024825
Moved 1613.572 421.5499 329.7598 0.1424767 -0.149795
Moved 1613.584 418.446 319.0609 0.1352916 -0.1773125
Moved 1613.599 414.6694 302.6775 0.1265495 -0.219451
Moved 1613.615 411.9195 290.6379 0.1201841 -0.250417
Moved 1613.629 409.1516 281.0304 0.1137767 -0.2751276
Moved 1613.644 405.369 270.2913 0.1050207 -0.3027487
Moved 1613.661 401.3915 259.3774 0.09581368 -0.3308195
Moved 1613.674 398.4489 253.8977 0.08900195 -0.3449134
Moved 1613.69 394.7132 244.4264 0.08035452 -0.3692738
Moved 1613.706 392.9842 238.9366 0.07635225 -0.3833935
Moved 1613.721 391.5927 236.1854 0.07313132 -0.3904696
Moved 1613.737 391 230.8846 0.07175922 -0.4041033
Moved 1613.753 389.8514 226.5542 0.06910045 -0.4152413
Moved 1613.768 390 223.9324 0.06944448 -0.4219846
Ended 1613.784 390 222 0.06944448 -0.4269547
