learn to walk before you run
learn to walk before you run
FixStart
0.6 0.6
432 388.8
Began 1652.743 333 266 -0.06249999 -0.3137861
Stationary 1652.763 333 266 -0.06249999 -0.3137861
Stationary 1652.778 333 266 -0.06249999 -0.3137861
Stationary 1652.793 333 266 -0.06249999 -0.3137861
Stationary 1652.808 333 266 -0.06249999 -0.3137861
Stationary 1652.823 333 266 -0.06249999 -0.3137861
Stationary 1652.839 333 266 -0.06249999 -0.3137861
Stationary 1652.854 333 266 -0.06249999 -0.3137861
Stationary 1652.869 333 266 -0.06249999 -0.3137861
Stationary 1652.885 333 266 -0.06249999 -0.3137861
Stationary 1652.902 333 266 -0.06249999 -0.3137861
Moved 1652.916 343.003 277.3353 -0.03934497 -0.2846314
Moved 1652.932 347.3264 281.3264 -0.02933701 -0.2743663
Moved 1652.948 353.2064 285.1031 -0.01572604 -0.2646525
Moved 1652.965 359.499 287.4996 -0.001159807 -0.2584887
Moved 1652.979 374.3672 291.3418 0.0332575 -0.2486065
Moved 1652.993 388.7033 291.5586 0.06644279 -0.2480489
Moved 1653.009 409.8847 292 0.1154739 -0.2469136
Moved 1653.025 431.591 292 0.1657199 -0.2469136
Moved 1653.039 451.0487 292 0.2107609 -0.2469136
Moved 1653.055 469.025 282.6521 0.2523726 -0.2709566
Moved 1653.071 481.5 282 0.28125 -0.2726338
Moved 1653.086 493.782 281.1353 0.3096805 -0.2748578
Moved 1653.105 508.0753 278.3849 0.3427669 -0.2819319
Moved 1653.118 517.1548 277.2636 0.3637843 -0.2848159
Moved 1653.132 524.9073 277 0.3817298 -0.2854939
Moved 1653.149 531.5051 277 0.3970025 -0.2854939
Moved 1653.165 537.2628 275.9343 0.4103306 -0.2882347
Moved 1653.179 541.5 276 0.4201389 -0.288066
Moved 1653.195 544.2958 276 0.4266106 -0.288066
Moved 1653.21 548.271 276 0.4358125 -0.288066
Moved 1653.226 551.063 275 0.4422754 -0.2906379
Moved 1653.24 552.9753 275 0.4467021 -0.2906379
Moved 1653.256 553.5 275 0.4479167 -0.2906379
Moved 1653.271 554.8504 275 0.4510426 -0.2906379
Stationary 1653.286 555 275 0.4513889 -0.2906379
Stationary 1653.305 555 275 0.4513889 -0.2906379
Moved 1653.317 549.1411 275 0.4378266 -0.2906379
Moved 1653.333 540.3289 286.5067 0.4174279 -0.2610424
Moved 1653.349 522.3481 293.605 0.3758058 -0.2427856
Moved 1653.365 505.0788 300.8005 0.3358307 -0.2242787
Moved 1653.378 486.8807 307.3731 0.2937053 -0.2073737
Moved 1653.394 466.3573 313.1714 0.2461975 -0.1924605
Moved 1653.411 449.5656 318.4482 0.2073278 -0.1788883
Moved 1653.424 429.1748 325.2358 0.1601269 -0.1614307
Moved 1653.44 408.1071 330.9714 0.1113592 -0.1466784
Moved 1653.456 390.5778 338.2592 0.07078201 -0.1279342
Moved 1653.473 376.2512 343.545 0.03761848 -0.1143389
Moved 1653.487 360.5491 350.5686 0.001271069 -0.09627416
Moved 1653.503 347.8886 355.2918 -0.02803569 -0.084126
Moved 1653.518 338.7127 360.5546 -0.04927605 -0.07059011
Moved 1653.533 328.7277 366.2985 -0.07238954 -0.05581687
Moved 1653.549 318.5949 372.0886 -0.09584507 -0.0409244
Moved 1653.564 310.9237 377.861 -0.1136025 -0.02607769
Moved 1653.579 300.3959 383.6309 -0.1379724 -0.0112375
Moved 1653.595 292.4995 389.4004 -0.1562511 0.003601827
Moved 1653.61 286.8181 393.6364 -0.1694026 0.01449687
Moved 1653.626 282.1066 397.17 -0.1803088 0.02358538
Moved 1653.641 276.6796 401.2403 -0.1928713 0.03405422
Moved 1653.657 272.969 404.0309 -0.2014606 0.04123177
Moved 1653.672 269.1346 406.9103 -0.2103367 0.04863746
Moved 1653.687 264.795 409.8033 -0.220382 0.05607848
Moved 1653.702 261.3188 411.8406 -0.2284286 0.06131835
Moved 1653.718 258.442 412 -0.2350879 0.06172835
Moved 1653.735 256 413.5 -0.2407407 0.06558634
Moved 1653.749 254.1407 413 -0.2450448 0.06430033
Moved 1653.765 251.412 413 -0.2513612 0.06430033
Moved 1653.779 247.7749 413 -0.2597804 0.06430033
Moved 1653.795 242.2529 413 -0.2725628 0.06430033
Moved 1653.811 236.4851 400.8563 -0.2859142 0.03306663
Moved 1653.825 229.6595 392.5914 -0.3017141 0.01180916
Moved 1653.841 222.5 382.5 -0.318287 -0.01414617
Moved 1653.857 214.0171 369.657 -0.3379234 -0.04717838
Moved 1653.881 193.4428 333.9019 -0.3855491 -0.1391412
Moved 1653.894 186.2133 319.4799 -0.4022841 -0.1762349
Stationary 1653.905 186.2133 319.4799 -0.4022841 -0.1762349
Moved 1653.918 179.0167 305.0333 -0.4189429 -0.2133916
Moved 1653.934 174.5051 294.3468 -0.4293864 -0.2408776
Moved 1653.951 170.1791 284.0846 -0.4394001 -0.2672722
Moved 1653.965 168.4922 278.4766 -0.4433051 -0.2816961
Moved 1653.98 165.2009 269.0046 -0.4509238 -0.3060581
Moved 1653.996 163.7625 263.05 -0.4542535 -0.3213734
Moved 1654.012 162.3195 257.2779 -0.4575938 -0.3362194
Moved 1654.025 162 252.6501 -0.4583334 -0.348122
Moved 1654.041 162 251.4362 -0.4583334 -0.3512445
Moved 1654.059 161.0007 249.0013 -0.4606466 -0.3575069
Moved 1654.072 161 247.9125 -0.4606481 -0.3603074
Moved 1654.088 161 245.8708 -0.4606481 -0.3655585
Moved 1654.103 161 243.9991 -0.4606481 -0.3703726
Stationary 1654.118 161 243.9991 -0.4606481 -0.3703726
Moved 1654.133 161 242.1171 -0.4606481 -0.3752134
Moved 1654.15 161 240.6783 -0.4606481 -0.3789138
Moved 1654.164 169.5328 240.2336 -0.4408962 -0.3800576
Moved 1654.18 172.6919 240 -0.4335836 -0.3806585
Moved 1654.195 178.2171 240 -0.4207938 -0.3806585
Moved 1654.211 189.6431 245.905 -0.3943446 -0.3654706
Moved 1654.226 206.207 256.2874 -0.3560023 -0.338767
Moved 1654.241 224.4577 271.8271 -0.3137555 -0.2987985
Moved 1654.258 244.8669 288.6812 -0.2665117 -0.2554498
Moved 1654.272 268 307.5 -0.212963 -0.2070474
Moved 1654.287 278.3542 319.0896 -0.188995 -0.1772387
Moved 1654.305 293.0148 335.1071 -0.1550584 -0.1360416
Moved 1654.319 303.2286 346.7667 -0.1314153 -0.1060527
Moved 1654.333 314.8248 359.8053 -0.1045723 -0.07251731
Moved 1654.349 323.5141 369.9331 -0.08445819 -0.0464685
Moved 1654.365 330.4619 378.3273 -0.06837527 -0.02487834
Moved 1654.38 336.2318 385.5397 -0.05501911 -0.00632808
Moved 1654.395 339.5 391.5 -0.04745369 0.009002057
Moved 1654.411 341.7057 394.5585 -0.042348 0.01686857
Moved 1654.426 343.2952 396.2952 -0.03866852 0.02133526
Moved 1654.442 343.7128 397.7128 -0.03770193 0.0249814
Moved 1654.459 344.5 398.5 -0.03587961 0.02700609
Moved 1654.473 344 399 -0.03703703 0.02829214
Moved 1654.488 345.0435 399 -0.03462151 0.02829214
Stationary 1654.504 345 399 -0.03472224 0.02829214
Moved 1654.52 346.4062 400.4062 -0.03146718 0.03190888
Moved 1654.535 349.9953 400 -0.02315908 0.03086416
Moved 1654.551 354.3215 400 -0.01314461 0.03086416
Moved 1654.566 365.0671 400 0.0117295 0.03086416
Moved 1654.581 375.283 388.0647 0.03537735 0.0001663239
Moved 1654.596 385.4189 386.6776 0.05884011 -0.003401203
Moved 1654.612 395.4515 381.1706 0.08206357 -0.01756542
Moved 1654.627 402.7413 378.2537 0.09893824 -0.02506774
Moved 1654.643 415.4038 368.9121 0.1282495 -0.04909437
Moved 1654.658 425.4793 363.1547 0.1515724 -0.06390262
Moved 1654.673 434.6266 355.3734 0.1727469 -0.08391635
Moved 1654.696 447.1766 340.2792 0.2017978 -0.1227389
Stationary 1654.707 447.1766 340.2792 0.2017978 -0.1227389
Moved 1654.718 452.9333 330.1335 0.2151233 -0.1488337
Moved 1654.734 456.1594 319.4686 0.2225913 -0.1762639
Moved 1654.75 460.5 300.5 0.2326389 -0.2250515
