this is a very good idea
this is a very good idea
Basic
0.6 0.6
432 388.8
Began 2109.26 365 563 0.01157403 0.4501028
Stationary 2109.28 365 563 0.01157403 0.4501028
Stationary 2109.294 365 563 0.01157403 0.4501028
Stationary 2109.31 365 563 0.01157403 0.4501028
Stationary 2109.326 365 563 0.01157403 0.4501028
Stationary 2109.341 365 563 0.01157403 0.4501028
Stationary 2109.356 365 563 0.01157403 0.4501028
Stationary 2109.372 365 563 0.01157403 0.4501028
Stationary 2109.387 365 563 0.01157403 0.4501028
Moved 2109.403 365 548.708 0.01157403 0.4133435
Moved 2109.417 365 537.7338 0.01157403 0.3851176
Moved 2109.433 372.7321 527.2344 0.02947261 0.358113
Moved 2109.448 378.7178 512.7055 0.04332821 0.3207445
Moved 2109.465 384.4032 502.1937 0.05648881 0.2937079
Moved 2109.479 388.8565 491.3588 0.06679744 0.2658406
Moved 2109.495 394.5475 477.1312 0.07997106 0.2292469
Moved 2109.511 398.6691 463.7722 0.08951177 0.1948872
Moved 2109.526 404.3123 449.7192 0.1025748 0.1587426
Moved 2109.542 407.2751 435.4164 0.109433 0.1219556
Moved 2109.556 410.4218 422.1021 0.116717 0.08771119
Moved 2109.572 413.2888 412.4894 0.1233536 0.06298704
Moved 2109.588 414.7904 406.0481 0.1268295 0.04641996
Moved 2109.603 416.1516 396.9391 0.1299804 0.02299163
Moved 2109.618 417.5836 388.9149 0.1332954 0.002353024
Moved 2109.633 420.0294 378.897 0.138957 -0.02341306
Moved 2109.65 421.4702 371.649 0.1422922 -0.04205515
Moved 2109.665 424.7976 360.506 0.1499945 -0.07071514
Moved 2109.68 427.6886 353.2785 0.1566866 -0.08930434
Moved 2109.695 428.5 349 0.1585648 -0.1003086
Moved 2109.713 429.8922 346.2155 0.1617876 -0.1074704
Moved 2109.726 431.3272 343.3455 0.1651093 -0.114852
Moved 2109.742 431.7584 344 0.1661073 -0.1131688
Moved 2109.757 433.2006 344 0.1694458 -0.1131688
Moved 2109.773 436.2851 349.7831 0.1765859 -0.09829462
Moved 2109.788 440.2408 360.5618 0.1857426 -0.07057143
