this is a very good idea
this is a very good idea
Basic
0.6 0.6
432 388.8
Began 96.71644 362 484 0.004629592 0.2469135
Stationary 96.7356 362 484 0.004629592 0.2469135
Stationary 96.74967 362 484 0.004629592 0.2469135
Stationary 96.76688 362 484 0.004629592 0.2469135
Stationary 96.78498 362 484 0.004629592 0.2469135
Stationary 96.79682 362 484 0.004629592 0.2469135
Stationary 96.81171 362 484 0.004629592 0.2469135
Stationary 96.82774 362 484 0.004629592 0.2469135
Moved 96.84299 351.6872 484 -0.01924251 0.2469135
Moved 96.85969 350.4268 484 -0.02216016 0.2469135
Moved 96.87531 348.9881 484 -0.02549042 0.2469135
Moved 96.89033 347.5535 484 -0.02881139 0.2469135
Moved 96.90607 346.1084 484 -0.03215656 0.2469135
Moved 96.92094 344.669 484 -0.03548836 0.2469135
Moved 96.93644 343.5 484 -0.03819446 0.2469135
Moved 96.95194 342.1249 490.1257 -0.04137755 0.2626688
Moved 96.96699 340.6861 492.3139 -0.0447082 0.2682971
Moved 96.98341 339.2459 493.7541 -0.04804189 0.2720012
Moved 96.99812 339 495.1942 -0.04861111 0.2757052
Moved 97.01197 337.3717 496.6284 -0.05238036 0.2793939
Moved 97.02998 337 498.0691 -0.05324075 0.2830994
Moved 97.04383 337 499.5 -0.05324075 0.2867798
Moved 97.05958 336 501.585 -0.05555556 0.2921424
Moved 97.0752 336 505.0522 -0.05555556 0.3010601
Moved 97.09061 334.5353 507.9294 -0.05894611 0.3084604
Moved 97.10551 335 511.7446 -0.05787035 0.3182731
Moved 97.12159 335 515.9108 -0.05787035 0.3289885
Moved 97.13697 335 517.7505 -0.05787035 0.3337203
Moved 97.15247 335 520.3636 -0.05787035 0.3404412
Moved 97.16752 335 522.4482 -0.05787035 0.3458029
Moved 97.18388 335 523 -0.05787035 0.3472221
Moved 97.19822 335 524.1705 -0.05787035 0.3502326
Stationary 97.21366 335 524 -0.05787035 0.3497942
Stationary 97.22898 335 524 -0.05787035 0.3497942
Moved 97.24436 343.1579 524 -0.03898636 0.3497942
Moved 97.25803 346.7513 524 -0.03066833 0.3497942
