a picture is worth many words
a picture is worth many words
FixStart
0.6 0.6
432 388.8
Began 976.8417 481 376 0.2800926 -0.03086435
Stationary 976.86 481 376 0.2800926 -0.03086435
Stationary 976.8739 481 376 0.2800926 -0.03086435
Stationary 976.8912 481 376 0.2800926 -0.03086435
Moved 976.9111 463.3432 376 0.2392205 -0.03086435
Moved 976.928 453.5874 376 0.2166376 -0.03086435
Stationary 976.939 453.5874 376 0.2166376 -0.03086435
Moved 976.95 437.4146 376 0.1792004 -0.03086435
Moved 976.9662 425.1729 376 0.1508633 -0.03086435
Moved 976.9813 407.876 376 0.1108242 -0.03086435
Moved 976.9976 394.4295 376 0.07969797 -0.03086435
Moved 977.0123 381.8625 376 0.05060762 -0.03086435
Moved 977.0278 372.9898 376 0.03006895 -0.03086435
Moved 977.0444 363.2498 376 0.007522702 -0.03086435
Moved 977.0592 353.5683 376 -0.0148882 -0.03086435
Moved 977.0753 349.5 376 -0.02430553 -0.03086435
Moved 977.0915 340.4046 376 -0.04535978 -0.03086435
Moved 977.1055 333.4518 376 -0.06145427 -0.03086435
Moved 977.1215 327.2805 380.7592 -0.07573967 -0.01862357
Moved 977.1365 320.7185 383 -0.09092931 -0.01286016
Moved 977.1506 316.7134 384.4289 -0.1002005 -0.009184983
Moved 977.167 311.5361 384.8213 -0.1121849 -0.008175815
Moved 977.1826 304.9713 386.2057 -0.1273812 -0.004614881
Moved 977.1978 301.0406 386 -0.13648 -0.005144111
Moved 977.2136 296.9447 386.6851 -0.1459614 -0.003381972
Moved 977.2285 293.8544 387 -0.1531149 -0.002572055
Moved 977.2443 292.5552 388.4448 -0.1561221 0.00114382
Ended 977.2598 291.5 388 -0.1585648 -3.924585E-08
Candidates 977.4111 12 a as has s gas ass faa had aa da fda ga
Began 977.8885 397 351 0.0856481 -0.09516476
Stationary 977.9083 397 351 0.0856481 -0.09516476
Moved 977.9215 404.0098 373.1434 0.1018746 -0.03821141
Moved 977.9375 410.042 391.3865 0.1158381 0.008710147
Moved 977.9525 419.2361 420.9446 0.1371207 0.08473396
Moved 977.9681 425.1362 447.6469 0.1507782 0.1534127
Moved 977.9836 430.6716 469.6863 0.1635917 0.2100985
Moved 977.9998 433.5 484 0.1701389 0.2469135
Moved 978.0151 433.8554 494.699 0.1709616 0.2744315
Ended 978.0314 436.5177 502.2944 0.1771243 0.2939669
Accept 978.1066 0 a
Began 978.704 351 377 -0.02083332 -0.02829226
Stationary 978.7251 351 377 -0.02083332 -0.02829226
Stationary 978.7418 351 377 -0.02083332 -0.02829226
Stationary 978.7539 351 377 -0.02083332 -0.02829226
Moved 978.7686 367.3654 384.3654 0.01704951 -0.009348284
Moved 978.7875 387.9975 398.9984 0.06480893 0.02828802
Moved 978.8016 404.5608 408.6605 0.10315 0.05313896
Moved 978.8167 428.5 421 0.1585648 0.08487643
Moved 978.8329 446.2616 432.4422 0.1996797 0.114306
Moved 978.8474 464.2133 443.2911 0.2412344 0.1422095
Moved 978.8633 481.5086 455.1982 0.2812699 0.1728349
Moved 978.8795 494.6479 463.7799 0.3116848 0.1949071
Moved 978.8939 508.3956 472.0374 0.3435084 0.2161454
Moved 978.9086 519.8199 479.6375 0.3699534 0.2356929
Moved 978.9251 530.8069 488.7061 0.3953864 0.2590176
Moved 978.9407 536.7654 493.6378 0.4091792 0.2717021
Moved 978.9563 544.8016 501.2413 0.4277814 0.2912583
Moved 978.9711 550.777 506.777 0.4416135 0.3054964
Moved 978.9919 557.4133 514.4133 0.4569753 0.3251371
Stationary 979.0031 557.4133 514.4133 0.4569753 0.3251371
Moved 979.0169 559.0936 517.1873 0.4608649 0.3322718
Moved 979.0321 561.9874 519.9874 0.4675634 0.3394736
Moved 979.0475 562.6511 521.6511 0.4690997 0.3437527
Moved 979.0643 563 522.914 0.4699074 0.347001
Moved 979.0798 564.2871 524.2871 0.4728869 0.3505326
Moved 979.0939 564.6845 525.6845 0.4738068 0.3541267
Moved 979.1095 565 527.0624 0.474537 0.3576706
Moved 979.1238 565 528.4507 0.474537 0.3612415
Stationary 979.1422 565 528.4507 0.474537 0.3612415
Moved 979.1548 565 530.2174 0.474537 0.3657854
