a subject one can really enjoy
a subject one can really enjoy
Basic
0.6 0.6
432 388.8
Began 1311.157 123 384 -0.548611 -0.01028807
Stationary 1311.172 123 384 -0.548611 -0.01028807
Stationary 1311.186 123 384 -0.548611 -0.01028807
Stationary 1311.203 123 384 -0.548611 -0.01028807
Ended 1311.217 123 384 -0.548611 -0.01028807
Candidates 1311.279 2 a s
Began 1311.649 278 307 -0.1898148 -0.2083334
Stationary 1311.667 278 307 -0.1898148 -0.2083334
Stationary 1311.681 278 307 -0.1898148 -0.2083334
Stationary 1311.696 278 307 -0.1898148 -0.2083334
Moved 1311.711 278 333.0377 -0.1898148 -0.141364
Moved 1311.727 278 372.791 -0.1898148 -0.03911799
Moved 1311.743 278 420.8555 -0.1898148 0.08450484
Ended 1311.759 291 444 -0.1597222 0.1440329
Accept 1311.787 0 a
Began 1311.986 207 350 -0.3541667 -0.09773669
Stationary 1312.006 207 350 -0.3541667 -0.09773669
Stationary 1312.019 207 350 -0.3541667 -0.09773669
Stationary 1312.034 207 350 -0.3541667 -0.09773669
Stationary 1312.051 207 350 -0.3541667 -0.09773669
Moved 1312.066 232.916 368.2773 -0.2941758 -0.05072699
Moved 1312.082 266.7898 392.8443 -0.2157643 0.01245962
Moved 1312.097 317.3535 424.3008 -0.09871885 0.09336609
Moved 1312.113 346.6302 448.2956 -0.03094872 0.1550812
Moved 1312.128 367.5637 464.0067 0.01750856 0.1954903
Moved 1312.143 381.6531 475.3225 0.05012294 0.2245948
Moved 1312.159 389 481.5 0.06712963 0.2404835
Moved 1312.174 390.8691 483.8691 0.07145623 0.2465768
Moved 1312.19 392.3183 485.3183 0.07481088 0.2503042
Moved 1312.205 393.5 485 0.07754634 0.2494856
Stationary 1312.22 393.5 485 0.07754634 0.2494856
Moved 1312.235 393 472.3671 0.07638891 0.2169936
Moved 1312.253 378 448.5 0.04166663 0.1556069
Moved 1312.267 352.7482 391.885 -0.0167865 0.00999223
Moved 1312.282 329.0285 340.1797 -0.07169326 -0.1229947
Moved 1312.297 311.6716 307.3431 -0.1118714 -0.2074509
Moved 1312.313 300.3496 283.6064 -0.1380795 -0.2685022
Moved 1312.329 290.7158 262.9624 -0.1603801 -0.3215987
Moved 1312.344 287.1319 256.2638 -0.1686762 -0.3388277
Moved 1312.358 285.217 247.5426 -0.1731087 -0.3612588
Moved 1312.373 283.729 240.645 -0.1765532 -0.3789994
Moved 1312.389 284 236.6931 -0.1759259 -0.3891639
Moved 1312.408 284 234.964 -0.1759259 -0.3936112
Moved 1312.421 284 233.588 -0.1759259 -0.3971502
Moved 1312.436 292.7449 241.1549 -0.1556832 -0.3776881
Moved 1312.453 308.6133 260.2435 -0.1189507 -0.3285918
Moved 1312.466 336.3162 303.354 -0.0548237 -0.217711
Moved 1312.482 355.3337 335.134 -0.0108015 -0.1359724
Moved 1312.499 365.1017 349.1357 0.01180957 -0.09995974
Moved 1312.514 371.9831 357.3798 0.02773871 -0.07875583
Moved 1312.535 378.2914 366.4371 0.04234125 -0.05546004
Stationary 1312.546 378.2914 366.4371 0.04234125 -0.05546004
Moved 1312.559 378 369 0.04166663 -0.04886839
Moved 1312.575 378 372.1824 0.04166663 -0.04068319
Moved 1312.59 378 375.9195 0.04166663 -0.03107134
Moved 1312.606 367.0872 381.4564 0.01640548 -0.01683027
Moved 1312.621 350.5845 393.4493 -0.02179518 0.01401571
Moved 1312.637 331.2406 405.0556 -0.06657262 0.04386729
Moved 1312.655 316.6591 414.3988 -0.1003262 0.06789808
Moved 1312.667 296.4443 426.9167 -0.1471197 0.1000944
Moved 1312.682 285.702 435.4384 -0.1719862 0.1220123
Moved 1312.698 269.585 448.8458 -0.209294 0.1564964
Moved 1312.714 261.6917 457.97 -0.2275655 0.1799638
Moved 1312.729 255.8459 465.1926 -0.2410974 0.1985405
Moved 1312.745 253.1707 470.6586 -0.24729 0.2125991
Moved 1312.76 253 473.5813 -0.2476852 0.2201165
Moved 1312.776 253 476.3333 -0.2476852 0.2271946
Moved 1312.791 253 477.5 -0.2476852 0.2301954
Moved 1312.806 253 477 -0.2476852 0.2289094
Stationary 1312.821 253 477 -0.2476852 0.2289094
Moved 1312.837 267.8243 454.9865 -0.2133696 0.1722903
Moved 1312.852 275.4764 418.7598 -0.1956565 0.07911474
Moved 1312.869 276 376.3063 -0.1944444 -0.0300763
Moved 1312.883 276 351.7233 -0.1944444 -0.09330427
Moved 1312.899 276 321.579 -0.1944444 -0.1708358
Moved 1312.914 276 307.853 -0.1944444 -0.2061395
Moved 1312.929 276 287.73 -0.1944444 -0.2578962
Moved 1312.944 271.362 278.3619 -0.2051806 -0.281991
Moved 1312.961 269 269.7684 -0.2106481 -0.3040935
Moved 1312.976 269 265.7562 -0.2106481 -0.3144132
Moved 1312.991 269 264.2087 -0.2106481 -0.3183932
Moved 1313.006 269 262.8139 -0.2106481 -0.3219808
Stationary 1313.022 269 263 -0.2106481 -0.3215021
Moved 1313.036 276.079 285.8016 -0.1942615 -0.2628559
Moved 1313.053 287.1372 319.4899 -0.168664 -0.176209
Moved 1313.068 296.7693 353.8904 -0.1463674 -0.08773058
Moved 1313.084 307.3722 388.349 -0.1218237 0.0008975527
Moved 1313.099 315.8907 411.3752 -0.1021048 0.06012143
Moved 1313.115 325.5 434.5 -0.07986113 0.1195987
Moved 1313.13 334.4961 454.8242 -0.05903681 0.1718729
Moved 1313.146 340.9274 471.8064 -0.04414956 0.2155514
Moved 1313.161 347.8759 489.8772 -0.02806515 0.2620298
Moved 1313.177 352.2351 501.7053 -0.01797428 0.2924519
Moved 1313.191 356.3611 512.9628 -0.008423476 0.3214062
Ended 1313.207 360.4891 520.9782 0.00113219 0.3420221
Candidates 1313.329 12 subject architect subway whenever assignment barbecue deficiency discharge diversity embrace efficiency substance
Began 1313.759 314 296 -0.1064815 -0.2366256
Stationary 1313.777 314 296 -0.1064815 -0.2366256
Stationary 1313.791 314 296 -0.1064815 -0.2366256
Moved 1313.808 314 339.9322 -0.1064815 -0.1236313
Moved 1313.823 329.0217 394.3241 -0.07170911 0.01626568
Moved 1313.845 352.2021 488.8085 -0.01805067 0.2592811
Stationary 1313.856 352.2021 488.8085 -0.01805067 0.2592811
Moved 1313.87 357.6214 510.4857 -0.00550593 0.315035
Ended 1313.885 361.3078 519.9233 0.00302732 0.3393089
Accept 1313.918 0 subject
Began 1314.113 459 484 0.2291666 0.2469135
Stationary 1314.132 459 484 0.2291666 0.2469135
Stationary 1314.147 459 484 0.2291666 0.2469135
Moved 1314.163 459 469.1633 0.2291666 0.2087533
Moved 1314.179 459 456.9266 0.2291666 0.1772802
Moved 1314.194 452.9898 435.7827 0.2152541 0.1228977
Moved 1314.21 439.7491 410.4982 0.1846044 0.05786577
Moved 1314.226 426.0001 385.8002 0.152778 -0.005658036
Moved 1314.24 413.6959 360.3917 0.124296 -0.07100894
Moved 1314.256 391.784 319.5681 0.07357419 -0.1760081
Moved 1314.272 381.3472 297.4584 0.04941484 -0.2328745
Moved 1314.286 374.9458 278.2266 0.03459672 -0.2823392
Moved 1314.302 369.031 259.1006 0.02090504 -0.3315313
Moved 1314.317 364.8837 248.0231 0.01130482 -0.360023
Moved 1314.332 363.4826 241.4478 0.008061528 -0.3769348
Moved 1314.349 361.2938 236.5875 0.002994935 -0.3894354
Moved 1314.365 359.8132 232.4397 -0.0004323324 -0.4001037
Moved 1314.379 356.8765 229.8765 -0.007230341 -0.4066964
Moved 1314.394 355.0622 228.0623 -0.01143003 -0.4113626
Moved 1314.41 351.0587 228 -0.02069756 -0.4115227
Moved 1314.426 345.5505 228 -0.03344784 -0.4115227
Moved 1314.441 337.5695 240.861 -0.05192235 -0.378444
Moved 1314.456 327.8684 254.4736 -0.0743787 -0.3434321
Moved 1314.471 319.1878 271.6244 -0.09447266 -0.29932
Moved 1314.487 308.6068 292.7865 -0.1189658 -0.2448907
Moved 1314.503 302.8569 309.4294 -0.1322758 -0.2020848
Moved 1314.517 295.9958 330.0167 -0.1481578 -0.149134
Moved 1314.533 291.8686 349.6572 -0.1577117 -0.0986184
Moved 1314.549 286.2886 374.7012 -0.1706282 -0.03420473
Moved 1314.563 284.3731 391.7613 -0.1750623 0.009674064
Moved 1314.579 282.1863 407.6025 -0.1801242 0.05041797
Moved 1314.594 278.2486 429.0074 -0.1892393 0.1054716
Moved 1314.61 276.72 442.4002 -0.1927778 0.1399181
Moved 1314.625 273.955 458.2697 -0.1991781 0.1807348
Moved 1314.648 269.4448 483.9985 -0.2096186 0.2469097
Stationary 1314.66 269.4448 483.9985 -0.2096186 0.2469097
Moved 1314.671 267.8531 494.0281 -0.213303 0.272706
Moved 1314.687 265 500.5 -0.2199074 0.2893518
Moved 1314.702 264.437 505.2518 -0.2212106 0.3015736
Moved 1314.719 263.0698 510.7208 -0.2243755 0.3156399
Moved 1314.733 261.6835 514.9494 -0.2275844 0.3265159
Moved 1314.75 262 518.3851 -0.2268519 0.3353526
Ended 1314.764 262 521.1315 -0.2268519 0.3424163
Candidates 1314.893 12 over once under ice pcr ounce oct insert poverty inner onset one
Began 1315.717 333 370 -0.06249999 -0.04629637
Stationary 1315.736 333 370 -0.06249999 -0.04629637
Stationary 1315.75 333 370 -0.06249999 -0.04629637
Ended 1315.766 333 370 -0.06249999 -0.04629637
NextCandidatePanel 1315.809
Began 1316.505 332 325 -0.06481484 -0.1620371
Stationary 1316.523 332 325 -0.06481484 -0.1620371
Ended 1316.538 332 325 -0.06481484 -0.1620371
NextCandidatePanel 1316.721
Began 1317.49 301 313 -0.1365741 -0.1929013
Stationary 1317.51 301 313 -0.1365741 -0.1929013
Moved 1317.523 301 302.5866 -0.1365741 -0.2196847
Moved 1317.539 301 295 -0.1365741 -0.2391976
Moved 1317.556 311.7106 268.8329 -0.1117811 -0.3064997
Moved 1317.57 313.2789 242.7009 -0.1081507 -0.3737116
Moved 1317.585 313 204.0076 -0.1087963 -0.4732316
Moved 1317.601 313 176.5839 -0.1087963 -0.5437658
Moved 1317.617 313 161.9136 -0.1087963 -0.5814981
Ended 1317.632 314.3761 139.9818 -0.1056108 -0.6379069
Accept 1317.675 11 one
Began 1317.953 263 206 -0.2245371 -0.4681071
Stationary 1317.972 263 206 -0.2245371 -0.4681071
Stationary 1317.986 263 206 -0.2245371 -0.4681071
Moved 1318.001 247.9264 219.9969 -0.2594297 -0.4321067
Moved 1318.017 213.6391 262.1479 -0.3387985 -0.3236937
Moved 1318.032 178.2492 309.0311 -0.4207194 -0.2031095
Moved 1318.049 152.5988 349.702 -0.4800954 -0.09850325
Moved 1318.063 140 369.5 -0.5092592 -0.04758238
Moved 1318.078 134.1029 384.7942 -0.5229099 -0.008245476
Moved 1318.093 131.8978 392.5108 -0.5280143 0.01160178
Moved 1318.109 130.5222 399.3889 -0.5311986 0.02929244
Moved 1318.125 131 402.7015 -0.5300926 0.03781244
Moved 1318.139 131 406.6592 -0.5300926 0.0479916
Moved 1318.155 146.4816 408.6091 -0.4942556 0.05300686
Moved 1318.171 156.9002 409 -0.4701385 0.05401234
Moved 1318.186 167.5408 409 -0.4455073 0.05401234
Moved 1318.201 184.2994 409 -0.4067144 0.05401234
Moved 1318.217 199.9971 402.4567 -0.3703771 0.03718274
Moved 1318.233 217.4798 395.0462 -0.3299079 0.01812283
Moved 1318.248 238.7501 385.9852 -0.2806711 -0.005182101
Moved 1318.263 263.0652 373.5193 -0.2243862 -0.03724447
Moved 1318.279 287.8266 359.763 -0.1670681 -0.0726261
Moved 1318.294 304.5 349.5 -0.1284722 -0.09902263
Moved 1318.31 315.5069 341.8132 -0.1029932 -0.1187934
Moved 1318.325 326.0775 334.2303 -0.0785242 -0.1382965
Moved 1318.34 334 327.5 -0.06018519 -0.1556071
Moved 1318.355 340.539 322.3688 -0.04504869 -0.1688044
Moved 1318.371 349.9822 311.7346 -0.02318934 -0.1961559
Moved 1318.392 358.5802 304.0742 -0.00328665 -0.2158586
Moved 1318.403 365.307 296.6162 0.01228482 -0.2350407
Moved 1318.417 368.2184 293.7816 0.01902401 -0.2423313
Moved 1318.433 369.4746 291.0508 0.02193193 -0.249355
Moved 1318.449 371.8479 289.152 0.02742578 -0.2542386
Moved 1318.464 373.2206 286.5588 0.03060321 -0.2609084
Moved 1318.48 373.5956 284.8088 0.03147135 -0.2654096
Moved 1318.495 374.9705 283.0295 0.03465394 -0.269986
Moved 1318.511 376.3428 280.3143 0.03783067 -0.2769693
Moved 1318.524 376 279.5 0.03703703 -0.2790638
Moved 1318.54 376.7895 278.2105 0.03886451 -0.2823804
Moved 1318.557 377 276.8334 0.03935188 -0.2859225
Ended 1318.572 377 277 0.03935188 -0.2854939
Candidates 1318.832 12 can van cash ban cam scan csn fan bag saddam dan cdc
Began 1319.371 315 241 -0.1041667 -0.3780865
Stationary 1319.389 315 241 -0.1041667 -0.3780865
Stationary 1319.407 315 241 -0.1041667 -0.3780865
Moved 1319.419 315 255.8158 -0.1041667 -0.3399799
Moved 1319.435 315 287.8232 -0.1041667 -0.2576564
Moved 1319.451 315 341.3648 -0.1041667 -0.1199466
Moved 1319.466 323.8838 402.0931 -0.08360241 0.03624771
Moved 1319.481 334.9564 453.9188 -0.05797123 0.1695441
Moved 1319.497 335.1287 479.4749 -0.05757248 0.2352748
Ended 1319.511 335.1287 479.4749 -0.05757248 0.2352748
Accept 1319.557 0 can
Began 1319.711 328 387 -0.07407407 -0.002572055
Stationary 1319.728 328 387 -0.07407407 -0.002572055
Stationary 1319.743 328 387 -0.07407407 -0.002572055
Stationary 1319.759 328 387 -0.07407407 -0.002572055
Stationary 1319.775 328 387 -0.07407407 -0.002572055
Moved 1319.788 314.351 387 -0.1056689 -0.002572055
Moved 1319.805 298.3326 387 -0.1427487 -0.002572055
Moved 1319.819 280.4426 387 -0.1841607 -0.002572055
Moved 1319.835 268.5951 387 -0.2115855 -0.002572055
Moved 1319.852 249.8321 387 -0.2550184 -0.002572055
Moved 1319.866 236.8214 387 -0.2851357 -0.002572055
Moved 1319.882 228.5139 387 -0.304366 -0.002572055
Moved 1319.898 222.9081 387 -0.3173423 -0.002572055
Moved 1319.913 219.6967 387 -0.3247762 -0.002572055
Moved 1319.928 216.9445 387 -0.3311471 -0.002572055
Moved 1319.944 215.5962 387 -0.334268 -0.002572055
Moved 1319.959 214.6532 387 -0.3364509 -0.002572055
Stationary 1319.974 215 387 -0.3356481 -0.002572055
Stationary 1319.989 215 387 -0.3356481 -0.002572055
Stationary 1320.004 215 387 -0.3356481 -0.002572055
Moved 1320.03 227.1267 346.8311 -0.3075771 -0.1058873
Stationary 1320.04 227.1267 346.8311 -0.3075771 -0.1058873
Moved 1320.051 229.8902 337.9421 -0.30118 -0.1287499
Moved 1320.071 234.4101 331.7374 -0.2907174 -0.1447083
Moved 1320.083 240.8903 327.4658 -0.2757169 -0.155695
Moved 1320.099 255.4048 324.8793 -0.2421184 -0.1623474
Moved 1320.114 288.6426 324 -0.1651791 -0.164609
Moved 1320.129 344.3508 343.8845 -0.03622502 -0.1134659
Moved 1320.145 386.6491 358.6906 0.06168782 -0.0753843
Moved 1320.161 406.074 364.2685 0.1066528 -0.0610379
Moved 1320.175 422.6498 368.4125 0.1450228 -0.05037943
Moved 1320.191 429.8783 369.084 0.1617553 -0.04865214
Moved 1320.207 440.4713 370 0.186276 -0.04629637
Moved 1320.222 447.5277 371.3055 0.2026105 -0.04293842
Moved 1320.236 455.1368 372 0.2202241 -0.04115226
Moved 1320.252 462.3528 373.0706 0.2369279 -0.03839885
Moved 1320.268 467.8902 373.4451 0.2497457 -0.0374356
Moved 1320.283 471.4608 374 0.2580111 -0.03600823
Moved 1320.3 473.7896 374 0.2634018 -0.03600823
Moved 1320.314 475.24 375.24 0.2667593 -0.03281903
Moved 1320.328 476 376.2356 0.2685185 -0.03025832
Moved 1320.344 476 382.9812 0.2685185 -0.01290851
Moved 1320.36 476 395.5045 0.2685185 0.0193017
Moved 1320.375 470.6714 409.6122 0.2561839 0.05558693
Moved 1320.391 464.4281 421.1437 0.2417318 0.08524612
Moved 1320.411 456 433.5 0.2222222 0.1170266
Moved 1320.424 449.6472 440.731 0.2075168 0.1356249
Moved 1320.437 440.9369 449.0631 0.1873539 0.1570552
Moved 1320.454 432.6954 454.5364 0.1682763 0.1711327
Moved 1320.469 422.5651 462.1057 0.1448266 0.1906008
Moved 1320.483 413.22 467.4457 0.1231945 0.2043355
Moved 1320.499 402 476 0.09722222 0.2263374
Moved 1320.514 392.7821 481.4413 0.07588446 0.2403326
Moved 1320.529 388.1505 484.8871 0.06516317 0.2491953
