want to join us for lunch
want to join us for lunch
FixStart
0.6 0.6
432 388.8
Began 1299.799 451 413 0.2106482 0.06430033
Stationary 1299.817 451 413 0.2106482 0.06430033
Stationary 1299.831 451 413 0.2106482 0.06430033
Stationary 1299.85 451 413 0.2106482 0.06430033
Stationary 1299.863 451 413 0.2106482 0.06430033
Moved 1299.877 437.3723 413 0.1791026 0.06430033
Moved 1299.893 426.6223 423.4721 0.1542184 0.09123476
Moved 1299.909 407.593 436.4357 0.1101689 0.1245773
Moved 1299.925 392.1849 447.9283 0.07450203 0.1541366
Moved 1299.94 374.8 461.16 0.03425936 0.1881686
Moved 1299.956 352.9524 477.1682 -0.01631389 0.229342
Moved 1299.971 336.0343 490.3419 -0.05547623 0.2632249
Moved 1299.986 321.5285 501.7772 -0.08905445 0.2926368
Moved 1300.001 313.2684 506.3658 -0.108175 0.3044386
Moved 1300.016 305.8497 510.6901 -0.1253478 0.3155609
Moved 1300.032 299.3024 511.283 -0.1405037 0.3170857
Moved 1300.049 293.7372 512 -0.1533863 0.31893
Moved 1300.064 285.4783 512 -0.172504 0.31893
Moved 1300.078 276.8202 495.4269 -0.1925458 0.2763038
Moved 1300.093 269.265 482.6769 -0.2100348 0.2435105
Moved 1300.108 263.6789 469.1973 -0.2229654 0.2088406
Moved 1300.124 258.9315 457.8401 -0.2339549 0.1796298
Moved 1300.139 256.7956 449.1824 -0.238899 0.1573621
Moved 1300.155 252.8423 437.9481 -0.2480502 0.1284673
Moved 1300.171 249.9687 427.8903 -0.2547022 0.1025985
Moved 1300.187 248.5387 420.6934 -0.2580123 0.08408797
Moved 1300.202 246.1914 415.3829 -0.2634458 0.07042916
Moved 1300.217 244.658 409.6321 -0.2669953 0.05563818
Moved 1300.231 244.2179 408.2179 -0.2680141 0.05200072
Moved 1300.247 244 405.3193 -0.2685185 0.04454554
Moved 1300.263 244 401.1127 -0.2685185 0.03372616
Moved 1300.278 243 397.7821 -0.2708333 0.02515962
Moved 1300.295 243 394.6371 -0.2708333 0.01707057
Moved 1300.31 243 391.1367 -0.2708333 0.008067496
Moved 1300.325 243 385.7177 -0.2708333 -0.005870238
Moved 1300.34 243 381.5 -0.2708333 -0.01671818
Moved 1300.356 243 374.1312 -0.2708333 -0.03567072
Moved 1300.371 251.5257 366.6057 -0.2510979 -0.05502653
Moved 1300.386 254 361 -0.2453704 -0.06944452
Moved 1300.402 258.8367 353.2178 -0.2341744 -0.08946045
Moved 1300.425 268.4844 343.3438 -0.2118417 -0.1148567
Stationary 1300.435 268.4844 343.3438 -0.2118417 -0.1148567
Moved 1300.448 272.7991 339.2009 -0.2018539 -0.1255123
Moved 1300.463 278 337 -0.1898148 -0.1311728
Moved 1300.479 285.5584 336.2059 -0.1723186 -0.1332152
Moved 1300.495 295.7145 336 -0.148809 -0.1337449
Moved 1300.509 309.1506 336 -0.1177069 -0.1337449
Moved 1300.525 323.2902 336 -0.0849764 -0.1337449
Moved 1300.541 336.6519 336 -0.05404661 -0.1337449
Moved 1300.555 351.0003 332.9999 -0.02083272 -0.1414611
Moved 1300.571 365.4976 327.201 0.01272579 -0.156376
Moved 1300.586 377.6892 317.6768 0.0409472 -0.1808725
Moved 1300.602 392.2963 306.7695 0.07476002 -0.2089262
Moved 1300.616 405.231 293.769 0.1047013 -0.2423636
Moved 1300.632 414.4416 284.5583 0.1260223 -0.2660537
Moved 1300.649 424.4672 274.5328 0.1492296 -0.2918395
Moved 1300.664 430.174 267.6195 0.1624397 -0.3096206
Moved 1300.678 435.9514 260.8108 0.1758133 -0.3271328
Moved 1300.695 438.7661 256.9785 0.182329 -0.3369896
Moved 1300.709 442.5715 252.6428 0.1911377 -0.348141
Moved 1300.725 445.4544 250.7728 0.197811 -0.3529506
Moved 1300.741 446.6648 249.3352 0.2006128 -0.3566481
Moved 1300.756 448.1106 249 0.2039597 -0.3575103
Moved 1300.771 449.5429 249 0.2072753 -0.3575103
Moved 1300.786 450.9843 249 0.2106117 -0.3575103
Moved 1300.802 453.0835 256.2922 0.2154711 -0.3387547
Moved 1300.817 456 272.5 0.2222222 -0.297068
Moved 1300.832 458.8857 285.4856 0.228902 -0.2636688
Moved 1300.849 460.3922 302.7068 0.2323895 -0.2193754
Moved 1300.864 462.6609 318.9657 0.2376411 -0.1775575
Moved 1300.879 463 329.8597 0.2384259 -0.1495379
Moved 1300.894 463 340.9801 0.2384259 -0.120936
Moved 1300.911 463 350.8096 0.2384259 -0.09565432
Moved 1300.925 463 360.9109 0.2384259 -0.06967372
Moved 1300.941 463 375.3645 0.2384259 -0.03249879
Moved 1300.956 463 387.1889 0.2384259 -0.002086192
Moved 1300.972 458.8707 404.0788 0.2288673 0.04135485
Moved 1300.987 453.9258 416.2599 0.2174207 0.07268482
Moved 1301.003 449.6017 432.127 0.2074113 0.1134953
Moved 1301.016 445.9746 442.4011 0.1990152 0.1399203
Moved 1301.033 441.0168 456.9497 0.1875389 0.1773397
Moved 1301.051 436.6761 468.5303 0.1774911 0.2071251
Moved 1301.063 432.2357 482.0573 0.1672123 0.2419169
Moved 1301.078 428.0316 494.9053 0.1574804 0.2749622
Moved 1301.103 423.5815 506.837 0.1471794 0.3056507
