learn to walk before you run
learn to walk before you run
Basic
0.6 0.6
432 388.8
Began 1124.371 554 360 0.4490741 -0.07201654
Stationary 1124.384 554 360 0.4490741 -0.07201654
Stationary 1124.4 554 360 0.4490741 -0.07201654
Stationary 1124.414 554 360 0.4490741 -0.07201654
Stationary 1124.43 554 360 0.4490741 -0.07201654
Stationary 1124.445 554 360 0.4490741 -0.07201654
Stationary 1124.461 554 360 0.4490741 -0.07201654
Stationary 1124.476 554 360 0.4490741 -0.07201654
Stationary 1124.491 554 360 0.4490741 -0.07201654
Stationary 1124.507 554 360 0.4490741 -0.07201654
Stationary 1124.522 554 360 0.4490741 -0.07201654
Stationary 1124.539 554 360 0.4490741 -0.07201654
Moved 1124.553 554 372.189 0.4490741 -0.04066608
Moved 1124.569 548.4825 370.7882 0.4363022 -0.04426909
Moved 1124.585 545.7641 372.2359 0.4300095 -0.0405456
Moved 1124.6 544.3277 373.6723 0.4266845 -0.03685115
Moved 1124.615 542.8894 375.1106 0.4233551 -0.03315184
Moved 1124.631 542.4495 376.5505 0.4223368 -0.02944836
Moved 1124.646 542 377 0.4212962 -0.02829226
Moved 1124.661 540.5715 378.4285 0.4179897 -0.02461822
Moved 1124.679 540 378.5664 0.4166667 -0.02426344
Stationary 1124.692 540 379 0.4166667 -0.02314815
Moved 1124.708 538.5585 380.4415 0.4133298 -0.01944059
Moved 1124.724 536.2581 381.8709 0.4080049 -0.01576412
Moved 1124.738 533.3734 385.9399 0.4013273 -0.00529874
Moved 1124.754 525.2135 392.0292 0.3824387 0.01036318
Moved 1124.77 515.5682 399.0227 0.3601117 0.02835054
Moved 1124.786 505.9422 402.9146 0.3378292 0.03836039
Moved 1124.8 489.5825 410.967 0.2999595 0.05907141
Moved 1124.816 474.0265 419.0764 0.2639502 0.07992901
Moved 1124.831 458.6271 424.072 0.2283035 0.09277783
Moved 1124.847 445.5514 430.2243 0.1980356 0.1086015
Moved 1124.862 429.562 438.9662 0.1610231 0.1310858
Moved 1124.876 417.6444 446.6133 0.1334362 0.1507544
Moved 1124.892 410.9719 451.0187 0.1179904 0.1620852
