he is just like everyone else
he is just like everyone else
FixStart
0.6 0.6
432 388.8
Began 385.8442 364 404 0.009259283 0.04115226
Stationary 385.8654 364 404 0.009259283 0.04115226
Stationary 385.8787 364 404 0.009259283 0.04115226
Stationary 385.8931 364 404 0.009259283 0.04115226
Stationary 385.9081 364 404 0.009259283 0.04115226
Stationary 385.9234 364 404 0.009259283 0.04115226
Stationary 385.9397 364 404 0.009259283 0.04115226
Moved 385.9552 370.7704 404 0.02493163 0.04115226
Moved 385.9705 376.0104 404 0.03706118 0.04115226
Moved 385.9865 380.3443 393.8632 0.04709333 0.01508026
Moved 386.0016 383.673 397 0.05479852 0.02314815
Moved 386.0176 387.99 397 0.06479174 0.02314815
Moved 386.0333 393.0752 397 0.07656306 0.02314815
Moved 386.0476 397.6124 397 0.0870657 0.02314815
Moved 386.0639 403 397 0.09953707 0.02314815
Moved 386.079 410.1101 395.27 0.1159955 0.01869841
Moved 386.0945 417.7841 395 0.1337596 0.01800408
Moved 386.1111 427.012 395 0.1551204 0.01800408
Moved 386.126 433.169 395 0.1693728 0.01800408
Moved 386.1413 437.4558 395 0.1792957 0.01800408
Moved 386.1565 443.7018 395 0.1937542 0.01800408
Moved 386.1725 446.7362 395 0.2007784 0.01800408
Moved 386.1875 450.0806 395 0.2085198 0.01800408
Moved 386.2023 451.9253 395 0.21279 0.01800408
Moved 386.2174 453.3643 395 0.2161211 0.01800408
Moved 386.2325 454.8058 395 0.2194579 0.01800408
Stationary 386.2485 455 395 0.2199073 0.01800408
Stationary 386.2645 455 395 0.2199073 0.01800408
Moved 386.2785 455 402.3123 0.2199073 0.03681124
Moved 386.294 446.8677 406.647 0.2010826 0.04796043
Moved 386.3114 435.7606 415.5845 0.1753717 0.0709478
Moved 386.326 423.1552 427.8448 0.1461926 0.1024814
Moved 386.3415 406.576 444.4241 0.1078147 0.1451235
Moved 386.3578 392.1752 456.8599 0.07447968 0.1771086
Moved 386.3725 379.1722 466.9772 0.04438013 0.2031305
Moved 386.3879 370.8816 474.2653 0.02518892 0.2218758
Moved 386.4023 364.0154 480.9846 0.009294848 0.2391579
Moved 386.4184 351.1176 492.451 -0.02056107 0.2686496
Moved 386.4335 341.0448 503.0713 -0.04387776 0.2959652
Moved 386.4487 329.3751 513.2968 -0.07089107 0.3222654
Moved 386.4644 316.8583 524.4072 -0.09986509 0.3508414
Moved 386.4791 307.4074 534.6772 -0.121742 0.3772561
Moved 386.4943 297.2829 545.2481 -0.1451784 0.4044446
Moved 386.5102 291.0869 551.9131 -0.1595211 0.4215872
Moved 386.5271 285.6571 557.343 -0.1720901 0.4355528
Moved 386.5422 281.5 563 -0.181713 0.4501028
Moved 386.557 275.1381 568.8965 -0.1964397 0.4652686
Moved 386.5725 270.7995 574.6007 -0.2064826 0.47994
Moved 386.5882 266.4943 577.5057 -0.2164484 0.4874117
Moved 386.6034 263.4392 580.5609 -0.2235204 0.4952695
Ended 386.6179 261 583 -0.2291666 0.5015431
Candidates 386.7531 12 jr he jet jew let hr her letter ht hee here fleet
Began 387.2646 438 413 0.1805556 0.06430033
Stationary 387.282 438 413 0.1805556 0.06430033
Stationary 387.2962 438 413 0.1805556 0.06430033
Moved 387.3107 413.6449 413 0.124178 0.06430033
Moved 387.3273 373.4839 404.2014 0.03121286 0.04167007
Moved 387.342 322.3939 397.7104 -0.08705124 0.02497539
Moved 387.3584 271.4828 399 -0.2049008 0.02829214
Moved 387.3741 223.6355 399 -0.3156585 0.02829214
Moved 387.3885 195.5297 399 -0.3807184 0.02829214
Moved 387.403 173.1079 399 -0.4326205 0.02829214
Ended 387.4196 160.1788 399 -0.4625491 0.02829214
Accept 387.4642 1 he
Began 387.7709 326 373 -0.07870371 -0.03858032
Stationary 387.7901 326 373 -0.07870371 -0.03858032
Stationary 387.804 326 373 -0.07870371 -0.03858032
Stationary 387.8237 326 373 -0.07870371 -0.03858032
