a picture is worth many words
a picture is worth many words
Basic
0.6 0.6
432 388.8
Began 1285.162 180 367 -0.4166667 -0.05401234
Stationary 1285.18 180 367 -0.4166667 -0.05401234
Stationary 1285.196 180 367 -0.4166667 -0.05401234
Ended 1285.21 180 367 -0.4166667 -0.05401234
Candidates 1285.255 4 a s d z
Began 1285.793 348 313 -0.0277778 -0.1929013
Moved 1285.813 342.6529 365.953 -0.04015525 -0.05670531
Moved 1285.828 337.9729 437.4343 -0.0509886 0.1271457
Ended 1285.844 351.3451 539.7953 -0.02003451 0.39042
Accept 1285.886 0 a
Began 1286.305 588 467 0.5277778 0.2031892
Stationary 1286.319 588 467 0.5277778 0.2031892
Stationary 1286.334 588 467 0.5277778 0.2031892
Stationary 1286.354 588 467 0.5277778 0.2031892
Stationary 1286.369 588 467 0.5277778 0.2031892
Stationary 1286.384 588 467 0.5277778 0.2031892
Stationary 1286.397 588 467 0.5277778 0.2031892
Stationary 1286.413 588 467 0.5277778 0.2031892
Stationary 1286.428 588 467 0.5277778 0.2031892
Moved 1286.444 598.1841 467 0.5513522 0.2031892
Stationary 1286.459 598.1841 467 0.5513522 0.2031892
Moved 1286.474 597 476.244 0.548611 0.226965
Stationary 1286.49 597 476.244 0.548611 0.226965
Moved 1286.505 589.5379 474 0.5313378 0.2211934
Moved 1286.52 579.5112 474 0.5081278 0.2211934
Moved 1286.535 569.5067 474 0.4849691 0.2211934
Moved 1286.551 557.0123 474 0.4560469 0.2211934
Moved 1286.567 542.0626 474 0.4214411 0.2211934
Moved 1286.584 524.9352 474 0.3817944 0.2211934
Moved 1286.6 507.5241 474 0.341491 0.2211934
Moved 1286.614 490.3898 474 0.3018282 0.2211934
Moved 1286.63 473.5028 474.4088 0.2627379 0.2222448
Moved 1286.646 461.5 475.5 0.2349537 0.2250513
Moved 1286.66 454.3322 479.8339 0.2183616 0.2361982
Moved 1286.676 447.0445 482.7822 0.2014919 0.2437813
Moved 1286.691 441.5069 488.4931 0.1886733 0.2584699
Moved 1286.706 437.2032 491.5312 0.1787111 0.2662838
Moved 1286.722 434.5856 495.4144 0.1726518 0.2762716
Moved 1286.737 432.8532 497.1468 0.1686418 0.2807272
Moved 1286.753 433 498.5 0.1689814 0.2842077
Moved 1286.767 431.3414 499 0.165142 0.2854938
Moved 1286.783 430.5 499 0.1631944 0.2854938
Moved 1286.799 431 500.2685 0.1643519 0.2887563
Moved 1286.814 429.027 500 0.1597847 0.2880658
Moved 1286.829 429 501.4117 0.1597223 0.2916968
Moved 1286.845 427.5 501 0.15625 0.2906378
Moved 1286.859 426.8601 501 0.1547687 0.2906378
Stationary 1286.875 426.8601 501 0.1547687 0.2906378
Stationary 1286.89 426.8601 501 0.1547687 0.2906378
Moved 1286.906 425.7758 501 0.1522587 0.2906378
Moved 1286.921 424.6455 501 0.1496424 0.2906378
Moved 1286.936 423.9297 501 0.1479853 0.2906378
Stationary 1286.954 423.9297 501 0.1479853 0.2906378
Moved 1286.969 422.6271 501 0.1449701 0.2906378
Moved 1286.984 423 493.6989 0.1458333 0.2718593
Moved 1286.999 422 492.4554 0.1435185 0.2686608
Moved 1287.015 421.0128 492 0.1412333 0.2674896
Moved 1287.031 421 490.5741 0.1412037 0.2638222
Moved 1287.045 420 489.1406 0.1388889 0.2601353
Moved 1287.07 415.5257 480.0515 0.1285318 0.2367578
Moved 1287.082 412.2973 472.6937 0.1210585 0.2178335
Stationary 1287.093 412.2973 472.6937 0.1210585 0.2178335
Moved 1287.106 402.8096 453.6193 0.0990964 0.1687738
Moved 1287.122 388.7104 427.1744 0.06645928 0.1007573
Moved 1287.138 374.077 395.7694 0.03258566 0.01998305
Moved 1287.155 364.5927 370.6668 0.01063118 -0.04458133
Moved 1287.169 354.4868 345.7535 -0.01276215 -0.1086586
Moved 1287.184 343.0106 319.3113 -0.03932739 -0.1766684
Moved 1287.2 336.2188 302.169 -0.05504896 -0.2207588
Moved 1287.215 327.1337 275.401 -0.07607947 -0.2896065
Moved 1287.23 322 266 -0.08796295 -0.3137861
Moved 1287.247 316.9638 253.9277 -0.09962077 -0.3448361
Moved 1287.261 314.1042 246.7606 -0.1062402 -0.36327
Moved 1287.276 310.2047 239.4094 -0.1152669 -0.3821776
Moved 1287.291 307.3182 234.9773 -0.1219487 -0.393577
Moved 1287.307 306.5 233 -0.1238426 -0.3986626
Moved 1287.323 304.1434 231.1434 -0.1292978 -0.4034377
Moved 1287.338 302.7004 229.7004 -0.1326379 -0.4071491
Moved 1287.354 300.6109 230 -0.1374748 -0.4063786
Moved 1287.369 297.7237 230 -0.1441581 -0.4063786
Moved 1287.385 289.3923 250.5193 -0.1634437 -0.3536026
Moved 1287.401 281.9026 286.657 -0.1807809 -0.2606558
Moved 1287.415 279.1041 341.0228 -0.1872591 -0.1208263
Moved 1287.432 285.1927 392.6944 -0.173165 0.01207403
Moved 1287.447 293.0684 452.6666 -0.1549343 0.1663236
Moved 1287.462 300.2868 492.806 -0.138225 0.2695626
Moved 1287.477 301.7779 497.2225 -0.1347735 0.280922
Moved 1287.492 303.3215 505.9293 -0.1312002 0.3033159
Moved 1287.508 304.7664 511.2992 -0.1278556 0.3171275
Moved 1287.523 306.2066 514.4133 -0.1245217 0.3251369
Moved 1287.539 307.2143 516.4286 -0.1221891 0.3303204
Moved 1287.557 308.7287 518.7287 -0.1186836 0.3362364
Moved 1287.57 310.1648 520.1648 -0.1153593 0.3399299
Moved 1287.585 315.4103 522.2051 -0.1032169 0.3451777
Moved 1287.602 323.2388 525.0796 -0.08509547 0.3525708
Moved 1287.616 336.3203 527.9601 -0.05481417 0.3599795
Moved 1287.632 359.1063 529 -0.002068828 0.3626543
Moved 1287.647 375.7044 529 0.03635277 0.3626543
Moved 1287.662 403.5 529 0.1006944 0.3626543
Moved 1287.677 417.2679 520.5491 0.1325646 0.3409184
Moved 1287.694 429.1261 517.2185 0.1600141 0.3323521
Moved 1287.707 435.2807 515.1798 0.1742608 0.3271085
Moved 1287.723 437.2628 513.7372 0.1788491 0.323398
Moved 1287.739 437 512.3063 0.1782407 0.3197178
Moved 1287.754 437 511.1477 0.1782407 0.3167378
Moved 1287.769 413.4376 507.2796 0.123698 0.306789
Moved 1287.785 381.6422 503.2803 0.0500976 0.2965028
Moved 1287.801 347.1329 500.8754 -0.02978504 0.2903172
Moved 1287.817 328.1866 501 -0.07364204 0.2906378
Moved 1287.831 310.0168 501 -0.1157018 0.2906378
Moved 1287.848 297.0515 501 -0.1457142 0.2906378
Moved 1287.862 286.2032 506.1527 -0.1708259 0.3038907
Moved 1287.878 276.3568 510.8981 -0.1936186 0.3160957
