if you were not so stupid
if you were not so stupid
Basic
0.6 0.6
432 388.8
Began 958.5473 463 520 0.2384259 0.3395061
Stationary 958.5654 463 520 0.2384259 0.3395061
Stationary 958.5822 463 520 0.2384259 0.3395061
Stationary 958.5946 463 520 0.2384259 0.3395061
Stationary 958.6106 463 520 0.2384259 0.3395061
Stationary 958.6255 463 520 0.2384259 0.3395061
Stationary 958.6418 463 520 0.2384259 0.3395061
Stationary 958.6573 463 520 0.2384259 0.3395061
Stationary 958.6721 463 520 0.2384259 0.3395061
Stationary 958.6887 463 520 0.2384259 0.3395061
Moved 958.7028 445.3354 520 0.1975356 0.3395061
Moved 958.7192 436.8117 510.4058 0.1778048 0.3148297
Moved 958.735 430.7863 506.0897 0.163857 0.3037286
Moved 958.75 426 504 0.1527777 0.2983539
Moved 958.7656 416.5384 497.9615 0.1308758 0.2828227
Moved 958.7808 408.768 493.2608 0.1128888 0.2707324
Moved 958.7965 399.1097 487.2056 0.09053171 0.2551583
Moved 958.8116 389.0327 481.4473 0.06720532 0.2403478
Moved 958.8275 381.6922 475.6922 0.05021354 0.2255457
Moved 958.8436 372.8702 467.8888 0.02979219 0.2054752
Moved 958.8574 365.7344 462.1875 0.01327405 0.1908114
Moved 958.8731 359.5823 457.1519 -0.000966837 0.1778598
Moved 958.8885 351.9785 451.9871 -0.01856824 0.1645758
Moved 958.9059 345.75 447.2 -0.03298621 0.1522631
Moved 958.9205 340.3138 443.2092 -0.04556989 0.141999
Moved 958.9346 334.6909 439.0182 -0.05858576 0.1312195
Moved 958.9496 327.9087 433.6815 -0.07428551 0.1174936
Moved 958.9656 323.3529 430.5686 -0.08483132 0.1094871
Moved 958.9848 317.8896 426.1116 -0.09747788 0.09802371
Moved 958.9954 311.0397 421.0397 -0.113334 0.0849787
Moved 959.0115 305.2742 416.4556 -0.1266802 0.07318826
Moved 959.0272 297.5255 410.1441 -0.1446169 0.05695499
Moved 959.0428 291.742 405.8065 -0.1580046 0.04579854
Moved 959.0593 286.0055 401.5041 -0.1712836 0.03473266
Moved 959.0722 283.1505 398.1505 -0.1778923 0.02610729
Moved 959.0894 279.8519 395.9012 -0.185528 0.02032209
Moved 959.1044 275.5 393 -0.1956018 0.01285996
Moved 959.1216 273.1164 390.1164 -0.2011195 0.005443361
Moved 959.1363 270.2235 387.2235 -0.207816 -0.001997182
Moved 959.1499 268.3457 385.3458 -0.2121626 -0.006826777
Moved 959.1661 264.2007 382.4671 -0.2217577 -0.0142307
Moved 959.1826 262.5775 380.5775 -0.2255149 -0.01909083
Moved 959.1989 261 379 -0.2291666 -0.02314815
Moved 959.2123 260.8909 380 -0.2294193 -0.02057613
Ended 959.2281 261 380 -0.2291666 -0.02057613
Candidates 959.3644 12 is us id if odd odds its oa usa of orfs ps
Began 960.3196 407 335 0.1087963 -0.1363169
Stationary 960.3389 407 335 0.1087963 -0.1363169
Stationary 960.3527 407 335 0.1087963 -0.1363169
Stationary 960.3685 407 335 0.1087963 -0.1363169
Moved 960.3835 407 308.9431 0.1087963 -0.2033358
Moved 960.3997 407 274.3317 0.1087963 -0.2923566
Moved 960.415 407 216.802 0.1087963 -0.4403242
Moved 960.4318 407 168 0.1087963 -0.5658437
Moved 960.445 407 147.436 0.1087963 -0.6187345
Moved 960.4603 416.647 124.9216 0.1311273 -0.6766419
Ended 960.4769 418 116 0.1342593 -0.6995885
Accept 960.5369 3 if
Began 961.6486 358 482 -0.004629641 0.2417695
Stationary 961.6631 358 482 -0.004629641 0.2417695
Stationary 961.6769 358 482 -0.004629641 0.2417695
Stationary 961.6933 358 482 -0.004629641 0.2417695
Stationary 961.7084 358 482 -0.004629641 0.2417695
Stationary 961.7251 358 482 -0.004629641 0.2417695
Stationary 961.7408 358 482 -0.004629641 0.2417695
Stationary 961.7538 358 482 -0.004629641 0.2417695
Moved 961.7703 368.4837 482 0.01963814 0.2417695
Moved 961.7868 375.9026 493.0441 0.03681153 0.2701751
Moved 961.8025 382.131 492.6524 0.0512292 0.2691676
Moved 961.8172 390.6145 495.5381 0.07086685 0.2765898
Moved 961.8327 401.2302 500.1151 0.09544016 0.2883619
Moved 961.8479 412.1432 504.4287 0.120702 0.2994564
Moved 961.8633 420.5244 507.7622 0.1401027 0.3080303
Moved 961.8809 426.033 509.7582 0.1528541 0.3131641
Moved 961.8937 430.3443 513.3443 0.1628341 0.3223875
Moved 961.9183 435.9948 515.9949 0.175914 0.3292048
Moved 961.9327 437.45 517.4501 0.1792825 0.3329476
Stationary 961.9467 437.45 517.4501 0.1792825 0.3329476
Stationary 961.9561 437.45 517.4501 0.1792825 0.3329476
Moved 961.971 437 518.3734 0.1782407 0.3353225
Moved 961.9868 438 518.5768 0.1805556 0.3358457
Stationary 962.0021 438 519 0.1805556 0.3369341
Moved 962.0175 438 520.3272 0.1805556 0.3403477
Stationary 962.0341 438 520.3272 0.1805556 0.3403477
Stationary 962.0501 438 520.3272 0.1805556 0.3403477
Moved 962.0629 439 521 0.1828703 0.3420781
Moved 962.078 440.092 521 0.1853981 0.3420781
Stationary 962.0941 440.092 521 0.1853981 0.3420781
Moved 962.1097 442.9215 522 0.1919479 0.3446501
Moved 962.1251 448.321 523.0803 0.2044467 0.3474286
Moved 962.1403 455.5 523 0.2210648 0.3472221
Moved 962.1569 462.7747 523 0.2379044 0.3472221
Moved 962.1712 472.8114 523 0.2611374 0.3472221
Moved 962.1878 482.8668 523 0.2844139 0.3472221
Moved 962.2037 496.8415 512.7268 0.3167627 0.3207994
Moved 962.2181 500.2936 512.4825 0.3247538 0.3201711
Moved 962.234 513.7453 509.4182 0.3558919 0.3122896
Moved 962.2486 522.3704 506.5432 0.3758573 0.304895
Moved 962.2644 527.6877 505.3281 0.3881661 0.3017696
Moved 962.2792 533.4593 503.8852 0.4015261 0.2980585
Moved 962.2953 536.1089 503.4455 0.4076596 0.2969277
Moved 962.3107 538.9896 503 0.4143277 0.2957818
Moved 962.3266 540.0844 501.9156 0.4168621 0.2929927
Moved 962.3406 541.5491 502 0.4202525 0.2932098
Stationary 962.3569 542 502 0.4212962 0.2932098
Moved 962.3712 543.4319 502 0.424611 0.2932098
Stationary 962.3878 543.4319 502 0.424611 0.2932098
Stationary 962.4018 543 502 0.4236111 0.2932098
Stationary 962.4173 543 502 0.4236111 0.2932098
Stationary 962.4343 543 502 0.4236111 0.2932098
Moved 962.4492 527.6191 502 0.3880072 0.2932098
Moved 962.4648 517.4639 502 0.3644998 0.2932098
Moved 962.4811 506.8163 502 0.3398525 0.2932098
Moved 962.4955 492.5647 501 0.3068628 0.2906378
Moved 962.5109 478.5388 501 0.2743953 0.2906378
Moved 962.5278 465.5978 501 0.2444395 0.2906378
Moved 962.5413 451.8847 501 0.212696 0.2906378
Moved 962.5574 433.0069 501 0.1689975 0.2906378
Moved 962.5725 416 501 0.1296297 0.2906378
Moved 962.5891 402.5306 501 0.09845058 0.2906378
Moved 962.6028 389.5504 499.6167 0.06840378 0.2870799
