travel at the speed of light
travel at the speed of light
Basic
0.6 0.6
432 388.8
Began 1238.057 457 487 0.2245371 0.2546296
Stationary 1238.069 457 487 0.2245371 0.2546296
Stationary 1238.087 457 487 0.2245371 0.2546296
Stationary 1238.099 457 487 0.2245371 0.2546296
Moved 1238.113 444.6859 487 0.1960321 0.2546296
Moved 1238.132 436.6418 490.9179 0.1774115 0.2647064
Moved 1238.145 424.0473 496.9858 0.1482576 0.2803133
Moved 1238.161 409.6377 501.3087 0.1149021 0.2914318
Moved 1238.177 401.3108 502.8198 0.09562671 0.2953184
Moved 1238.192 393.0382 505.9924 0.07647723 0.3034782
Moved 1238.207 385.8333 508.8667 0.05979935 0.310871
Moved 1238.222 380.2564 510.8718 0.04688988 0.3160281
Moved 1238.237 374.7505 512.3124 0.03414462 0.3197334
Moved 1238.253 372.2488 512.7512 0.02835383 0.320862
Moved 1238.268 369.6172 513 0.02226194 0.321502
Moved 1238.283 368.7972 514.2028 0.02036393 0.3245956
Moved 1238.299 367.283 514 0.01685878 0.324074
Moved 1238.314 365.8428 514 0.01352509 0.324074
Moved 1238.329 364.4048 514 0.01019617 0.324074
Moved 1238.346 362.9638 514 0.006860594 0.324074
Moved 1238.362 361.0515 514 0.002433956 0.324074
Moved 1238.377 357.2698 507.6296 -0.006319831 0.3076891
Moved 1238.391 349.744 501.8171 -0.02374063 0.2927394
Moved 1238.407 335 488.5 -0.05787035 0.2584876
Moved 1238.422 318.8066 475.6722 -0.09535501 0.2254943
Moved 1238.437 300.0959 458.4731 -0.1386669 0.181258
Moved 1238.453 280.3932 442.025 -0.1842751 0.138953
Moved 1238.468 261.7281 423.7281 -0.2274811 0.09189331
Moved 1238.483 244.4575 408.1432 -0.2674595 0.05180853
Moved 1238.499 232.4904 397.3414 -0.2951611 0.02402612
Moved 1238.514 219.9003 384.9003 -0.3243048 -0.007972482
Moved 1238.53 207.9485 375.6237 -0.3519711 -0.03183208
Moved 1238.545 199.2776 368.3981 -0.3720425 -0.05041664
Moved 1238.561 194.779 364.8895 -0.382456 -0.05944059
Moved 1238.576 191.019 363.0095 -0.3911599 -0.06427615
Moved 1238.592 188.1613 360.1613 -0.3977748 -0.07160155
Moved 1238.607 186 359.5 -0.4027778 -0.07330247
Moved 1238.622 185 358.0613 -0.4050926 -0.07700288
Moved 1238.637 183.6278 358 -0.408269 -0.07716057
Moved 1238.654 183.1973 358 -0.4092655 -0.07716057
Stationary 1238.669 183 358 -0.4097222 -0.07716057
Stationary 1238.686 183 358 -0.4097222 -0.07716057
Stationary 1238.699 183 358 -0.4097222 -0.07716057
Stationary 1238.714 183 358 -0.4097222 -0.07716057
Moved 1238.731 192.4534 358 -0.3878393 -0.07716057
Moved 1238.745 208.153 358 -0.3514976 -0.07716057
Moved 1238.76 232.354 348.5981 -0.2954769 -0.1013423
Moved 1238.776 259.0553 334.9709 -0.2336684 -0.1363918
Moved 1238.792 289.2259 313.7096 -0.1638289 -0.1910762
Moved 1238.808 308.2346 297.6959 -0.1198274 -0.2322638
Moved 1238.823 322.6707 284.6964 -0.08641054 -0.2656985
Moved 1238.838 328.287 277.3864 -0.07340983 -0.2845001
Moved 1238.854 338.4119 264.7057 -0.04997239 -0.3171151
Moved 1238.869 342.9447 257.4255 -0.03947993 -0.3358397
Moved 1238.885 347.509 250.9819 -0.02891426 -0.3524128
Moved 1238.9 350.3877 246.4185 -0.02225076 -0.36415
Moved 1238.915 351.631 244.369 -0.0193728 -0.3694213
Moved 1238.931 353.071 242.9291 -0.01603941 -0.3731248
Moved 1238.946 353 241.8428 -0.01620372 -0.3759189
Stationary 1238.969 353 242 -0.01620372 -0.3755144
Stationary 1238.98 353 242 -0.01620372 -0.3755144
Moved 1238.991 342.4649 267.2224 -0.04059052 -0.310642
Moved 1239.007 321.4153 301.2386 -0.08931647 -0.2231517
Moved 1239.023 302.7838 341.235 -0.132445 -0.1202805
Moved 1239.039 286.76 374.4799 -0.169537 -0.03477395
Moved 1239.053 277.3445 393.3109 -0.1913321 0.01365976
Moved 1239.07 264.5581 418.8838 -0.2209303 0.07943353
Moved 1239.085 256.8641 439.7533 -0.2387405 0.1331103
Moved 1239.099 249.7313 458.2987 -0.2552517 0.1808094
Moved 1239.115 246.6083 469.5667 -0.2624807 0.2097909
Moved 1239.13 243.7266 479.957 -0.2691514 0.2365148
Moved 1239.145 243 488.4333 -0.2708333 0.2583161
Moved 1239.161 243 493.955 -0.2708333 0.2725179
Moved 1239.178 243 498.238 -0.2708333 0.2835338
Moved 1239.193 243 502.0361 -0.2708333 0.2933027
Moved 1239.208 254.4472 505.8618 -0.2443352 0.3031425
Moved 1239.223 271.7258 508.7877 -0.2043383 0.3106678
Moved 1239.24 303.4812 508 -0.1308306 0.3086419
