experience is hard to come by
experience is hard to come by
FixStart
0.6 0.6
432 388.8
Began 614.8677 405 435 0.1041667 0.1208847
Stationary 614.8911 405 435 0.1041667 0.1208847
Stationary 614.9035 405 435 0.1041667 0.1208847
Stationary 614.9175 405 435 0.1041667 0.1208847
Stationary 614.9325 405 435 0.1041667 0.1208847
Stationary 614.9478 405 435 0.1041667 0.1208847
Moved 614.9629 391.7759 439.9281 0.07355531 0.1335599
Moved 614.9815 383.2134 447.9383 0.05373468 0.1541623
Moved 614.9941 367.3599 459.9801 0.0170367 0.1851339
Moved 615.0103 350.3151 472.3479 -0.0224187 0.2169441
Moved 615.0266 334.748 483.9105 -0.05845358 0.2466834
Moved 615.0425 319.5 498 -0.09375001 0.2829217
Moved 615.0567 307.1653 507.853 -0.1223024 0.3082638
Moved 615.0713 294.2568 516.4954 -0.1521833 0.3304923
Moved 615.0888 286.7111 521.6311 -0.1696502 0.3437013
Moved 615.1034 279.0494 527.9588 -0.1873856 0.3599763
Moved 615.1191 273.2632 532.3026 -0.2007797 0.3711486
Moved 615.1344 270.2631 535.7369 -0.2077243 0.3799816
Moved 615.1487 267.3865 537.3068 -0.214383 0.3840193
Moved 615.1652 267 538 -0.2152778 0.3858024
Moved 615.1817 265.754 539.246 -0.218162 0.3890071
Stationary 615.1962 265.754 539.246 -0.218162 0.3890071
Moved 615.2103 264.6803 539 -0.2206475 0.3883744
Stationary 615.2262 264.6803 539 -0.2206475 0.3883744
Stationary 615.2416 265 539 -0.2199074 0.3883744
Moved 615.2579 265 530.0463 -0.2199074 0.3653453
Moved 615.2734 269.9859 515.1361 -0.2083659 0.3269961
Moved 615.2891 278.9977 492.0072 -0.1875052 0.2675082
Moved 615.3038 286.1984 468.9651 -0.170837 0.2082436
Moved 615.3193 290.9022 452.5325 -0.1599486 0.1659787
Moved 615.3359 299.8439 423.5854 -0.1392503 0.09152624
Moved 615.3494 305.5892 404.8351 -0.125951 0.04330019
Moved 615.3658 309.5158 388.7753 -0.1168615 0.001993925
Moved 615.3823 312.5575 374.2125 -0.1098206 -0.03546185
Moved 615.4042 317.1538 349.923 -0.09918093 -0.09793466
Stationary 615.415 317.1538 349.923 -0.09918093 -0.09793466
Moved 615.4266 318.2081 343.7516 -0.09674057 -0.1138076
Moved 615.4429 319 337.1413 -0.09490739 -0.1308094
Moved 615.4577 319 333.6904 -0.09490739 -0.1396853
Moved 615.4722 319.595 329.215 -0.09353002 -0.1511961
Moved 615.4895 320 324.8946 -0.09259259 -0.1623081
Moved 615.5032 320 321.052 -0.09259259 -0.1721914
Moved 615.519 320 318.1746 -0.09259259 -0.179592
Moved 615.5363 321.0039 316.9961 -0.09026875 -0.1826233
Moved 615.5502 321 315.5562 -0.09027779 -0.1863268
Moved 615.5656 321 314.1144 -0.09027779 -0.1900351
