the union will go on strike
the union will go on strike
Basic
0.6 0.6
432 388.8
Began 227.1674 401 478 0.09490739 0.2314814
Stationary 227.1852 401 478 0.09490739 0.2314814
Stationary 227.1996 401 478 0.09490739 0.2314814
Stationary 227.2138 401 478 0.09490739 0.2314814
Stationary 227.2298 401 478 0.09490739 0.2314814
Stationary 227.2447 401 478 0.09490739 0.2314814
Stationary 227.2607 401 478 0.09490739 0.2314814
Stationary 227.2763 401 478 0.09490739 0.2314814
Stationary 227.2898 401 478 0.09490739 0.2314814
Stationary 227.3054 401 478 0.09490739 0.2314814
Moved 227.3214 401 463.8606 0.09490739 0.1951146
Moved 227.3372 401 459.5556 0.09490739 0.1840421
Moved 227.3526 401 456.499 0.09490739 0.1761803
Moved 227.3682 401 451.2175 0.09490739 0.1625965
Moved 227.3864 401 446.5967 0.09490739 0.1507116
Moved 227.3987 401 442.36 0.09490739 0.1398147
Moved 227.4137 401 436.9927 0.09490739 0.1260099
Moved 227.4314 401 430.4562 0.09490739 0.1091979
Moved 227.4473 401 424.8089 0.09490739 0.09467297
Moved 227.4622 401 420.0325 0.09490739 0.08238816
Moved 227.4775 401 415.7044 0.09490739 0.07125615
Moved 227.4911 401 411.383 0.09490739 0.06014137
Moved 227.5069 401 407.9724 0.09490739 0.05136933
Moved 227.5256 401 403.6606 0.09490739 0.04027943
Moved 227.5383 401 397.4526 0.09490739 0.02431214
Moved 227.5532 401 393.0127 0.09490739 0.0128927
Moved 227.5835 401 381.157 0.09490739 -0.01760027
Moved 227.5979 401 378.03 0.09490739 -0.02564316
Moved 227.61 401 375.3505 0.09490739 -0.03253489
Moved 227.6216 401 371.3728 0.09490739 -0.0427655
Stationary 227.6324 401 371.3728 0.09490739 -0.0427655
Moved 227.645 408.6464 365.4146 0.1126073 -0.05809022
Moved 227.6618 410.08 360.7599 0.115926 -0.07006209
Moved 227.6783 411.5262 357.4213 0.1192737 -0.07864885
Moved 227.6922 412.9663 353.101 0.1226072 -0.08976084
Moved 227.7081 414.4091 350.1818 0.125947 -0.09726913
Moved 227.7247 415.5 348 0.1284723 -0.1028807
Moved 227.74 416.9236 347.0764 0.1317676 -0.1052562
Moved 227.7543 417 345.6337 0.1319444 -0.1089668
Moved 227.7691 418.8068 344.1932 0.1361269 -0.1126718
Moved 227.7854 419.5 343.5 0.1377314 -0.1144548
Moved 227.8002 419.69 343 0.1381712 -0.1157408
Moved 227.8144 420 341.868 0.1388889 -0.1186521
Stationary 227.8326 420 341.868 0.1388889 -0.1186521
Moved 227.8472 420 341.3099 0.1388889 -0.1200878
Stationary 227.8606 420 341 0.1388889 -0.1208849
Stationary 227.8755 420 341 0.1388889 -0.1208849
Stationary 227.8914 420 341 0.1388889 -0.1208849
Stationary 227.9073 420 341 0.1388889 -0.1208849
Moved 227.924 411.9236 347.2817 0.1201935 -0.1047283
Moved 227.9403 404.3166 350.6733 0.1025848 -0.09600486
Moved 227.9538 399.4812 355.215 0.0913917 -0.08432356
Moved 227.9695 386.9417 363.3273 0.06236513 -0.06345858
Moved 227.9862 374.2521 370.5266 0.03299097 -0.04494184
