the postal service is very slow
the postal service is very slow
FixStart
0.6 0.6
432 388.8
Began 779.3632 447 327 0.2013889 -0.1568931
Stationary 779.3842 447 327 0.2013889 -0.1568931
Stationary 779.3986 447 327 0.2013889 -0.1568931
Stationary 779.4127 447 327 0.2013889 -0.1568931
Stationary 779.4279 447 327 0.2013889 -0.1568931
Stationary 779.4427 447 327 0.2013889 -0.1568931
Moved 779.4586 447 345.0362 0.2013889 -0.1105036
Moved 779.4749 447 354.5 0.2013889 -0.08616254
Moved 779.4916 443.0516 369.0248 0.1922491 -0.04880442
Moved 779.5054 438.1029 386.4342 0.1807937 -0.004027292
Moved 779.5205 435.3506 402.8966 0.1744225 0.03831428
Moved 779.5359 431.5946 421.4321 0.1657283 0.08598787
Moved 779.5536 429.9176 437.989 0.1618463 0.1285725
Moved 779.5671 427.0836 454.4985 0.1552861 0.1710352
Moved 779.5826 426.1593 470.7699 0.1531465 0.2128854
Moved 779.5983 425.0566 481.4908 0.1505939 0.24046
Moved 779.6136 423.6754 493.9214 0.1473968 0.2724315
Moved 779.6293 424 500.4899 0.1481481 0.2893259
Moved 779.6442 424 504.154 0.1481481 0.2987499
Moved 779.6595 424 508.3705 0.1481481 0.3095948
Moved 779.6751 423 509.8293 0.1458333 0.3133469
Moved 779.6909 423 510.5 0.1458333 0.3150719
Moved 779.7057 423 511.2975 0.1458333 0.3171231
Stationary 779.7211 423 511.2975 0.1458333 0.3171231
Stationary 779.7368 423 511 0.1458333 0.3163579
Moved 779.7523 443.0117 488.1295 0.1921567 0.2575346
Moved 779.7675 456.9917 466.9211 0.2245178 0.2029864
Moved 779.7832 471.0049 444.7922 0.2569557 0.1460703
Moved 779.8006 482.6376 420.1452 0.2838833 0.08267791
Moved 779.8133 492.7167 399.5666 0.3072146 0.02974938
Moved 779.8288 497.9511 386.127 0.3193314 -0.004817389
Moved 779.8452 504.8521 368.1845 0.3353058 -0.05096585
Moved 779.8603 507.4941 359.7706 0.3414217 -0.07260656
Moved 779.8763 510.2462 351.2615 0.347792 -0.09449201
Moved 779.8909 511.5 344.5 0.3506944 -0.1118828
Moved 779.9089 512.8806 341.3583 0.3538902 -0.1199632
Moved 779.9207 513 337.2198 0.3541666 -0.1306077
Moved 779.938 513 336.5 0.3541666 -0.1324588
Moved 779.9548 513 334.5985 0.3541666 -0.1373496
Moved 779.9694 513 333 0.3541666 -0.141461
Stationary 779.9838 513 332.7686 0.3541666 -0.1420563
Moved 779.999 513 331.1603 0.3541666 -0.1461925
Moved 780.0148 502.0283 331 0.3287692 -0.146605
Moved 780.0306 491.0608 335.1575 0.3033815 -0.1359119
Moved 780.0452 478.1688 343.8875 0.2735388 -0.1134583
Moved 780.0601 465.7246 351.1606 0.244733 -0.09475143
Moved 780.0764 446.2017 362.3134 0.1995409 -0.06606656
Moved 780.0912 431.356 371.7149 0.1651758 -0.04188561
Moved 780.1074 412.6533 382.341 0.1218827 -0.01455511
Moved 780.1218 400.9873 390.3418 0.09487797 0.006023061
Moved 780.1382 390.3813 396.7821 0.07032702 0.02258768
Moved 780.1531 382.0246 402.3169 0.05098293 0.03682321
Moved 780.1683 373.5 408.5 0.03125002 0.05272626
Moved 780.1833 365.1807 414.0161 0.01199235 0.06691383
Moved 780.1998 358.0821 418.5507 -0.004439602 0.07857688
Moved 780.2146 351.5 422.5 -0.01967594 0.08873452
Moved 780.2294 344.2715 427.7828 -0.0364086 0.1023219
Moved 780.2534 335.5728 433.7136 -0.05654449 0.1175761
Ended 780.2639 335 434 -0.05787035 0.1183127
Candidates 780.473 12 the there further trigger tiger threw either right rights tight roger tougher
Began 780.781 458 298 0.2268519 -0.2314816
Stationary 780.8018 458 298 0.2268519 -0.2314816
Stationary 780.815 458 298 0.2268519 -0.2314816
Stationary 780.8298 458 298 0.2268519 -0.2314816
Moved 780.8457 458 312.0159 0.2268519 -0.1954325
Moved 780.8615 458 334.4514 0.2268519 -0.1377279
Moved 780.8768 458 362.9986 0.2268519 -0.0643041
Moved 780.8922 458 387 0.2268519 -0.002572055
Moved 780.9075 458 400.2593 0.2268519 0.03153106
Moved 780.9233 458 420.0458 0.2268519 0.08242218
Moved 780.9387 458 432.8074 0.2268519 0.1152453
Moved 780.9547 458 441.1619 0.2268519 0.1367332
Moved 780.9691 466.5938 448.3711 0.2467448 0.1552754
Ended 780.985 467.4541 452.3622 0.2487362 0.1655405
Accept 781.059 0 the
Began 781.3049 403 371 0.09953707 -0.04372435
Stationary 781.3239 403 371 0.09953707 -0.04372435
Stationary 781.3383 403 371 0.09953707 -0.04372435
Stationary 781.3536 403 371 0.09953707 -0.04372435
Stationary 781.3695 403 371 0.09953707 -0.04372435
Moved 781.3853 423.1475 378.8623 0.1461748 -0.02350238
Moved 781.4015 440.4462 390.89 0.186218 0.007432968
Moved 781.4163 456.8269 403.3702 0.2241363 0.03953231
Moved 781.4314 473.2615 412.9135 0.2621795 0.06407769
Moved 781.4475 501.3359 431.8254 0.3271664 0.1127195
Moved 781.4622 520.9956 447.1394 0.3726751 0.1521074
Moved 781.4775 538.1265 457.7405 0.4123299 0.1793736
Moved 781.4932 551.4949 466.3299 0.4432752 0.2014657
Moved 781.5084 563.8093 473.1163 0.4717807 0.2189204
Moved 781.5239 575.5231 479.2615 0.498896 0.2347262
Moved 781.5394 583.4845 483.7054 0.5173252 0.2461559
Moved 781.5551 590.4761 489.1808 0.5335094 0.2602387
Moved 781.5692 595.7347 492.3674 0.5456821 0.2684345
Moved 781.5854 601.2643 496.1982 0.5584823 0.2782876
Moved 781.6019 603.9235 497.4617 0.5646378 0.2815373
Moved 781.6161 606.6887 499.8443 0.5710385 0.2876652
Moved 781.6312 609.4557 501.2278 0.5774438 0.2912238
Moved 781.6486 610.5 502.5 0.5798612 0.2944958
Moved 781.6628 611.6754 503 0.5825819 0.2957818
Moved 781.6777 612 504.0609 0.5833334 0.2985104
Stationary 781.6931 612 504 0.5833334 0.2983539
Moved 781.7089 612 505.5 0.5833334 0.3022119
Moved 781.7241 612 506.1115 0.5833334 0.3037847
Stationary 781.7393 612 506.1115 0.5833334 0.3037847
Moved 781.7542 604.0178 507 0.5648561 0.3060699
Moved 781.7753 600.9382 507 0.5577272 0.3060699
Moved 781.7878 593.9624 508.4075 0.5415796 0.30969
Moved 781.8013 581.8251 508 0.5134841 0.3086419
Moved 781.8165 568.1549 508 0.48184 0.3086419
Moved 781.8334 554.7092 508 0.4507158 0.3086419
Moved 781.8483 543.3218 508 0.424356 0.3086419
Moved 781.8634 530.9294 498.6118 0.3956698 0.2844952
Moved 781.8781 520.5 498 0.3715278 0.2829217
Moved 781.8934 510.8256 496.4057 0.3491333 0.2788212
Moved 781.9104 500.7305 494.8187 0.325765 0.2747393
Moved 781.925 491.5568 490.8522 0.3045295 0.2645376
Moved 781.9404 483.29 487.145 0.2853935 0.2550025
Moved 781.9562 474.9695 482.9847 0.2661331 0.2443022
Moved 781.9709 464.2157 477.3848 0.2412401 0.2298992
Moved 781.986 453.1172 468.2275 0.2155491 0.2063465
Moved 782.0016 443.9453 462.2969 0.1943177 0.1910927
Moved 782.017 430 451 0.162037 0.162037
Moved 782.0333 421.4912 444.421 0.1423407 0.1451157
Moved 782.0498 409.1528 436.1019 0.1137797 0.1237188
Moved 782.0631 396.0719 426.1503 0.08349974 0.09812316
Moved 782.0805 384.359 416.4391 0.05638659 0.07314584
Moved 782.0954 373.2278 408.1709 0.03062 0.0518798
Moved 782.1108 365.4244 401.7318 0.01255651 0.03531829
Moved 782.1251 355.4808 394.3606 -0.01046116 0.01635944
Moved 782.1398 345.7592 387.3995 -0.0329647 -0.001544599
Moved 782.1561 336.8118 381.5098 -0.05367642 -0.01669291
Moved 782.1718 329.6298 376.7778 -0.07030149 -0.0288636
Moved 782.1874 319.8495 371.1997 -0.09294088 -0.04321063
Moved 782.2023 314.6846 366.5134 -0.1048968 -0.05526381
Moved 782.2175 307.9757 362.3854 -0.1204267 -0.06588131
Moved 782.2337 304.2052 359.4039 -0.1291546 -0.07354964
Moved 782.2501 299.0782 355.7188 -0.1410225 -0.08302782
Moved 782.2651 294.9161 353.972 -0.1506571 -0.08752046
Moved 782.2805 292.1695 351.1695 -0.1570151 -0.09472866
Moved 782.2953 290.1962 351 -0.1615828 -0.09516476
Moved 782.3109 288.826 349.826 -0.1647545 -0.0981841
Moved 782.3254 287.5 350 -0.1678241 -0.09773669
Stationary 782.3449 287.5 350 -0.1678241 -0.09773669
Moved 782.3573 286.6938 350 -0.1696904 -0.09773669
Stationary 782.3712 287 350 -0.1689815 -0.09773669
Stationary 782.3872 287 350 -0.1689815 -0.09773669
Moved 782.4016 287 360.45 -0.1689815 -0.0708591
Moved 782.4187 302 367.5 -0.1342593 -0.05272634
Moved 782.4336 308.1852 379.9525 -0.1199416 -0.02069842
Moved 782.45 317.9372 391.2139 -0.09736766 0.008266198
Moved 782.4634 324.8251 399.0859 -0.08142332 0.02851306
Moved 782.4799 335.8021 412.2526 -0.05601376 0.06237799
Moved 782.4957 346.8347 427.1476 -0.03047536 0.1006883
Moved 782.5107 354.9044 438.8726 -0.01179526 0.1308451
Moved 782.525 363.183 450.7745 0.007368029 0.1614569
Moved 782.5404 370.2011 459.4413 0.02361357 0.1837481
Moved 782.5563 376.0846 468.3184 0.03723283 0.2065801
Moved 782.5721 382.4991 477.7486 0.05208115 0.2308348
Moved 782.5872 388.2108 487.369 0.06530285 0.2555785
Moved 782.603 393.7918 497.1356 0.07822175 0.2806985
Moved 782.6204 397.4835 503.1392 0.08676738 0.2961397
Moved 782.6346 401.6244 508.8325 0.09635279 0.3107831
Moved 782.6508 404.1768 513.7652 0.1022611 0.32347
Moved 782.6647 406.9356 516.9356 0.1086472 0.3316244
Moved 782.6803 408.3438 519.6876 0.1119069 0.3387026
Moved 782.6957 409.3372 521.6744 0.1142065 0.3438126
Moved 782.7112 410.8174 522.8174 0.1176329 0.3467524
Moved 782.7258 411 524.1972 0.1180555 0.3503014
Moved 782.7407 412 525.5797 0.1203704 0.3538572
Moved 782.7582 412 526.5 0.1203704 0.3562242
Moved 782.772 412 527.1744 0.1203704 0.3579589
Stationary 782.7915 412 527.1744 0.1203704 0.3579589
Moved 782.8051 412 528 0.1203704 0.3600822
Stationary 782.8215 412 528 0.1203704 0.3600822
Stationary 782.8341 412 528 0.1203704 0.3600822
Moved 782.8543 412 529.2388 0.1203704 0.3632683
Stationary 782.866 412 529.2388 0.1203704 0.3632683
Moved 782.8793 405.7896 529 0.1059945 0.3626543
Moved 782.8945 398.7138 529 0.08961539 0.3626543
Moved 782.9106 391.6835 515.8303 0.07334143 0.3287816
Moved 782.9253 384.6548 510.6548 0.05707145 0.3154702
Moved 782.9409 370.4918 496.4918 0.02428651 0.2790426
Moved 782.9565 358.1076 484.1076 -0.004380544 0.2471902
Moved 782.9715 340.6985 464.5204 -0.04467929 0.1968118
Moved 782.9869 327.3493 448.4192 -0.07558023 0.1553991
Moved 783.0032 314.9303 434.5892 -0.1043281 0.119828
Moved 783.0176 306.4046 422.2473 -0.1240635 0.08808457
Moved 783.0327 299.9831 414.1469 -0.138928 0.06725024
Moved 783.0496 292.0324 404.8711 -0.1573325 0.04339269
Moved 783.0644 287 398.5 -0.1689815 0.02700609
Moved 783.0811 283.2357 393.2357 -0.1776951 0.01346627
Moved 783.0956 280.3979 390.3979 -0.1842641 0.00616729
Moved 783.1107 279.3173 387.6346 -0.1867656 -0.0009398989
Moved 783.1262 278.5 386 -0.1886574 -0.005144111
Moved 783.1416 279 385.7867 -0.1875 -0.005692572
Stationary 783.1584 279 386 -0.1875 -0.005144111
Stationary 783.1713 279 386 -0.1875 -0.005144111
Moved 783.1868 288.9388 385 -0.1644934 -0.007716127
Moved 783.2037 303.6093 385 -0.1305341 -0.007716127
Moved 783.2182 323.2954 385 -0.08496423 -0.007716127
Moved 783.2333 349.6617 383.5967 -0.02393132 -0.01132533
Moved 783.2502 378.8446 383.2148 0.04362176 -0.01230766
Moved 783.2636 409.2815 383 0.1140775 -0.01286016
Moved 783.2797 453.1777 380.5044 0.2156891 -0.01927898
Moved 783.3022 514.0116 377.999 0.3565083 -0.02572268
Stationary 783.3129 514.0116 377.999 0.3565083 -0.02572268
Moved 783.3256 536.3273 376.6046 0.4081652 -0.02930935
Moved 783.342 553.2188 374.2318 0.4472658 -0.03541224
Moved 783.3572 566.304 372.8551 0.4775556 -0.03895292
Moved 783.3734 578.5 373 0.505787 -0.03858032
Moved 783.3871 585.0581 372 0.5209678 -0.04115226
Moved 783.404 592.7844 372 0.5388527 -0.04115226
Moved 783.4183 598.3463 372 0.5517276 -0.04115226
Moved 783.4337 602.149 371 0.5605301 -0.04372435
Moved 783.4506 605.1921 371 0.5675744 -0.04372435
Moved 783.465 607.9439 371 0.5739443 -0.04372435
Moved 783.4801 611.5577 370.1474 0.5823095 -0.04591718
Ended 783.4958 613.5 369.5 0.5868056 -0.04758238
Candidates 783.5384 12 postal partial distal ideal goal portal spatial hospital oak visual payroll overall
Began 783.9537 488 331 0.2962963 -0.146605
Stationary 783.9745 488 331 0.2962963 -0.146605
Stationary 783.9886 488 331 0.2962963 -0.146605
Stationary 784.0047 488 331 0.2962963 -0.146605
Stationary 784.0201 488 331 0.2962963 -0.146605
Moved 784.0359 488 347.7151 0.2962963 -0.1036135
Moved 784.0522 488 363.6094 0.2962963 -0.06273301
Moved 784.0663 488 384.2957 0.2962963 -0.009527481
Moved 784.0821 488 398.2327 0.2962963 0.0263187
Moved 784.0981 488 422.2653 0.2962963 0.08813069
Moved 784.1176 488 437.8558 0.2962963 0.1282299
Moved 784.1289 488 447.566 0.2962963 0.1532047
Moved 784.1437 488 456.7183 0.2962963 0.1767446
Moved 784.1592 488 461.3338 0.2962963 0.1886157
Moved 784.1741 488 464 0.2962963 0.1954732
Ended 784.1905 498.5 464.5 0.3206019 0.1967592
Accept 784.2191 0 postal
Began 784.509 516 379 0.3611111 -0.02314815
Stationary 784.5286 516 379 0.3611111 -0.02314815
Stationary 784.5442 516 379 0.3611111 -0.02314815
Stationary 784.5599 516 379 0.3611111 -0.02314815
Stationary 784.5754 516 379 0.3611111 -0.02314815
Stationary 784.5901 516 379 0.3611111 -0.02314815
Moved 784.6063 495.5777 379 0.3138372 -0.02314815
Moved 784.6225 485 379 0.2893518 -0.02314815
Moved 784.6358 471.9062 379 0.2590421 -0.02314815
Moved 784.6527 458.4777 379 0.2279577 -0.02314815
Moved 784.6678 444.6241 379 0.1958893 -0.02314815
Moved 784.6829 434.3989 379 0.1722197 -0.02314815
Moved 784.6998 425.7673 379 0.1522392 -0.02314815
Moved 784.7139 417.0741 372 0.1321159 -0.04115226
Moved 784.7292 410.2143 372 0.1162368 -0.04115226
Moved 784.7445 406.9427 372 0.1086637 -0.04115226
Moved 784.7641 401.3184 372 0.0956445 -0.04115226
Moved 784.7769 398.5969 372 0.08934478 -0.04115226
Moved 784.7914 395.6383 372 0.0824961 -0.04115226
Moved 784.8082 393 372 0.07638891 -0.04115226
Moved 784.8207 390.1084 372 0.06969541 -0.04115226
Moved 784.8365 388.6707 372 0.06636728 -0.04115226
Moved 784.854 387.5 372 0.06365737 -0.04115226
Moved 784.8678 386.2844 372 0.06084353 -0.04115226
Moved 784.8836 384.9068 372 0.05765468 -0.04115226
Moved 784.8983 383.5349 372 0.05447885 -0.04115226
Moved 784.9138 382.5 372 0.05208333 -0.04115226
Moved 784.9291 381.8898 372 0.0506709 -0.04115226
Moved 784.9437 380.3896 380.8311 0.04719824 -0.01843857
Moved 784.9597 379.0022 386.9889 0.04398664 -0.002600587
Moved 784.9753 377.9408 392.2959 0.04152974 0.01104912
Moved 784.9909 376.5432 402.1976 0.03829439 0.03651654
Moved 785.0081 376 418.1921 0.03703703 0.07765459
Moved 785.0223 376 434.7578 0.03703703 0.1202617
Moved 785.0381 376 448.666 0.03703703 0.1560338
Moved 785.0539 382.8518 461.8094 0.05289763 0.1898391
Moved 785.068 387.0975 475.6582 0.06272565 0.2254582
Moved 785.0847 390.5 485.5 0.0706019 0.2507715
Moved 785.1036 393.4095 493.6223 0.07733692 0.2716623
Moved 785.1152 397.5408 502.0816 0.0869 0.2934197
Moved 785.1312 401.7028 509.2704 0.09653419 0.3119094
Moved 785.1453 405.8458 514.7944 0.1061245 0.3261172
Moved 785.1603 409.9849 517.6566 0.1157058 0.333479
Moved 785.1765 414.1186 521.4124 0.1252746 0.3431389
Moved 785.1925 418.2554 523.0851 0.1348504 0.3474411
Moved 785.2089 421.4008 525.2672 0.1421314 0.3530534
Moved 785.222 425.5 525 0.1516204 0.3523662
