a picture is worth many words
a picture is worth many words
FixStart
0.6 0.6
432 388.8
Began 1012.383 413 397 0.1226852 0.02314815
Stationary 1012.404 413 397 0.1226852 0.02314815
Stationary 1012.416 413 397 0.1226852 0.02314815
Stationary 1012.432 413 397 0.1226852 0.02314815
Moved 1012.447 400.1507 397 0.09294142 0.02314815
Moved 1012.464 389.9658 397 0.0693653 0.02314815
Moved 1012.48 373.0689 397 0.03025214 0.02314815
Moved 1012.504 334.2722 386.5858 -0.05955512 -0.003637384
Moved 1012.516 315.259 384.8549 -0.103567 -0.008089238
Stationary 1012.527 315.259 384.8549 -0.103567 -0.008089238
Moved 1012.542 299.1007 385 -0.1409706 -0.007716127
Moved 1012.556 283.7635 385 -0.1764733 -0.007716127
Moved 1012.572 272.3101 385 -0.2029859 -0.007716127
Moved 1012.587 253.5713 391.2667 -0.2463627 0.008401988
Moved 1012.604 242.6296 393.3386 -0.2716907 0.01373095
Moved 1012.617 233.3271 395.594 -0.2932242 0.01953176
Moved 1012.633 222.11 397.8414 -0.3191898 0.0253122
Moved 1012.65 212.0865 400.5467 -0.3423924 0.03227022
Ended 1012.665 201 403 -0.3680556 0.03858017
Candidates 1012.854 12 a as gas ass faa aa da fda ga aaa sa has
Began 1013.123 378 378 0.04166663 -0.02572024
Moved 1013.159 378 390.7296 0.04166663 0.007020534
Moved 1013.173 378 428.1481 0.04166663 0.1032615
Moved 1013.189 378 469.5258 0.04166663 0.2096857
Moved 1013.204 371.1757 511.3223 0.02586971 0.3171868
Moved 1013.218 366.7203 553.3702 0.01555632 0.4253347
Ended 1013.233 366.7203 553.3702 0.01555632 0.4253347
Accept 1013.294 0 a
Began 1013.603 358 398 -0.004629641 0.02572008
Stationary 1013.619 358 398 -0.004629641 0.02572008
Stationary 1013.635 358 398 -0.004629641 0.02572008
Stationary 1013.652 358 398 -0.004629641 0.02572008
Moved 1013.666 367.9803 407.9803 0.01847287 0.05138954
Moved 1013.682 399.59 435.9689 0.09164343 0.1233766
Moved 1013.698 433.4668 464.5637 0.170062 0.1969231
Moved 1013.713 450.983 479.1525 0.2106087 0.2344456
Moved 1013.729 467.0373 491.5342 0.2477715 0.2662916
Moved 1013.744 485.279 506.4454 0.2899976 0.3046434
Moved 1013.758 497.0081 513.8801 0.3171485 0.3237656
Moved 1013.775 509.4914 522.8686 0.346045 0.3468841
Moved 1013.789 518.4303 528.9536 0.3667369 0.3625348
Moved 1013.804 528.3763 535.0258 0.38976 0.3781527
Moved 1013.82 534.4818 540.4818 0.4038929 0.3921855
Moved 1013.835 539.9755 544.7804 0.4166098 0.4032417
Moved 1013.852 545.769 548.3845 0.4300208 0.4125115
Moved 1013.868 550.3835 552.3835 0.4407026 0.4227971
Moved 1013.882 554.1357 555.1357 0.4493881 0.4298756
Moved 1013.898 557.0093 558.0093 0.45604 0.4372665
Moved 1013.913 559.8888 559.4444 0.4627055 0.4409577
Moved 1013.928 560.884 560.884 0.4650092 0.4446603
Moved 1013.944 561.5 561.5 0.4664352 0.4462448
Moved 1013.96 562.1814 561 0.4680125 0.4449587
Moved 1013.975 562 562 0.4675925 0.4475308
Stationary 1013.991 562 562 0.4675925 0.4475308
Stationary 1014.005 562 562 0.4675925 0.4475308
Stationary 1014.02 562 562 0.4675925 0.4475308
Moved 1014.035 557.0786 562 0.4562005 0.4475308
Moved 1014.051 550.9432 556.6507 0.4419982 0.4337722
Moved 1014.067 542.1311 551.6276 0.4215997 0.4208529
Moved 1014.082 532.0723 548.4389 0.3983154 0.4126514
Moved 1014.099 522.0035 547.0005 0.3750081 0.4089518
Moved 1014.113 514.8245 547 0.3583899 0.4089505
Moved 1014.128 503.853 545 0.3329931 0.4038065
Moved 1014.144 493.7699 543.6814 0.3096526 0.4004151
Moved 1014.16 475 542.5 0.2662037 0.3973764
Moved 1014.175 459.6257 540.1355 0.2306152 0.3912949
Moved 1014.191 444.9586 536.0876 0.1966634 0.3808836
Moved 1014.206 437.2522 533.5009 0.1788246 0.3742306
Moved 1014.222 431.2566 530.6283 0.1649458 0.3668422
Moved 1014.237 423.6303 524.2545 0.1472923 0.3504488
