where can my little dog be
where can my little dog be
FixStart
0.6 0.6
432 388.8
Began 1239.834 445 373 0.1967593 -0.03858032
Stationary 1239.851 445 373 0.1967593 -0.03858032
Stationary 1239.865 445 373 0.1967593 -0.03858032
Stationary 1239.88 445 373 0.1967593 -0.03858032
Stationary 1239.896 445 373 0.1967593 -0.03858032
Moved 1239.911 428.5069 373 0.1585808 -0.03858032
Moved 1239.927 413.5991 383.4734 0.1240719 -0.01164252
Moved 1239.943 393.2975 392.8513 0.07707755 0.01247747
Moved 1239.958 379.3049 399.8475 0.04468729 0.03047197
Moved 1239.974 351.9323 414.6733 -0.01867523 0.06860403
Moved 1239.991 338.5 420.5 -0.04976853 0.08359041
Moved 1240.005 325.1016 430.2289 -0.08078326 0.1086133
Moved 1240.02 308.6663 442.5003 -0.118828 0.1401756
Moved 1240.036 298.39 451.9514 -0.1426156 0.164484
Moved 1240.053 289.7554 459.2038 -0.1626032 0.1831373
Moved 1240.067 281.5555 466.0371 -0.1815845 0.2007126
Moved 1240.081 277.3177 470.6823 -0.1913942 0.2126602
Moved 1240.098 272.5204 475.4796 -0.202499 0.224999
Moved 1240.112 268.3965 479.6036 -0.2120453 0.2356058
Moved 1240.128 266.4242 482.1517 -0.2166107 0.2421596
Moved 1240.143 265.0495 484.901 -0.2197928 0.2492309
Moved 1240.159 265 486.3216 -0.2199074 0.2528847
Moved 1240.174 265 487.7111 -0.2199074 0.2564585
Moved 1240.19 265 488.8354 -0.2199074 0.2593503
Moved 1240.205 265 490.1699 -0.2199074 0.2627825
Moved 1240.221 265 491.5 -0.2199074 0.2662036
Moved 1240.236 277.1796 492 -0.1917138 0.2674896
Moved 1240.252 293.8248 492 -0.1531834 0.2674896
Moved 1240.267 313.2459 485.6742 -0.1082271 0.2512196
Moved 1240.282 332.0395 478.6802 -0.06472339 0.2332309
Moved 1240.298 355.6602 470.2964 -0.01004587 0.2116676
Moved 1240.313 371.3997 461.9884 0.02638807 0.1902993
Moved 1240.328 393.3491 448.9434 0.07719686 0.1567473
Moved 1240.343 410.0847 439.2006 0.1159368 0.1316888
Moved 1240.36 425.9955 427.9124 0.1527675 0.1026552
