did you have a good time
did you have a good time
FixStart
0.6 0.6
432 388.8
Began 2839.881 389 304 0.06712963 -0.2160494
Stationary 2839.902 389 304 0.06712963 -0.2160494
Stationary 2839.914 389 304 0.06712963 -0.2160494
Stationary 2839.93 389 304 0.06712963 -0.2160494
Stationary 2839.947 389 304 0.06712963 -0.2160494
Stationary 2839.963 389 304 0.06712963 -0.2160494
Stationary 2839.979 389 304 0.06712963 -0.2160494
Moved 2839.994 379.3669 304 0.04483084 -0.2160494
Stationary 2840.009 378.9719 304 0.04391631 -0.2160494
Moved 2840.026 375.6209 304 0.03615955 -0.2160494
Moved 2840.04 374.3676 304 0.0332583 -0.2160494
Moved 2840.058 372.9247 304 0.02991836 -0.2160494
Moved 2840.071 371.4847 304 0.02658496 -0.2160494
Stationary 2840.087 370.7633 304 0.02491494 -0.2160494
Moved 2840.102 367.8541 304 0.01818081 -0.2160494
Moved 2840.117 365.9379 304 0.01374503 -0.2160494
Moved 2840.132 364.4908 304 0.01039545 -0.2160494
Moved 2840.148 360.18 304 0.0004167358 -0.2160494
Moved 2840.163 358.7324 304 -0.002934287 -0.2160494
Moved 2840.18 355.7019 304 -0.009949355 -0.2160494
Moved 2840.195 353.9668 304 -0.01396581 -0.2160494
Moved 2840.21 348.1618 304 -0.02740313 -0.2160494
Moved 2840.226 342.1177 304 -0.04139429 -0.2160494
Moved 2840.24 339.9672 304 -0.04637221 -0.2160494
Moved 2840.257 333.2989 304 -0.06180812 -0.2160494
Moved 2840.271 330.7695 304 -0.0676632 -0.2160494
Moved 2840.286 327.8899 304 -0.07432903 -0.2160494
Moved 2840.302 325.0038 304 -0.08100976 -0.2160494
Stationary 2840.317 324.784 304 -0.08151854 -0.2160494
Moved 2840.333 322.9876 304 -0.08567676 -0.2160494
Stationary 2840.348 322.9876 304 -0.08567676 -0.2160494
Moved 2840.362 321.9132 304 -0.08816396 -0.2160494
Stationary 2840.378 321.9132 304 -0.08816396 -0.2160494
Stationary 2840.393 321.9132 304 -0.08816396 -0.2160494
Moved 2840.409 331.7023 316.8511 -0.06550401 -0.1829961
Moved 2840.425 339 325 -0.04861111 -0.1620371
Moved 2840.441 344.3249 329.2842 -0.03628502 -0.151018
Moved 2840.457 368.2645 347.5851 0.01913071 -0.1039477
Moved 2840.472 385.6049 358.9572 0.05927056 -0.0746986
Moved 2840.488 403.0962 369.6394 0.09975959 -0.04722383
