a picture is worth many words
a picture is worth many words
FixStart
0.6 0.6
432 388.8
Began 1118.769 411 391 0.1180555 0.007715971
Stationary 1118.784 411 391 0.1180555 0.007715971
Stationary 1118.799 411 391 0.1180555 0.007715971
Stationary 1118.815 411 391 0.1180555 0.007715971
Moved 1118.83 400.2989 391 0.09328434 0.007715971
Moved 1118.846 393.4102 391 0.07733831 0.007715971
Moved 1118.861 386.209 391 0.06066898 0.007715971
Moved 1118.876 376.5 391 0.03819446 0.007715971
Moved 1118.892 359.3186 391 -0.001577238 0.007715971
Moved 1118.907 344.5859 391 -0.03568083 0.007715971
Moved 1118.923 326.9599 391 -0.07648165 0.007715971
Moved 1118.939 310.7179 391 -0.1140789 0.007715971
Moved 1118.954 296.8333 391 -0.1462192 0.007715971
Moved 1118.969 284.2149 384.9449 -0.1754285 -0.007857688
Moved 1118.984 267.2578 382.6882 -0.2146811 -0.01366219
Moved 1119.001 252.9692 380.4242 -0.2477565 -0.0194851
Moved 1119.016 232.0166 379.3361 -0.2962579 -0.02228372
Moved 1119.031 216.0514 376.4639 -0.3332143 -0.02967128
Moved 1119.05 205.7583 376.293 -0.357041 -0.0301106
Moved 1119.062 195.9762 376 -0.3796847 -0.03086435
Moved 1119.078 191.2493 375.4164 -0.3906267 -0.03236512
Moved 1119.093 186.9286 375 -0.4006282 -0.03343629
Moved 1119.108 184.7462 375 -0.40568 -0.03343629
Moved 1119.122 183.3916 375 -0.4088158 -0.03343629
Ended 1119.14 182.5 375 -0.4108796 -0.03343629
Candidates 1119.274 12 a as gas ass faa aa da fda ga aaa fas sa
Began 1119.614 407 360 0.1087963 -0.07201654
Stationary 1119.632 407 360 0.1087963 -0.07201654
Stationary 1119.648 407 360 0.1087963 -0.07201654
Stationary 1119.662 407 360 0.1087963 -0.07201654
Stationary 1119.679 407 360 0.1087963 -0.07201654
Stationary 1119.694 407 360 0.1087963 -0.07201654
Stationary 1119.708 407 360 0.1087963 -0.07201654
Moved 1119.724 396.5 373.5 0.08449078 -0.03729432
Moved 1119.741 397.2462 377.2769 0.08621792 -0.02758018
Moved 1119.756 394.586 389.8632 0.08006006 0.004791997
Moved 1119.771 390.0989 410.5056 0.06967336 0.05788473
Moved 1119.786 384.68 440.84 0.05712966 0.1359054
Moved 1119.803 380.5 472 0.04745374 0.2160493
Moved 1119.817 381 491.3793 0.04861106 0.2658931
Ended 1119.832 381 498 0.04861106 0.2829217
Accept 1119.894 0 a
Began 1120.649 307 434 -0.1226852 0.1183127
Stationary 1120.666 307 434 -0.1226852 0.1183127
Stationary 1120.68 307 434 -0.1226852 0.1183127
Stationary 1120.696 307 434 -0.1226852 0.1183127
Stationary 1120.711 307 434 -0.1226852 0.1183127
Moved 1120.727 323.0232 452.6937 -0.08559445 0.1663932
Moved 1120.744 330.5153 456.7274 -0.06825159 0.1767679
Moved 1120.76 345.3687 467.7227 -0.03386865 0.205048
Moved 1120.773 355.5418 473.5251 -0.0103199 0.2199718
Moved 1120.79 387.7045 495.0227 0.06413083 0.2752641
Moved 1120.805 408.3161 506.8949 0.1118428 0.3057996
Moved 1120.82 429.2941 518.3109 0.1604029 0.3351618
Moved 1120.835 444.9993 525.3997 0.1967576 0.3533942
Moved 1120.852 464.5371 535.2686 0.2419841 0.3787771
Moved 1120.866 480.8492 542.9315 0.2797436 0.3984861
Moved 1120.882 488.1376 548.0983 0.2966148 0.4117753
Moved 1120.897 501.2018 556.8011 0.3268558 0.4341592
Moved 1120.912 508.4075 559.7037 0.3435358 0.4416248
Moved 1120.937 522.1226 568.5613 0.3752839 0.4644066
Moved 1120.949 526.6885 571.459 0.3858529 0.4718594
Stationary 1120.96 526.6885 571.459 0.3858529 0.4718594
Moved 1120.972 531.0144 573.3429 0.3958666 0.4767049
Moved 1120.99 532.8533 574.8533 0.4001235 0.4805897
Moved 1121.006 535.4766 575 0.4061957 0.480967
Moved 1121.021 535.6776 576 0.4066612 0.483539
Stationary 1121.036 536 576 0.4074074 0.483539
Stationary 1121.052 536 576 0.4074074 0.483539
Stationary 1121.066 536 576 0.4074074 0.483539
Stationary 1121.082 536 576 0.4074074 0.483539
