are you sure you want this
are you sure you want this
Basic
0.6 0.6
432 388.8
Began 1072.489 188 346 -0.3981482 -0.1080248
Stationary 1072.508 188 346 -0.3981482 -0.1080248
Stationary 1072.522 188 346 -0.3981482 -0.1080248
Stationary 1072.537 188 346 -0.3981482 -0.1080248
Stationary 1072.552 188 346 -0.3981482 -0.1080248
Stationary 1072.567 188 346 -0.3981482 -0.1080248
Moved 1072.583 210.5 373 -0.3460648 -0.03858032
Moved 1072.6 234.8492 394.9642 -0.289701 0.01791204
Moved 1072.615 256.0763 415.0725 -0.2405642 0.0696309
Moved 1072.629 279.736 440.1322 -0.1857963 0.1340848
Moved 1072.645 289.9412 450.9412 -0.1621731 0.1618859
Moved 1072.663 304.6831 465.6831 -0.1280483 0.1998021
Moved 1072.676 316.326 477.326 -0.1010972 0.2297478
Moved 1072.691 325.5685 487.4965 -0.07970262 0.2559066
Moved 1072.707 332.5234 494.5234 -0.06360327 0.2739799
Moved 1072.723 335.5 499 -0.05671298 0.2854938
Moved 1072.737 337.7138 501.4276 -0.05158842 0.2917376
Moved 1072.752 339.0982 504.1964 -0.04838387 0.2988588
Moved 1072.768 339 505.4817 -0.04861111 0.3021648
Moved 1072.784 339.868 506.868 -0.04660175 0.3057305
Moved 1072.799 340 508.255 -0.04629632 0.3092978
Moved 1072.815 340 509.6396 -0.04629632 0.3128591
Moved 1072.829 340 512.0483 -0.04629632 0.3190543
Moved 1072.845 340 513.075 -0.04629632 0.3216948
Moved 1072.86 340 515.9473 -0.04629632 0.3290826
Moved 1072.876 331.2655 517.8672 -0.0665151 0.3340206
Moved 1072.891 327.2451 520.5033 -0.07582163 0.3408006
Moved 1072.907 323.7296 521.6352 -0.08395915 0.3437119
Moved 1072.922 318.9364 523.0159 -0.0950546 0.3472631
Moved 1072.938 313.3554 524.4111 -0.1079737 0.3508516
Moved 1072.954 310.5 525.5 -0.1145833 0.3536522
Moved 1072.969 299.2398 525.8229 -0.1406485 0.3544826
Moved 1072.984 289.518 526 -0.1631528 0.3549381
Moved 1073 281.0514 526 -0.1827513 0.3549381
Moved 1073.014 274.1527 526 -0.1987206 0.3549381
Moved 1073.03 267.2535 526 -0.2146908 0.3549381
Moved 1073.046 261.0838 526 -0.2289726 0.3549381
Moved 1073.061 256.6826 526 -0.2391607 0.3549381
Moved 1073.076 253.558 526 -0.2463936 0.3549381
Moved 1073.091 252.4322 526 -0.2489996 0.3549381
Stationary 1073.108 252 526 -0.25 0.3549381
Stationary 1073.122 252 526 -0.25 0.3549381
Ended 1073.137 252 526 -0.25 0.3549381
Candidates 1073.26 12 after date ate are st at faster dr assure sr fate street
Began 1074.157 306 357 -0.125 -0.07973259
Stationary 1074.173 306 357 -0.125 -0.07973259
Moved 1074.187 306 335.289 -0.125 -0.1355736
Moved 1074.201 306 328.4492 -0.125 -0.1531657
Moved 1074.218 313 300.6155 -0.1087963 -0.2247543
Moved 1074.234 313 275.155 -0.1087963 -0.2902392
Moved 1074.256 313 237.6941 -0.1087963 -0.3865893
Moved 1074.267 313 222.5984 -0.1087963 -0.4254157
Moved 1074.279 313 208.238 -0.1087963 -0.4623508
Moved 1074.294 313 196.924 -0.1087963 -0.4914508
Ended 1074.31 315.7396 181.9323 -0.1024546 -0.5300097
Accept 1074.354 3 are
Began 1074.692 355 488 -0.01157408 0.2572016
Stationary 1074.712 355 488 -0.01157408 0.2572016
Stationary 1074.726 355 488 -0.01157408 0.2572016
Stationary 1074.741 355 488 -0.01157408 0.2572016
Moved 1074.755 374.3878 488 0.03330499 0.2572016
Moved 1074.774 379.8965 497.5173 0.04605681 0.2816802
Moved 1074.787 401.7373 504.9954 0.09661416 0.3009139
Moved 1074.805 410.975 508.79 0.1179977 0.3106739
Moved 1074.82 426.557 514.6228 0.1540671 0.3256759
Moved 1074.835 438.3372 518.0843 0.1813361 0.3345789
Moved 1074.849 452.2956 522.2887 0.2136473 0.3453926
Moved 1074.865 458.0264 523.2281 0.2269129 0.3478087
Moved 1074.882 476.8633 527.4141 0.270517 0.3585752
Moved 1074.896 490.1892 530.1531 0.3013639 0.3656201
Moved 1074.911 496.3308 531.5179 0.3155805 0.3691304
Moved 1074.927 510.2556 533.0284 0.3478138 0.3730153
Moved 1074.942 524.0418 535.8083 0.3797264 0.3801654
Moved 1074.958 529.9379 537.2084 0.3933749 0.3837664
Moved 1074.974 547.2307 540.1758 0.4334042 0.3913985
Moved 1074.988 557.7991 542.5598 0.4578684 0.3975303
Moved 1075.004 561.2581 543.2516 0.4658751 0.3993095
Moved 1075.021 567.9701 545.3234 0.4814122 0.4046382
Moved 1075.036 569.5442 545 0.485056 0.4038065
Moved 1075.049 570.0543 546.0543 0.4862367 0.4065181
Stationary 1075.065 570 546 0.4861112 0.4063785
Stationary 1075.079 570 546 0.4861112 0.4063785
Stationary 1075.094 570 546 0.4861112 0.4063785
Moved 1075.11 570 547.2776 0.4861112 0.4096646
Moved 1075.127 558.9836 547 0.4606103 0.4089505
Moved 1075.141 554.833 547 0.4510023 0.4089505
Moved 1075.157 530.8435 547 0.3954711 0.4089505
Moved 1075.172 518.1754 542.764 0.3661468 0.3980554
Moved 1075.187 510.6074 537.2599 0.3486281 0.3838988
Moved 1075.202 494.8911 536.6987 0.3122478 0.3824555
Moved 1075.218 485.2425 535.3204 0.2899132 0.3789103
Moved 1075.233 475.5331 532.8666 0.2674378 0.3725992
Moved 1075.249 468.7487 533 0.2517333 0.3729423
Moved 1075.264 464.4768 532 0.2418444 0.3703703
Moved 1075.279 462.4015 532 0.2370404 0.3703703
Moved 1075.295 455.1752 531 0.220313 0.3677982
Moved 1075.31 451.6886 530 0.2122421 0.3652262
Moved 1075.326 448.9157 530 0.2058234 0.3652262
Moved 1075.341 444.7351 530 0.1961461 0.3652262
Moved 1075.359 443.7584 530 0.1938851 0.3652262
Moved 1075.372 442.5086 530 0.1909923 0.3652262
Moved 1075.395 438.6015 528.8008 0.1819479 0.3621418
Moved 1075.407 436.4261 529 0.1769121 0.3626543
Stationary 1075.419 435.7305 529 0.175302 0.3626543
Moved 1075.433 435 529 0.1736111 0.3626543
Stationary 1075.45 435 529 0.1736111 0.3626543
Ended 1075.465 435 529 0.1736111 0.3626543
Candidates 1075.569 12 you up toy yup i roy yo top to tip root tp
Began 1075.928 316 310 -0.1018519 -0.2006174
Stationary 1075.945 316 310 -0.1018519 -0.2006174
Stationary 1075.96 316 310 -0.1018519 -0.2006174
Moved 1075.974 316 322.4597 -0.1018519 -0.1685709
Moved 1075.991 316 355.8375 -0.1018519 -0.08272249
Moved 1076.007 330.7029 406.5754 -0.06781727 0.04777626
Moved 1076.021 336.1923 430.5914 -0.05511035 0.1095456
Moved 1076.036 345.7484 469.2944 -0.03298973 0.2090905
Ended 1076.052 347.8697 482.3485 -0.02807935 0.2426659
Accept 1076.113 0 you
