my watch fell in the water
my watch fell in the water
Basic
0.6 0.6
432 388.8
Began 1594.126 464 251 0.2407408 -0.3523664
Stationary 1594.147 464 251 0.2407408 -0.3523664
Stationary 1594.162 464 251 0.2407408 -0.3523664
Stationary 1594.178 464 251 0.2407408 -0.3523664
Stationary 1594.194 464 251 0.2407408 -0.3523664
Stationary 1594.207 464 251 0.2407408 -0.3523664
Stationary 1594.223 464 251 0.2407408 -0.3523664
Stationary 1594.24 464 251 0.2407408 -0.3523664
Stationary 1594.254 464 251 0.2407408 -0.3523664
Moved 1594.269 454.5631 277.7961 0.2188962 -0.2834463
Moved 1594.284 450 295.5 0.2083333 -0.2379116
Moved 1594.301 438.2343 321.4311 0.1810978 -0.1712164
Moved 1594.318 431.235 339.5891 0.1648958 -0.1245138
Moved 1594.333 422.869 357.461 0.1455301 -0.07854681
Moved 1594.347 415.4617 373.0765 0.1283836 -0.03838339
Moved 1594.363 411.5681 380.8638 0.1193706 -0.01835458
Moved 1594.377 406 393.5 0.1064815 0.01414597
Moved 1594.393 402.2712 401.4576 0.09784997 0.0346132
Moved 1594.408 396.8467 411.0182 0.08529335 0.05920308
Moved 1594.424 393.6703 419.6539 0.07794053 0.08141435
Moved 1594.439 389.8557 428.2887 0.06911029 0.1036231
Moved 1594.454 387.1158 435.2104 0.06276815 0.1214258
Moved 1594.469 386.5 442 0.06134262 0.1388888
Moved 1594.485 382.3379 449.3242 0.05170812 0.1577268
Moved 1594.501 380.7301 455.0794 0.04798641 0.1725293
Moved 1594.516 378.3424 459.6304 0.04245927 0.1842346
Moved 1594.531 376.9574 465.1703 0.03925324 0.1984834
Moved 1594.547 374.1583 470.6833 0.03277391 0.2126629
Moved 1594.563 373.1981 476.2076 0.03055116 0.2268714
Moved 1594.578 370.6393 481.7215 0.02462794 0.2410531
Moved 1594.594 368.6761 486.8098 0.02008359 0.2541403
Moved 1594.609 367.3934 493.4263 0.01711438 0.2711581
Moved 1594.631 364.6236 503.1291 0.01070281 0.2961138
Stationary 1594.641 364.6236 503.1291 0.01070281 0.2961138
Moved 1594.654 364.2355 507.2935 0.009804369 0.3068248
Moved 1594.671 364 510.3024 0.009259283 0.3145636
Moved 1594.685 364 513.0739 0.009259283 0.3216919
Moved 1594.701 364 514.7174 0.009259283 0.3259192
Moved 1594.72 364 516.0234 0.009259283 0.3292781
Ended 1594.745 363 518 0.006944438 0.3343621
Candidates 1594.852 12 my nyt mt nmt ny by mr nt but nutty mgi buy
Began 1595.347 363 343 0.006944438 -0.1157408
Stationary 1595.363 363 343 0.006944438 -0.1157408
Stationary 1595.38 363 343 0.006944438 -0.1157408
Stationary 1595.394 363 343 0.006944438 -0.1157408
Stationary 1595.408 363 343 0.006944438 -0.1157408
Stationary 1595.424 363 343 0.006944438 -0.1157408
Moved 1595.44 363 378.9065 0.006944438 -0.02338872
Moved 1595.454 368.9086 395.8629 0.02062172 0.02022347
Moved 1595.472 373.5382 410.845 0.03133843 0.05875752
Moved 1595.485 377.5163 428.2373 0.04054695 0.103491
Moved 1595.501 381.1225 439.9287 0.04889468 0.1335614
Moved 1595.517 383.8982 449.6436 0.05531986 0.1585481
Moved 1595.533 385.3356 454.0068 0.0586472 0.1697704
Moved 1595.548 387.7193 459.8773 0.06416509 0.1848696
Moved 1595.564 389.1028 463.2055 0.06736745 0.1934297
Moved 1595.579 389 465.9791 0.06712963 0.2005634
Moved 1595.595 389.523 466.523 0.0683403 0.2019624
Moved 1595.609 390 467.9107 0.06944448 0.2055315
Ended 1595.626 390 469.2831 0.06944448 0.2090613
Accept 1595.683 0 my
Began 1596.224 227 564 -0.3078704 0.4526748
Stationary 1596.242 227 564 -0.3078704 0.4526748
Stationary 1596.256 227 564 -0.3078704 0.4526748
Stationary 1596.271 227 564 -0.3078704 0.4526748
Stationary 1596.286 227 564 -0.3078704 0.4526748
Moved 1596.302 227 555.493 -0.3078704 0.4307946
Moved 1596.318 218.9037 537.964 -0.3266118 0.3857098
Moved 1596.334 212.5 520.5 -0.3414352 0.3407921
Moved 1596.347 205.0707 500.0605 -0.3586326 0.2882215
Moved 1596.364 196.9977 477.9935 -0.3773202 0.2314648
Moved 1596.381 190.0845 460.0197 -0.3933229 0.1852358
Moved 1596.395 185.9453 446.5995 -0.4029045 0.1507189
Moved 1596.411 181.563 432.5432 -0.4130487 0.1145658
Moved 1596.426 178.4193 420.7848 -0.4203257 0.08432297
Moved 1596.44 175.1885 411.5656 -0.4278044 0.06061094
Moved 1596.457 173.0848 405.2545 -0.432674 0.04437882
Moved 1596.474 171.6634 398.317 -0.4359644 0.02653534
Moved 1596.487 170.2929 393.1715 -0.4391368 0.01330113
Moved 1596.502 168.9118 387.6474 -0.4423336 -0.0009069717
Moved 1596.517 166.5292 383.5876 -0.4478491 -0.01134872
Moved 1596.534 165.1466 380.2932 -0.4510496 -0.01982214
Moved 1596.549 165 377.5278 -0.4513889 -0.02693459
Moved 1596.565 163.5 375 -0.4548612 -0.03343629
Moved 1596.579 163 373.2835 -0.4560185 -0.03785114
Moved 1596.595 163 371.8979 -0.4560185 -0.04141497
Moved 1596.609 161.5155 369.0311 -0.4594548 -0.04878848
Stationary 1596.627 161.5155 369.0311 -0.4594548 -0.04878848
Moved 1596.641 162 367.7563 -0.4583334 -0.05206724
Stationary 1596.655 162 367.7563 -0.4583334 -0.05206724
Moved 1596.673 162 366.9987 -0.4583334 -0.0540158
Stationary 1596.688 162 366.9987 -0.4583334 -0.0540158
Stationary 1596.703 162 366.9987 -0.4583334 -0.0540158
Moved 1596.719 173.9727 373.6302 -0.4306187 -0.03695923
Moved 1596.734 187.1142 384.6914 -0.4001985 -0.008509875
Moved 1596.748 201.1096 399.5171 -0.3678019 0.0296221
Moved 1596.764 215.7401 414.7141 -0.3339351 0.0687089
Moved 1596.786 237.5 441 -0.2835648 0.1363167
Stationary 1596.797 237.5 441 -0.2835648 0.1363167
Moved 1596.811 246.5819 453.3456 -0.2625418 0.1680698
Moved 1596.827 257.1659 466.4574 -0.2380418 0.2017937
Moved 1596.842 266.6791 477.2047 -0.2160206 0.2294358
Moved 1596.858 278.152 489.152 -0.1894629 0.2601646
Moved 1596.873 291.8115 501.5303 -0.1578438 0.2920018
Moved 1596.888 300.7083 510.0357 -0.1372493 0.3138778
Moved 1596.903 309.3723 517.3102 -0.1171938 0.332588
Moved 1596.92 313.4208 521.4208 -0.1078221 0.3431605
Moved 1596.934 319 525.5 -0.09490739 0.3536522
Moved 1596.95 322.6772 528.7848 -0.08639535 0.3621007
Moved 1596.965 326.8127 531.5418 -0.07682234 0.3691919
Moved 1596.98 329.2997 534.2997 -0.07106548 0.3762853
Moved 1596.996 332.0574 536.0287 -0.06468201 0.3807321
Moved 1597.011 333.4076 538.8152 -0.06155645 0.3878992
Moved 1597.026 336 538 -0.05555556 0.3858024
Moved 1597.042 336 539.8265 -0.05555556 0.3905002
Moved 1597.057 337.2054 540 -0.05276526 0.3909464
Moved 1597.075 338.5 541.5 -0.04976853 0.3948044
Stationary 1597.088 338.5 541.5 -0.04976853 0.3948044
Moved 1597.103 339.3474 541 -0.04780684 0.3935184
Stationary 1597.119 339.3474 541 -0.04780684 0.3935184
Stationary 1597.135 339 541 -0.04861111 0.3935184
Moved 1597.15 339 532.2927 -0.04861111 0.3711231
Moved 1597.166 334.3274 499.3981 -0.05942727 0.2865177
Moved 1597.181 326.1701 465.8165 -0.07830993 0.2001453
Moved 1597.196 319.2578 439.3798 -0.09431055 0.1321496
Moved 1597.212 314.8029 420.4793 -0.1046229 0.08353727
Moved 1597.226 310.6598 402.5259 -0.1142134 0.03736088
Moved 1597.243 306.523 389.0768 -0.1237893 0.002769384
Moved 1597.259 305 376 -0.1273148 -0.03086435
Moved 1597.273 302.1452 363.7261 -0.1339231 -0.06243286
Moved 1597.288 299.3727 353.8042 -0.1403411 -0.08795216
Moved 1597.304 298.301 346.2039 -0.1428218 -0.1075004
Moved 1597.319 296.9221 340.6885 -0.1460136 -0.1216859
Moved 1597.334 295.5432 335.1728 -0.1492055 -0.1358725
Moved 1597.35 294.1617 330.485 -0.1524036 -0.1479295
Moved 1597.367 292.7795 326.3384 -0.1556031 -0.1585946
Moved 1597.381 293 323.4536 -0.1550926 -0.1660146
Moved 1597.396 291.3706 319.7412 -0.1588644 -0.1755628
Moved 1597.411 291 315.9548 -0.1597222 -0.1853015
Moved 1597.427 289.6136 311.8408 -0.1629314 -0.1958827
Moved 1597.443 289 309.433 -0.1643519 -0.2020755
Moved 1597.458 287.841 306.682 -0.1670347 -0.2091512
Moved 1597.472 288 304 -0.1666667 -0.2160494
Moved 1597.487 287.2854 303.2854 -0.1683208 -0.2178873
Moved 1597.511 285.5985 300.5985 -0.1722257 -0.2247981
Stationary 1597.521 285.5985 300.5985 -0.1722257 -0.2247981
Moved 1597.534 285 298.207 -0.1736111 -0.230949
Moved 1597.549 283.8168 296.8168 -0.1763501 -0.2345248
Stationary 1597.566 283.8168 296.8168 -0.1763501 -0.2345248
Moved 1597.581 284 295.6409 -0.1759259 -0.237549
Moved 1597.597 284 294.8285 -0.1759259 -0.2396386
Stationary 1597.612 284 295 -0.1759259 -0.2391976
Stationary 1597.627 284 295 -0.1759259 -0.2391976
Stationary 1597.642 284 295 -0.1759259 -0.2391976
Stationary 1597.657 284 295 -0.1759259 -0.2391976
Moved 1597.673 297.6564 313.519 -0.1443139 -0.1915664
Moved 1597.688 304.5329 324.4526 -0.128396 -0.1634449
Moved 1597.704 316.6486 341.0607 -0.1003506 -0.1207288
Moved 1597.72 329.1617 355.8554 -0.07138486 -0.0826765
Moved 1597.734 355.8151 387.5418 -0.009687195 -0.001178553
Moved 1597.75 373 407 0.0300926 0.04886827
Moved 1597.767 388.4492 419.5042 0.06585449 0.08102927
Moved 1597.782 400.9145 431.9145 0.0947095 0.1129487
Moved 1597.797 408.1883 439.1883 0.1115469 0.1316571
Moved 1597.812 413.2458 444.2458 0.1232543 0.1446651
Moved 1597.828 417.4297 446.9531 0.132939 0.1516283
Moved 1597.843 418.5305 448.5306 0.1354874 0.1556856
Moved 1597.859 419.907 449.907 0.1386735 0.1592257
Moved 1597.874 421.2855 451.2855 0.1418646 0.1627713
Ended 1597.889 422.5 451 0.144676 0.162037
Candidates 1598.043 12 watch rewatch search research hatch catch wash earth restrict stretch effect reagent
Began 1598.567 365 311 0.01157403 -0.1980453
Stationary 1598.583 365 311 0.01157403 -0.1980453
Stationary 1598.597 365 311 0.01157403 -0.1980453
Stationary 1598.612 365 311 0.01157403 -0.1980453
Moved 1598.628 365 325.7038 0.01157403 -0.1602269
Moved 1598.643 371.7942 341.1912 0.02730131 -0.120393
Moved 1598.658 381.5973 360.1945 0.04999369 -0.07151623
Moved 1598.675 389.0517 376.4931 0.06724934 -0.029596
Moved 1598.69 393.9379 385.8758 0.07855991 -0.005463572
Moved 1598.706 401.1567 399.2873 0.09527018 0.0290311
Moved 1598.73 409.3904 412.984 0.1143297 0.0642592
Stationary 1598.74 409.3904 412.984 0.1143297 0.0642592
Moved 1598.751 412.3719 417.5578 0.1212312 0.07602306
Moved 1598.766 414.1383 421.1382 0.12532 0.08523199
Moved 1598.782 415 422.953 0.1273148 0.08989961
Moved 1598.797 416.3393 424.3394 0.1304151 0.09346538
Ended 1598.813 417.3141 425.3141 0.1326716 0.09597248
Accept 1598.84 0 watch
