players must know all the rules
players must know all the rules
FixStart
0.6 0.6
432 388.8
Began 401.5219 421 433 0.1412037 0.1157406
Stationary 401.539 421 433 0.1412037 0.1157406
Stationary 401.5526 421 433 0.1412037 0.1157406
Stationary 401.5682 421 433 0.1412037 0.1157406
Stationary 401.5831 421 433 0.1412037 0.1157406
Stationary 401.6003 421 433 0.1412037 0.1157406
Moved 401.6143 439.7266 455.7266 0.1845523 0.1741937
Moved 401.6313 457.4601 475.7034 0.225602 0.2255744
Moved 401.6461 466.3867 486.6948 0.2462654 0.2538447
Moved 401.6611 483.9273 503.2687 0.2868688 0.296473
Moved 401.6762 499.0714 515.8765 0.3219244 0.3289005
Moved 401.692 510.7717 523.6729 0.3490085 0.3489529
Moved 401.7073 522.7444 534.7079 0.3767232 0.3773352
Moved 401.7227 537.1023 546.2818 0.4099591 0.4071034
Moved 401.7388 547.8931 554.8931 0.4349377 0.4292518
Moved 401.7537 554.9626 558.9813 0.4513024 0.4397667
Moved 401.7687 563.5355 564.6903 0.4711469 0.4544503
Moved 401.7832 570.3473 568.739 0.486915 0.4648634
Moved 401.7994 576.1882 572.8911 0.5004357 0.4755429
Moved 401.8143 581.9542 575.4771 0.5137827 0.482194
Moved 401.83 586.5634 578.3756 0.5244523 0.4896491
Moved 401.8457 589.2388 579.6194 0.5306454 0.4928481
Moved 401.8615 590.7952 580 0.5342482 0.4938271
Moved 401.8765 593.3118 581.1559 0.5400735 0.4968
Moved 401.8919 594.6073 582 0.5430724 0.4989711
Moved 401.9079 596.0343 583.0343 0.5463757 0.5016313
Moved 401.9229 597.4904 583 0.5497463 0.5015431
Moved 401.9377 598.9157 583 0.5530456 0.5015431
Moved 401.953 599.5 583 0.5543981 0.5015431
Stationary 401.9688 599.5 583 0.5543981 0.5015431
Moved 401.9834 600 583 0.5555555 0.5015431
Stationary 402.0014 600 583 0.5555555 0.5015431
Stationary 402.0144 600 583 0.5555555 0.5015431
Moved 402.0304 600 564.7402 0.5555555 0.4545786
Moved 402.0468 600.6216 543.5412 0.5569944 0.4000544
Moved 402.0622 601 522.0341 0.5578703 0.3447379
Moved 402.0776 601 496 0.5578703 0.2777777
Moved 402.0928 602 477.6823 0.5601852 0.2306642
Moved 402.1078 603.0546 454.1812 0.5626263 0.1702191
Moved 402.1232 603 437.1804 0.5624999 0.1264926
Moved 402.1391 603 425.4565 0.5624999 0.09633856
Moved 402.1542 603 415.3843 0.5624999 0.07043277
Moved 402.1701 603 407.9404 0.5624999 0.05128692
Moved 402.1847 603 403.225 0.5624999 0.03915885
Moved 402.2008 603 400.2411 0.5624999 0.03148424
Moved 402.2162 603 397.216 0.5624999 0.02370359
Moved 402.2316 593.2183 393.3318 0.539857 0.01371352
Moved 402.2473 591.0156 391.6771 0.5347583 0.009457348
Moved 402.268 586.6993 389.8998 0.524767 0.004886188
Moved 402.2792 581 387 0.511574 -0.002572055
Moved 402.2932 570.1165 386.0167 0.4863808 -0.005101255
Moved 402.3087 563.4606 386 0.4709736 -0.005144111
Moved 402.3239 553.0966 386 0.4469829 -0.005144111
Moved 402.3397 541.0466 386 0.4190894 -0.005144111
Moved 402.3546 519.4974 386 0.3692069 -0.005144111
Moved 402.3712 510.8767 394.7495 0.3492517 0.01735985
Moved 402.3857 502.0943 396.3176 0.328922 0.02139299
Moved 402.4006 492.7268 399.7533 0.307238 0.03022963
Moved 402.4169 485.6501 400.8917 0.2908568 0.03315745
Moved 402.432 478.5116 402.2977 0.2743324 0.0367738
Moved 402.4477 473.787 403.7377 0.2633959 0.04047751
Moved 402.4627 469.4686 405.1771 0.2533996 0.04417976
Moved 402.4783 467.7682 406.6159 0.2494635 0.04788037
Moved 402.4932 464.8787 408.0607 0.2427747 0.05159633
Stationary 402.509 464.8787 408.0607 0.2427747 0.05159633
Moved 402.5241 463.3121 410.6879 0.2391484 0.05835348
Moved 402.5396 461.9966 412.0034 0.2361033 0.06173699
Moved 402.5556 462 413.4503 0.2361111 0.06545856
Moved 402.5704 461 415.8887 0.2337964 0.07173028
Moved 402.5856 459.6719 417.3281 0.230722 0.07543218
Moved 402.6016 459.2325 418.7675 0.2297048 0.07913448
Moved 402.6158 459 420.209 0.2291666 0.08284211
Moved 402.6318 459 421.5 0.2291666 0.08616251
Moved 402.6464 458 422.7612 0.2268519 0.08940618
Moved 402.6617 456.7966 424.2034 0.2240663 0.09311561
Moved 402.6775 455.3595 425.6405 0.2207396 0.09681187
Moved 402.6931 453.9135 426 0.2173923 0.09773654
Moved 402.7078 451 427.5 0.2106482 0.1015946
Moved 402.7242 448.0848 428 0.2039 0.1028806
Moved 402.7411 443.7676 428 0.1939064 0.1028806
Moved 402.7567 440.9087 428 0.1872886 0.1028806
Moved 402.7712 430.4752 428 0.1631369 0.1028806
Moved 402.7856 420.5123 428 0.1400748 0.1028806
Moved 402.8026 406.4205 428 0.1074548 0.1028806
Moved 402.816 396.2919 428 0.08400907 0.1028806
Moved 402.8321 385.5718 428 0.05919397 0.1028806
Moved 402.8491 372.944 428 0.02996296 0.1028806
Moved 402.8636 359.6895 428 -0.0007187327 0.1028806
Moved 402.8788 343.126 428 -0.03906012 0.1028806
Moved 402.8945 330.8163 428 -0.06755491 0.1028806
Moved 402.9095 314.1226 429.1462 -0.1061978 0.1058287
Moved 402.9238 299.8672 431.0148 -0.1391964 0.1106347
Moved 402.942 286.8431 433.9238 -0.1693448 0.1181166
Moved 402.9565 277.7502 436.7856 -0.190393 0.1254775
Moved 402.9713 270.0275 438.9921 -0.2082697 0.1311525
Moved 402.9865 257.0977 441.8672 -0.2381997 0.1385472
Moved 403.0016 246.7643 444.7452 -0.2621197 0.1459496
Moved 403.0178 236.8225 447.6221 -0.2851332 0.1533491
Moved 403.0333 232.7337 449.5109 -0.294598 0.1582069
Moved 403.0493 228.4172 452.3885 -0.3045897 0.1656082
Moved 403.0635 225.7169 454.6415 -0.3108404 0.171403
Moved 403.0856 222.8607 460.4179 -0.3174521 0.18626
Stationary 403.0974 222.8607 460.4179 -0.3174521 0.18626
Moved 403.1081 223 464.3201 -0.3171296 0.1962964
Moved 403.1246 230.1842 473.1843 -0.3004994 0.2190953
Moved 403.1425 240.2545 483.2545 -0.2771886 0.2449961
Moved 403.1556 253.9742 498.0675 -0.24543 0.2830954
Moved 403.1716 273.726 513.7133 -0.1997083 0.3233366
