good jobs for those with education
good jobs for those with education
Basic
0.6 0.6
432 388.8
Began 829.5627 355 371 -0.01157408 -0.04372435
Stationary 829.5828 355 371 -0.01157408 -0.04372435
Stationary 829.5983 355 371 -0.01157408 -0.04372435
Stationary 829.6134 355 371 -0.01157408 -0.04372435
Stationary 829.627 355 371 -0.01157408 -0.04372435
Stationary 829.6451 355 371 -0.01157408 -0.04372435
Stationary 829.6582 355 371 -0.01157408 -0.04372435
Stationary 829.6736 355 371 -0.01157408 -0.04372435
Moved 829.6909 388.6039 400.1534 0.06621271 0.03125877
Moved 829.7051 407.7378 414.4395 0.1105042 0.06800266
Moved 829.7203 426.0685 432.0685 0.1529365 0.113345
Moved 829.7383 439.9163 443.3785 0.1849914 0.1424343
Moved 829.7509 452.8219 454.8442 0.2148655 0.1719242
Moved 829.7673 468.4489 467.64 0.2510391 0.2048353
Moved 829.7839 474.5 473 0.2650462 0.2186213
Moved 829.7987 488.4144 484.4794 0.2972555 0.2481467
Moved 829.8132 498.6163 493.2426 0.3208712 0.2706855
Moved 829.8282 507.088 501.0881 0.3404816 0.2908643
Moved 829.8449 515.6285 508.3571 0.3602513 0.3095604
Moved 829.8605 520.8168 512.1126 0.3722612 0.3192196
Moved 829.8752 525.4093 516.4093 0.3828919 0.3302707
Moved 829.8906 529.5 519 0.3923611 0.3369341
Moved 829.9063 533.1443 522.1443 0.4007971 0.3450214
Moved 829.9216 537.4828 525.3218 0.4108398 0.353194
Moved 829.9376 540.1714 527.5857 0.4170635 0.3590166
Moved 829.9518 542.0233 529.0233 0.4213503 0.3627142
Moved 829.9671 544.9408 530.4704 0.4281037 0.3664361
Moved 829.9825 545.9067 531.9067 0.4303397 0.3701304
Moved 830.001 547.3491 533.3491 0.4336785 0.3738402
Stationary 830.0137 547.3491 533.3491 0.4336785 0.3738402
Moved 830.0287 548 534 0.4351853 0.3755144
Moved 830.0444 548 535.3291 0.4351853 0.3789328
Stationary 830.06 548 535.3291 0.4351853 0.3789328
Stationary 830.0745 548 535 0.4351853 0.3780863
Moved 830.0925 548 536 0.4351853 0.3806583
Moved 830.1056 538.1754 536 0.412443 0.3806583
Moved 830.1213 533.4044 536 0.4013991 0.3806583
Moved 830.1384 507.4924 529.3506 0.3414175 0.3635562
Moved 830.1519 459.2901 511.3992 0.2298381 0.3173848
Moved 830.1675 410.3591 492.1381 0.1165719 0.2678449
Moved 830.1835 382.1349 480.4965 0.05123824 0.2379025
Moved 830.1986 362.2256 469.4291 0.005151729 0.209437
Moved 830.2128 344.2852 459.333 -0.03637696 0.1834696
Moved 830.2299 331.6789 452.3703 -0.0655582 0.1655614
Moved 830.2454 314.6736 442.4763 -0.1049222 0.1401138
Moved 830.2612 307.1936 437.7957 -0.1222371 0.1280753
Moved 830.2771 298.4968 433.2484 -0.1423685 0.1163796
Moved 830.2911 290.5787 428.9473 -0.1606973 0.1053169
Moved 830.3062 283.4169 424.6501 -0.1772757 0.09426473
Moved 830.3209 278.3329 421.3328 -0.1890443 0.08573249
Moved 830.3391 274.0742 418.5371 -0.1989023 0.07854187
Moved 830.3528 268.7018 415.8509 -0.2113384 0.07163291
Moved 830.3689 264.5 413 -0.2210648 0.06430033
Moved 830.3843 260.1181 410.0787 -0.231208 0.05678683
Moved 830.3996 255.802 408.6006 -0.2411991 0.05298516
Moved 830.4147 253.3181 406.1591 -0.2469487 0.04670532
Moved 830.4307 250.4333 404.7167 -0.2536266 0.04299552
Moved 830.4462 249.5 403.5 -0.255787 0.03986618
Moved 830.4615 247.0916 402.0916 -0.261362 0.03624378
Moved 830.4763 245.6567 402 -0.2646835 0.03600815
Moved 830.4915 245 400.222 -0.2662037 0.03143503
Moved 830.5068 243.7805 400 -0.2690266 0.03086416
Stationary 830.5218 243.7805 400 -0.2690266 0.03086416
Moved 830.5375 242.6271 400 -0.2716966 0.03086416
Stationary 830.5538 243 400 -0.2708333 0.03086416
Ended 830.5687 243 400 -0.2708333 0.03086416
Candidates 830.7683 12 good god his goods gods food hood foods hope joss hours hopes
Began 831.2299 381 343 0.04861106 -0.1157408
Stationary 831.2472 381 343 0.04861106 -0.1157408
Stationary 831.2714 381 343 0.04861106 -0.1157408
Stationary 831.2815 381 343 0.04861106 -0.1157408
Stationary 831.2932 381 343 0.04861106 -0.1157408
Moved 831.3084 381 375.5175 0.04861106 -0.03210531
Moved 831.3245 381 421.329 0.04861106 0.08572257
Moved 831.3397 391.5 462.5 0.07291664 0.1916151
Moved 831.3556 396.3612 486.8545 0.08416951 0.2542552
Moved 831.3702 402.135 501.2701 0.09753486 0.2913324
Ended 831.3868 413.8139 518.7208 0.1245691 0.336216
Accept 831.4295 0 good
Began 832.0913 418 289 0.1342593 -0.2546296
Stationary 832.1115 418 289 0.1342593 -0.2546296
Stationary 832.1255 418 289 0.1342593 -0.2546296
Stationary 832.1407 418 289 0.1342593 -0.2546296
Stationary 832.1564 418 289 0.1342593 -0.2546296
Stationary 832.1708 418 289 0.1342593 -0.2546296
Moved 832.1875 418 301.6414 0.1342593 -0.2221159
Moved 832.2024 431.5 311.5 0.1655093 -0.1967593
Moved 832.2183 437.6087 330.4493 0.1796499 -0.1480213
Moved 832.2336 446.2247 346.2454 0.1995943 -0.1073938
Moved 832.2488 454.1885 366.6524 0.2180289 -0.05490636
Moved 832.2635 461.4445 385.1558 0.2348253 -0.007315349
Moved 832.2798 470.0985 404.2626 0.2548576 0.04182757
Moved 832.2966 477.7548 424.3625 0.2725806 0.09352484
Moved 832.3105 485.0297 443.2773 0.2894207 0.142174
Moved 832.3256 489.8125 452.9875 0.3004918 0.1671488
Moved 832.3425 500.5016 476.0032 0.3252352 0.2263457
Moved 832.3571 507.8563 490.7126 0.34226 0.2641786
