learn to walk before you run
learn to walk before you run
FixStart
0.6 0.6
432 388.8
Began 675.5411 416 495 0.1296297 0.2752057
Stationary 675.5628 416 495 0.1296297 0.2752057
Stationary 675.577 416 495 0.1296297 0.2752057
Stationary 675.5918 416 495 0.1296297 0.2752057
Stationary 675.608 416 495 0.1296297 0.2752057
Stationary 675.6201 416 495 0.1296297 0.2752057
Stationary 675.6354 416 495 0.1296297 0.2752057
Stationary 675.6509 416 495 0.1296297 0.2752057
Moved 675.6692 427.7381 483.1964 0.1568011 0.2448467
Moved 675.6829 435.8454 476.4622 0.1755681 0.2275261
Moved 675.6984 442.4913 470.2069 0.1909521 0.2114374
Moved 675.7131 451.5997 463.5716 0.2120364 0.1943713
Moved 675.73 459.8139 458.124 0.2310507 0.18036
Moved 675.7456 469.1338 452.4331 0.2526245 0.1657229
Moved 675.7609 481.1191 447.0582 0.2803683 0.1518985
Moved 675.7761 491.3165 443.0734 0.3039733 0.1416497
Moved 675.7914 503.7716 437.955 0.3328046 0.128485
Moved 675.8069 512.3808 434.873 0.3527333 0.1205582
Moved 675.8223 522.0471 432.1294 0.3751089 0.1135015
Moved 675.8375 531.7026 431.1854 0.3974597 0.1110734
Moved 675.8529 541.3613 429.8055 0.4198179 0.1075245
Moved 675.8679 549.4292 430 0.4384935 0.1080246
Moved 675.8826 555.5529 430 0.4526687 0.1080246
Moved 675.8995 562.9053 430 0.4696882 0.1080246
Moved 675.9157 571.2285 443.7141 0.4889548 0.1432974
Moved 675.9294 576.2802 446.2802 0.5006486 0.1498974
Moved 675.9447 580.4193 451.5591 0.5102299 0.1634751
Moved 675.9627 583.0337 455.0674 0.5162817 0.1724983
Moved 675.9766 585.7934 458.7934 0.5226699 0.1820818
Moved 675.9916 588.5322 466.5966 0.5290096 0.2021516
Moved 676.0072 590.5667 470.1332 0.5337191 0.211248
Moved 676.022 591 484.2533 0.5347222 0.247565
Moved 676.0381 591 492.8458 0.5347222 0.2696649
Moved 676.0533 591 502.5 0.5347222 0.2944958
Moved 676.0681 591 514.0454 0.5347222 0.3241908
Moved 676.0838 582.0596 521.386 0.5140269 0.3430709
Moved 676.0992 577.0206 533.9588 0.5023624 0.3754084
Moved 676.1158 571.2452 541.5472 0.4889936 0.3949257
Moved 676.1302 563.3397 549.6603 0.4706938 0.4157928
Moved 676.1458 555 558 0.4513889 0.4372427
Moved 676.1631 545.7315 564.373 0.4299341 0.4536341
Moved 676.1774 537.3623 570.0918 0.4105609 0.468343
Moved 676.1927 526.4896 576.5774 0.3853925 0.485024
Moved 676.2078 514.7746 582.1002 0.3582746 0.4992287
Moved 676.2238 507.9756 586.2147 0.3425361 0.5098113
Moved 676.2397 502.0504 587.6498 0.3288205 0.5135025
Moved 676.2546 491.0356 591.6548 0.3033231 0.5238035
Moved 676.2695 483.9596 594.4161 0.2869435 0.5309055
Moved 676.2852 473.843 597.1877 0.2635253 0.5380342
Moved 676.3008 463.1927 598.9759 0.238872 0.5426334
Moved 676.3165 452.0954 601.7261 0.2131839 0.5497071
Moved 676.3306 439.2892 602.7457 0.1835398 0.5523293
Moved 676.3466 428.3954 603.8605 0.1583228 0.5551966
Moved 676.3623 413.7942 605.2005 0.1245235 0.5586432
Moved 676.3769 399.5682 605 0.09159306 0.5581275
Moved 676.3929 386.3869 605 0.06108075 0.5581275
Moved 676.4081 373.9055 605 0.03218869 0.5581275
Moved 676.4243 361.466 605 0.003393491 0.5581275
Moved 676.4383 347.8659 605 -0.02808824 0.5581275
Moved 676.4559 335.6788 605 -0.05629902 0.5581275
Moved 676.4698 323.3956 599.1505 -0.08473232 0.5430825
Moved 676.4841 309.2344 592.0781 -0.1175129 0.5248922
Moved 676.4996 295.2462 587.8738 -0.1498931 0.5140787
Moved 676.5182 285.7351 583.7436 -0.1719095 0.5034556
Moved 676.5319 273.8137 577.3409 -0.1995053 0.4869879
Moved 676.5467 267.5 573.5 -0.2141203 0.4771089
Moved 676.5632 255.7335 565.489 -0.2413575 0.4565046
Moved 676.5777 246.1443 560.0801 -0.263555 0.4425929
Moved 676.5931 236.4655 553.1896 -0.2859595 0.4248703
Moved 676.6088 226.7062 545.4625 -0.3085505 0.4049959
Moved 676.6245 219.2491 538.2491 -0.3258123 0.386443
Moved 676.6395 210.8036 529.2709 -0.3453621 0.3633509
Moved 676.6552 202.5165 519.6025 -0.3645452 0.3384838
Moved 676.6702 196.8422 509.9739 -0.37768 0.3137189
Moved 676.686 190.5 501.5 -0.3923611 0.2919238
Moved 676.7016 187.8784 495.0495 -0.3984297 0.275333
Moved 676.717 183.7398 486.4796 -0.4080098 0.253291
Moved 676.7316 180.5345 480.1381 -0.4154294 0.2369805
Moved 676.7476 179.1558 474.6231 -0.4186209 0.222796
Moved 676.7632 177.777 470.3311 -0.4218124 0.2117569
Moved 676.7771 178 468.3993 -0.4212963 0.2067882
Moved 676.7922 178 467.0195 -0.4212963 0.2032393
Moved 676.8088 178 465.9922 -0.4212963 0.2005973
Stationary 676.8243 178 466 -0.4212963 0.2006171
Stationary 676.8389 178 466 -0.4212963 0.2006171
Moved 676.854 199.588 475.1549 -0.3713241 0.2241638
Moved 676.8706 211.5 483 -0.34375 0.2443414
Moved 676.8858 230.7684 499.8631 -0.2991473 0.2877136
Moved 676.9018 248.8152 515.2282 -0.2573722 0.327233
Moved 676.9174 263 527 -0.2245371 0.3575102
Moved 676.9325 278.3651 541.6046 -0.1889697 0.3950735
Moved 676.9478 291.331 553.1831 -0.1589561 0.4248536
Moved 676.9645 301.8401 563.8401 -0.1346294 0.4522636
Moved 676.9803 315.1212 575.1212 -0.1038861 0.4812788
Moved 676.9933 328.6152 587.3536 -0.07265006 0.5127407
Moved 677.0103 339.1686 599.1686 -0.04822076 0.5431291
Moved 677.025 349.1556 610.1779 -0.0251027 0.5714449
Moved 677.04 356.361 617.361 -0.008423627 0.5899202
Moved 677.0554 367.7168 628.7168 0.01786292 0.6191275
Moved 677.0712 375.9102 637.0659 0.03682921 0.6406015
Moved 677.0938 390.6685 652.0571 0.07099191 0.6791589
Stationary 677.1049 390.6685 652.0571 0.07099191 0.6791589
Moved 677.1169 396.9692 657.9692 0.08557678 0.6943651
Moved 677.1317 401.105 662.105 0.09515047 0.7050023
Moved 677.1475 404.5 665.5 0.1030092 0.7137346
Moved 677.1636 406.705 667.705 0.1081135 0.7194057
Moved 677.178 409.4721 669.2361 0.1145188 0.7233436
Moved 677.1927 410.6269 671 0.1171918 0.7278805
Moved 677.211 413.0174 672.0087 0.1227255 0.7304751
Moved 677.2274 414.396 673.3961 0.1259167 0.7340432
Moved 677.24 415.7866 673.7866 0.1291356 0.7350478
Moved 677.2556 417.1731 674 0.1323452 0.7355967
Moved 677.2711 418.1764 674 0.1346675 0.7355967
Moved 677.2864 419.6159 674 0.1379998 0.7355967
Moved 677.3017 421.9954 674 0.1435079 0.7355967
Moved 677.3173 424.7625 662.95 0.1499132 0.7071758
Moved 677.3328 428.5517 656.569 0.1586845 0.690764
Moved 677.348 431.3062 645.7753 0.1650606 0.6630022
Moved 677.3655 433.6333 635.1002 0.1704474 0.6355457
Moved 677.3788 436.5 626.5 0.1770833 0.6134259
Moved 677.3943 437.9186 612.4072 0.1803671 0.5771788
Moved 677.4101 440.6859 593.1987 0.1867729 0.5277745
Moved 677.425 442.4651 577.2094 0.1908914 0.4866496
Moved 677.442 444.1062 560.7256 0.1946903 0.4442531
Moved 677.4558 445.4909 545.6 0.1978956 0.4053496
Moved 677.4722 447 530.204 0.2013889 0.3657509
Moved 677.488 448.274 516.2599 0.204338 0.3298864
Moved 677.503 449.2534 507.7189 0.2066052 0.3079188
Moved 677.5183 451.4421 490.7895 0.2116716 0.2643762
Moved 677.533 452 478.0586 0.2129629 0.2316321
Moved 677.5483 453.4923 465.5693 0.2164174 0.1995094
Moved 677.5659 454.8731 455.8884 0.2196136 0.1746099
Moved 677.5791 456.2552 446.2133 0.2228131 0.1497254
Moved 677.5939 457 434.5089 0.2245371 0.1196216
Moved 677.6107 457.7652 425.8784 0.2263083 0.09742383
