just in time for the party
just in time for the party
Basic
0.6 0.6
432 388.8
Began 4958.491 461 393 0.2337964 0.01285996
Stationary 4958.509 461 393 0.2337964 0.01285996
Stationary 4958.522 461 393 0.2337964 0.01285996
Stationary 4958.538 461 393 0.2337964 0.01285996
Stationary 4958.554 461 393 0.2337964 0.01285996
Stationary 4958.569 461 393 0.2337964 0.01285996
Stationary 4958.584 461 393 0.2337964 0.01285996
Stationary 4958.601 461 393 0.2337964 0.01285996
Moved 4958.614 461 404.0549 0.2337964 0.04129331
Moved 4958.63 461 406.2171 0.2337964 0.04685468
Moved 4958.647 461 409.36 0.2337964 0.05493835
Moved 4958.663 461 411.8743 0.2337964 0.06140497
Moved 4958.676 461 415.1321 0.2337964 0.06978423
Moved 4958.692 457.4364 417.5091 0.2255473 0.07589776
Moved 4958.709 454 419.9093 0.2175926 0.08207113
Moved 4958.724 454 422.0403 0.2175926 0.08755224
Moved 4958.739 454 424.8943 0.2175926 0.09489275
Moved 4958.754 454 426.8915 0.2175926 0.1000295
Moved 4958.77 454 429.685 0.2175926 0.1072144
Moved 4958.786 454 433.2223 0.2175926 0.1163123
Moved 4958.801 454 437.5444 0.2175926 0.1274289
Moved 4958.816 454 442.4973 0.2175926 0.1401678
Moved 4958.832 459.6378 447.2216 0.230643 0.1523187
Moved 4958.846 463.3456 452.6912 0.2392259 0.1663866
Moved 4958.862 466.221 456.8315 0.245882 0.1770358
Moved 4958.878 469.1092 461.1638 0.2525675 0.1881783
Moved 4958.892 473.4787 465.9716 0.2626822 0.2005441
Moved 4958.909 479.6714 469.8685 0.2770171 0.2105671
Moved 4958.923 485.4875 474.1156 0.2904803 0.2214907
Moved 4958.941 490 476 0.300926 0.2263374
Moved 4958.955 497.5086 477.8035 0.318307 0.2309759
Moved 4958.971 503.3257 480.6628 0.3317724 0.2383303
Moved 4958.987 509.0567 482.5284 0.3450388 0.2431285
Moved 4959.001 514.8113 484.2028 0.3583596 0.2474351
Moved 4959.016 518.9299 486.2866 0.3678932 0.2527945
Moved 4959.032 523.2478 487 0.3778885 0.2546296
Moved 4959.048 526 490 0.3842592 0.2623456
Moved 4959.063 528.3163 490.6581 0.3896211 0.2640384
Moved 4959.078 530.0986 492.0986 0.3937468 0.2677433
Moved 4959.092 531.5 493.5 0.3969907 0.2713476
Moved 4959.108 532 496.9405 0.3981481 0.2801967
Moved 4959.125 532 498.4114 0.3981481 0.28398
Moved 4959.141 532 500.8657 0.3981481 0.2902923
Moved 4959.155 532 503.6022 0.3981481 0.2973307
Moved 4959.171 532 508.218 0.3981481 0.3092026
Moved 4959.187 524.4612 512.5129 0.3806972 0.3202493
Moved 4959.202 519.1752 515.5499 0.368461 0.3280602
Moved 4959.217 514.1312 519.4344 0.3567852 0.3380513
Moved 4959.231 508.3789 521.1553 0.3434696 0.3424775
Moved 4959.246 502.6092 523.5977 0.3301139 0.3487595
Moved 4959.262 497.8844 525.0385 0.3191769 0.3524652
Moved 4959.277 494.7625 526.0792 0.3119502 0.3551418
Moved 4959.292 490.3686 526 0.3017791 0.3549381
Moved 4959.309 486.0765 526.9745 0.2918438 0.3574446
Moved 4959.324 481.7161 527 0.2817503 0.3575102
Moved 4959.34 478.4444 527 0.2741768 0.3575102
Moved 4959.355 471.4609 515.2296 0.2580113 0.3272365
Moved 4959.371 466.0256 507.5384 0.2454297 0.3074546
Moved 4959.387 462.3257 500.6514 0.236865 0.289741
Moved 4959.4 456.8844 479.5375 0.2242693 0.2354358
Moved 4959.417 454.5284 465.4349 0.2188158 0.1991639
Moved 4959.434 452.8394 448.0728 0.214906 0.1545082
Moved 4959.448 450.3905 430.6855 0.2092372 0.1097877
Moved 4959.471 444.0199 392.6292 0.1944904 0.01190625
Stationary 4959.48 444.0199 392.6292 0.1944904 0.01190625
Moved 4959.494 440.2516 377.0676 0.1857675 -0.02811824
Moved 4959.51 435.9528 362.8427 0.1758166 -0.06470519
Moved 4959.526 431.6287 345.515 0.1658072 -0.1092723
Moved 4959.542 429.3356 332.1188 0.1604991 -0.1437276
Moved 4959.555 426.3275 322.9825 0.1535359 -0.167226
Moved 4959.571 423.4485 313.1212 0.1468714 -0.1925897
Moved 4959.586 420.5796 304.7388 0.1402306 -0.2141491
Moved 4959.601 418 301.5 0.1342593 -0.2224794
