that is a very odd question
that is a very odd question
Basic
0.6 0.6
432 388.8
Began 930.41 268 611 -0.212963 0.5735595
Stationary 930.4294 268 611 -0.212963 0.5735595
Stationary 930.4457 268 611 -0.212963 0.5735595
Stationary 930.4587 268 611 -0.212963 0.5735595
Stationary 930.4764 268 611 -0.212963 0.5735595
Moved 930.4894 279.0666 611 -0.1873459 0.5735595
Moved 930.5045 288.3139 600.392 -0.16594 0.5462757
Moved 930.5202 297.0261 593.3116 -0.1457728 0.5280647
Moved 930.5375 306.2621 587.9612 -0.1243932 0.5143034
Moved 930.5507 316.8737 575.1263 -0.09982948 0.4812919
Moved 930.5679 325.6316 564.9298 -0.0795565 0.4550663
Moved 930.5832 332.4097 555.8265 -0.06386653 0.4316524
Moved 930.5991 339.5746 547.1105 -0.04728103 0.4092348
Moved 930.6133 344.045 540.4324 -0.03693277 0.3920586
Moved 930.6282 349.825 531.7626 -0.02355337 0.3697596
Moved 930.6454 352.6951 525.6097 -0.01690944 0.3539344
Moved 930.6596 358.3052 514.3896 -0.003923228 0.3250762
Moved 930.6746 363.8398 500.9005 0.008888344 0.2903818
Moved 930.6902 369.6071 486.5268 0.02223879 0.2534125
Moved 930.7053 374.2784 473.2575 0.03305197 0.2192837
Moved 930.7206 378.5 459 0.04282405 0.1826131
Moved 930.7361 381.9712 451.0576 0.05085925 0.1621851
Moved 930.7518 384.0837 441.6231 0.05574942 0.1379194
Moved 930.767 387 427 0.06250004 0.1003086
Moved 930.7828 390.8286 416.6 0.07136236 0.07355969
Moved 930.7987 393.7115 406.5099 0.07803579 0.04760777
Moved 930.8148 395.5886 396.44 0.08238097 0.02170782
Moved 930.8287 397.2393 386.3248 0.08620212 -0.004308763
Moved 930.844 398.6714 378.3003 0.08951714 -0.02494788
Moved 930.8602 399.8446 370.9326 0.09223282 -0.04389767
Moved 930.876 402.4743 358.8656 0.09832014 -0.07493423
Moved 930.8901 403 352.607 0.09953707 -0.09103147
Moved 930.9061 404.1232 346.5071 0.102137 -0.1067203
Moved 930.9225 405 341.3107 0.1041667 -0.1200856
Moved 930.9384 405 337.9885 0.1041667 -0.1286305
Moved 930.9529 405 335.1056 0.1041667 -0.1360453
Moved 930.967 405 333 0.1041667 -0.141461
Moved 930.9842 405 331.0214 0.1041667 -0.1465501
Moved 930.9986 405 329.592 0.1041667 -0.1502262
Stationary 931.014 405 329.592 0.1041667 -0.1502262
Stationary 931.0295 405 329.592 0.1041667 -0.1502262
Moved 931.0441 394.7585 330 0.0804596 -0.149177
Moved 931.067 389 330 0.06712963 -0.149177
Stationary 931.0771 389 330 0.06712963 -0.149177
Moved 931.0916 387.4571 330 0.06355812 -0.149177
Moved 931.1073 385.7871 330 0.05969236 -0.149177
Moved 931.1225 384.3438 330 0.05635143 -0.149177
Moved 931.1379 382.9014 330 0.05301247 -0.149177
Moved 931.153 381.4633 330 0.04968355 -0.149177
Moved 931.1687 380.0271 330 0.0463591 -0.149177
Moved 931.1838 377.1714 330 0.03974855 -0.149177
Stationary 931.1996 377.1714 330 0.03974855 -0.149177
Moved 931.2142 375.0344 330 0.03480186 -0.149177
Moved 931.2302 373.5968 330 0.03147404 -0.149177
Moved 931.2453 372.1518 337.8481 0.02812922 -0.1289915
Moved 931.2605 369.4274 339.2863 0.02182265 -0.1252925
Moved 931.2759 363.8055 342.463 0.00880907 -0.117122
Moved 931.2913 357.1522 345.3391 -0.006592075 -0.1097245
Moved 931.307 349.7407 349.7196 -0.02374838 -0.09845781
Moved 931.3227 332.2838 355.8059 -0.06415799 -0.08280381
Moved 931.3378 314.1419 361.5717 -0.1061529 -0.06797398
Moved 931.3531 296.9886 367.3372 -0.1458597 -0.05314524
Moved 931.3689 279.6912 371.0515 -0.1858999 -0.04359202
Moved 931.3848 258.1802 375.364 -0.2356939 -0.0325002
Moved 931.4018 246.0459 378.7148 -0.2637826 -0.02388181
Moved 931.4144 235.8743 381.028 -0.287328 -0.01793229
Moved 931.43 219.9399 382.46 -0.3242131 -0.01424899
Moved 931.4457 209.8843 384 -0.3474899 -0.01028807
Moved 931.4612 202.2855 386.6858 -0.3650799 -0.003380245
Moved 931.4771 193.1068 387.7786 -0.3863268 -0.0005694574
Moved 931.4924 187.1338 389.2166 -0.4001533 0.003128915
Moved 931.5064 183.0212 390.3192 -0.4096731 0.005964977
Moved 931.5226 181.186 391.814 -0.4139213 0.009809737
Moved 931.5378 179.7997 393.2003 -0.4171304 0.01337522
Moved 931.5543 178.36 395.2801 -0.4204631 0.01872443
Moved 931.569 178 398.163 -0.4212963 0.02613923
Moved 931.5851 178 403.6138 -0.4212963 0.04015891
Moved 931.5996 187.6148 412.7304 -0.3990397 0.06360693
Moved 931.6142 204.7865 426.9887 -0.3592905 0.1002796
Moved 931.6371 312.8585 489.3912 -0.1091238 0.2607799
Stationary 931.6489 312.8585 489.3912 -0.1091238 0.2607799
