the facts get in the way
the facts get in the way
Basic
0.6 0.6
432 388.8
Began 1379.785 331 524 -0.06712963 0.3497942
Stationary 1379.805 331 524 -0.06712963 0.3497942
Stationary 1379.821 331 524 -0.06712963 0.3497942
Moved 1379.833 331 511.0112 -0.06712963 0.3163869
Moved 1379.85 341.5414 507.4586 -0.04272828 0.3072494
Moved 1379.866 343.2108 503.3676 -0.03886386 0.2967271
Moved 1379.88 345.652 501.696 -0.03321295 0.2924279
Moved 1379.896 346.8399 500.16 -0.03046309 0.2884773
Stationary 1379.912 347 500 -0.0300926 0.2880658
Moved 1379.929 348.5 498.5 -0.02662038 0.2842077
Moved 1379.943 349.0491 497.9509 -0.02534931 0.2827953
Stationary 1379.957 349 498 -0.02546296 0.2829217
Stationary 1379.974 349 498 -0.02546296 0.2829217
Moved 1379.987 350.1415 498 -0.02282058 0.2829217
Stationary 1380.004 350 498 -0.02314816 0.2829217
Moved 1380.021 350 506.7947 -0.02314816 0.3055417
Moved 1380.034 350 512.6698 -0.02314816 0.3206527
Moved 1380.05 350 521.9717 -0.02314816 0.3445774
Moved 1380.066 350 529.4604 -0.02314816 0.3638385
Moved 1380.081 350.7343 534.2029 -0.02144833 0.3760364
Moved 1380.096 351 538.5057 -0.02083332 0.387103
Moved 1380.111 351 541 -0.02083332 0.3935184
Moved 1380.127 351.6823 543.3647 -0.01925384 0.3996004
Moved 1380.143 352 545.129 -0.01851852 0.4041382
Moved 1380.159 352 546.5 -0.01851852 0.4076646
Moved 1380.175 353.0014 547.0015 -0.01620039 0.4089543
Stationary 1380.19 353.0014 547.0015 -0.01620039 0.4089543
Moved 1380.205 353 548.3729 -0.01620372 0.4124816
Stationary 1380.22 353 548 -0.01620372 0.4115225
Stationary 1380.235 353 548 -0.01620372 0.4115225
Moved 1380.251 353 540.1249 -0.01620372 0.3912677
Moved 1380.266 353 519.014 -0.01620372 0.33697
Moved 1380.282 356.08 493.5198 -0.009074013 0.2713986
Moved 1380.297 360.6324 468.6272 0.00146389 0.2073744
Moved 1380.314 369.1736 440.3057 0.02123515 0.1345311
Moved 1380.328 376.3692 412.5969 0.03789176 0.06326346
Moved 1380.344 381.6066 396.0588 0.05001535 0.02072723
Moved 1380.359 389.0636 374.0347 0.06727676 -0.03591898
Moved 1380.374 394.1662 358.4459 0.07908851 -0.0760138
Moved 1380.389 398.4745 348.5594 0.08906146 -0.101442
Moved 1380.406 399.928 342.3599 0.09242603 -0.1173873
Moved 1380.421 401.3793 339.2415 0.09578535 -0.1254079
Moved 1380.436 402 336.3675 0.09722222 -0.1327997
Moved 1380.452 402.9629 334.0742 0.09945114 -0.1386981
Moved 1380.468 403 331.2166 0.09953707 -0.146048
Moved 1380.482 404 330.1676 0.1018518 -0.1487459
Moved 1380.498 404 329.5 0.1018518 -0.150463
Moved 1380.513 404 328.2877 0.1018518 -0.153581
Moved 1380.529 404 327.5 0.1018518 -0.1556071
Stationary 1380.544 404 327.5 0.1018518 -0.1556071
