the facts get in the way
the facts get in the way
FixStart
0.6 0.6
432 388.8
Began 2467.639 327 399 -0.07638887 0.02829214
Stationary 2467.659 327 399 -0.07638887 0.02829214
Stationary 2467.673 327 399 -0.07638887 0.02829214
Stationary 2467.688 327 399 -0.07638887 0.02829214
Stationary 2467.704 327 399 -0.07638887 0.02829214
Stationary 2467.719 327 399 -0.07638887 0.02829214
Stationary 2467.733 327 399 -0.07638887 0.02829214
Stationary 2467.751 327 399 -0.07638887 0.02829214
Stationary 2467.764 327 399 -0.07638887 0.02829214
Stationary 2467.78 327 399 -0.07638887 0.02829214
Stationary 2467.794 327 399 -0.07638887 0.02829214
Stationary 2467.811 327 399 -0.07638887 0.02829214
Moved 2467.826 315.3772 414.057 -0.1032935 0.06701897
Moved 2467.843 311.2356 423.7836 -0.1128806 0.09203608
Moved 2467.858 310.5 432.5 -0.1145833 0.1144546
Moved 2467.873 308.1972 439.6194 -0.1199138 0.1327658
Moved 2467.888 308 445.9848 -0.1203704 0.1491378
Moved 2467.906 307 454.0954 -0.1226852 0.1699983
Moved 2467.919 307 460.6864 -0.1226852 0.1869506
Moved 2467.935 307 465.7303 -0.1226852 0.1999235
Moved 2467.951 307 470.0444 -0.1226852 0.2110196
Moved 2467.967 307 474.3604 -0.1226852 0.2221204
Moved 2467.981 307 477.1597 -0.1226852 0.2293202
Moved 2467.996 307 480.9158 -0.1226852 0.238981
Moved 2468.012 307 483.8215 -0.1226852 0.2464544
Moved 2468.028 312.9836 485.8548 -0.1088344 0.2516841
Moved 2468.043 314 488.5878 -0.1064815 0.2587135
Moved 2468.059 315 489.737 -0.1041667 0.2616692
Moved 2468.074 316.1743 492.3486 -0.1014483 0.2683863
Moved 2468.089 316 493.2228 -0.1018519 0.2706348
Moved 2468.106 317.739 494 -0.09782641 0.2726337
Moved 2468.12 318 495.1766 -0.09722222 0.2756599
Moved 2468.135 319.2248 496 -0.09438703 0.2777777
Moved 2468.152 320 497.0519 -0.09259259 0.2804833
Moved 2468.167 322.9894 497 -0.08567264 0.2803498
Moved 2468.181 331.66 497 -0.06560177 0.2803498
Moved 2468.197 340.137 487.8459 -0.04597927 0.2568054
Moved 2468.212 359.618 467.9203 -0.0008843839 0.2055562
Moved 2468.228 372.3125 451.9454 0.02850105 0.1644685
Moved 2468.243 381.169 438.7465 0.04900237 0.1305209
Moved 2468.259 388.195 425.0126 0.06526619 0.0951969
Moved 2468.273 392.6879 413.1656 0.07566641 0.06472642
Moved 2468.289 395.6814 403.5928 0.08259594 0.04010495
Moved 2468.305 396.8622 398.5511 0.0853293 0.02713756
Moved 2468.32 398.2597 392.9611 0.08856415 0.01275985
Moved 2468.335 399 387.884 0.09027779 -0.0002984647
Moved 2468.352 400.149 384.7019 0.09293765 -0.008482756
Moved 2468.368 400 380.8219 0.09259263 -0.01846219
Moved 2468.383 400 377.9536 0.09259263 -0.02583955
Moved 2468.397 400 376.538 0.09259263 -0.02948054
Moved 2468.412 400 375.3202 0.09259263 -0.03261276
Moved 2468.428 400 373.9764 0.09259263 -0.03606906
Moved 2468.443 391.1353 374 0.07207245 -0.03600823
Moved 2468.46 383.6073 374 0.05464643 -0.03600823
Moved 2468.474 368.6367 388.3633 0.01999239 0.0009342868
Moved 2468.49 357.2431 398.7569 -0.00638172 0.02766688
Moved 2468.505 346.6395 408.1661 -0.03092716 0.05186756
Moved 2468.52 337.5 419 -0.05208333 0.07973251
Moved 2468.536 326.9995 431.8007 -0.07638995 0.1126559
Moved 2468.552 318.2435 444.0591 -0.09665861 0.144185
Moved 2468.566 308.4913 456.2631 -0.1192331 0.1755736
Moved 2468.582 300.8925 468.1719 -0.1368228 0.2062034
Moved 2468.598 292.1976 479.7365 -0.1569499 0.2359477
Moved 2468.613 288.4237 490.2586 -0.1656859 0.2630107
Moved 2468.63 285.3084 499.0747 -0.1728972 0.2856859
Moved 2468.643 281.9534 505.0931 -0.1806634 0.3011655
Moved 2468.659 278.3221 514.3559 -0.1890693 0.3249893
Moved 2468.674 275.3035 520.393 -0.1960567 0.3405168
Moved 2468.69 271.6684 526.1088 -0.2044714 0.3552181
Moved 2468.706 269.7849 531.8605 -0.2088313 0.3700116
Moved 2468.721 266.3467 536.96 -0.2167901 0.3831274
Moved 2468.737 263.8085 540.1915 -0.2226655 0.391439
Moved 2468.752 262.8673 543.3979 -0.2248441 0.399686
Ended 2468.766 261 546 -0.2291666 0.4063785
Candidates 2468.896 12 the there threw they fighter higher tiger duke tune jr hunter right
Began 2469.414 317 347 -0.09953702 -0.1054527
Stationary 2469.429 317 347 -0.09953702 -0.1054527
Stationary 2469.444 317 347 -0.09953702 -0.1054527
Stationary 2469.459 317 347 -0.09953702 -0.1054527
Stationary 2469.476 317 347 -0.09953702 -0.1054527
Moved 2469.491 317 375.811 -0.09953702 -0.03135045
Moved 2469.507 324.1286 396.2572 -0.08303563 0.02123762
Moved 2469.532 330.2133 429.0668 -0.0689506 0.1056243
Moved 2469.544 333.0969 442.4359 -0.06227577 0.14001
Stationary 2469.555 333.0969 442.4359 -0.06227577 0.14001
Moved 2469.568 335.9772 452.4202 -0.05560831 0.1656898
Moved 2469.584 338.8362 460.5905 -0.0489903 0.1867037
Moved 2469.6 343.0644 469.1288 -0.03920282 0.2086645
Moved 2469.614 345.6001 475.0002 -0.0333331 0.2237659
