if you were not so stupid
if you were not so stupid
Basic
0.6 0.6
432 388.8
Began 293.2748 528 482 0.3888889 0.2417695
Stationary 293.3037 528 482 0.3888889 0.2417695
Stationary 293.3155 528 482 0.3888889 0.2417695
Stationary 293.3249 528 482 0.3888889 0.2417695
Stationary 293.3378 528 482 0.3888889 0.2417695
Moved 293.3524 519.2286 475.9276 0.3685848 0.226151
Moved 293.3692 503.8102 465.1671 0.3328938 0.198475
Moved 293.3837 487 452.5 0.2939814 0.165895
Moved 293.4008 472.6364 443.7819 0.2607325 0.1434717
Moved 293.4156 457.804 435.3356 0.2263982 0.1217478
Moved 293.4308 447.9926 427.5651 0.2036865 0.101762
Moved 293.4459 437.93 419.95 0.1803936 0.08217591
Moved 293.4615 432.1884 415.6413 0.1671027 0.07109379
Moved 293.4768 425.5753 411.3452 0.1517947 0.06004424
Moved 293.4923 415.7628 404.402 0.1290804 0.04218608
Moved 293.5078 411.3744 402.0247 0.1189222 0.03607157
Moved 293.5251 402.5495 395.4122 0.09849428 0.01906418
Moved 293.5394 395.4967 389.7974 0.08216827 0.004622769
Moved 293.5543 390.0229 385.7672 0.06949753 -0.005742846
Moved 293.5695 385.4298 382.6199 0.05886535 -0.01383785
Moved 293.5851 380.1154 378.1154 0.04656335 -0.02542354
Moved 293.6008 376.866 375.933 0.03904164 -0.03103657
Moved 293.6176 375.899 373.7979 0.03680319 -0.03652808
Ended 293.6318 375 373 0.03472219 -0.03858032
Candidates 293.7764 12 oh pg ooh ph oooh of off old igg on log john
Began 294.5219 399 392 0.09027779 0.01028803
Stationary 294.5407 399 392 0.09027779 0.01028803
Stationary 294.5556 399 392 0.09027779 0.01028803
Ended 294.5718 399 392 0.09027779 0.01028803
NextCandidatePanel 294.6299
Began 295.3849 395 377 0.08101851 -0.02829226
Stationary 295.4039 395 377 0.08101851 -0.02829226
Stationary 295.4197 395 377 0.08101851 -0.02829226
Stationary 295.4345 395 377 0.08101851 -0.02829226
Stationary 295.45 395 377 0.08101851 -0.02829226
Ended 295.466 395 377 0.08101851 -0.02829226
NextCandidatePanel 295.5251
Began 296.1918 382 381 0.05092591 -0.01800419
Stationary 296.2161 382 381 0.05092591 -0.01800419
Stationary 296.2276 382 381 0.05092591 -0.01800419
Stationary 296.2364 382 381 0.05092591 -0.01800419
Stationary 296.2506 382 381 0.05092591 -0.01800419
Stationary 296.2656 382 381 0.05092591 -0.01800419
Ended 296.2806 382 381 0.05092591 -0.01800419
Began 296.3452 370 374 0.02314816 -0.03600823
Stationary 296.3589 370 374 0.02314816 -0.03600823
NextCandidatePanel 296.3589
Stationary 296.3748 370 374 0.02314816 -0.03600823
Stationary 296.39 370 374 0.02314816 -0.03600823
Stationary 296.4044 370 374 0.02314816 -0.03600823
Ended 296.4211 370 374 0.02314816 -0.03600823
Cancel 296.4809
Backspace 297.7599
Began 298.2841 426 485 0.1527777 0.2494856
Stationary 298.3024 426 485 0.1527777 0.2494856
Stationary 298.3163 426 485 0.1527777 0.2494856
Stationary 298.333 426 485 0.1527777 0.2494856
Stationary 298.3483 426 485 0.1527777 0.2494856
Stationary 298.3631 426 485 0.1527777 0.2494856
Stationary 298.378 426 485 0.1527777 0.2494856
Stationary 298.3938 426 485 0.1527777 0.2494856
Stationary 298.4091 426 485 0.1527777 0.2494856
Moved 298.4245 415.9036 476.9229 0.1294064 0.2287109
Moved 298.44 413.0085 474.0085 0.1227048 0.2212151
Moved 298.4562 408.2081 470.2081 0.1115928 0.2114404
Moved 298.4713 402.4929 464.4929 0.09836306 0.1967408
Moved 298.4865 394.9241 459.7393 0.08084277 0.1845145
Moved 298.5016 385.1643 452.6888 0.05825073 0.1663805
Moved 298.5172 380.5022 450.1013 0.04745881 0.1597255
Moved 298.5332 368.3557 439.1863 0.01934201 0.1316519
Moved 298.5487 356.8167 431.6354 -0.007368872 0.112231
Moved 298.564 347.3293 423.7469 -0.02933045 0.09194165
Moved 298.5792 339.2497 417.3998 -0.0480331 0.07561664
Moved 298.595 329.4727 409.0606 -0.07066493 0.05416815
Moved 298.6104 321.8932 403.9359 -0.0882103 0.04098743
Moved 298.6245 316.5246 399.6197 -0.1006374 0.02988596
Moved 298.6395 309.1864 393.3118 -0.1176241 0.01366207
Moved 298.6553 301.9927 388.9956 -0.1342762 0.002560596
Moved 298.6717 294.7368 383.1895 -0.1510722 -0.0123728
Moved 298.6874 289.4514 380.2257 -0.1633068 -0.01999568
Moved 298.7032 285.01 377.34 -0.173588 -0.02741786
Moved 298.7187 281.4701 374.4701 -0.1817822 -0.03479922
Moved 298.7331 279.2322 373.1161 -0.1869625 -0.03828182
Moved 298.7482 279 371.7302 -0.1875 -0.04184636
Ended 298.7635 279 371.7302 -0.1875 -0.04184636
Candidates 298.9636 12 is id if us odds odd hugs igf ugh usa of ijs
Began 299.7323 315 349 -0.1041667 -0.1003086
Stationary 299.7512 315 349 -0.1041667 -0.1003086
Stationary 299.7693 315 349 -0.1041667 -0.1003086
Stationary 299.7839 315 349 -0.1041667 -0.1003086
Stationary 299.7963 315 349 -0.1041667 -0.1003086
Moved 299.8116 331.9892 349 -0.06483977 -0.1003086
Moved 299.8275 344.7098 349 -0.03539388 -0.1003086
Moved 299.8428 358 349 -0.004629641 -0.1003086
Moved 299.8586 371.4217 349 0.02643913 -0.1003086
Moved 299.8737 384.6289 349 0.05701124 -0.1003086
Moved 299.8896 394.3377 349 0.07948548 -0.1003086
Moved 299.9048 403.3325 349 0.1003067 -0.1003086
Moved 299.9206 410.4721 349 0.1168335 -0.1003086
Ended 299.9361 419 341 0.1365741 -0.1208849
Accept 299.9779 2 if
Began 301.4426 322 425 -0.08796295 0.09516452
Stationary 301.4631 322 425 -0.08796295 0.09516452
Stationary 301.4766 322 425 -0.08796295 0.09516452
Stationary 301.4911 322 425 -0.08796295 0.09516452
Stationary 301.506 322 425 -0.08796295 0.09516452
Stationary 301.5241 322 425 -0.08796295 0.09516452
Stationary 301.5375 322 425 -0.08796295 0.09516452
Moved 301.5538 337.4436 425 -0.05221382 0.09516452
Moved 301.5703 357.6226 425 -0.005503346 0.09516452
Moved 301.5851 376.401 425 0.03796518 0.09516452
Moved 301.6002 394.1852 425 0.07913233 0.09516452
Moved 301.6177 411.4745 425 0.1191539 0.09516452
Moved 301.6317 425.4009 425 0.151391 0.09516452
Moved 301.646 437.1119 425 0.1784998 0.09516452
Moved 301.6631 445.3874 425 0.1976559 0.09516452
Moved 301.6782 454.876 425 0.2196205 0.09516452
Moved 301.6935 463.8293 425 0.2403457 0.09516452
Moved 301.7083 472.0546 425 0.2593857 0.09516452
Moved 301.7238 476.3187 425 0.2692561 0.09516452
Moved 301.7399 479.7559 425 0.2772128 0.09516452
Moved 301.7544 481.3168 425 0.2808259 0.09516452
Moved 301.7689 482.5 425 0.2835648 0.09516452
Moved 301.7916 483 425 0.2847222 0.09516452
Stationary 301.8011 483 425 0.2847222 0.09516452
