what goes up must come down
what goes up must come down
FixStart
0.6 0.6
432 388.8
Began 66.6783 485 362 0.2893518 -0.06687243
Stationary 66.69908 485 362 0.2893518 -0.06687243
Stationary 66.71413 485 362 0.2893518 -0.06687243
Stationary 66.72893 485 362 0.2893518 -0.06687243
Stationary 66.74562 485 362 0.2893518 -0.06687243
Stationary 66.76103 485 362 0.2893518 -0.06687243
Stationary 66.77675 485 362 0.2893518 -0.06687243
Stationary 66.80766 485 362 0.2893518 -0.06687243
Stationary 66.82195 485 362 0.2893518 -0.06687243
Stationary 66.83647 485 362 0.2893518 -0.06687243
Moved 66.85182 475.3585 362 0.2670335 -0.06687243
Moved 66.86809 473.9197 362 0.2637031 -0.06687243
Moved 66.88298 471.7117 362 0.2585919 -0.06687243
Moved 66.89821 469.7454 362 0.2540404 -0.06687243
Moved 66.91438 466.868 370.528 0.2473796 -0.04493847
Moved 66.92961 464.0327 372.9673 0.2408165 -0.03866447
Moved 66.94551 461.1358 375.8642 0.2341106 -0.03121364
Moved 66.96034 456.8756 380.1243 0.2242492 -0.02025643
Moved 66.97499 453.5557 384.259 0.2165641 -0.009621867
Moved 66.99132 451.1467 387.78 0.2109877 -0.000566043
Moved 67.01823 443.4377 397.3434 0.1931429 0.02403145
Moved 67.03252 441.7732 401.6805 0.1892897 0.03518638
Moved 67.04683 437.6713 405.993 0.1797947 0.04627816
Moved 67.05934 434.8001 410.2999 0.1731484 0.05735558
Stationary 67.07106 434.8001 410.2999 0.1731484 0.05735558
Moved 67.08244 431.9076 414.6386 0.1664527 0.06851482
Moved 67.09837 429.485 418.2724 0.160845 0.07786103
Moved 67.11345 426.7539 422.3691 0.154523 0.08839776
Moved 67.13002 423.8675 426.1325 0.1478414 0.09807735
Moved 67.14561 420.9876 429.0125 0.141175 0.1054847
Moved 67.16212 418.1102 433.3348 0.1345143 0.1166017
Moved 67.17668 415.227 437.6595 0.1278401 0.127725
Moved 67.19179 412.3419 441.9872 0.1211617 0.1388559
Moved 67.20842 410 445.5 0.1157407 0.1478908
Moved 67.22087 406.4001 449.4665 0.1074077 0.1580927
Moved 67.23729 402.0953 453.9047 0.09744276 0.169508
Moved 67.25487 399.5018 456.7491 0.09143938 0.1768237
Moved 67.26909 396.6298 459.3702 0.08479118 0.1835653
Moved 67.28444 393.744 462.256 0.0781111 0.1909877
Moved 67.30092 391.9312 464.0688 0.07391473 0.1956502
Moved 67.31459 390.5 464 0.0706019 0.1954732
Moved 67.32991 389.4195 465.5805 0.0681008 0.1995383
Moved 67.34676 389 466 0.06712963 0.2006171
Moved 67.36073 387.5367 467.4633 0.06374241 0.2043808
Stationary 67.37584 387.5367 467.4633 0.06374241 0.2043808
Moved 67.39076 387 468.3434 0.06250004 0.2066445
Stationary 67.4091 387 468.3434 0.06250004 0.2066445
Stationary 67.42348 387 468.3434 0.06250004 0.2066445
Stationary 67.43752 387 468.3434 0.06250004 0.2066445
Stationary 67.45158 387 468 0.06250004 0.2057612
Stationary 67.46794 387 468 0.06250004 0.2057612
Moved 67.48332 392.9187 458.3694 0.07620076 0.1809913
Moved 67.49983 399.2922 452.6104 0.0909542 0.1661789
Moved 67.51582 404.6805 446.8557 0.103427 0.1513777
Moved 67.5298 409.9329 441.0895 0.1155853 0.1365469
Moved 67.54588 413.14 436.8134 0.1230092 0.1255487
Moved 67.56029 420.5 431 0.1400463 0.1105966
Moved 67.57588 426.7309 424.2153 0.1544697 0.09314623
Moved 67.5923 432.5247 417.0942 0.1678812 0.0748307
Moved 67.61003 438.2953 412.5285 0.1812391 0.06308763
Moved 67.62328 442.788 406.9494 0.1916388 0.04873805
Moved 67.63811 448.1101 402.8899 0.2039586 0.03829705
Moved 67.65428 451.622 399.378 0.212088 0.02926426
Moved 67.6703 457.0962 395.1779 0.2247598 0.01846149
Moved 67.68446 463.6206 390.8276 0.2398625 0.007272689
Moved 67.70003 468.4986 386.5014 0.2511542 -0.003854492
Moved 67.71657 476.0054 382.7979 0.2685311 -0.01338009
Moved 67.73116 482.1621 378.8784 0.2827826 -0.02346094
Moved 67.74693 490.928 373.554 0.3030741 -0.03715546
Moved 67.76225 496.4453 370.6219 0.3158457 -0.04469687
Moved 67.77666 502.093 367.9535 0.328919 -0.05156003
Moved 67.79274 507.8818 363.5886 0.3423191 -0.06278646
Moved 67.80806 512.7117 361.1922 0.3534994 -0.0689501
Moved 67.82277 518.3849 358.3076 0.3666318 -0.07636945
Moved 67.839 523.3521 355.432 0.3781298 -0.08376541
Moved 67.85414 530.1136 351.3318 0.3937816 -0.09431124
Moved 67.86906 535 349 0.4050927 -0.1003086
Moved 67.88524 539.9792 346.5104 0.4166185 -0.1067119
Moved 67.90068 545.7159 343.6421 0.4298979 -0.1140893
Moved 67.91624 549.8776 341.7482 0.4395315 -0.1189603
Moved 67.93208 553.1378 341 0.4470782 -0.1208849
Moved 67.94707 556 339.5 0.4537037 -0.1247429
Moved 67.96889 558.3983 338 0.4592552 -0.1286009
Stationary 67.9796 558.3983 338 0.4592552 -0.1286009
Moved 67.99342 559.3743 336.6257 0.4615147 -0.1321357
Moved 68.00783 560 337 0.462963 -0.1311728
Stationary 68.02321 560 337 0.462963 -0.1311728
Stationary 68.03868 560 337 0.462963 -0.1311728
Moved 68.05537 560 344.9004 0.462963 -0.1108529
Moved 68.0699 553.2568 350.3716 0.4473538 -0.09678099
Moved 68.0858 544.4688 356.425 0.4270112 -0.08121152
Moved 68.10051 539.2825 361.7175 0.4150059 -0.06759918
Moved 68.11723 528.2196 371.1503 0.3893973 -0.04333771
Moved 68.13109 519.608 378.3267 0.3694629 -0.02488006
Moved 68.14711 509.5 384 0.3460647 -0.01028807
Moved 68.16383 503.2443 386.9023 0.3315839 -0.002823425
Moved 68.17693 496.0752 389.7699 0.3149889 0.004552126
Moved 68.1916 485.3903 393.4786 0.2902553 0.01409103
Moved 68.21031 476.2699 395.9326 0.2691433 0.02040255
Moved 68.22386 461.9477 398.8105 0.23599 0.02780475
Moved 68.23976 448.4445 399 0.2047327 0.02829214
Moved 68.25508 432.8789 400.2838 0.1687011 0.03159393
Moved 68.26994 418.0551 400 0.1343867 0.03086416
Moved 68.2863 404.5641 401.1595 0.1031576 0.03384657
Moved 68.3004 387.384 401 0.06338885 0.03343609
Moved 68.31667 375.2173 401 0.03522535 0.03343609
Moved 68.33192 356.9796 403.2886 -0.006991625 0.03932262
Moved 68.3499 341.7434 403 -0.04226064 0.03858017
Moved 68.36232 328.807 403 -0.07220592 0.03858017
Moved 68.37874 317.3303 403 -0.09877255 0.03858017
Moved 68.39342 306.7274 403 -0.1233161 0.03858017
Moved 68.40965 299.295 403 -0.1405209 0.03858017
Moved 68.4254 293.5 403 -0.1539352 0.03858017
Moved 68.44102 286.7428 403 -0.1695769 0.03858017
Moved 68.45506 280.8726 403 -0.1831652 0.03858017
Moved 68.46996 276.1167 403 -0.1941743 0.03858017
Moved 68.48521 272.6771 403 -0.2021364 0.03858017
Moved 68.50105 269.7977 403 -0.2088017 0.03858017
Moved 68.51677 267.9615 403 -0.213052 0.03858017
Moved 68.53099 266.5241 403 -0.2163793 0.03858017
Stationary 68.54686 266.5241 403 -0.2163793 0.03858017
Moved 68.56468 265.9905 403 -0.2176145 0.03858017
Stationary 68.57848 265.9905 403 -0.2176145 0.03858017
Moved 68.60005 266 404.1669 -0.2175926 0.04158157
Stationary 68.61067 266 404.1669 -0.2175926 0.04158157
Moved 68.62352 266 407.5678 -0.2175926 0.05032869
Moved 68.63933 278.1672 411.6501 -0.1894277 0.06082852
Moved 68.65739 279.6695 413.4463 -0.1859503 0.06544816
Moved 68.67009 290.1951 419.7108 -0.1615854 0.08156066
Moved 68.68565 299.0972 425.7314 -0.1409788 0.09704582
Moved 68.70195 311.6093 431.1163 -0.1120156 0.1108957
Moved 68.71785 325.0666 438.5925 -0.08086442 0.1301247
Moved 68.73256 339.2179 446.3916 -0.04810671 0.1501841
Moved 68.74886 355.121 455.066 -0.01129404 0.1724948
Moved 68.76506 367.3799 461.7527 0.01708319 0.1896931
Moved 68.77968 382.933 469.3732 0.05308568 0.2092932
Moved 68.79451 398.3708 477.2023 0.08882145 0.2294296
Moved 68.80922 411.2786 482.9016 0.1187006 0.2440884
Moved 68.82478 427.2238 490.6895 0.1556106 0.264119
Moved 68.84044 440.2785 497.8214 0.1858299 0.2824624
Moved 68.85512 450.6086 504.205 0.2097422 0.2988809
Moved 68.87108 459.4503 508.7252 0.230209 0.310507
Moved 68.88701 470.7995 513.0498 0.2564803 0.3216301
Moved 68.90187 480.7973 518.3987 0.2796235 0.3353874
Moved 68.91844 489.5186 522.7593 0.2998115 0.346603
Moved 68.93315 497.809 525.9045 0.3190023 0.3546925
Moved 68.94957 505.3729 528.0746 0.3365114 0.360274
Ended 68.96391 512 530 0.3518519 0.3652262
Candidates 69.08336 12 that what they wheat threat theater wednesday friday diary halfway salary start
Began 69.93114 513 391 0.3541666 0.007715971
Stationary 69.95161 513 391 0.3541666 0.007715971
Stationary 69.964 513 391 0.3541666 0.007715971
Stationary 69.98051 513 391 0.3541666 0.007715971
