if you were not so stupid
if you were not so stupid
FixStart
0.6 0.6
432 388.8
Began 3116.766 389 309 0.06712963 -0.2031893
Stationary 3116.779 389 309 0.06712963 -0.2031893
Stationary 3116.79 389 309 0.06712963 -0.2031893
Stationary 3116.803 389 309 0.06712963 -0.2031893
Stationary 3116.818 389 309 0.06712963 -0.2031893
Stationary 3116.833 389 309 0.06712963 -0.2031893
Stationary 3116.848 389 309 0.06712963 -0.2031893
Stationary 3116.865 389 309 0.06712963 -0.2031893
Moved 3116.88 401.9341 323.2275 0.09706974 -0.1665959
Moved 3116.897 408.9771 334.9694 0.1133729 -0.1363956
Moved 3116.911 417.4643 346.65 0.1330191 -0.106353
Moved 3116.927 427.5 359.5 0.15625 -0.07330247
Moved 3116.942 434.8744 373.7487 0.1733203 -0.03665461
Moved 3116.957 440.6699 385.3398 0.1867359 -0.006842201
Moved 3116.973 448.3305 396.9288 0.2044687 0.02296503
Moved 3116.988 454.2222 407.1389 0.2181069 0.04922541
Moved 3117.005 458.2208 412.8312 0.227363 0.06386627
Moved 3117.02 463.554 424.1081 0.2397084 0.09287053
Moved 3117.034 467.8705 432.7411 0.2497004 0.1150747
Moved 3117.05 470.4611 438.9222 0.2556971 0.1309728
Moved 3117.066 472.1664 443.4991 0.2596444 0.1427444
Moved 3117.081 474.6051 447.2103 0.2652896 0.1522897
Moved 3117.096 476.0495 452.198 0.2686331 0.1651182
Moved 3117.111 476 453.1039 0.2685185 0.1674481
Moved 3117.127 477 453.5775 0.2708333 0.1686663
Moved 3117.142 478.0194 456.0389 0.2731931 0.1749971
Stationary 3117.157 478 456 0.2731481 0.174897
Moved 3117.173 479.8958 458.8958 0.2775367 0.1823451
Moved 3117.188 481.3345 460.3345 0.280867 0.1860456
Moved 3117.203 482 461.7728 0.2824074 0.1897449
Moved 3117.22 482.9323 462 0.2845654 0.1903292
Moved 3117.234 484.3504 463.3504 0.2878481 0.1938024
Moved 3117.251 484.791 464 0.288868 0.1954732
Moved 3117.266 485.5 464 0.2905093 0.1954732
Moved 3117.28 485.6692 465 0.2909009 0.1980452
Moved 3117.296 486.5 465 0.2928241 0.1980452
Stationary 3117.311 486.5 465 0.2928241 0.1980452
Moved 3117.326 486 465 0.2916667 0.1980452
Stationary 3117.343 486 465 0.2916667 0.1980452
Moved 3117.361 473.7501 448.1252 0.2633105 0.1546429
Moved 3117.374 460.2912 430.3706 0.2321555 0.1089778
Moved 3117.388 448.6737 415.8421 0.2052631 0.07161026
Moved 3117.404 430.5411 392.9614 0.1632896 0.01276083
Moved 3117.419 418.6529 374.186 0.1357706 -0.03552982
Moved 3117.434 403 355.5 0.09953707 -0.08359061
Moved 3117.45 395.5554 346.5554 0.08230418 -0.1065962
Moved 3117.466 386.5074 335.0099 0.0613598 -0.1362915
Moved 3117.482 380.9342 327.2456 0.04845878 -0.1562614
Moved 3117.498 375.4796 321.4797 0.03583252 -0.1710914
Moved 3117.513 370.863 314.726 0.02514581 -0.188462
Moved 3117.528 367.9872 310.9872 0.01848896 -0.1980781
Moved 3117.543 365.1103 306.6655 0.01182944 -0.2091938
Moved 3117.559 362.8743 304.8743 0.006653567 -0.2138006
Moved 3117.574 360.9976 302.9976 0.002309283 -0.2186276
Moved 3117.59 359.5593 300.1186 -0.001020133 -0.2260325
Moved 3117.605 358.1181 298.1181 -0.004356255 -0.2311778
Moved 3117.62 356.676 296.676 -0.007694463 -0.234887
Moved 3117.636 356 296.2379 -0.009259283 -0.2360137
Moved 3117.651 354.7934 296 -0.01205241 -0.2366256
Moved 3117.666 355 294.7827 -0.01157408 -0.2397564
Moved 3117.688 352.8237 294 -0.01661172 -0.2417696
Stationary 3117.7 352.8237 294 -0.01661172 -0.2417696
Moved 3117.713 353 292.5 -0.01620372 -0.2456276
Moved 3117.727 351.9499 291.9499 -0.0186345 -0.2470425
Stationary 3117.743 351.9499 291.9499 -0.0186345 -0.2470425
Moved 3117.76 350.6266 290.6266 -0.02169778 -0.250446
Moved 3117.774 351 289.949 -0.02083332 -0.2521889
Moved 3117.789 349.5 290 -0.02430553 -0.2520577
Moved 3117.805 350 288.9998 -0.02314816 -0.2546303
Stationary 3117.821 350 289 -0.02314816 -0.2546296
Ended 3117.836 350 289 -0.02314816 -0.2546296
Candidates 3118.003 12 if of is off good high id igg igf his god food
Began 3118.326 398 245 0.08796295 -0.3677984
Stationary 3118.344 398 245 0.08796295 -0.3677984
Stationary 3118.359 398 245 0.08796295 -0.3677984
Stationary 3118.375 398 245 0.08796295 -0.3677984
Stationary 3118.389 398 245 0.08796295 -0.3677984
Stationary 3118.405 398 245 0.08796295 -0.3677984
Stationary 3118.422 398 245 0.08796295 -0.3677984
Moved 3118.436 398 278 0.08796295 -0.2829219
Moved 3118.454 406.1543 297.0151 0.1068387 -0.2340146
Moved 3118.468 412.5618 326.5579 0.1216708 -0.1580303
Moved 3118.483 415.8627 341.4509 0.1293119 -0.1197251
Moved 3118.499 419.1029 355.4631 0.1368123 -0.08368535
Moved 3118.516 420.4991 368.4922 0.1400443 -0.05017442
Moved 3118.53 422.9457 379.62 0.1457076 -0.02155359
Moved 3118.545 423 386.8478 0.1458333 -0.002963454
Moved 3118.56 424.3365 390.3459 0.148927 0.006033579
Moved 3118.576 425 395.5792 0.150463 0.01949365
Moved 3118.591 426.3338 397.3338 0.1535505 0.02400665
Ended 3118.605 426 399 0.1527777 0.02829214
Accept 3118.663 0 if
Began 3119.051 411 319 0.1180555 -0.1774692
Stationary 3119.069 411 319 0.1180555 -0.1774692
Stationary 3119.083 411 319 0.1180555 -0.1774692
Stationary 3119.1 411 319 0.1180555 -0.1774692
Stationary 3119.115 411 319 0.1180555 -0.1774692
Stationary 3119.129 411 319 0.1180555 -0.1774692
Stationary 3119.145 411 319 0.1180555 -0.1774692
Stationary 3119.16 411 319 0.1180555 -0.1774692
Moved 3119.176 411 336.8932 0.1180555 -0.1314476
Moved 3119.192 411 349.8505 0.1180555 -0.09812108
Moved 3119.207 421.5 359.5 0.1423611 -0.07330247
Moved 3119.224 422.9155 379.7466 0.1456378 -0.021228
Moved 3119.239 427.2444 398.3923 0.1556583 0.02672918
