good jobs for those with education
good jobs for those with education
Basic
0.6 0.6
432 388.8
Began 310.703 347 385 -0.0300926 -0.007716127
Stationary 310.7169 347 385 -0.0300926 -0.007716127
Stationary 310.7325 347 385 -0.0300926 -0.007716127
Stationary 310.7497 347 385 -0.0300926 -0.007716127
Stationary 310.7666 347 385 -0.0300926 -0.007716127
Stationary 310.7792 347 385 -0.0300926 -0.007716127
Stationary 310.7932 347 385 -0.0300926 -0.007716127
Stationary 310.8097 347 385 -0.0300926 -0.007716127
Moved 310.8251 359.6301 397.6301 -0.0008561711 0.02476877
Moved 310.8406 371.3887 404.993 0.02636283 0.04370619
Moved 310.8557 381.6409 412.1721 0.05009472 0.062171
Moved 310.8714 395.0215 419.3453 0.08106817 0.08062048
Moved 310.8883 405.7063 425.4036 0.1058016 0.09620269
Moved 310.9025 418.5 432.5 0.1354167 0.1144546
Moved 310.9161 429.8746 440.906 0.1617468 0.136075
Moved 310.9326 440.4062 446.2031 0.1861254 0.1496992
Moved 310.949 452.4802 452.9887 0.2140746 0.1671519
Moved 310.9645 461.6324 457.8162 0.2352604 0.1795684
Moved 310.9789 468.9273 462.1564 0.2521465 0.1907313
Moved 310.9946 477.9316 466.4658 0.2729897 0.2018153
Moved 311.0105 487.7998 469.5142 0.2958328 0.2096559
Moved 311.0242 499.5569 473.3892 0.3230485 0.2196224
Moved 311.0418 508.839 476.5646 0.3445347 0.2277896
Moved 311.0564 521.0918 479.4648 0.3728977 0.235249
Moved 311.0724 529.0607 482.3536 0.3913441 0.2426789
Moved 311.0869 536.5913 484.1183 0.4087762 0.2472177
Moved 311.1017 545 488.5 0.4282407 0.2584876
Moved 311.1178 551.9745 490.9915 0.4443854 0.2648958
Moved 311.1324 557.7379 493.8689 0.4577265 0.2722965
Moved 311.1493 561.2921 495.6461 0.4659539 0.2768674
Moved 311.165 563.9174 497.9174 0.472031 0.2827093
Moved 311.1795 565.4015 499.4015 0.4754665 0.2865263
Moved 311.1964 566.8414 501 0.4787996 0.2906378
Moved 311.2107 567 502.277 0.4791667 0.2939223
Moved 311.2264 567 503 0.4791667 0.2957818
Moved 311.2411 567 504.1553 0.4791667 0.2987532
Moved 311.2565 567 505.5 0.4791667 0.3022119
Moved 311.2724 553.8499 506.7357 0.4487266 0.3053902
Moved 311.2891 544.9489 508.1752 0.4281224 0.3090924
Moved 311.3015 533.4996 509.6111 0.4016195 0.3127857
Moved 311.3181 520.5244 511.0529 0.3715843 0.3164939
Moved 311.3344 510.5299 512.4957 0.3484489 0.320205
Moved 311.3512 498.577 512 0.3207802 0.31893
Moved 311.364 489.7517 512 0.3003512 0.31893
Moved 311.3802 480.7058 512 0.2794116 0.31893
Moved 311.3961 467.7067 512 0.2493211 0.31893
Moved 311.4108 454.7563 512 0.2193433 0.31893
Moved 311.4261 443.386 505.584 0.1930231 0.3024279
Moved 311.4425 433.3142 502.7592 0.1697089 0.2951624
Moved 311.4571 421.8845 498.641 0.1432511 0.2845704
Moved 311.4716 411.1718 494.6451 0.1184533 0.2742929
Moved 311.4875 400.6145 491.5844 0.0940151 0.2664206
Moved 311.5031 389.2692 486.4529 0.0677527 0.2532225
Moved 311.5187 377.3955 480.6978 0.04026741 0.2384201
Moved 311.5333 365.3844 475.4358 0.01246383 0.2248863
Moved 311.5504 353.3542 468.2214 -0.01538376 0.2063306
Moved 311.5653 343.2654 461.0467 -0.03873755 0.1878772
Moved 311.5796 332.042 453.6947 -0.06471753 0.1689678
Moved 311.5962 326.231 449.1848 -0.07816886 0.1573682
Moved 311.6113 317.6635 440.6635 -0.09800111 0.1354514
Moved 311.6274 309.8617 433.8616 -0.116061 0.1179568
Moved 311.6424 302.6682 427.9345 -0.1327126 0.1027121
Moved 311.6566 296.4886 418.7864 -0.147017 0.07918306
Moved 311.6726 290.4357 411.2946 -0.1610285 0.05991413
Moved 311.6896 286.2485 403.497 -0.1707211 0.03985852
Moved 311.7114 279.6538 390.3076 -0.1859866 0.005934994
Stationary 311.7215 279.6538 390.3076 -0.1859866 0.005934994
Moved 311.7338 275.3584 382.7168 -0.1959297 -0.01358856
Moved 311.7492 272.0143 376.0286 -0.2036707 -0.03079081
Moved 311.7657 269.1609 370.3218 -0.2102757 -0.04546852
Moved 311.7812 267.2772 363.6929 -0.2146362 -0.06251842
Moved 311.7983 264.3914 359.0872 -0.2213162 -0.07436446
Moved 311.8109 263.5 354 -0.2233796 -0.08744855
Moved 311.8268 262.1235 350.3706 -0.2265659 -0.0967835
Moved 311.8466 260.6777 346.033 -0.2299128 -0.10794
Moved 311.8592 259.2464 344.2464 -0.2332259 -0.112535
Moved 311.8735 259 342.8008 -0.2337963 -0.1162531
Ended 311.8882 259 342 -0.2337963 -0.1183128
Candidates 312.0384 12 good god his goods food gods foods hood joss ford floyd hours
Began 312.749 418 427 0.1342593 0.1003086
Stationary 312.7678 418 427 0.1342593 0.1003086
Stationary 312.7824 418 427 0.1342593 0.1003086
Moved 312.7979 418 445.5525 0.1342593 0.1480259
Moved 312.8137 418 461.8431 0.1342593 0.1899255
Ended 312.8287 418 479 0.1342593 0.2340534
Accept 312.8715 0 good
Began 313.7486 451 359 0.2106482 -0.07458848
Stationary 313.7698 451 359 0.2106482 -0.07458848
Stationary 313.7843 451 359 0.2106482 -0.07458848
Stationary 313.7985 451 359 0.2106482 -0.07458848
Stationary 313.8137 451 359 0.2106482 -0.07458848
Stationary 313.8291 451 359 0.2106482 -0.07458848
Stationary 313.8452 451 359 0.2106482 -0.07458848
Moved 313.8599 451 365.781 0.2106482 -0.05714761
Moved 313.8758 451 372.998 0.2106482 -0.03858535
Moved 313.8911 451 377.3108 0.2106482 -0.0274929
Moved 313.9068 451 384.5386 0.2106482 -0.008902883
