are you sure you want this
are you sure you want this
Basic
0.6 0.6
432 388.8
Began 2063.829 133 323 -0.5254629 -0.1671811
Stationary 2063.849 133 323 -0.5254629 -0.1671811
Stationary 2063.864 133 323 -0.5254629 -0.1671811
Stationary 2063.879 133 323 -0.5254629 -0.1671811
Stationary 2063.894 133 323 -0.5254629 -0.1671811
Stationary 2063.912 133 323 -0.5254629 -0.1671811
Stationary 2063.925 133 323 -0.5254629 -0.1671811
Stationary 2063.939 133 323 -0.5254629 -0.1671811
Stationary 2063.956 133 323 -0.5254629 -0.1671811
Stationary 2063.972 133 323 -0.5254629 -0.1671811
Stationary 2063.987 133 323 -0.5254629 -0.1671811
Moved 2064.002 133 333.4402 -0.5254629 -0.1403286
Moved 2064.018 143.5267 337.29 -0.5010957 -0.1304269
Moved 2064.033 147.6187 341.6187 -0.4916234 -0.1192934
Moved 2064.049 153 347 -0.4791667 -0.1054527
Moved 2064.065 157.8935 351.8936 -0.4678391 -0.09286645
Moved 2064.08 163.6651 356.4988 -0.454479 -0.08102165
Moved 2064.095 167.209 360.209 -0.4462755 -0.07147902
Moved 2064.11 171.1299 363.0865 -0.4371994 -0.06407788
Moved 2064.127 173.964 365.964 -0.430639 -0.05667706
Moved 2064.142 176.8433 369.765 -0.4239738 -0.04690076
Moved 2064.158 181.1134 372.7422 -0.4140893 -0.03924334
Moved 2064.173 188.9697 379.4734 -0.3959035 -0.02193051
Moved 2064.188 198.6267 386.7511 -0.3735493 -0.003212234
Moved 2064.204 208.6363 393.8831 -0.350379 0.01513128
Moved 2064.218 219.7768 402.1263 -0.3245907 0.03633291
Moved 2064.234 236.0996 411.8081 -0.2868066 0.06123472
Moved 2064.25 250.9191 420.1515 -0.252502 0.08269408
Moved 2064.265 264.2129 428.8086 -0.2217295 0.1049603
Moved 2064.281 273.6187 433.8993 -0.1999566 0.1180537
Moved 2064.295 287.4129 443.0596 -0.1680257 0.1416142
Moved 2064.311 300.0588 450.5882 -0.1387528 0.1609778
Moved 2064.327 310.9484 457.2562 -0.1135453 0.1781281
Moved 2064.343 321.0636 462.0272 -0.09013061 0.1903991
Moved 2064.357 331.1345 467.7911 -0.0668183 0.2052241
Moved 2064.372 340.2616 472.6308 -0.04569069 0.2176718
Moved 2064.388 345.8141 475.8884 -0.03283784 0.2260504
Moved 2064.405 350.1519 480.1519 -0.02279664 0.237016
Moved 2064.42 353.6545 482.6545 -0.01468872 0.2434528
Moved 2064.435 356.5309 484.2654 -0.008030285 0.2475962
Moved 2064.45 357.7042 485.7042 -0.0053143 0.2512968
Moved 2064.469 359.1429 487.1429 -0.001983941 0.2549972
Stationary 2064.481 359.1429 487.1429 -0.001983941 0.2549972
Moved 2064.495 359 488 -0.002314796 0.2572016
Moved 2064.511 359 489.1401 -0.002314796 0.2601339
Moved 2064.527 359 490 -0.002314796 0.2623456
Moved 2064.542 359 491.0175 -0.002314796 0.2649627
Moved 2064.558 359 492.4564 -0.002314796 0.2686636
Moved 2064.573 359 493.9002 -0.002314796 0.272377
Moved 2064.588 345.68 496.664 -0.03314818 0.2794856
Moved 2064.606 341.5 499 -0.04282405 0.2854938
Moved 2064.619 332.9681 499.8617 -0.0625738 0.28771
Moved 2064.635 325.4647 501.3071 -0.07994279 0.2914276
Moved 2064.65 315.5528 501 -0.1028871 0.2906378
Moved 2064.666 306.9 501 -0.1229167 0.2906378
Moved 2064.681 298.8975 501 -0.141441 0.2906378
Moved 2064.696 290.6559 501 -0.1605186 0.2906378
Moved 2064.711 285 502.5 -0.1736111 0.2944958
Moved 2064.728 280.4463 502 -0.1841521 0.2932098
Moved 2064.742 275.7591 502 -0.1950021 0.2932098
Moved 2064.762 271.5 502 -0.2048611 0.2932098
Moved 2064.774 268.0902 502 -0.2127541 0.2932098
Moved 2064.789 263.8071 502 -0.2226689 0.2932098
Moved 2064.805 262.3304 502.8348 -0.2260871 0.2953568
Moved 2064.82 259.452 503 -0.2327499 0.2957818
Stationary 2064.835 258.7182 503 -0.2344486 0.2957818
Moved 2064.851 258 503 -0.2361111 0.2957818
Ended 2064.866 258 503 -0.2361111 0.2957818
Candidates 2065.072 12 at after say ate date are ay st att assays says days
Began 2066.389 361 411 0.002314846 0.05915629
Stationary 2066.409 361 411 0.002314846 0.05915629
Stationary 2066.423 361 411 0.002314846 0.05915629
Stationary 2066.438 361 411 0.002314846 0.05915629
Stationary 2066.454 361 411 0.002314846 0.05915629
Ended 2066.476 361 411 0.002314846 0.05915629
NextCandidatePanel 2066.528
Began 2067.19 345 362 -0.03472224 -0.06687243
Stationary 2067.209 345 362 -0.03472224 -0.06687243
Stationary 2067.225 345 362 -0.03472224 -0.06687243
Moved 2067.24 333.6036 362 -0.06110276 -0.06687243
Moved 2067.256 329.0506 362 -0.0716422 -0.06687243
Moved 2067.271 316.7462 362 -0.1001244 -0.06687243
Moved 2067.286 298.9797 362 -0.1412507 -0.06687243
Moved 2067.302 284.2856 362 -0.1752649 -0.06687243
Moved 2067.318 260.3164 362 -0.2307491 -0.06687243
Moved 2067.332 239.5 362 -0.2789352 -0.06687243
Moved 2067.348 217.4193 368.8043 -0.330048 -0.04937167
Moved 2067.364 191.5351 369 -0.389965 -0.04886839
Moved 2067.379 174.6641 369 -0.4290183 -0.04886839
Moved 2067.394 161.3032 369 -0.4599462 -0.04886839
Ended 2067.41 146 369 -0.4953704 -0.04886839
Accept 2067.436 5 are
Began 2067.979 351 513 -0.02083332 0.321502
Stationary 2067.996 351 513 -0.02083332 0.321502
Stationary 2068.01 351 513 -0.02083332 0.321502
Stationary 2068.025 351 513 -0.02083332 0.321502
Stationary 2068.041 351 513 -0.02083332 0.321502
Stationary 2068.056 351 513 -0.02083332 0.321502
Stationary 2068.071 351 513 -0.02083332 0.321502
Stationary 2068.087 351 513 -0.02083332 0.321502
Stationary 2068.103 351 513 -0.02083332 0.321502
Moved 2068.119 366.9001 513 0.01597255 0.321502
Moved 2068.135 375.1282 513 0.03501902 0.321502
Moved 2068.15 385.2314 513 0.05840609 0.321502
Moved 2068.166 397.0695 513 0.08580903 0.321502
Moved 2068.181 410.0953 522.4075 0.1159614 0.3456981
Moved 2068.197 416.581 520 0.1309745 0.3395061
Moved 2068.212 428.3847 521 0.1582978 0.3420781
Moved 2068.227 438.5434 522.3633 0.1818133 0.3455847
Moved 2068.243 450.6404 522 0.2098156 0.3446501
Moved 2068.258 463.1867 522 0.2388582 0.3446501
Moved 2068.274 471.4189 523 0.2579141 0.3472221
Moved 2068.289 479.744 523 0.2771853 0.3472221
Moved 2068.304 482.5269 523 0.283627 0.3472221
Moved 2068.32 489.7067 523 0.300247 0.3472221
Moved 2068.335 495.4672 523 0.3135814 0.3472221
Moved 2068.35 500.2281 523 0.324602 0.3472221
Moved 2068.365 503.9943 523 0.3333201 0.3472221
