players must know all the rules
players must know all the rules
FixStart
0.6 0.6
432 388.8
Began 718.0645 235 235 -0.2893518 -0.3935186
Stationary 718.0829 235 235 -0.2893518 -0.3935186
Stationary 718.0975 235 235 -0.2893518 -0.3935186
Moved 718.1135 262.4405 261.0919 -0.2258321 -0.3264099
Moved 718.1288 300.7701 291.7832 -0.1371062 -0.2474712
Moved 718.1456 361.6692 331.6267 0.003863772 -0.1449931
Moved 718.1601 398.6331 354.2482 0.08942863 -0.0868101
Moved 718.1763 414.2753 362.7866 0.1256374 -0.06484938
Moved 718.1913 425.0102 368.6419 0.1504865 -0.04978941
Moved 718.2065 438.0038 373.2514 0.1805644 -0.03793363
Moved 718.2213 445.6583 375.1317 0.198283 -0.03309768
Moved 718.2379 451 376.5 0.2106482 -0.02957819
Moved 718.2529 453.8157 376 0.2171661 -0.03086435
Stationary 718.2679 454 376 0.2175926 -0.03086435
Moved 718.2818 455 376 0.2199073 -0.03086435
Moved 718.2983 455 369.7909 0.2199073 -0.0468342
Moved 718.314 443.0883 357.1712 0.1923342 -0.07929225
Moved 718.3304 427.8267 343.297 0.1570063 -0.1149768
Moved 718.3443 370.6947 301.8439 0.02475629 -0.2215948
Moved 718.361 310.371 268.2024 -0.1148819 -0.3081214
Moved 718.376 276.4351 253.3458 -0.1934373 -0.3463328
Moved 718.3915 255.9225 244.9702 -0.2409201 -0.367875
Moved 718.4073 239.3705 243.6143 -0.279235 -0.3713625
Moved 718.421 219.8181 239.9697 -0.3244951 -0.3807364
Moved 718.4377 197.5678 241 -0.3760005 -0.3780865
Moved 718.4536 176.8774 241 -0.4238949 -0.3780865
Moved 718.4675 159 241 -0.4652778 -0.3780865
Moved 718.4828 144.2693 248.7845 -0.4993766 -0.3580644
Moved 718.4985 127.7197 253.0701 -0.5376859 -0.3470421
Moved 718.5139 118.078 254.7402 -0.5600046 -0.3427464
Moved 718.5289 110.9568 256.681 -0.5764889 -0.3377546
Moved 718.5447 101.8964 258.1577 -0.597462 -0.3339567
Moved 718.5686 96.05994 264.8202 -0.6109723 -0.3168206
Stationary 718.5794 96.05994 264.8202 -0.6109723 -0.3168206
Moved 718.5907 96 274.2664 -0.6111112 -0.2925246
Moved 718.6067 106.5813 290.4651 -0.5866172 -0.2508615
Moved 718.6217 143.4676 319.9741 -0.5012324 -0.1749637
Moved 718.6378 180.0525 345.4814 -0.4165451 -0.1093586
Moved 718.6543 208.0963 357.0482 -0.3516288 -0.07960872
Moved 718.6693 232.9058 364.6581 -0.2941996 -0.06003579
Moved 718.6844 249.8734 368.9683 -0.2549227 -0.04894986
Moved 718.6998 259.2162 370 -0.2332959 -0.04629637
Moved 718.7167 265.3538 371.0884 -0.2190885 -0.04349689
Moved 718.7309 267.9514 371 -0.2130754 -0.04372435
Moved 718.7449 267.8608 371 -0.2132852 -0.04372435
Stationary 718.7614 268 371 -0.212963 -0.04372435
Stationary 718.7765 268 371 -0.212963 -0.04372435
Stationary 718.7898 268 371 -0.212963 -0.04372435
Moved 718.808 252.5389 356.6707 -0.2487526 -0.08057967
Moved 718.8224 238.6592 352.6978 -0.2808815 -0.09079804
Moved 718.8391 219.581 348.5162 -0.325044 -0.1015531
Moved 718.8543 200.1314 345.5902 -0.3700663 -0.1090788
Moved 718.8702 180.5 344.5 -0.4155093 -0.1118828
Moved 718.8842 165.6171 345 -0.4499605 -0.1105968
Moved 718.9 152.0202 345 -0.4814348 -0.1105968
Moved 718.915 142.3308 345 -0.5038639 -0.1105968
Moved 718.9296 137.7054 345 -0.5145708 -0.1105968
Moved 718.945 134.7218 354.1129 -0.5214774 -0.08715837
Moved 718.961 133.5 354.5 -0.5243056 -0.08616254
Moved 718.9759 134 357.7945 -0.5231482 -0.07768913
Moved 718.9915 134 360.9138 -0.5231482 -0.06966618
Moved 719.0078 134 364.9933 -0.5231482 -0.05917348
Moved 719.0227 140.5254 369.9002 -0.5080429 -0.04655296
Moved 719.038 150.7284 375.4163 -0.484425 -0.03236559
Moved 719.0573 158.9043 377.9681 -0.4654993 -0.02580234
Moved 719.0696 166.273 379.8546 -0.4484422 -0.02095014
Moved 719.0848 170.739 380 -0.438104 -0.02057613
Moved 719.1006 173 380 -0.4328704 -0.02057613
Moved 719.1151 173.6828 380 -0.4312897 -0.02057613
Moved 719.1304 175.0603 371.5179 -0.4281012 -0.04239219
Moved 719.1464 176.4483 364.7583 -0.4248881 -0.05977811
Moved 719.1633 176 357.8742 -0.4259259 -0.07748403
Moved 719.1774 176 348.5154 -0.4259259 -0.1015551
Moved 719.1913 166.0057 336.6103 -0.4490608 -0.1321752
Moved 719.2079 158.1281 323.2134 -0.4672961 -0.1666322
Moved 719.2243 149.5729 312.4661 -0.4870998 -0.1942744
Moved 719.239 138.4745 298.5931 -0.5127905 -0.229956
Moved 719.2542 131.9213 290.9213 -0.5279599 -0.249688
Moved 719.2701 124.9448 283.9448 -0.5441093 -0.2676318
Moved 719.2848 118.4296 276.8345 -0.5591908 -0.2859196
Moved 719.3002 111.1205 269.1205 -0.57611 -0.3057601
Moved 719.3188 105.5624 264.9218 -0.5889758 -0.3165592
Moved 719.331 101 261.5 -0.5995371 -0.3253601
Moved 719.347 97.58201 257.582 -0.6074491 -0.3354372
Moved 719.3708 94.5 253 -0.6145833 -0.3472223
Moved 719.3841 95 254 -0.613426 -0.3446502
Ended 719.3946 95 254 -0.613426 -0.3446502
Candidates 719.5443 12 players played parties posted posters pairs plates paired pays plays offers offered
Began 719.9432 271 197 -0.2060186 -0.4912551
Stationary 719.9622 271 197 -0.2060186 -0.4912551
Stationary 719.9765 271 197 -0.2060186 -0.4912551
Stationary 719.9935 271 197 -0.2060186 -0.4912551
Moved 720.0091 271 227.6553 -0.2060186 -0.4124093
Moved 720.0251 271 250.7534 -0.2060186 -0.3530006
Moved 720.0406 271 284.6176 -0.2060186 -0.2659013
Moved 720.0562 271 331.5 -0.2060186 -0.145319
Moved 720.0717 289.4821 376.056 -0.163236 -0.03072024
Ended 720.0868 307.542 430.5843 -0.1214306 0.1095274
Accept 720.1457 0 players
Began 720.27 221 307 -0.3217593 -0.2083334
Stationary 720.2866 221 307 -0.3217593 -0.2083334
Moved 720.3028 221 298.2657 -0.3217593 -0.2307982
Moved 720.3176 231.7432 289.9426 -0.2968907 -0.2522052
