the postal service is very slow
the postal service is very slow
Basic
0.6 0.6
432 388.8
Began 1298.789 335 488 -0.05787035 0.2572016
Stationary 1298.809 335 488 -0.05787035 0.2572016
Stationary 1298.823 335 488 -0.05787035 0.2572016
Stationary 1298.838 335 488 -0.05787035 0.2572016
Stationary 1298.855 335 488 -0.05787035 0.2572016
Stationary 1298.87 335 488 -0.05787035 0.2572016
Stationary 1298.884 335 488 -0.05787035 0.2572016
Stationary 1298.899 335 488 -0.05787035 0.2572016
Moved 1298.916 353.3578 469.4991 -0.01537551 0.2096169
Moved 1298.932 360.2765 461.2682 0.0006400546 0.1884469
Moved 1298.949 368.0545 452.1031 0.01864463 0.1648743
Moved 1298.964 375.0759 443.709 0.03489782 0.1432843
Moved 1298.977 383.0108 430.1827 0.05326569 0.1084946
Moved 1298.993 387.9684 420.0736 0.06474178 0.0824938
Moved 1299.01 392.1535 410.3085 0.07442931 0.05737787
Moved 1299.024 395.0011 402.3303 0.08102109 0.03685778
Moved 1299.04 395.8108 392.3245 0.08289536 0.01112251
Moved 1299.056 397.1955 385.0226 0.0861007 -0.007658044
Moved 1299.071 397 379.1035 0.0856481 -0.02288198
Moved 1299.086 397 375.0812 0.0856481 -0.03322727
Moved 1299.102 397 370.9713 0.0856481 -0.04379829
Moved 1299.117 397 369.2687 0.0856481 -0.04817719
Moved 1299.132 390.4459 368.1807 0.07047663 -0.0509755
Moved 1299.147 382.2126 368 0.05141794 -0.05144041
Moved 1299.163 371 368 0.025463 -0.05144041
Moved 1299.178 356.0911 381.2363 -0.009048482 -0.01739651
Moved 1299.193 344.8044 390.9211 -0.03517489 0.007513148
Moved 1299.21 332.699 401.6384 -0.06319682 0.03507803
Moved 1299.225 322.7295 411.2705 -0.08627434 0.05985212
Moved 1299.24 315.9267 420.9026 -0.1020215 0.08462595
Moved 1299.257 308.4756 430.2456 -0.1192693 0.1086563
Moved 1299.271 298.6823 447.7719 -0.1419391 0.1537341
Moved 1299.287 290.4973 462.755 -0.1608859 0.192271
Moved 1299.305 281.8019 480.1169 -0.1810141 0.2369262
Moved 1299.318 274.9163 492.1507 -0.196953 0.2678772
