the facts get in the way
the facts get in the way
FixStart
0.6 0.6
432 388.8
Began 192.8788 433 285 0.1689814 -0.2649178
Stationary 192.8975 433 285 0.1689814 -0.2649178
Stationary 192.9071 433 285 0.1689814 -0.2649178
Stationary 192.9236 433 285 0.1689814 -0.2649178
Moved 192.938 425.6344 297.8898 0.1519314 -0.2317649
Moved 192.9537 415.5238 316.5986 0.1285274 -0.1836456
Moved 192.9694 393.7094 361.9558 0.07803112 -0.06698623
Moved 192.9859 383.4139 383.1721 0.0541989 -0.01241747
Moved 193.0007 373.3526 396.4038 0.03090878 0.02161469
Moved 193.0155 367.9091 405.8636 0.01830796 0.04594555
Moved 193.0317 363.6059 411.5255 0.008346935 0.06050792
Moved 193.0468 360.846 415.731 0.00195841 0.07132444
Moved 193.0622 358.9828 418.0172 -0.002354681 0.07720464
Moved 193.077 359 419.4586 -0.002314796 0.080912
Moved 193.0945 358 420.671 -0.004629641 0.0840302
Moved 193.1084 357.0043 421 -0.006934553 0.08487643
Stationary 193.1235 357 421 -0.006944438 0.08487643
Moved 193.1386 357 422 -0.006944438 0.08744851
Moved 193.1543 367.6824 409.9824 0.01778324 0.05653899
Moved 193.1704 390.9821 389.0179 0.0717179 0.002617934
Moved 193.1862 410.7285 368.0766 0.117427 -0.05124339
Moved 193.2014 418.5 359 0.1354167 -0.07458848
Moved 193.2163 425.6003 348.2396 0.1518525 -0.1022643
Moved 193.2321 432.7745 339.0706 0.1684595 -0.1258474
Moved 193.2473 436.1909 333.6181 0.176368 -0.1398712
Moved 193.2625 438.024 329.952 0.1806111 -0.1493005
Moved 193.278 439.4785 327.0431 0.1839779 -0.1567822
Moved 193.2946 440 325.1034 0.1851852 -0.1617712
Moved 193.3088 440 322.3256 0.1851852 -0.1689156
Stationary 193.3255 440 321.6584 0.1851852 -0.1706317
Moved 193.3397 440 320.1057 0.1851852 -0.1746253
Moved 193.3542 427.874 318.6526 0.1571157 -0.1783626
Moved 193.3704 415.7712 319 0.1291001 -0.1774692
Moved 193.3855 397.2621 327.4742 0.08625497 -0.1556733
Moved 193.401 373.3765 341.1033 0.03096412 -0.1206191
Moved 193.4166 350.5519 357.062 -0.02187063 -0.07957317
Moved 193.4325 338.4655 366.1509 -0.04984841 -0.05619629
Moved 193.4477 324.0966 378.9034 -0.08310968 -0.02339665
Moved 193.463 314.6744 388.3256 -0.1049204 0.0008374281
Moved 193.4786 309.0338 396.9492 -0.1179772 0.0230175
Moved 193.4934 305.1816 400.8184 -0.1268944 0.03296907
Moved 193.509 300.8673 405.1327 -0.1368812 0.04406548
Moved 193.5232 299.3693 408.6307 -0.1403488 0.0530624
Ended 193.5403 298 411 -0.1435185 0.05915629
Candidates 193.6743 12 the refer there where regret egfr rude edge further degree threw gets
Began 194.0162 406 217 0.1064815 -0.4398148
Stationary 194.0327 406 217 0.1064815 -0.4398148
Stationary 194.047 406 217 0.1064815 -0.4398148
Stationary 194.062 406 217 0.1064815 -0.4398148
Stationary 194.0777 406 217 0.1064815 -0.4398148
Stationary 194.0951 406 217 0.1064815 -0.4398148
Moved 194.1083 406 231.223 0.1064815 -0.403233
Moved 194.1255 406 242.7825 0.1064815 -0.3735018
Moved 194.1475 406 272.6797 0.1064815 -0.2966056
Stationary 194.1587 406 272.6797 0.1064815 -0.2966056
Moved 194.1714 406 283.701 0.1064815 -0.2682586
Moved 194.1874 406 293.7903 0.1064815 -0.2423088
Moved 194.2015 414 303.7939 0.125 -0.2165794
Moved 194.2169 415.2672 313.8704 0.1279333 -0.1906627
Moved 194.2319 416.7057 320.5287 0.1312633 -0.1735374
Moved 194.248 417 323.6695 0.1319444 -0.1654591
Moved 194.2641 417 326.4426 0.1319444 -0.1583266
Moved 194.2793 417.6558 328.6558 0.1334624 -0.1526344
Moved 194.2938 418 330.0971 0.1342593 -0.1489272
Moved 194.3095 418 331 0.1342593 -0.146605
Ended 194.3237 418 331 0.1342593 -0.146605
Accept 194.3686 0 the
Began 194.725 433 260 0.1689814 -0.3292181
Stationary 194.7433 433 260 0.1689814 -0.3292181
Stationary 194.7567 433 260 0.1689814 -0.3292181
Stationary 194.7721 433 260 0.1689814 -0.3292181
Moved 194.788 423.396 260 0.14675 -0.3292181
Moved 194.8037 412.2683 264.0122 0.1209915 -0.3188986
Moved 194.8193 399.9047 270.0357 0.09237199 -0.3034062
Moved 194.835 382.5421 275.8193 0.05218079 -0.2885306
Moved 194.8501 368.0891 282.5333 0.0187247 -0.2712623
Moved 194.8648 333.6489 301.1859 -0.0609979 -0.2232875
Moved 194.8825 313.2169 312.1655 -0.1082943 -0.1950477
Moved 194.8981 294.3271 323.1153 -0.1520207 -0.1668846
Moved 194.9112 279.7559 330.6221 -0.1857503 -0.147577
Moved 194.9256 272.3475 333.5508 -0.2028992 -0.1400442
Moved 194.9417 267.3678 335.2108 -0.2144263 -0.1357749
Moved 194.9576 263.1123 336.2219 -0.224277 -0.1331741
Moved 194.9728 259.5233 336 -0.232585 -0.1337449
Moved 194.9884 256.659 336 -0.2392153 -0.1337449
Moved 195.0041 253.7647 336 -0.245915 -0.1337449
Moved 195.0193 248.7702 327.5403 -0.2574765 -0.1555033
Moved 195.0343 240 308.5 -0.2777777 -0.2044754
Moved 195.0499 236.1187 281.0683 -0.2867623 -0.2750301
Moved 195.0658 234.9382 258.7646 -0.2894948 -0.3323957
