the union will go on strike
the union will go on strike
Basic
0.6 0.6
432 388.8
Began 752.4119 390 483 0.06944448 0.2443414
Stationary 752.4299 390 483 0.06944448 0.2443414
Stationary 752.4443 390 483 0.06944448 0.2443414
Stationary 752.4585 390 483 0.06944448 0.2443414
Stationary 752.4754 390 483 0.06944448 0.2443414
Moved 752.4913 376.4532 483 0.03808608 0.2443414
Moved 752.5072 371.5078 483 0.02663851 0.2443414
Moved 752.5217 364.302 492.3772 0.009958447 0.2684598
Moved 752.537 356.775 493.9536 -0.007465383 0.2725144
Moved 752.553 347.67 496.866 -0.02854168 0.2800051
Moved 752.5682 341.7581 498.3105 -0.04222666 0.2837203
Moved 752.5842 337.7556 500.7481 -0.05149156 0.2899899
Moved 752.6005 334.6142 501 -0.05876353 0.2906378
Moved 752.6152 333 501.6299 -0.06249999 0.2922578
Moved 752.6288 331.9337 502 -0.06496827 0.2932098
Stationary 752.6467 331.9337 502 -0.06496827 0.2932098
Stationary 752.6604 332 502 -0.06481484 0.2932098
Stationary 752.6758 332 502 -0.06481484 0.2932098
Moved 752.6918 340.2672 502 -0.04567782 0.2932098
Moved 752.7075 356.6858 479.377 -0.007671714 0.2350231
Moved 752.7227 369.8328 461.8896 0.02276113 0.1900451
Moved 752.7385 384.899 443.3763 0.0576365 0.1424286
Moved 752.7534 397.7009 422.4986 0.08727054 0.08873087
Moved 752.769 406.4487 406.5107 0.1075201 0.04760985
Moved 752.7834 412.2355 396.2231 0.1209156 0.02115002
Moved 752.8 416.8643 384.6951 0.1316304 -0.00850022
Moved 752.8152 420.4363 374.973 0.1398988 -0.0335056
Moved 752.8298 422.1696 367.1522 0.143911 -0.0536209
Moved 752.8474 424 360.5734 0.1481481 -0.07054191
Moved 752.8616 424 357.3868 0.1481481 -0.07873778
Moved 752.8766 424 352.3029 0.1481481 -0.09181348
Moved 752.8919 424 349.1732 0.1481481 -0.09986319
Moved 752.9072 424 345.8834 0.1481481 -0.1083246
Moved 752.9232 413.6448 343.0414 0.1241778 -0.1156344
Moved 752.9378 394.8405 350.5798 0.08064916 -0.09624551
Moved 752.9533 377.6342 360.5468 0.04081985 -0.0706102
Moved 752.9691 353.5 379 -0.0150463 -0.02314815
Moved 752.9839 328.0804 401.9797 -0.07388805 0.03595588
Moved 752.9995 307.8515 427.6194 -0.1207141 0.1019018
Moved 753.0155 292.7767 449.335 -0.1556095 0.1577544
Moved 753.0304 280.9846 469.5269 -0.182906 0.2096885
Moved 753.0486 271.8021 487.6962 -0.2041618 0.2564201
Moved 753.0602 264.4315 505.4782 -0.2212235 0.3021558
Stationary 753.0768 264.4315 505.4782 -0.2212235 0.3021558
Moved 753.0927 257.574 529.1794 -0.2370973 0.3631158
Moved 753.1074 254.0048 544.9785 -0.2453593 0.403751
Moved 753.1226 251.119 555.0834 -0.2520393 0.4297411
Moved 753.1392 250.1213 563.3935 -0.2543488 0.4511148
Ended 753.1555 250 570.7765 -0.2546296 0.470104
Candidates 753.2903 12 the there threw rubber tube tune hunger where tiger turner tenet else
Began 753.6617 404 336 0.1018518 -0.1337449
