good jobs for those with education
good jobs for those with education
FixStart
0.6 0.6
432 388.8
Began 1640.713 364 338 0.009259283 -0.1286009
Stationary 1640.733 364 338 0.009259283 -0.1286009
Stationary 1640.747 364 338 0.009259283 -0.1286009
Stationary 1640.763 364 338 0.009259283 -0.1286009
Stationary 1640.777 364 338 0.009259283 -0.1286009
Stationary 1640.792 364 338 0.009259283 -0.1286009
Stationary 1640.806 364 338 0.009259283 -0.1286009
Stationary 1640.824 364 338 0.009259283 -0.1286009
Stationary 1640.838 364 338 0.009259283 -0.1286009
Stationary 1640.854 364 338 0.009259283 -0.1286009
Moved 1640.87 379.6185 355.0384 0.04541318 -0.08477788
Moved 1640.886 387.8449 360.9893 0.06445587 -0.06947199
Moved 1640.901 412.3324 380.1474 0.1211398 -0.02019709
Moved 1640.916 433.7023 397.9709 0.1706071 0.02564524
Moved 1640.932 453.8247 415.1873 0.2171869 0.06992599
Moved 1640.947 484.0905 439.9832 0.2872466 0.1337014
Moved 1640.963 500.1418 453.7135 0.3244025 0.1690161
Moved 1640.979 515.7761 467.6146 0.360593 0.2047701
Moved 1640.994 526.1578 474.9698 0.3846246 0.2236878
Moved 1641.009 535.2271 482.1893 0.4056184 0.2422562
Moved 1641.025 543.8745 489.3954 0.4256355 0.2607907
Moved 1641.04 547 491.5 0.4328704 0.2662036
Moved 1641.055 548.981 493.981 0.4374559 0.2725847
Moved 1641.07 551.8722 496.8722 0.4441486 0.2800209
Moved 1641.085 552.8737 498.8737 0.4464669 0.2851689
Moved 1641.1 554.3148 501.6296 0.4498028 0.2922572
Moved 1641.116 554 502.7541 0.4490741 0.2951494
Moved 1641.131 554 504.1976 0.4490741 0.2988621
Moved 1641.147 554 505.5 0.4490741 0.3022119
Moved 1641.162 554 506.7519 0.4490741 0.3054318
Moved 1641.178 554 508.1934 0.4490741 0.3091393
Moved 1641.193 548.2963 510.2675 0.435871 0.314474
Moved 1641.209 540.7318 512.0671 0.4183606 0.3191025
Moved 1641.225 532 512 0.3981481 0.31893
Moved 1641.241 519.3948 512 0.3689696 0.31893
Moved 1641.257 507.9138 500.9139 0.3423931 0.2904163
Moved 1641.269 498.8609 497.2561 0.3214373 0.2810084
Moved 1641.286 480.7971 483.6377 0.2796229 0.2459816
Moved 1641.303 459.6864 468.1034 0.2307556 0.2060272
Moved 1641.316 440.6675 452.2571 0.1867303 0.1652704
Moved 1641.331 424.4784 437.7076 0.1492555 0.1278488
Moved 1641.347 406.5246 420.2042 0.1076958 0.08282956
Moved 1641.363 391.8762 406.9886 0.07378747 0.04883895
Moved 1641.377 381.0664 398.4531 0.04876484 0.02688561
Moved 1641.393 369.1864 388.5617 0.02126475 0.001444679
Moved 1641.409 359.1191 381.3708 -0.002039174 -0.01705052
Moved 1641.425 348.9922 374.1373 -0.02548089 -0.03565501
Moved 1641.446 339.8942 368.9471 -0.04654115 -0.04900433
Moved 1641.459 331.2709 364.6354 -0.06650259 -0.06009411
Moved 1641.473 326.4083 361.2042 -0.07775853 -0.06891941
Moved 1641.489 321.9942 358.9971 -0.08797631 -0.07459601
Moved 1641.503 316.2432 357.5608 -0.1012889 -0.07829014
