a subject one can really enjoy
a subject one can really enjoy
Basic
0.6 0.6
432 388.8
Began 408.2798 157 373 -0.4699074 -0.03858032
Stationary 408.2989 157 373 -0.4699074 -0.03858032
Stationary 408.3155 157 373 -0.4699074 -0.03858032
Stationary 408.331 157 373 -0.4699074 -0.03858032
Stationary 408.3456 157 373 -0.4699074 -0.03858032
Stationary 408.3612 157 373 -0.4699074 -0.03858032
Stationary 408.3756 157 373 -0.4699074 -0.03858032
Stationary 408.3903 157 373 -0.4699074 -0.03858032
Stationary 408.4063 157 373 -0.4699074 -0.03858032
Stationary 408.4208 157 373 -0.4699074 -0.03858032
Moved 408.4373 172.3326 373 -0.4344153 -0.03858032
Moved 408.4546 178 386.5 -0.4212963 -0.003858064
Moved 408.4681 183.8421 385.921 -0.407773 -0.005347208
Moved 408.4844 188.198 390.198 -0.3976898 0.005653169
Moved 408.4988 191.2299 391.2299 -0.3906714 0.008307406
Moved 408.5148 194.7133 392.9044 -0.3826081 0.01261421
Moved 408.5305 196.3539 394.3539 -0.3788103 0.01634241
Moved 408.5461 197.7868 394.7868 -0.3754935 0.01745565
Stationary 408.5617 198 395 -0.375 0.01800408
Moved 408.5768 199 395.6614 -0.3726852 0.0197053
Moved 408.5917 200.0971 396 -0.3701456 0.02057605
Stationary 408.6086 200.0971 396 -0.3701456 0.02057605
Stationary 408.6229 200.0971 396 -0.3701456 0.02057605
Moved 408.6373 201.2242 396 -0.3675365 0.02057605
Stationary 408.6548 201 396 -0.3680556 0.02057605
Ended 408.6697 201 396 -0.3680556 0.02057605
Candidates 408.8083 12 a as ass sa sad s ad add dad da was ads
Began 409.7 405 360 0.1041667 -0.07201654
Stationary 409.7177 405 360 0.1041667 -0.07201654
Stationary 409.7314 405 360 0.1041667 -0.07201654
Stationary 409.7465 405 360 0.1041667 -0.07201654
Moved 409.7648 405 394.3934 0.1041667 0.01644382
Moved 409.7796 405 441.263 0.1041667 0.1369932
Moved 409.7941 405 483.175 0.1041667 0.2447917
Ended 409.8103 405 533.9562 0.1041667 0.3754017
Accept 409.8825 0 a
Began 410.6872 251 334 -0.2523148 -0.1388889
Stationary 410.704 251 334 -0.2523148 -0.1388889
Stationary 410.7187 251 334 -0.2523148 -0.1388889
Stationary 410.7332 251 334 -0.2523148 -0.1388889
Stationary 410.749 251 334 -0.2523148 -0.1388889
Stationary 410.7653 251 334 -0.2523148 -0.1388889
Moved 410.7809 251 338.8359 -0.2523148 -0.126451
Moved 410.7963 265.6218 350.7983 -0.2184681 -0.09568352
Moved 410.8121 284.4792 369.4791 -0.1748167 -0.04763607
Moved 410.8274 309.9219 392.249 -0.1159215 0.01092852
Moved 410.8428 330.829 408.8657 -0.06752545 0.05366678
Moved 410.8589 348.0995 421.8246 -0.02754743 0.08699746
Moved 410.8739 368.0726 436.4857 0.01868665 0.1247059
Moved 410.8889 388.4041 449.8312 0.06575028 0.1590309
Moved 410.9051 415.1202 465.4641 0.1275932 0.1992388
Moved 410.9203 431.9873 473.5274 0.1666373 0.2199778
Moved 410.9345 450.5506 480.7502 0.2096078 0.2385551
Moved 410.9501 461.7617 485.5872 0.2355594 0.2509959
Moved 410.9667 469.1486 489.6891 0.2526587 0.2615461
Moved 410.9819 475.7047 494.3524 0.267835 0.2735399
Moved 410.996 480.3492 496.1164 0.2785861 0.2780771
Moved 411.0198 485.4577 499.7288 0.2904113 0.2873683
Stationary 411.0299 485.4577 499.7288 0.2904113 0.2873683
Moved 411.0423 487.0693 501.0693 0.2941419 0.2908161
Moved 411.0597 488.511 502.5109 0.297479 0.2945238
Moved 411.0732 489.9526 503 0.3008161 0.2957818
Moved 411.089 490 504.3927 0.300926 0.2993639
Moved 411.1036 491 504.831 0.3032407 0.3004912
Moved 411.1203 492.2774 505 0.3061978 0.3009258
Moved 411.1354 492 506.5 0.3055556 0.3047839
Moved 411.1508 493.5 506 0.3090277 0.3034978
Moved 411.1661 493 507.1358 0.3078704 0.3064192
Moved 411.1819 494.5 507 0.3113426 0.3060699
Moved 411.1969 494 507 0.3101851 0.3060699
Moved 411.2122 494 508 0.3101851 0.3086419
Stationary 411.2278 494 508 0.3101851 0.3086419
Stationary 411.2432 494 508 0.3101851 0.3086419
Stationary 411.2577 494 508 0.3101851 0.3086419
Stationary 411.2737 494 508 0.3101851 0.3086419
Stationary 411.2892 494 508 0.3101851 0.3086419
Moved 411.305 479.92 497.6133 0.2775926 0.2819272
Moved 411.3204 468.717 486.717 0.2516598 0.2539017
Moved 411.3354 446.522 462.522 0.2002825 0.1916718
Moved 411.3506 428.9773 444.9773 0.1596696 0.1465465
Moved 411.3664 413.7163 427.2473 0.1243433 0.1009445
Moved 411.3818 401.0302 412.5378 0.09497742 0.06311146
Moved 411.3969 391.8244 400.4326 0.07366766 0.03197662
Moved 411.4161 383.8777 390.6288 0.05527258 0.006761394
Moved 411.4437 372.9753 373.4691 0.03003538 -0.03737375
Moved 411.4603 369.1184 366.2959 0.02110739 -0.05582338
Moved 411.4736 365.8963 361.8618 0.01364887 -0.06722807
Moved 411.4903 363.0304 354.576 0.007014871 -0.08596703
Moved 411.505 360.1454 347.2908 0.0003365676 -0.1047047
Moved 411.5206 357.262 340.155 -0.006337961 -0.1230583
Moved 411.5365 357 333.9518 -0.006944438 -0.1390129
Moved 411.551 355.7552 326.7762 -0.009825876 -0.1574686
Moved 411.5718 355.3157 319.5787 -0.01084323 -0.1759809
Moved 411.584 355 314.7151 -0.01157408 -0.1884901
Moved 411.5968 355 308.012 -0.01157408 -0.2057305
Moved 411.615 355 300.8261 -0.01157408 -0.2242127
Moved 411.6285 355 294.6894 -0.01157408 -0.2399964
Moved 411.6436 355 290.5 -0.01157408 -0.2507717
Moved 411.6602 355 285.1803 -0.01157408 -0.264454
Moved 411.6744 355 280.8191 -0.01157408 -0.2756711
Moved 411.6905 355 278.7433 -0.01157408 -0.2810102
Moved 411.7061 355 276.1073 -0.01157408 -0.2877899
Moved 411.7206 355 273.2219 -0.01157408 -0.2952113
Moved 411.7364 355 271.1733 -0.01157408 -0.3004802
Moved 411.7528 355 270.5 -0.01157408 -0.302212
Moved 411.7671 362 269.293 0.004629592 -0.3053165
Moved 411.7821 362 267.8541 0.004629592 -0.3090172
Stationary 411.7982 362 267.8541 0.004629592 -0.3090172
Moved 411.8156 362 266.33 0.004629592 -0.3129372
Moved 411.8283 363.1056 266 0.007188916 -0.3137861
Moved 411.8453 363 264.5 0.006944438 -0.3176441
Moved 411.8748 363 263.8572 0.006944438 -0.3192973
Stationary 411.8915 363 263.8572 0.006944438 -0.3192973
Moved 411.9057 363 262.8982 0.006944438 -0.321764
Stationary 411.9204 363 262.8982 0.006944438 -0.321764
Stationary 411.9365 363 263 0.006944438 -0.3215021
Moved 411.9515 364.3253 263 0.01001239 -0.3215021
Stationary 411.9681 364.3253 263 0.01001239 -0.3215021
Stationary 411.9833 364 263 0.009259283 -0.3215021
Moved 411.9984 365.5 263 0.01273145 -0.3215021
Moved 412.0143 366.0395 263 0.01398037 -0.3215021
Moved 412.0287 367.1363 276.6351 0.01651913 -0.2864325
Moved 412.0434 368.6356 288.4491 0.01998981 -0.2560466
Moved 412.0612 370.0567 300.5107 0.02327949 -0.225024
Moved 412.0764 370 309 0.02314816 -0.2031893
Moved 412.0927 370.9475 319.6852 0.02534151 -0.1757067
Moved 412.1076 372.3828 331.0628 0.02866397 -0.1464434
Moved 412.1212 373.8213 337.1065 0.03199369 -0.1308989
Moved 412.1377 374.9326 342.6631 0.03456632 -0.1166072
Moved 412.153 376.3483 349.7416 0.03784338 -0.09840121
Moved 412.1682 377 353.3711 0.03935188 -0.08906619
Moved 412.1835 378.2261 356.4522 0.04219005 -0.08114151
Moved 412.1993 378.6621 359.3243 0.04319936 -0.0737545
Moved 412.2155 380.0995 362.199 0.04652669 -0.06636058
Moved 412.2366 382.7366 369.2097 0.052631 -0.04832899
Stationary 412.2482 382.7366 369.2097 0.052631 -0.04832899
Moved 412.2604 387.3705 376.5557 0.06335755 -0.0294351
Moved 412.2758 393 386.5 0.07638891 -0.003858064
Moved 412.2919 399.8957 393.8957 0.09235114 0.0151637
Moved 412.3089 405.6742 403.9299 0.1057274 0.04097177
Moved 412.3224 411.4329 408.4329 0.1190576 0.05255373
Moved 412.3371 417.1586 415.4483 0.1323117 0.07059741
Moved 412.3537 420.5 418.5 0.1400463 0.07844638
Moved 412.369 423.633 420.8165 0.1472986 0.08440442
Moved 412.384 425.2557 423.5114 0.1510548 0.0913357
Moved 412.3996 426.6938 424.6938 0.1543839 0.09437698
Moved 412.4149 428.1345 426.1345 0.1577187 0.09808257
Moved 412.4297 429 427.5762 0.1597223 0.1017906
Moved 412.4445 430.0154 428 0.1620727 0.1028806
Moved 412.4609 430 429.4505 0.162037 0.1066113
Moved 412.4761 431 429 0.1643519 0.1054526
Moved 412.4908 431 430.0458 0.1643519 0.1081423
Stationary 412.5064 431 430.0458 0.1643519 0.1081423
Stationary 412.5233 431 430.0458 0.1643519 0.1081423
Moved 412.5373 431 431.0876 0.1643519 0.1108221
Stationary 412.5535 431 431 0.1643519 0.1105966
Stationary 412.5708 431 431 0.1643519 0.1105966
Stationary 412.585 431 431 0.1643519 0.1105966
Stationary 412.6008 431 431 0.1643519 0.1105966
Stationary 412.6161 431 431 0.1643519 0.1105966
Moved 412.6308 431 432 0.1643519 0.1131687
Moved 412.6456 422.2115 432 0.144008 0.1131687
Moved 412.6628 417.3188 433.0724 0.1326824 0.115927
Moved 412.6774 407.1625 436.9391 0.1091724 0.1258721
Moved 412.6912 395.6095 442.1775 0.08242935 0.1393454
Moved 412.7104 376.0603 453.4648 0.03717661 0.1683766
Moved 412.7223 356.8612 464.5079 -0.007265806 0.1967796
Moved 412.7383 342.3014 473.2192 -0.04096905 0.2191851
Moved 412.7534 328.6729 479.2565 -0.07251635 0.2347131
Moved 412.7739 316.9735 485.0132 -0.09959836 0.2495196
Moved 412.7844 306.8734 490.751 -0.1229781 0.2642773
Moved 412.7999 299.0116 496.2775 -0.1411769 0.2784913
Moved 412.8151 286.7907 503.2274 -0.1694659 0.2963666
Moved 412.8307 278.202 508.7417 -0.1893472 0.3105495
Moved 412.8459 269.3283 514.4478 -0.2098881 0.3252256
Moved 412.8629 261.6072 517.6964 -0.227761 0.3335812
Moved 412.8767 254.999 522.0007 -0.2430579 0.344652
Moved 412.8926 247.8436 526.2938 -0.2596213 0.3556939
Moved 412.9088 242.4033 528.9475 -0.2722145 0.3625193
Moved 412.9232 236.1902 532.8859 -0.2865967 0.3726487
Moved 412.9384 231.7608 537.2391 -0.2968499 0.3838454
Moved 412.9557 228.1537 540.6926 -0.3051998 0.3927279
Moved 412.9706 225.4297 543.5704 -0.3115055 0.4001294
Moved 412.985 225 545.722 -0.3125 0.4056634
Moved 413.0002 223.8364 548.3272 -0.3151935 0.4123641
Moved 413.016 224 549.5 -0.3148148 0.4153806
Moved 413.0308 223 550.7358 -0.3171296 0.4185592
Stationary 413.0461 223 551 -0.3171296 0.4192385
Moved 413.0627 222.3855 552 -0.318552 0.4218106
Moved 413.0781 221.5 552 -0.3206019 0.4218106
Stationary 413.094 221.5 552 -0.3206019 0.4218106
Stationary 413.1084 221.5 552 -0.3206019 0.4218106
Stationary 413.1241 221.5 552 -0.3206019 0.4218106
Moved 413.1458 231.2069 525.7931 -0.2981322 0.354406
Stationary 413.1567 231.2069 525.7931 -0.2981322 0.354406
Moved 413.1691 238.7792 508.7299 -0.2806036 0.3105191
Moved 413.1857 249.3867 482.6301 -0.2560494 0.24339
Moved 413.2014 259.5691 458.1895 -0.232479 0.1805284
Moved 413.2169 269.7082 436.5657 -0.2090088 0.1249118
Moved 413.2382 283.6986 405.6027 -0.1766235 0.04527445
Stationary 413.2486 283.6986 405.6027 -0.1766235 0.04527445
Moved 413.2629 292.1233 384.8795 -0.157122 -0.008025974
Moved 413.2782 299.2744 369.4513 -0.1405686 -0.04770765
Moved 413.294 305 355 -0.1273148 -0.08487654
Moved 413.3095 307.8633 346.41 -0.1206867 -0.1069702
Moved 413.3241 312.1106 336.4086 -0.1108551 -0.1326939
Moved 413.3393 314.8099 326.9507 -0.1046067 -0.1570199
Moved 413.3549 316.889 320.333 -0.09979396 -0.1740406
Moved 413.3706 319.7162 311.8516 -0.09324963 -0.195855
Moved 413.3857 321.8069 305.7726 -0.08841007 -0.2114903
Moved 413.401 323.2506 299.9974 -0.08506794 -0.2263443
Moved 413.4162 323.6892 297.6216 -0.08405278 -0.2324548
Moved 413.4311 325.1284 293.6148 -0.08072133 -0.2427603
Moved 413.4503 325.5673 291.4327 -0.07970537 -0.2483727
Moved 413.4664 326 290.2581 -0.07870371 -0.251394
Moved 413.4857 326 287.468 -0.07870371 -0.2585701
Stationary 413.4966 326 287.468 -0.07870371 -0.2585701
Moved 413.5093 326.974 286.0259 -0.07644902 -0.262279
Moved 413.5248 327.5 285.5 -0.07523149 -0.2636318
Stationary 413.5408 327.5 285.5 -0.07523149 -0.2636318
Moved 413.5548 327 285 -0.07638887 -0.2649178
Stationary 413.5714 327 285 -0.07638887 -0.2649178
Moved 413.5863 327 292.0461 -0.07638887 -0.246795
Moved 413.6015 328.3032 299.5157 -0.07337233 -0.2275829
Moved 413.6174 333.0241 321.3403 -0.06244426 -0.1714498
Moved 413.6385 356.4196 387.863 -0.008287926 -0.0003522708
Stationary 413.6489 356.4196 387.863 -0.008287926 -0.0003522708
Moved 413.6642 387.6116 462.8276 0.06391585 0.1924579
Moved 413.6797 431 544.5 0.1643519 0.4025204
Moved 413.6948 431.842 548.2981 0.166301 0.4122893
Moved 413.7097 435.1088 556.272 0.173863 0.4327984
Moved 413.7269 438 562 0.1805556 0.4475308
Moved 413.7401 439.9311 565.7934 0.1850257 0.4572874
Moved 413.7551 441.377 568.754 0.1883726 0.464902
Moved 413.7703 442.8235 570.8235 0.191721 0.4702249
Ended 413.7861 443 573.5223 0.1921296 0.4771662
Candidates 413.8919 12 subject efficient deficiency efficiency diversity content assignment connect divergent context deficient contract
Began 414.6139 418 340 0.1342593 -0.1234569
Stationary 414.6345 418 340 0.1342593 -0.1234569
Stationary 414.6493 418 340 0.1342593 -0.1234569
Moved 414.6647 433.0952 402.1243 0.1692018 0.03632797
Ended 414.6804 442 445 0.1898148 0.1466049
Accept 414.7232 0 subject
Began 415.9414 598 534 0.550926 0.3755144
Stationary 415.9615 598 534 0.550926 0.3755144
Stationary 415.9748 598 534 0.550926 0.3755144
Stationary 415.9896 598 534 0.550926 0.3755144
Stationary 416.005 598 534 0.550926 0.3755144
Stationary 416.0253 598 534 0.550926 0.3755144
Moved 416.0361 588.7764 534 0.5295749 0.3755144
Moved 416.0519 574 519 0.4953703 0.3369341
Moved 416.0674 558.677 501.7898 0.4599005 0.2926691
Moved 416.0841 534.8987 471.5545 0.4048581 0.2149034
Moved 416.0996 510.5 438.5 0.3483796 0.1298867
Moved 416.1147 488.6997 397.2379 0.2979159 0.02376003
Moved 416.1295 474.1095 370.9971 0.2641424 -0.04373181
Moved 416.1461 467.8212 353.135 0.249586 -0.08967341
Moved 416.1611 461.9757 338.4393 0.2360549 -0.1274711
Moved 416.1762 456.7112 323.3913 0.2238685 -0.1661747
Moved 416.1914 453.4149 306.8671 0.2162382 -0.2086753
Moved 416.2077 450.5375 296.3811 0.2095775 -0.2356453
Moved 416.2225 450 290.9698 0.2083333 -0.2495632
Moved 416.238 448.8826 286.6479 0.2057468 -0.2606794
Moved 416.2534 448.4439 283.8879 0.2047313 -0.2677782
Moved 416.2683 448 281.9966 0.2037037 -0.2726424
Moved 416.284 446.8972 280.8973 0.2011511 -0.27547
Moved 416.2995 444.8562 281 0.1964263 -0.2752058
Moved 416.315 433.7938 291.2062 0.170819 -0.2489554
Moved 416.3306 413.802 312.6407 0.1245417 -0.1938255
Moved 416.346 383.881 353.4551 0.05528013 -0.0888501
Moved 416.3676 354.6378 393.8943 -0.01241262 0.01516028
Stationary 416.3788 354.6378 393.8943 -0.01241262 0.01516028
Moved 416.3911 347.5874 405.0211 -0.02873291 0.04377836
Moved 416.4067 336.5345 420.39 -0.05431816 0.08330757
Moved 416.4243 327.5183 437.2165 -0.07518917 0.1265855
Moved 416.438 318.8859 453.0425 -0.09517148 0.1672903
Moved 416.4541 310.8743 467.8765 -0.1137169 0.2054436
Moved 416.4692 304.7357 482.6608 -0.1279267 0.2434689
Moved 416.4851 300.4857 493.038 -0.1377645 0.2701593
Moved 416.4996 297.6185 500.4537 -0.1444016 0.2892326
Moved 416.5148 294.9706 508.0882 -0.150531 0.3088687
