the postal service is very slow
the postal service is very slow
Basic
0.6 0.6
432 388.8
Began 1083.846 280 502 -0.1851852 0.2932098
Stationary 1083.862 280 502 -0.1851852 0.2932098
Stationary 1083.876 280 502 -0.1851852 0.2932098
Stationary 1083.891 280 502 -0.1851852 0.2932098
Stationary 1083.907 280 502 -0.1851852 0.2932098
Stationary 1083.922 280 502 -0.1851852 0.2932098
Stationary 1083.936 280 502 -0.1851852 0.2932098
Stationary 1083.952 280 502 -0.1851852 0.2932098
Stationary 1083.968 280 502 -0.1851852 0.2932098
Stationary 1083.987 280 502 -0.1851852 0.2932098
Stationary 1084.001 280 502 -0.1851852 0.2932098
Stationary 1084.015 280 502 -0.1851852 0.2932098
Moved 1084.03 280 492.9443 -0.1851852 0.2699183
Moved 1084.047 293.0051 488.665 -0.1550808 0.2589119
Moved 1084.061 294.6806 484.8555 -0.1512023 0.249114
Moved 1084.077 301.8741 477.1511 -0.1345507 0.229298
Moved 1084.092 307.6546 471.3454 -0.1211698 0.2143657
Moved 1084.108 316.2901 462.71 -0.1011804 0.1921552
Moved 1084.124 322.2019 456.7981 -0.0874956 0.1769497
Moved 1084.14 326.2407 452.0123 -0.07814645 0.1646407
Moved 1084.155 331.7678 447.4242 -0.06535232 0.15284
Moved 1084.179 345.5973 433.4027 -0.03333966 0.1167764
Moved 1084.191 355.4156 422.3822 -0.01061211 0.08843151
Stationary 1084.202 355.4156 422.3822 -0.01061211 0.08843151
Moved 1084.215 362.2404 414.7596 0.005186101 0.06882612
Moved 1084.232 369.5066 407.4933 0.02200603 0.05013717
Moved 1084.246 375.1568 399.304 0.03508508 0.02907404
Moved 1084.262 381.9166 390.1168 0.05073289 0.005444342
Moved 1084.279 386.2664 384.667 0.0608018 -0.008572668
Moved 1084.292 395.6326 369.3143 0.0824829 -0.04805993
Moved 1084.307 402.8599 358.2241 0.09921283 -0.07658412
Moved 1084.324 407.2444 349.5113 0.1093619 -0.09899367
Moved 1084.339 409.6951 345.4574 0.1150349 -0.1094203
Moved 1084.355 411.2965 341.1104 0.1187419 -0.1206008
Moved 1084.368 412.7355 338.5289 0.122073 -0.1272404
