are you sure you want this
are you sure you want this
Basic
0.6 0.6
432 388.8
Began 1140.282 169 327 -0.4421296 -0.1568931
Stationary 1140.298 169 327 -0.4421296 -0.1568931
Stationary 1140.313 169 327 -0.4421296 -0.1568931
Stationary 1140.328 169 327 -0.4421296 -0.1568931
Stationary 1140.343 169 327 -0.4421296 -0.1568931
Moved 1140.36 182.9761 335.3857 -0.4097775 -0.135325
Moved 1140.375 197.6307 346.9045 -0.3758549 -0.1056984
Moved 1140.39 220.1753 364.7806 -0.3236683 -0.05972081
Moved 1140.406 237.3131 380.3589 -0.2839975 -0.01965315
Moved 1140.421 257.1481 396.0449 -0.2380831 0.02069163
Moved 1140.437 271.9824 407.3859 -0.2037445 0.04986068
Moved 1140.451 285.2675 417.7635 -0.172992 0.07655229
Moved 1140.467 295.7961 426.4258 -0.1486201 0.09883166
Moved 1140.483 306.9844 433.6152 -0.1227213 0.117323
Moved 1140.498 314.8168 440.8168 -0.1045907 0.1358457
Moved 1140.513 321.496 445.9973 -0.0891296 0.14917
Moved 1140.53 328.5154 452.5154 -0.07288113 0.1659345
Moved 1140.547 334.1217 457.1218 -0.05990342 0.1777823
Moved 1140.56 338.9242 462.8989 -0.0487866 0.1926412
Moved 1140.576 343.2289 465.8193 -0.03882204 0.2001524
Moved 1140.591 344.8577 469.5729 -0.0350517 0.2098069
Moved 1140.606 347.5789 472.5789 -0.02875263 0.2175381
Moved 1140.621 348.5 473.5 -0.02662038 0.2199073
Moved 1140.637 348.8067 475.6135 -0.02591034 0.2253432
Moved 1140.651 349 477.249 -0.02546296 0.2295499
Moved 1140.666 349 478.6862 -0.02546296 0.2332463
Moved 1140.682 349 480.1227 -0.02546296 0.236941
Moved 1140.698 349 481.5662 -0.02546296 0.2406538
Moved 1140.714 349 485.0099 -0.02546296 0.2495111
Moved 1140.729 333.1362 489.3265 -0.06218474 0.2606133
Moved 1140.744 329.1054 492.6691 -0.07151534 0.2692107
Moved 1140.76 320.048 496.976 -0.09248142 0.280288
Moved 1140.778 310.0421 498.4225 -0.1156432 0.2840085
Moved 1140.792 298.2159 500.8649 -0.1430187 0.2902904
Moved 1140.807 289.1626 501 -0.1639755 0.2906378
Moved 1140.823 282.2794 502 -0.1799088 0.2932098
Moved 1140.838 275.0858 502 -0.1965607 0.2932098
Moved 1140.853 270.0087 502 -0.2083132 0.2932098
Moved 1140.869 263.1683 502 -0.2241474 0.2932098
Moved 1140.883 256.271 502 -0.2401134 0.2932098
Moved 1140.897 251.6797 502 -0.2507415 0.2932098
Moved 1140.915 246.9645 502 -0.2616563 0.2932098
Moved 1140.929 242.6233 502 -0.2717054 0.2932098
Moved 1140.944 240.2306 495.8072 -0.2772439 0.2772818
Moved 1140.969 235.0619 495 -0.2892087 0.2752057
Stationary 1140.98 235.0619 495 -0.2892087 0.2752057
Moved 1140.992 233.1046 495 -0.2937393 0.2752057
Moved 1141.006 231.6662 495 -0.297069 0.2752057
Ended 1141.023 232 495 -0.2962963 0.2752057
Candidates 1141.22 12 after agree age safe date ate sage are at safer st faster
Began 1142.39 413 308 0.1226852 -0.2057614
Stationary 1142.413 413 308 0.1226852 -0.2057614
Stationary 1142.427 413 308 0.1226852 -0.2057614
Stationary 1142.439 413 308 0.1226852 -0.2057614
Ended 1142.454 413 308 0.1226852 -0.2057614
NextCandidatePanel 1142.515
Began 1143.72 371 480 0.025463 0.2366254
Stationary 1143.747 371 480 0.025463 0.2366254
Moved 1143.759 371 461.83 0.025463 0.189892
Stationary 1143.769 371 461.83 0.025463 0.189892
Moved 1143.782 371 434.6482 0.025463 0.1199799
Moved 1143.798 371 401.7947 0.025463 0.03548002
Moved 1143.814 371 368 0.025463 -0.05144041
Moved 1143.83 371 350.5051 0.025463 -0.09643742
Moved 1143.844 378.3454 333.2106 0.04246612 -0.1409194
Ended 1143.859 378.3454 333.2106 0.04246612 -0.1409194
Accept 1143.906 7 are
Began 1144.813 323 449 -0.08564815 0.156893
Stationary 1144.832 323 449 -0.08564815 0.156893
Stationary 1144.846 323 449 -0.08564815 0.156893
Stationary 1144.863 323 449 -0.08564815 0.156893
Moved 1144.877 339.2552 449 -0.04802048 0.156893
Moved 1144.892 356.7202 449 -0.007592142 0.156893
Moved 1144.909 380.542 457.1799 0.0475508 0.1779317
Moved 1144.924 407.6141 463.3925 0.1102177 0.1939105
Moved 1144.938 431.1764 465.936 0.1647601 0.2004528
Moved 1144.954 454.2033 469.7006 0.2180632 0.2101351
Moved 1144.97 468.8442 472.5688 0.2519543 0.2175124
Moved 1144.985 479.3438 473.7239 0.2762588 0.2204833
Moved 1145.001 487.9154 475.1526 0.2961005 0.2241578
Moved 1145.016 492.7644 475.5881 0.3073249 0.2252781
Moved 1145.032 497.0757 476 0.3173048 0.2263374
Moved 1145.047 499.2011 476 0.3222248 0.2263374
Moved 1145.062 500 476 0.324074 0.2263374
Moved 1145.078 500.9995 476 0.3263878 0.2263374
Moved 1145.093 501 477.5 0.3263889 0.2301954
Stationary 1145.109 501 477.5 0.3263889 0.2301954
Moved 1145.123 501 477 0.3263889 0.2289094
Moved 1145.138 494.5229 478.8096 0.3113955 0.2335638
Moved 1145.155 485.6044 479.9244 0.2907509 0.2364311
Moved 1145.171 470.127 481.3521 0.2549237 0.2401031
Moved 1145.185 450.0417 483.7755 0.2084298 0.2463359
Moved 1145.201 429.0505 485.2107 0.1598391 0.2500274
Moved 1145.217 407.1633 486.6558 0.1091743 0.2537442
Moved 1145.232 388.8662 488.0945 0.06681988 0.2574446
Moved 1145.247 372 488 0.02777775 0.2572016
Moved 1145.263 364.7664 488 0.01103341 0.2572016
Moved 1145.278 357.4421 488 -0.005921026 0.2572016
Moved 1145.294 351.7973 488 -0.01898766 0.2572016
Moved 1145.309 348.0161 488 -0.0277406 0.2572016
Moved 1145.324 345.1387 488 -0.03440122 0.2572016
Moved 1145.34 344.1327 488 -0.03672997 0.2572016
Stationary 1145.355 344 488 -0.03703703 0.2572016
Moved 1145.371 344 489.5 -0.03703703 0.2610596
Ended 1145.386 344 490.5 -0.03703703 0.2636316
Candidates 1145.553 12 for got foot door fit fort fig doug dot food dog hit
Began 1146.569 428 318 0.1574074 -0.1800412
Stationary 1146.59 428 318 0.1574074 -0.1800412
Ended 1146.607 428 318 0.1574074 -0.1800412
NextCandidatePanel 1146.638
Began 1147.233 433 309 0.1689814 -0.2031893
Stationary 1147.251 433 309 0.1689814 -0.2031893
Ended 1147.268 433 309 0.1689814 -0.2031893
NextCandidatePanel 1147.327
Began 1148.22 435 318 0.1736111 -0.1800412
Stationary 1148.238 435 318 0.1736111 -0.1800412
Stationary 1148.253 435 318 0.1736111 -0.1800412
Stationary 1148.269 435 318 0.1736111 -0.1800412
Ended 1148.283 435 318 0.1736111 -0.1800412
NextCandidatePanel 1148.345
