want to join us for lunch
want to join us for lunch
FixStart
0.6 0.6
432 388.8
Began 640.4931 430 306 0.162037 -0.2109054
Stationary 640.5118 430 306 0.162037 -0.2109054
Stationary 640.5264 430 306 0.162037 -0.2109054
Stationary 640.5408 430 306 0.162037 -0.2109054
Stationary 640.556 430 306 0.162037 -0.2109054
Stationary 640.5714 430 306 0.162037 -0.2109054
Stationary 640.5874 430 306 0.162037 -0.2109054
Moved 640.6047 416.8448 306 0.1315853 -0.2109054
Moved 640.6183 412.5206 306 0.1215754 -0.2109054
Moved 640.6335 402.6278 306 0.09867559 -0.2109054
Moved 640.6499 395.7101 314.8058 0.08266221 -0.1882566
Moved 640.6646 386.7114 316.2253 0.06183187 -0.1846056
Moved 640.6802 377.0599 320.9658 0.03949056 -0.1724132
Moved 640.6971 364.7024 327.832 0.0108852 -0.1547532
Moved 640.7112 355.6762 335.5633 -0.01000886 -0.1348681
Moved 640.7263 347.034 343.0953 -0.03001397 -0.1154957
Moved 640.7429 336.1368 352.6303 -0.05523895 -0.09097142
Moved 640.7589 327.3568 361.6432 -0.07556284 -0.06779023
Moved 640.7723 320.0835 370.8831 -0.09239932 -0.04402498
Moved 640.7884 313.115 379.262 -0.10853 -0.02247437
Moved 640.8057 307.2247 388.5304 -0.1221651 0.001364107
Moved 640.8188 302.5646 396.8707 -0.1329522 0.02281562
Moved 640.8345 298.5 403.5 -0.1423611 0.03986618
Moved 640.8495 295.8604 407.2793 -0.1484714 0.04958659
Moved 640.8648 293.0778 411.8833 -0.1549125 0.06142824
Moved 640.8806 291.6973 415.9081 -0.1581081 0.07178008
Moved 640.9096 289 422.1549 -0.1643519 0.08784694
Moved 640.9216 287.5353 423.4647 -0.1677424 0.09121584
Stationary 640.9326 287.5353 423.4647 -0.1677424 0.09121584
Moved 640.9417 288 426.7098 -0.1666667 0.09956214
Moved 640.9576 287.054 427.9459 -0.1688564 0.1027415
Moved 640.9733 287 429.3129 -0.1689815 0.1062573
Moved 640.9878 287 430.5 -0.1689815 0.1093106
Moved 641.004 287 431.0442 -0.1689815 0.1107103
Stationary 641.0187 287 431 -0.1689815 0.1105966
Moved 641.0347 287 432 -0.1689815 0.1131687
Stationary 641.0504 287 432 -0.1689815 0.1131687
Stationary 641.0653 287 432 -0.1689815 0.1131687
Moved 641.0802 285.7072 432 -0.1719741 0.1131687
Moved 641.0964 284.9683 432 -0.1736845 0.1131687
Moved 641.1113 283.549 421.8427 -0.17697 0.08704377
Moved 641.1268 279.4916 413.1471 -0.186362 0.06467866
Moved 641.1424 276.5406 402.1622 -0.1931931 0.03642549
Moved 641.1581 273.7839 392.7435 -0.1995744 0.01220036
Moved 641.1741 271.0316 380.1583 -0.2059453 -0.02016915
Moved 641.1903 269.9446 373.6678 -0.2084615 -0.03686261
Moved 641.2053 267.1133 362.453 -0.2150156 -0.06570737
Moved 641.219 266.1666 354.9998 -0.2172069 -0.08487709
Moved 641.2349 266 347.9154 -0.2175926 -0.1030983
Moved 641.2522 265 344.1771 -0.2199074 -0.1127134
Moved 641.2652 265 341.0209 -0.2199074 -0.120831
Moved 641.2814 265 339.6231 -0.2199074 -0.1244262
Moved 641.2968 265 338.5 -0.2199074 -0.127315
Moved 641.3123 265 338 -0.2199074 -0.1286009
Moved 641.3271 265 336.7764 -0.2199074 -0.1317481
Moved 641.3435 278.169 335.4044 -0.1894235 -0.1352767
Moved 641.3583 289.7343 334.0295 -0.1626522 -0.138813
Moved 641.3738 303.6144 332.6385 -0.1305223 -0.1423906
Moved 641.3894 322.0389 330.4935 -0.08787289 -0.1479076
Moved 641.4049 342.0149 327.7313 -0.04163225 -0.1550121
Moved 641.4202 352.3149 325.7609 -0.0177895 -0.16008
Moved 641.4349 373.5157 320.8281 0.03128628 -0.1727672
Moved 641.4505 390.9143 316.2505 0.07156094 -0.1845408
Moved 641.4659 406.369 312.0812 0.1073356 -0.1952645
Moved 641.4816 422.1375 302.5903 0.1438367 -0.2196753
Moved 641.4988 437.8987 294.5507 0.1803211 -0.2403533
Moved 641.5131 450.0859 287.73 0.2085321 -0.257896
Moved 641.5285 462.7103 280.8276 0.2377553 -0.2756492
Moved 641.5438 473.1558 274.5276 0.2619346 -0.2918527
Moved 641.5593 482.9401 268.8914 0.2845834 -0.3063493
Moved 641.5732 490.992 260.6733 0.3032222 -0.3274863
Moved 641.5882 499.2989 254.8008 0.3224512 -0.3425906
Moved 641.6062 504.749 247.8138 0.335067 -0.3605612
Moved 641.6207 510.4613 244.3591 0.34829 -0.3694467
Moved 641.6364 513.4119 241.5881 0.3551202 -0.3765738
Moved 641.6513 516.5814 238.4186 0.362457 -0.3847259
Moved 641.6665 518.2638 237.368 0.3663515 -0.387428
Moved 641.6822 520.0114 235.9885 0.3703968 -0.390976
Stationary 641.6972 520.0114 235.9885 0.3703968 -0.390976
Moved 641.7125 521.3601 236 0.3735188 -0.3909465
Moved 641.7282 522.0868 236 0.3752009 -0.3909465
Moved 641.744 522 246.5 0.375 -0.3639403
Moved 641.7585 522 258.6441 0.375 -0.3327056
Moved 641.7731 514.8228 278.4051 0.358386 -0.28188
Moved 641.7892 510.7968 294.8127 0.3490668 -0.2396793
Moved 641.8093 501.303 322.5253 0.3270903 -0.168402
