players must know all the rules
players must know all the rules
Basic
0.6 0.6
432 388.8
Began 801.6887 632 545 0.6296296 0.4038065
Stationary 801.7067 632 545 0.6296296 0.4038065
Stationary 801.7213 632 545 0.6296296 0.4038065
Stationary 801.7372 632 545 0.6296296 0.4038065
Stationary 801.7512 632 545 0.6296296 0.4038065
Stationary 801.7678 632 545 0.6296296 0.4038065
Stationary 801.7837 632 545 0.6296296 0.4038065
Stationary 801.7986 632 545 0.6296296 0.4038065
Stationary 801.8146 632 545 0.6296296 0.4038065
Stationary 801.8295 632 545 0.6296296 0.4038065
Moved 801.8448 620.6628 538.5726 0.603386 0.3872751
Moved 801.861 615.9448 529.9264 0.5924647 0.3650369
Moved 801.8754 611.526 518.0694 0.5822362 0.3345405
Moved 801.8917 608.2443 509.4886 0.5746396 0.3124707
Moved 801.9068 605.2692 498.0768 0.5677528 0.2831194
Moved 801.9225 600.7292 487.8231 0.5572436 0.2567466
Moved 801.9375 593.5168 469.4211 0.540548 0.2094165
Moved 801.9532 589.0615 457.4974 0.530235 0.1787485
Moved 801.9683 584.7328 447.4656 0.5202148 0.1529465
Moved 801.9849 580.4146 438.8292 0.510219 0.1307334
Moved 801.998 577.1162 434.1162 0.5025838 0.1186116
Moved 802.0166 572.8267 429.8267 0.4926543 0.1075788
Moved 802.0305 570.73 426.595 0.487801 0.09926701
Moved 802.0454 564.5258 422.7629 0.4734393 0.08941057
Moved 802.0616 557.6624 419.8649 0.4575518 0.08195703
Moved 802.0762 550.5 418.5 0.4409722 0.07844638
Moved 802.0919 537.7645 414.2548 0.411492 0.06752779
Moved 802.1074 516.5772 411.277 0.3624472 0.05986865
Moved 802.1223 478.2918 407.3932 0.2738238 0.04987975
Moved 802.1387 438.0964 401.5021 0.1807788 0.03472771
Moved 802.1536 384.2057 392.9799 0.05603184 0.0128082
Moved 802.1693 355.0429 390.4492 -0.01147484 0.006299391
Moved 802.1855 336.3885 388.7824 -0.05465611 0.002012371
Moved 802.2008 316.1356 385.6848 -0.101538 -0.00595497
Moved 802.2154 298.9287 382.8052 -0.1413688 -0.01336102
Moved 802.2302 283.5295 380.9216 -0.177015 -0.01820592
Moved 802.2471 271.2072 379.2452 -0.2055389 -0.02251747
Moved 802.2639 258.9183 377.8798 -0.2339853 -0.02602926
Moved 802.276 248.9966 375.8561 -0.2569524 -0.03123428
Moved 802.2913 238.917 373.9882 -0.2802848 -0.03603876
Moved 802.3073 228.8363 372.548 -0.3036197 -0.03974279
Moved 802.3223 220.5387 372 -0.322827 -0.04115226
Moved 802.3376 213.3452 372 -0.3394786 -0.04115226
Moved 802.3549 209 372 -0.349537 -0.04115226
Moved 802.3699 203.3788 372 -0.362549 -0.04115226
Moved 802.3858 199.0919 372 -0.3724724 -0.04115226
Moved 802.4008 198.2466 372 -0.3744292 -0.04115226
Moved 802.4159 196.8086 372 -0.3777578 -0.04115226
Moved 802.4388 197 379.4423 -0.3773148 -0.02201072
Stationary 802.45 197 379.4423 -0.3773148 -0.02201072
Moved 802.4619 197 388 -0.3773148 -3.924585E-08
Moved 802.4768 209.6978 396.6979 -0.3479217 0.02237108
Moved 802.4927 225.2776 409.2083 -0.3118573 0.05454789
Moved 802.5079 258.4364 432.2601 -0.2351009 0.1138377
Moved 802.5239 307.6173 453.5503 -0.1212562 0.1685964
Moved 802.5382 346.203 469.8936 -0.03193751 0.2106315
Moved 802.5549 364.2636 474.158 0.009869536 0.2215997
Moved 802.5717 377.9562 478.652 0.0415653 0.2331584
Moved 802.5851 384.7827 479.2547 0.05736749 0.2347085
Moved 802.6006 394.7036 481.7839 0.08033255 0.2412138
Moved 802.6161 402.0792 482 0.09740551 0.2417695
Moved 802.6319 405.3153 483.6577 0.1048965 0.2460329
Moved 802.6472 408.22 484 0.1116203 0.2469135
Moved 802.6616 410.084 484 0.1159353 0.2469135
Moved 802.6769 411 484 0.1180555 0.2469135
Moved 802.6925 412.0531 485.0531 0.1204932 0.2496221
Moved 802.7079 413.5 485 0.1238426 0.2494856
Stationary 802.7222 413.5 485 0.1238426 0.2494856
Moved 802.7375 414.3756 485 0.1258694 0.2494856
Stationary 802.7537 414.3756 485 0.1258694 0.2494856
Moved 802.769 415 486.2878 0.1273148 0.2527977
Stationary 802.7845 415 486.2878 0.1273148 0.2527977
Stationary 802.7995 415 486.2878 0.1273148 0.2527977
Moved 802.8149 416.0697 486 0.1297909 0.2520575
Stationary 802.8306 416.0697 486 0.1297909 0.2520575
Stationary 802.8467 416 486 0.1296297 0.2520575
Stationary 802.8633 416 486 0.1296297 0.2520575
Stationary 802.8776 416 486 0.1296297 0.2520575
Stationary 802.8925 416 486 0.1296297 0.2520575
Stationary 802.9091 416 486 0.1296297 0.2520575
Stationary 802.9341 416 486 0.1296297 0.2520575
Moved 802.946 416 486.9102 0.1296297 0.2543985
Stationary 802.9569 416 486.9102 0.1296297 0.2543985
Stationary 802.97 416 487 0.1296297 0.2546296
Stationary 802.9856 416 487 0.1296297 0.2546296
Stationary 802.9993 416 487 0.1296297 0.2546296
Stationary 803.0161 416 487 0.1296297 0.2546296
Stationary 803.0298 416 487 0.1296297 0.2546296
Stationary 803.0461 416 487 0.1296297 0.2546296
Stationary 803.0643 416 487 0.1296297 0.2546296
Moved 803.0768 416 488.0143 0.1296297 0.2572383
Stationary 803.0921 416 488.0143 0.1296297 0.2572383
Stationary 803.1077 416 488.0143 0.1296297 0.2572383
