the facts get in the way
the facts get in the way
FixStart
0.6 0.6
432 388.8
Began 294.5419 432 290 0.1666667 -0.2520577
Stationary 294.5591 432 290 0.1666667 -0.2520577
Stationary 294.5735 432 290 0.1666667 -0.2520577
Stationary 294.5886 432 290 0.1666667 -0.2520577
Stationary 294.6043 432 290 0.1666667 -0.2520577
Stationary 294.6183 432 290 0.1666667 -0.2520577
Moved 294.635 432 302.0302 0.1666667 -0.2211159
Moved 294.6504 423.673 311.2861 0.1473912 -0.1973094
Moved 294.6664 419.4956 327.8915 0.1377212 -0.1546
Moved 294.6825 414.209 349.9548 0.1254839 -0.0978531
Moved 294.6967 409.8642 369.5884 0.1154265 -0.04735499
Moved 294.7121 406.0365 388.3359 0.1065658 0.0008638405
Moved 294.7282 403.1689 406.7329 0.09992808 0.04818123
Moved 294.7434 400.2851 420.2172 0.09325246 0.08286311
Moved 294.7585 399.1939 436.2548 0.09072662 0.124112
Moved 294.7738 398.0786 446.2926 0.08814494 0.1499295
Moved 294.7894 398 458.887 0.08796295 0.1823223
Moved 294.8048 398 468.5999 0.08796295 0.2073043
Moved 294.8202 398 479.6446 0.08796295 0.2357113
Moved 294.8368 398 486.2278 0.08796295 0.2526434
Moved 294.8505 398 492.3389 0.08796295 0.2683612
Moved 294.8663 398 495 0.08796295 0.2752057
Moved 294.8837 398 495.7419 0.08796295 0.277114
Stationary 294.8971 398 496 0.08796295 0.2777777
Stationary 294.9116 398 496 0.08796295 0.2777777
Moved 294.9273 398 486.177 0.08796295 0.2525127
Moved 294.9438 416.3081 455.017 0.1303429 0.1723688
Moved 294.9594 427.5197 420.9968 0.1562956 0.0848683
Moved 294.9742 441.9095 392.472 0.1896053 0.01150206
Moved 294.9897 455.5 365 0.2210648 -0.05915646
Moved 295.0058 461.8707 349.42 0.2358118 -0.09922851
Moved 295.0206 469.3754 335.5242 0.2531838 -0.1349686
Moved 295.0381 476.1469 322.7061 0.2688587 -0.167937
Moved 295.0513 480.4714 314.0573 0.2788689 -0.190182
Moved 295.0673 484.1905 307.2143 0.287478 -0.2077822
Moved 295.082 486.0364 302.8909 0.2917508 -0.2189021
Moved 295.0975 487.4745 301.5255 0.2950799 -0.222414
Moved 295.1116 487.548 298.9041 0.2952499 -0.2291563
Moved 295.1273 488 297.0139 0.2962963 -0.2340179
Moved 295.1435 488 295.5716 0.2962963 -0.2377274
Moved 295.1596 488 294.1297 0.2962963 -0.241436
Moved 295.1741 488 292.6908 0.2962963 -0.2451369
Stationary 295.1897 488 292.6908 0.2962963 -0.2451369
Moved 295.2049 488 292 0.2962963 -0.2469136
Stationary 295.2207 488 292 0.2962963 -0.2469136
Moved 295.2386 475.2896 292 0.2668739 -0.2469136
Moved 295.2513 466.934 292 0.2475324 -0.2469136
Moved 295.2671 451.1574 302.7323 0.2110126 -0.2193099
Moved 295.2834 432.0719 312.4641 0.1668332 -0.1942797
Moved 295.2983 405.9573 329.032 0.1063827 -0.1516666
Moved 295.3124 388.6019 341.5787 0.06620814 -0.1193965
Moved 295.3284 377.7989 350.1609 0.04120121 -0.09732281
Moved 295.344 363.3881 361.6896 0.007842779 -0.06767092
Moved 295.3586 352.5773 372.3265 -0.01718218 -0.04031264
Moved 295.3734 345.2337 379.7664 -0.03418132 -0.02117714
Moved 295.3905 338.0437 387.9563 -0.05082478 -0.0001124001
Moved 295.405 332.082 395.1475 -0.06462505 0.01838346
Moved 295.4201 328.9829 400.0171 -0.07179881 0.03090811
Moved 295.4475 324.7379 408.7861 -0.08162514 0.05346219
Moved 295.4581 325 412.5 -0.08101851 0.06301432
Ended 295.4691 325 412.5 -0.08101851 0.06301432
Candidates 295.6485 12 the further trigger there tiger either threw right rude ride rights roger
Began 296.1432 462 210 0.2361111 -0.457819
Stationary 296.1602 462 210 0.2361111 -0.457819
Stationary 296.1758 462 210 0.2361111 -0.457819
Moved 296.1909 462 225.6401 0.2361111 -0.4175923
Moved 296.2057 462 262.8301 0.2361111 -0.3219391
Moved 296.2213 465.434 322.7453 0.2440601 -0.1678363
Ended 296.2361 470 349 0.2546296 -0.1003086
Accept 296.2811 0 the
Began 297.2238 489 304 0.2986111 -0.2160494
Stationary 297.2401 489 304 0.2986111 -0.2160494
Stationary 297.2549 489 304 0.2986111 -0.2160494
Stationary 297.2701 489 304 0.2986111 -0.2160494
Stationary 297.2852 489 304 0.2986111 -0.2160494
Stationary 297.2995 489 304 0.2986111 -0.2160494
Moved 297.3154 476.963 304 0.2707476 -0.2160494
Moved 297.3311 470.2631 304 0.2552386 -0.2160494
Moved 297.3466 462.8929 304 0.2381781 -0.2160494
Moved 297.3619 453.2286 296.5381 0.2158069 -0.2352416
Moved 297.3778 443.6815 294.1947 0.193707 -0.2412688
Moved 297.3935 433.5853 292.655 0.1703364 -0.2452289
Moved 297.4077 420.7427 289.4357 0.1406081 -0.2535091
Moved 297.4231 406.727 287.7727 0.1081643 -0.2577863
Moved 297.4388 390.6876 287 0.07103612 -0.2597736
Moved 297.4555 376.0146 286.1679 0.03707091 -0.2619139
Moved 297.4693 345.8756 286 -0.03269543 -0.2623458
Moved 297.4859 322.752 286 -0.08622224 -0.2623458
Moved 297.502 301.442 286 -0.1355508 -0.2623458
Moved 297.5172 282.01 286 -0.1805324 -0.2623458
Moved 297.5327 265.2073 286 -0.2194274 -0.2623458
