the union will go on strike
the union will go on strike
FixStart
0.6 0.6
432 388.8
Began 2858.155 377 285 0.03935188 -0.2649178
Stationary 2858.174 377 285 0.03935188 -0.2649178
Stationary 2858.187 377 285 0.03935188 -0.2649178
Stationary 2858.202 377 285 0.03935188 -0.2649178
Stationary 2858.218 377 285 0.03935188 -0.2649178
Moved 2858.231 371.5713 299.0715 0.02678533 -0.2287256
Moved 2858.248 363.4789 309.8338 0.008052985 -0.2010448
Moved 2858.264 355 330 -0.01157408 -0.149177
Moved 2858.279 348.2415 344.7698 -0.02721876 -0.1111888
Moved 2858.295 339.6496 366.9343 -0.04710734 -0.05418133
Moved 2858.311 332.5 390 -0.06365741 0.005143954
Moved 2858.325 328.9744 402.1282 -0.07181858 0.03633782
Moved 2858.342 326.1021 409.2446 -0.07846727 0.05464146
Moved 2858.356 327 413.5157 -0.07638887 0.06562672
Moved 2858.372 327 419.2767 -0.07638887 0.08044399
Moved 2858.387 327 422.0449 -0.07638887 0.08756402
Moved 2858.404 327 425.7842 -0.07638887 0.09718148
Moved 2858.418 327 428.6487 -0.07638887 0.1045492
Moved 2858.434 327 429.7695 -0.07638887 0.1074317
Moved 2858.449 327 430.5 -0.07638887 0.1093106
Moved 2858.464 340.9322 430 -0.04413844 0.1080246
Moved 2858.479 364.6328 414.7969 0.01072407 0.06892192
Moved 2858.495 380.2537 405.6478 0.04688362 0.0453903
Moved 2858.511 404.5948 386.0449 0.1032286 -0.005028768
Moved 2858.525 421.8437 368.0797 0.1431566 -0.05123554
Moved 2858.54 440.5 343.5 0.1863426 -0.1144548
Moved 2858.558 446.7571 326.5343 0.2008267 -0.1580909
Moved 2858.572 455.3744 302.2725 0.2207741 -0.2204925
Moved 2858.587 459.3295 283.3523 0.2299295 -0.2691557
Moved 2858.603 460.9283 270.7173 0.2336302 -0.3016531
Moved 2858.618 461 263.2902 0.2337964 -0.3207557
Moved 2858.634 461 254.1006 0.2337964 -0.3443916
Moved 2858.649 461 245.7041 0.2337964 -0.3659874
Moved 2858.664 461 243.696 0.2337964 -0.3711521
Moved 2858.679 451.2625 241.9181 0.2112556 -0.3757251
Moved 2858.695 438.7852 242 0.1823732 -0.3755144
Moved 2858.709 426.6995 247.8403 0.1543971 -0.3604929
Moved 2858.726 411.0279 258.6481 0.1181201 -0.3326954
Moved 2858.741 398.5 267 0.08912037 -0.311214
Moved 2858.757 382.5464 280.5033 0.05219062 -0.2764833
Moved 2858.771 370.7811 293.6213 0.02495627 -0.2427436
Moved 2858.788 356.5755 308.0743 -0.00792702 -0.2055702
Moved 2858.803 344.8741 323.9232 -0.03501371 -0.1648068
Moved 2858.82 333.5 339 -0.06134262 -0.1260288
Moved 2858.833 323.439 352.0732 -0.08463193 -0.09240445
Moved 2858.849 310.247 372.9216 -0.1151689 -0.03878181
Moved 2858.864 297.556 391.3104 -0.1445462 0.008514192
Ended 2858.88 282.1192 417.5214 -0.1802796 0.07592958
Candidates 2859.002 12 the time tune there rubber trigger right wine tribe tiger summer robert
Began 2859.417 383 268 0.05324075 -0.308642
Stationary 2859.435 383 268 0.05324075 -0.308642
Moved 2859.451 383 280.0221 0.05324075 -0.277721
Moved 2859.466 383 311.2714 0.05324075 -0.1973472
Moved 2859.482 394.6853 358.1806 0.08029014 -0.07669598
Moved 2859.497 400 413 0.09259263 0.06430033
Ended 2859.514 406 438 0.1064815 0.1286007
Accept 2859.557 0 the
Began 2859.971 380 314 0.04629632 -0.1903292
Stationary 2859.99 380 314 0.04629632 -0.1903292
Stationary 2860.005 380 314 0.04629632 -0.1903292
Stationary 2860.02 380 314 0.04629632 -0.1903292
Stationary 2860.036 380 314 0.04629632 -0.1903292
Moved 2860.052 380 321.5834 0.04629632 -0.1708247
Moved 2860.067 380 334.1835 0.04629632 -0.1384171
Moved 2860.083 393.2591 361.9913 0.07698854 -0.06689472
Moved 2860.097 399.5463 387.2071 0.0915423 -0.002039372
Moved 2860.115 411.0729 423.228 0.1182244 0.09060683
Moved 2860.129 416.7749 440.3247 0.1314234 0.1345799
Moved 2860.144 422.5021 449.0042 0.1446807 0.1569036
Moved 2860.161 426.9531 455.2708 0.1549839 0.1730214
Moved 2860.175 430.4982 461.4982 0.1631903 0.1890386
Moved 2860.191 432.1857 464.3713 0.1670965 0.1964282
Moved 2860.206 433.1854 465.1854 0.1694106 0.1985219
Moved 2860.221 434 466.6954 0.1712963 0.2024059
Stationary 2860.237 434 467 0.1712963 0.2031892
Moved 2860.252 435.5 467 0.1747686 0.2031892
Moved 2860.268 436.0003 453.9965 0.1759266 0.1697439
Moved 2860.283 437.4351 420.9928 0.1792479 0.08485802
Moved 2860.299 437 383.1663 0.1782407 -0.01243254
Moved 2860.314 437 351.1142 0.1782407 -0.09487096
Moved 2860.33 424.0975 307.9918 0.1483739 -0.2057826
Moved 2860.353 423.6946 264.1136 0.1474412 -0.3186378
Stationary 2860.364 423.6946 264.1136 0.1474412 -0.3186378
Moved 2860.375 423 238.976 0.1458333 -0.3832924
Moved 2860.391 423 217.277 0.1458333 -0.4391024
