good jobs for those with education
good jobs for those with education
Basic
0.6 0.6
432 388.8
Began 2032.329 264 388 -0.2222222 -3.924585E-08
Stationary 2032.341 264 388 -0.2222222 -3.924585E-08
Stationary 2032.355 264 388 -0.2222222 -3.924585E-08
Stationary 2032.37 264 388 -0.2222222 -3.924585E-08
Stationary 2032.386 264 388 -0.2222222 -3.924585E-08
Moved 2032.402 284.0529 396.2299 -0.1758035 0.02116729
Moved 2032.418 313.8108 416.5405 -0.1069196 0.07340662
Moved 2032.434 354.1322 442.5164 -0.01358285 0.1402169
Moved 2032.449 386.022 464.9044 0.06023616 0.1977993
Moved 2032.464 431.5764 500.545 0.1656861 0.2894676
Moved 2032.481 449.7464 517.7465 0.2077463 0.33371
Moved 2032.496 464.6768 530.3414 0.2423075 0.3661044
Moved 2032.511 475.6488 541.6487 0.2677055 0.395187
Moved 2032.526 484.2878 550.2878 0.2877032 0.4174067
Moved 2032.542 488.4561 554.4561 0.297352 0.4281276
Moved 2032.558 490.7101 556.7101 0.3025698 0.4339251
Moved 2032.572 492.0623 558.0623 0.3056997 0.4374028
Moved 2032.588 492 559.4924 0.3055556 0.4410812
Stationary 2032.603 492 559 0.3055556 0.4398148
Stationary 2032.619 492 559 0.3055556 0.4398148
Moved 2032.634 475.6961 559 0.2678151 0.4398148
Moved 2032.649 462.6832 550.1981 0.2376926 0.4171759
Moved 2032.665 447 547.5 0.2013889 0.4102365
Moved 2032.682 423.4977 538.6356 0.1469854 0.387437
Moved 2032.696 396.8022 529.6007 0.08519023 0.3641993
Moved 2032.711 373.1864 520.269 0.03052403 0.3401981
Moved 2032.727 352.4634 511.3415 -0.01744573 0.3172362
Moved 2032.743 336 504.5 -0.05555556 0.2996398
Moved 2032.758 319.1175 497.0588 -0.09463543 0.2805009
Moved 2032.774 300.3966 489.8448 -0.1379707 0.2619466
Moved 2032.787 292.3368 485.1684 -0.1566277 0.2499186
Moved 2032.804 272.5651 473.3767 -0.2023956 0.2195902
Moved 2032.822 259.5479 464.6986 -0.2325279 0.1972699
Moved 2032.836 250.2794 456.9139 -0.2539828 0.1772476
Moved 2032.85 240.2084 449.7203 -0.2772954 0.1587455
Moved 2032.865 231.8317 442.5264 -0.2966858 0.1402428
Moved 2032.88 225.4531 436.4531 -0.3114513 0.124622
Moved 2032.896 221.2444 431.0554 -0.3211936 0.1107392
Moved 2032.911 215.2281 424.5351 -0.3351201 0.09396882
Moved 2032.927 210.6189 417.3648 -0.3457896 0.07552668
Moved 2032.942 206.867 412.8669 -0.3544746 0.06395811
Moved 2032.958 203.9895 409.9895 -0.3611355 0.05655728
Moved 2032.976 202.556 407.1121 -0.3644536 0.04915645
Moved 2032.988 201 405.1172 -0.3680556 0.0440258
Moved 2033.004 200.0235 404.0235 -0.370316 0.04121266
Moved 2033.02 198.5931 402.5931 -0.3736271 0.03753356
Moved 2033.035 198 401.1539 -0.375 0.03383193
Moved 2033.05 196.7156 401 -0.3779731 0.03343609
Stationary 2033.065 196.7156 401 -0.3779731 0.03343609
Ended 2033.081 197 401 -0.3773148 0.03343609
Candidates 2033.248 12 does sites died doors dies sits suits sorts fits sports sierra spots
Began 2034.048 352 381 -0.01851852 -0.01800419
Stationary 2034.069 352 381 -0.01851852 -0.01800419
Stationary 2034.084 352 381 -0.01851852 -0.01800419
Ended 2034.098 352 381 -0.01851852 -0.01800419
NextCandidatePanel 2034.142
Began 2034.605 362 373 0.004629592 -0.03858032
Stationary 2034.623 362 373 0.004629592 -0.03858032
Ended 2034.637 362 373 0.004629592 -0.03858032
NextCandidatePanel 2034.681
Began 2035.36 358 381 -0.004629641 -0.01800419
Stationary 2035.393 358 381 -0.004629641 -0.01800419
Stationary 2035.404 358 381 -0.004629641 -0.01800419
Ended 2035.416 358 381 -0.004629641 -0.01800419
NextCandidatePanel 2035.452
Began 2035.498 360 390 0 0.005143954
Stationary 2035.516 360 390 0 0.005143954
Ended 2035.534 360 390 0 0.005143954
Cancel 2035.56
Backspace 2036.699
Began 2037.548 324 348 -0.08333336 -0.1028807
Stationary 2037.568 324 348 -0.08333336 -0.1028807
Stationary 2037.582 324 348 -0.08333336 -0.1028807
Stationary 2037.597 324 348 -0.08333336 -0.1028807
Stationary 2037.612 324 348 -0.08333336 -0.1028807
Stationary 2037.628 324 348 -0.08333336 -0.1028807
Stationary 2037.643 324 348 -0.08333336 -0.1028807
Stationary 2037.659 324 348 -0.08333336 -0.1028807
Moved 2037.675 337.3704 355.6403 -0.05238329 -0.08322986
Moved 2037.69 349.2137 364.4103 -0.02496819 -0.06067307
Moved 2037.705 363.5469 374.0313 0.00821054 -0.03592778
Moved 2037.723 380.323 389.0461 0.04704406 0.002690539
Moved 2037.737 396.5481 402.4111 0.08460212 0.03706547
Moved 2037.752 413.8635 418.8635 0.124684 0.07938126
Moved 2037.768 427 429 0.1550926 0.1054526
Moved 2037.782 440.0049 441.3044 0.1851964 0.1370997
Moved 2037.798 450.9809 451.9809 0.210604 0.1645598
Moved 2037.813 460.4729 461.4729 0.2325762 0.1889734
Moved 2037.831 470.1233 470.1057 0.2549151 0.2111771
Moved 2037.845 477.2613 478.7135 0.2714381 0.2333165
Moved 2037.86 482.5689 484.4611 0.2837243 0.2480996
Moved 2037.876 487.0044 489.0043 0.2939916 0.2597847
Moved 2037.891 488.5925 493.1849 0.2976678 0.2705373
Moved 2037.906 493.54 497.54 0.3091204 0.2817388
Moved 2037.922 496.5708 501.8561 0.3161361 0.2928398
Moved 2037.937 499.7283 506.4567 0.3234452 0.3046724
Moved 2037.953 502.3174 509.3174 0.3294385 0.3120304
Moved 2037.966 506.8118 515.4157 0.339842 0.3277153
Moved 2037.984 510.0927 521.1853 0.3474366 0.3425547
Moved 2037.998 513.3479 525.4639 0.354972 0.3535592
