want to join us for lunch
want to join us for lunch
Basic
0.6 0.6
432 388.8
Began 293.3534 341 442 -0.04398147 0.1388888
Stationary 293.3723 341 442 -0.04398147 0.1388888
Stationary 293.3849 341 442 -0.04398147 0.1388888
Stationary 293.3996 341 442 -0.04398147 0.1388888
Moved 293.4159 321.7598 453.7579 -0.08851905 0.1691304
Moved 293.4403 284.8403 479.4398 -0.1739808 0.2351846
Moved 293.4532 264.593 495.2484 -0.2208495 0.2758444
Stationary 293.4646 264.593 495.2484 -0.2208495 0.2758444
Moved 293.4777 255.0493 503.2324 -0.2429415 0.2963796
Moved 293.4935 241.5549 515.4451 -0.2741785 0.3277909
Moved 293.509 234.2218 522.7782 -0.2911533 0.3466517
Moved 293.5277 229.3911 529.4134 -0.3023355 0.3637174
Moved 293.5413 225.2825 534.9566 -0.311846 0.3779747
Moved 293.5536 223.6428 538.0358 -0.3156416 0.3858944
Moved 293.5705 221.8827 541.2346 -0.319716 0.3941219
Moved 293.5851 220.8692 544.3925 -0.3220621 0.4022439
Moved 293.6006 220 545 -0.3240741 0.4038065
Moved 293.6156 218.9488 546.0512 -0.3265074 0.4065103
Stationary 293.6302 219 546 -0.3263889 0.4063785
Stationary 293.6456 219 546 -0.3263889 0.4063785
Stationary 293.6608 219 546 -0.3263889 0.4063785
Stationary 293.6766 219 546 -0.3263889 0.4063785
Moved 293.6921 218 546 -0.3287037 0.4063785
Moved 293.7082 215.2618 511.7729 -0.335042 0.318346
Moved 293.7262 213.1938 476.2313 -0.3398293 0.2269322
Moved 293.7386 211.7651 436.4227 -0.3431363 0.1245438
Moved 293.7543 211.3205 409.8074 -0.3441655 0.0560888
Moved 293.7706 208.778 383.8912 -0.3500509 -0.01056789
Moved 293.7877 208.4711 366.7109 -0.3507614 -0.05475597
Moved 293.8013 208 354.7532 -0.3518518 -0.08551138
Moved 293.8177 206.9227 342.3047 -0.3543455 -0.117529
Moved 293.8346 207 332.5 -0.3541667 -0.142747
Moved 293.8489 207 327.2248 -0.3541667 -0.1563148
Moved 293.8633 207 321.4708 -0.3541667 -0.1711144
Moved 293.8798 220.5949 314.0538 -0.322697 -0.1901907
Moved 293.894 237.0233 305.4883 -0.2846684 -0.2122214
Moved 293.9097 264 296.5 -0.2222222 -0.2353395
Moved 293.9265 309.8692 289.8067 -0.1160435 -0.2525549
Moved 293.94 361.2943 281.4509 0.002996127 -0.274046
Moved 293.956 397.9535 272.0552 0.08785536 -0.2982118
Moved 293.9722 423.5584 264.2005 0.1471259 -0.3184143
Moved 293.9853 436.5074 256.2463 0.1771006 -0.3388728
Moved 294.0014 445.2104 251.8948 0.1972463 -0.3500649
Moved 294.0169 449.4205 249.053 0.2069919 -0.3573742
Moved 294.0333 451.5667 247.4333 0.21196 -0.3615397
Moved 294.0486 453.0033 245.9967 0.2152855 -0.3652349
Stationary 294.0628 453 246 0.2152778 -0.3652264
Moved 294.0788 454 261.8289 0.2175926 -0.3245143
Moved 294.0941 454 283.9218 0.2175926 -0.267691
Moved 294.109 446.3648 324.5609 0.1999186 -0.1631666
Moved 294.125 439.1776 348.0839 0.1832815 -0.1026649
Moved 294.1406 437.605 359.3698 0.1796413 -0.07363755
Moved 294.1556 425.7477 388.3396 0.1521936 0.0008734558
Moved 294.1725 414.8857 408.95 0.1270503 0.05388362
Moved 294.1859 398.9595 442.4943 0.09018401 0.1401602
Moved 294.2022 385.861 466.2432 0.05986353 0.2012427
Moved 294.2187 371.4359 487.8461 0.02647201 0.2568059
Moved 294.2331 359.9337 502.9625 -0.0001533826 0.2956854
Moved 294.2482 349.8991 515.1233 -0.02338161 0.3269631
Moved 294.2645 335.5889 530.8522 -0.05650709 0.3674181
Moved 294.2792 320.9984 548.8907 -0.09028146 0.4138134
Moved 294.2948 306.7191 564.609 -0.1233354 0.4542412
Ended 294.311 286 586 -0.1712963 0.5092591
Candidates 294.4453 12 grant rant frame want table yankee range rabbit frankly stable strange gravity
Began 295.3856 357 404 -0.006944438 0.04115226
Stationary 295.4044 357 404 -0.006944438 0.04115226
Moved 295.4212 369.6503 370.5065 0.02233873 -0.04499357
Moved 295.4371 379.0089 335.9643 0.04400213 -0.1338368
Ended 295.4518 381 273 0.04861106 -0.295782
Accept 295.4942 3 want
Began 295.9308 351 483 -0.02083332 0.2443414
Stationary 295.9439 351 483 -0.02083332 0.2443414
Stationary 295.9588 351 483 -0.02083332 0.2443414
Stationary 295.9742 351 483 -0.02083332 0.2443414
Stationary 295.9902 351 483 -0.02083332 0.2443414
Moved 296.0054 351 491.324 -0.02083332 0.2657509
Moved 296.0211 351 495.5424 -0.02083332 0.2766008
Moved 296.0426 345.0586 502.5463 -0.03458659 0.2946149
Stationary 296.053 345.0586 502.5463 -0.03458659 0.2946149
Moved 296.0665 342.7552 509.2237 -0.03991843 0.3117893
Moved 296.0833 342.3271 517.7099 -0.0409094 0.3336159
Moved 296.0984 340.8852 530.033 -0.04424715 0.365311
Moved 296.1137 340.4484 540.9648 -0.04525841 0.3934278
Moved 296.1293 340 551.9833 -0.04629632 0.4217676
Moved 296.1441 340 561.9697 -0.04629632 0.4474528
Moved 296.1594 339 572.6644 -0.04861111 0.4749597
Moved 296.1759 337.9995 584.0049 -0.0509272 0.5041277
Moved 296.192 338 592.6354 -0.05092591 0.5263255
Moved 296.2061 337.122 597.5121 -0.05295838 0.5388684
Moved 296.2217 337 600.6335 -0.05324075 0.5468966
Moved 296.2368 337 601.7541 -0.05324075 0.5497789
Moved 296.2523 337 603.1942 -0.05324075 0.5534829
Stationary 296.2681 337 603.1942 -0.05324075 0.5534829
Moved 296.2839 337 604.3148 -0.05324075 0.5563651
Stationary 296.2973 337 604 -0.05324075 0.5555555
Stationary 296.3127 337 604 -0.05324075 0.5555555
Stationary 296.3284 337 604 -0.05324075 0.5555555
Stationary 296.3442 337 604 -0.05324075 0.5555555
Moved 296.36 345.513 604 -0.03353482 0.5555555
Moved 296.3774 364.0074 591.5333 0.009276371 0.523491
Moved 296.391 376.1598 588.4001 0.03740688 0.5154322
Moved 296.4066 410.6166 578.715 0.117168 0.4905221
Moved 296.4222 439.3931 567.4427 0.1837803 0.4615296
Moved 296.437 462.8436 560.467 0.2380638 0.4435878
Moved 296.4525 484.9654 554.2092 0.2892718 0.4274927
Moved 296.4687 500.7224 549.7283 0.3257464 0.4159678
Moved 296.4839 514.7153 547.9285 0.3581372 0.4113385
Moved 296.4984 521.9985 546.8574 0.3749965 0.4085837
Moved 296.5151 531.1362 547 0.3961487 0.4089505
Moved 296.5307 538.3303 547 0.4128015 0.4089505
Ended 296.5461 545 547 0.4282407 0.4089505
Candidates 296.5888 12 to too trip tripp top rio trio rip rp tip yep tp
Began 297.0341 387 441 0.06250004 0.1363167
Stationary 297.0538 387 441 0.06250004 0.1363167
Moved 297.0699 401.0273 487.2695 0.09497066 0.2553228
Moved 297.085 420.119 547.4165 0.1391643 0.4100218
Moved 297.0991 420 593.9001 0.1388889 0.5295783
Ended 297.1165 420 622 0.1388889 0.6018518
Accept 297.1759 0 to
Began 297.5127 400 434 0.09259263 0.1183127
Stationary 297.5384 400 434 0.09259263 0.1183127
Stationary 297.5481 400 434 0.09259263 0.1183127
Stationary 297.5623 400 434 0.09259263 0.1183127
Stationary 297.5778 400 434 0.09259263 0.1183127
Stationary 297.5921 400 434 0.09259263 0.1183127
Stationary 297.6064 400 434 0.09259263 0.1183127
Stationary 297.6236 400 434 0.09259263 0.1183127
Stationary 297.6388 400 434 0.09259263 0.1183127
Moved 297.656 412.8647 426.3608 0.1223719 0.09866447
Moved 297.6716 417.1563 424.6146 0.1323063 0.09417318
Moved 297.686 420.7167 422.1889 0.1405479 0.08793438
