a picture is worth many words
a picture is worth many words
FixStart
0.6 0.6
432 388.8
Began 349.5122 515 465 0.3587963 0.1980452
Stationary 349.5342 515 465 0.3587963 0.1980452
Stationary 349.5474 515 465 0.3587963 0.1980452
Stationary 349.5618 515 465 0.3587963 0.1980452
Moved 349.5768 503.7871 465 0.3328406 0.1980452
Moved 349.5933 496.5858 465 0.3161708 0.1980452
Moved 349.6096 486.8418 465 0.2936154 0.1980452
Moved 349.6246 477.2119 465 0.2713238 0.1980452
Moved 349.6471 449.3031 479.2323 0.2067201 0.2346509
Moved 349.6613 432.7653 483.5587 0.1684382 0.2457783
Stationary 349.6723 432.7653 483.5587 0.1684382 0.2457783
Moved 349.6841 413.9985 486.7146 0.1249965 0.2538955
Moved 349.7002 396.4585 489.9236 0.08439472 0.2621491
Moved 349.7152 380.0695 491.3275 0.04645725 0.26576
Moved 349.7317 361.2376 493 0.002864798 0.2700616
Moved 349.7472 346.7096 493 -0.03076474 0.2700616
Moved 349.7617 330.6725 493 -0.06788786 0.2700616
Moved 349.7786 318.9228 493 -0.0950862 0.2700616
Moved 349.7931 308.3633 485.4152 -0.1195295 0.2505533
Ended 349.8089 294.6072 480.9822 -0.1513722 0.2391516
Candidates 349.901 12 a as gas ass faa aa da fda has ga aaa sa
Began 350.3599 440 424 0.1851852 0.09259254
Stationary 350.38 440 424 0.1851852 0.09259254
Stationary 350.393 440 424 0.1851852 0.09259254
Moved 350.4088 440 432.5976 0.1851852 0.1147056
Moved 350.4259 431.8398 443.1602 0.1662959 0.1418728
Moved 350.4422 427.2348 457.1895 0.1556362 0.1779563
Moved 350.4571 422.1858 475.1949 0.1439486 0.2242666
Moved 350.4722 415.3902 497.1514 0.128218 0.280739
Moved 350.487 413.1494 506.119 0.1230309 0.3038038
Moved 350.503 411.248 533.2807 0.1186295 0.3736643
Moved 350.518 411 550.5906 0.1180555 0.4181856
Ended 350.5343 411 571.5 0.1180555 0.471965
Accept 350.5922 0 a
Began 351.5002 410 437 0.1157407 0.1260288
Stationary 351.5211 410 437 0.1157407 0.1260288
Stationary 351.5356 410 437 0.1157407 0.1260288
Stationary 351.5505 410 437 0.1157407 0.1260288
Stationary 351.5644 410 437 0.1157407 0.1260288
Stationary 351.5793 410 437 0.1157407 0.1260288
Stationary 351.596 410 437 0.1157407 0.1260288
Stationary 351.6113 410 437 0.1157407 0.1260288
Stationary 351.6275 410 437 0.1157407 0.1260288
Stationary 351.6428 410 437 0.1157407 0.1260288
Stationary 351.6592 410 437 0.1157407 0.1260288
Stationary 351.6717 410 437 0.1157407 0.1260288
Stationary 351.6883 410 437 0.1157407 0.1260288
Moved 351.7039 425.1398 449.3548 0.1507865 0.1578054
Moved 351.7203 429.5153 453.5153 0.1609149 0.1685062
Moved 351.7351 434.9361 457.7489 0.1734632 0.1793953
Moved 351.7492 444.8118 463.5412 0.1963235 0.1942931
Moved 351.7654 454.0479 469.0273 0.2177034 0.2084035
Moved 351.7821 463.7332 474.5618 0.2401233 0.2226384
Moved 351.7963 473.4521 480.8943 0.2626206 0.2389257
Moved 351.8118 483.1413 487.8152 0.2850493 0.2567262
Moved 351.8279 492.8368 494.1924 0.3074926 0.2731286
Moved 351.8437 500.8746 499.4818 0.3260985 0.286733
Moved 351.8583 509.8937 504.9393 0.3469762 0.3007696
Moved 351.874 520.8293 511.7683 0.3722901 0.318334
Moved 351.8901 530.2169 516.9811 0.3940205 0.3317414
Moved 351.9048 542.0369 523.576 0.4213816 0.3487037
Moved 351.9193 552.0002 529.5001 0.4444449 0.3639405
Moved 351.9358 562.185 535.5343 0.4680208 0.3794605
Moved 351.9511 571.8461 541.0549 0.4903844 0.3936596
Moved 351.9663 580.2381 547.6786 0.5098104 0.4106959
Moved 351.9816 590.2645 555.5124 0.5330196 0.4308445
Moved 351.9966 598.8704 561.5803 0.5529408 0.4464514
Moved 352.012 607.0978 568.5815 0.5719856 0.4644584
Moved 352.0286 613.5782 574.5782 0.5869866 0.479882
Moved 352.0433 620.3905 580.1124 0.6027557 0.4941162
Moved 352.0579 626.6429 589.9644 0.617229 0.5194557
