that is a very odd question
that is a very odd question
Basic
0.6 0.6
432 388.8
Began 4759.354 316 634 -0.1018519 0.632716
Stationary 4759.372 316 634 -0.1018519 0.632716
Stationary 4759.386 316 634 -0.1018519 0.632716
Stationary 4759.4 316 634 -0.1018519 0.632716
Stationary 4759.415 316 634 -0.1018519 0.632716
Stationary 4759.431 316 634 -0.1018519 0.632716
Moved 4759.446 316 623.2609 -0.1018519 0.6050947
Moved 4759.462 316 618.9384 -0.1018519 0.5939772
Moved 4759.477 324.5321 614.7339 -0.08210167 0.5831634
Moved 4759.493 328.5 607.5 -0.07291664 0.5645576
Moved 4759.508 333.8897 600.1379 -0.0604405 0.545622
Moved 4759.523 339.6253 590.1557 -0.04716367 0.5199477
Moved 4759.54 345.39 581.7625 -0.03381948 0.4983603
Moved 4759.555 351.1451 571.9962 -0.02049749 0.473241
Moved 4759.569 355.1812 565.3647 -0.01115476 0.456185
Moved 4759.585 359.5174 559.6033 -0.00111714 0.4413663
Moved 4759.601 363.8018 552.6636 0.008800627 0.4235173
Moved 4759.616 369.1652 545.3914 0.02121568 0.4048131
Moved 4759.631 373.4302 538.2831 0.0310884 0.3865305
Moved 4759.647 377.1767 532.0582 0.03976097 0.3705199
Moved 4759.662 381.0549 524.9086 0.04873812 0.352131
Moved 4759.678 388.3874 517.6126 0.06571163 0.3333657
Moved 4759.693 391.3498 511.6255 0.07256895 0.3179667
Moved 4759.708 395.0053 504.9911 0.08103093 0.3009029
Moved 4759.726 400.7587 496.362 0.09434879 0.2787088
Moved 4759.739 406.4807 486.0386 0.1075942 0.2521568
Moved 4759.754 410.9212 477.1576 0.1178731 0.2293147
Moved 4759.77 415.2434 470.0088 0.1278783 0.2109278
Moved 4759.785 420.745 460.6962 0.1406134 0.1869758
Moved 4759.801 424.5 453 0.1493056 0.167181
Moved 4759.816 429.0647 442.3384 0.1598719 0.1397591
Moved 4759.832 432.4121 432.7636 0.1676206 0.1151326
Moved 4759.848 435.9265 425.1469 0.1757559 0.09554239
Moved 4759.863 439.152 414.3918 0.1832223 0.06788026
Moved 4759.879 441.5199 406.4005 0.1887034 0.04732618
Moved 4759.893 442.9606 399.1971 0.1920383 0.02879904
Moved 4759.91 444.3986 392.0071 0.1953671 0.0103062
Moved 4759.925 444 389.8591 0.1944444 0.004781558
Moved 4759.94 444 384.2234 0.1944444 -0.009713388
Moved 4759.956 444 376.9706 0.1944444 -0.02836785
Moved 4759.97 431.1213 367.2815 0.1646327 -0.05328842
Moved 4759.986 422.399 359.6658 0.1444421 -0.07287602
Moved 4760.001 410.3565 352.8837 0.116566 -0.0903197
Moved 4760.017 396.4845 348.5453 0.08445481 -0.1014781
Moved 4760.032 386.359 347.8359 0.06101618 -0.1033029
Moved 4760.048 360.0515 347 0.0001192093 -0.1054527
Moved 4760.064 343.0739 347 -0.03918082 -0.1054527
Moved 4760.08 326.4199 347 -0.07773165 -0.1054527
Moved 4760.094 311.6256 356.3369 -0.1119777 -0.08143805
Moved 4760.108 292.5877 361.973 -0.1560469 -0.06694181
Moved 4760.126 277.6807 364.8638 -0.1905539 -0.05950668
Moved 4760.141 261.6431 369.0952 -0.227678 -0.04862365
Moved 4760.155 242.6625 374.95 -0.2716147 -0.03356478
Moved 4760.17 227.9829 380.6724 -0.3055951 -0.0188468
Moved 4760.186 215.4537 384.0639 -0.3345979 -0.01012374
Moved 4760.202 203.4245 389.186 -0.3624432 0.003050345
Moved 4760.217 192.1044 393.7108 -0.3886472 0.01468827
Moved 4760.231 185.2565 398.7106 -0.4044988 0.02754769
Moved 4760.248 180.523 401.6513 -0.4154559 0.03511135
Moved 4760.263 176.3815 405.6185 -0.4250428 0.04531503
Moved 4760.279 175.3642 408.9074 -0.4273977 0.05377412
Moved 4760.294 173.9162 413.2514 -0.4307495 0.06494699
Moved 4760.309 174 420.5 -0.4305556 0.08359041
Moved 4760.326 184.5383 434.7062 -0.4061614 0.120129
Moved 4760.341 199.0859 450.4944 -0.3724864 0.1607367
Moved 4760.356 216.4278 461.1691 -0.3323431 0.1881919
Moved 4760.372 236.7514 471.884 -0.2852977 0.2157508
Moved 4760.387 259.6265 484.7274 -0.232346 0.2487844
Moved 4760.402 278.9725 493.1311 -0.1875636 0.2703988
Moved 4760.417 299.1669 501.7858 -0.1408173 0.2926589
Moved 4760.434 311.2085 504.9849 -0.1129433 0.3008871
Moved 4760.448 323.4853 508.3713 -0.0845248 0.309597
Ended 4760.463 335.5 514 -0.05671298 0.324074
Candidates 4760.619 12 that under relate what today insert offset welfare hillary roommate phase okay
Began 4761.031 384 423 0.0555556 0.09002049
Stationary 4761.05 384 423 0.0555556 0.09002049
Stationary 4761.064 384 423 0.0555556 0.09002049
Moved 4761.08 384 448.7895 0.0555556 0.1563515
Moved 4761.095 388.0007 466.573 0.06481647 0.202091
Moved 4761.111 391 485.2106 0.07175922 0.2500273
