a picture is worth many words
a picture is worth many words
FixStart
0.6 0.6
432 388.8
Began 1692.04 414 466 0.125 0.2006171
Stationary 1692.053 414 466 0.125 0.2006171
Stationary 1692.062 414 466 0.125 0.2006171
Stationary 1692.075 414 466 0.125 0.2006171
Moved 1692.093 393.3777 466 0.07726311 0.2006171
Moved 1692.107 376.3959 466 0.03795346 0.2006171
Moved 1692.122 353.7194 466 -0.01453837 0.2006171
Moved 1692.138 328.1221 476.1679 -0.07379134 0.2267692
Moved 1692.153 306 474 -0.125 0.2211934
Moved 1692.168 285.5981 475 -0.1722265 0.2237653
Moved 1692.184 267.1083 475 -0.215027 0.2237653
Moved 1692.2 252.0685 475 -0.2498414 0.2237653
Moved 1692.215 238.9008 475 -0.2803222 0.2237653
Moved 1692.23 229.0434 471.0434 -0.3031402 0.2135889
Moved 1692.246 218.9128 466.9875 -0.3265907 0.2031571
Moved 1692.261 213.2177 465.5544 -0.3397739 0.1994712
Moved 1692.277 209.438 466 -0.3485232 0.2006171
Moved 1692.292 205.8695 466 -0.3567837 0.2006171
Moved 1692.308 204.491 466 -0.3599744 0.2006171
Ended 1692.323 203 465 -0.3634259 0.1980452
Candidates 1692.474 12 a as gas ass faa aa da fda ga aaa sa has
Began 1692.8 345 375 -0.03472224 -0.03343629
Stationary 1692.816 345 375 -0.03472224 -0.03343629
Stationary 1692.832 345 375 -0.03472224 -0.03343629
Stationary 1692.847 345 375 -0.03472224 -0.03343629
Stationary 1692.865 345 375 -0.03472224 -0.03343629
Moved 1692.879 345 386.6497 -0.03472224 -0.003473022
Moved 1692.893 345 395.4767 -0.03472224 0.01923008
Moved 1692.91 345 408.9814 -0.03472224 0.05396446
Moved 1692.923 345 428.546 -0.03472224 0.1042847
Moved 1692.939 345 460.4469 -0.03472224 0.1863345
Moved 1692.956 345 487.722 -0.03472224 0.2564867
Moved 1692.969 345 505.1203 -0.03472224 0.3012353
Moved 1692.984 351.1292 522.5072 -0.02053425 0.3459547
Moved 1693 352 535.8298 -0.01851852 0.3802205
Moved 1693.014 353 540.27 -0.01620372 0.3916408
Moved 1693.031 353.8718 543.6154 -0.01418566 0.4002452
Ended 1693.049 355.2725 545.2725 -0.01094321 0.4045074
Accept 1693.106 0 a
Began 1693.428 356 374 -0.009259283 -0.03600823
Stationary 1693.448 356 374 -0.009259283 -0.03600823
Stationary 1693.463 356 374 -0.009259283 -0.03600823
Stationary 1693.477 356 374 -0.009259283 -0.03600823
Stationary 1693.493 356 374 -0.009259283 -0.03600823
Stationary 1693.509 356 374 -0.009259283 -0.03600823
Moved 1693.523 362.3364 391.8644 0.005408327 0.009939327
Moved 1693.539 373.1229 406.782 0.03037701 0.04830768
Moved 1693.555 384.7802 428.4738 0.05736173 0.1040993
Moved 1693.571 393 442 0.07638891 0.1388888
Moved 1693.586 403.7074 457.6238 0.1011745 0.1790735
Moved 1693.6 418.0757 474.8908 0.1344344 0.2234845
Moved 1693.616 431.4188 488.2607 0.1653212 0.2578721
Moved 1693.632 443.2883 497.7162 0.192797 0.2821919
Moved 1693.647 451.5 505 0.2118056 0.3009258
Moved 1693.663 463.2112 511.8075 0.2389149 0.3184348
Moved 1693.679 476.233 519.2405 0.2690578 0.3375527
Moved 1693.694 487.1054 524.3685 0.2942255 0.3507419
Moved 1693.709 497.965 529.4825 0.3193635 0.3638953
Moved 1693.731 517.0232 536.0078 0.3634796 0.3806783
Stationary 1693.742 517.0232 536.0078 0.3634796 0.3806783
Moved 1693.755 527.1163 538.8904 0.3868434 0.3880925
Moved 1693.771 533.0986 540.171 0.4006912 0.3913863
Moved 1693.786 543.1971 542.0281 0.4240673 0.3961628
Moved 1693.802 550.3687 544.9475 0.4406683 0.4036715
Moved 1693.817 556.621 545 0.4551413 0.4038065
Moved 1693.832 561.0401 546.3467 0.4653706 0.4072702
Moved 1693.847 563.5819 546 0.4712544 0.4063785
Moved 1693.863 565.2289 546 0.475067 0.4063785
Moved 1693.878 566.255 546 0.4774422 0.4063785
Stationary 1693.894 566 546 0.4768519 0.4063785
Stationary 1693.909 566 546 0.4768519 0.4063785
Stationary 1693.925 566 546 0.4768519 0.4063785
