are you sure you want this
are you sure you want this
FixStart
0.6 0.6
432 388.8
Began 2910.181 386 273 0.06018519 -0.295782
Stationary 2910.201 386 273 0.06018519 -0.295782
Stationary 2910.215 386 273 0.06018519 -0.295782
Stationary 2910.23 386 273 0.06018519 -0.295782
Stationary 2910.245 386 273 0.06018519 -0.295782
Moved 2910.261 373.3871 273 0.03098875 -0.295782
Moved 2910.277 365 273 0.01157403 -0.295782
Moved 2910.292 353.6855 273 -0.014617 -0.295782
Moved 2910.309 338.9564 273 -0.04871204 -0.295782
Moved 2910.322 329.5 273 -0.07060184 -0.295782
Moved 2910.338 313.406 273 -0.1078564 -0.295782
Moved 2910.353 300.312 273 -0.1381667 -0.295782
Moved 2910.369 291.0795 273 -0.1595382 -0.295782
Moved 2910.384 281.0534 273 -0.1827468 -0.295782
Moved 2910.4 272.5 273 -0.2025463 -0.295782
Moved 2910.415 264.8988 267.2584 -0.2201416 -0.3105495
Moved 2910.431 257.7336 264.7467 -0.2367277 -0.3170096
Moved 2910.446 249.9207 262.3842 -0.2548131 -0.3230861
Moved 2910.462 242.8545 260.9709 -0.27117 -0.326721
Moved 2910.477 235.5979 258.0391 -0.2879679 -0.3342616
Moved 2910.492 227.5253 256.1751 -0.3066544 -0.3390558
Moved 2910.507 222.9473 254.649 -0.3172517 -0.3429808
Moved 2910.523 218.7651 255 -0.3269326 -0.3420782
Moved 2910.539 214.2775 255 -0.3373207 -0.3420782
Moved 2910.555 211.4006 253.7003 -0.34398 -0.345421
Moved 2910.57 208.5175 254 -0.350654 -0.3446502
Moved 2910.585 206.8233 254 -0.3545756 -0.3446502
Moved 2910.603 205.3812 254 -0.3579138 -0.3446502
Stationary 2910.616 205 254 -0.3587963 -0.3446502
Moved 2910.631 203.866 254 -0.3614214 -0.3446502
Stationary 2910.646 203.866 254 -0.3614214 -0.3446502
Moved 2910.662 204 270.1996 -0.3611111 -0.3029844
Moved 2910.678 213.4521 282.4329 -0.3392313 -0.2715203
Moved 2910.693 223.4589 295.3236 -0.3160674 -0.2383653
Moved 2910.708 236.2328 308.2328 -0.2864982 -0.2051626
Moved 2910.723 260.441 327.1903 -0.2304606 -0.1564035
Moved 2910.739 279.7867 342.0721 -0.185679 -0.1181273
Moved 2910.754 303.8215 355.082 -0.1300427 -0.08466579
Moved 2910.768 314.9902 364.6602 -0.1041894 -0.06003054
Moved 2910.786 324.2644 370.8429 -0.08272136 -0.04412843
Moved 2910.803 332.2596 378.2595 -0.06421402 -0.02505275
Moved 2910.817 337.2751 384.3669 -0.05260383 -0.009344477
Moved 2910.844 344.5041 392.5041 -0.03587017 0.01158447
Moved 2910.858 346.111 395.2219 -0.03215055 0.01857487
Moved 2910.87 348.5605 398.121 -0.02648031 0.02603138
Stationary 2910.88 348.5605 398.121 -0.02648031 0.02603138
Moved 2910.893 349 401.0068 -0.02546296 0.0334536
Moved 2910.908 350.4421 402.4421 -0.0221248 0.03714526
Moved 2910.924 351.5 405 -0.01967594 0.04372424
Moved 2910.94 351 405.1563 -0.02083332 0.04412631
Moved 2910.958 351 406.5 -0.02083332 0.04758226
Moved 2910.97 351.8694 407.8694 -0.01882081 0.0511045
Moved 2910.985 352 409.3119 -0.01851852 0.05481449
Moved 2911.002 352 409.7519 -0.01851852 0.05594618
Moved 2911.018 352 410.5 -0.01851852 0.05787029
Moved 2911.031 352 411.3132 -0.01851852 0.05996202
Stationary 2911.047 352 411.3132 -0.01851852 0.05996202
Moved 2911.063 352 412.1661 -0.01851852 0.06215543
Moved 2911.08 352 413 -0.01851852 0.06430033
Moved 2911.094 342.8414 414.0176 -0.0397189 0.06691775
Moved 2911.111 337.158 416.921 -0.05287493 0.07438526
Moved 2911.125 332.3981 416.9005 -0.0638933 0.07433232
Moved 2911.138 325.2832 417 -0.08036291 0.0745884
Moved 2911.156 317.0942 417 -0.09931888 0.0745884
Moved 2911.171 309.9178 417 -0.1159311 0.0745884
Moved 2911.187 302.1753 417 -0.1338536 0.0745884
Moved 2911.202 291.532 417 -0.1584908 0.0745884
Moved 2911.218 283.9352 417 -0.1760759 0.0745884
Moved 2911.233 277.3848 417 -0.1912389 0.0745884
Moved 2911.247 271.6343 417 -0.2045501 0.0745884
Moved 2911.264 268.4087 417 -0.2120169 0.0745884
Moved 2911.279 265.0617 417 -0.2197646 0.0745884
