did you have a good time
did you have a good time
FixStart
0.6 0.6
432 388.8
Began 606.6429 362 281 0.004629592 -0.2752058
Stationary 606.662 362 281 0.004629592 -0.2752058
Stationary 606.675 362 281 0.004629592 -0.2752058
Stationary 606.6913 362 281 0.004629592 -0.2752058
Stationary 606.7061 362 281 0.004629592 -0.2752058
Stationary 606.7203 362 281 0.004629592 -0.2752058
Moved 606.7359 348.0475 281 -0.02766793 -0.2752058
Moved 606.7541 338.8363 281 -0.0489901 -0.2752058
Moved 606.7689 329.4716 281 -0.07066762 -0.2752058
Moved 606.7829 319.8002 281 -0.09305507 -0.2752058
Moved 606.7982 312.0801 281 -0.1109257 -0.2752058
Moved 606.8145 309.2648 281 -0.1174425 -0.2752058
Moved 606.8298 308 281 -0.1203704 -0.2752058
Moved 606.8444 306.8649 281 -0.122998 -0.2752058
Stationary 606.8602 306.8649 281 -0.122998 -0.2752058
Stationary 606.876 307 281 -0.1226852 -0.2752058
Moved 606.8917 317.2222 294.6464 -0.09902274 -0.240107
Moved 606.9079 324.5642 300.2513 -0.08202736 -0.2256911
Moved 606.9219 341.1508 310.784 -0.04363229 -0.1986009
Moved 606.9365 357.863 321.5311 -0.004946738 -0.1709592
Moved 606.953 374.4456 335.538 0.0334389 -0.1349331
Moved 606.9686 383.5088 342.0059 0.05441844 -0.1182978
Moved 606.9886 393.613 350.3826 0.0778078 -0.09675273
Moved 607.0013 400.5774 353.9014 0.09392908 -0.08770224
Moved 607.0155 410.4873 360.5642 0.1168687 -0.07056546
Moved 607.0305 418.1211 366.0969 0.1345396 -0.05633515
Moved 607.0455 429.2513 373.032 0.1603038 -0.03849791
Moved 607.0612 434.9459 380.735 0.1734858 -0.01868566
Moved 607.0767 441.8539 387.8538 0.1894765 -0.0003760538
Moved 607.0923 445.5 391.5 0.1979166 0.009002057
Moved 607.1088 446.7062 394.4124 0.2007088 0.0164928
Moved 607.1212 447 396.9773 0.2013889 0.02308975
Moved 607.1381 447 398.3708 0.2013889 0.02667396
Moved 607.1558 447 399 0.2013889 0.02829214
Moved 607.1688 447 400.1382 0.2013889 0.03121969
Moved 607.184 432 400 0.1666667 0.03086416
Moved 607.1993 420.9471 393.663 0.1410811 0.01456516
Moved 607.2145 391.5254 378.7627 0.07297546 -0.0237585
Moved 607.2308 354.1482 357.4946 -0.0135459 -0.07846047
Moved 607.2457 299.6607 322.7738 -0.1396743 -0.1677628
