the facts get in the way
the facts get in the way
Basic
List

0.6 0.6
432 388.8
Began 2288.272 332 526 -0.06481484 0.3549381
Stationary 2288.303 332 526 -0.06481484 0.3549381
Stationary 2288.333 332 526 -0.06481484 0.3549381
Moved 2288.364 345.5 506 -0.03356482 0.3034978
Moved 2288.395 357.6637 479.5045 -0.005408178 0.235351
Moved 2288.426 379.3363 447.5142 0.04476001 0.1530713
Moved 2288.457 405.6479 413.2075 0.1056663 0.06483396
Moved 2288.487 427.5901 389.2509 0.1564584 0.003217258
Moved 2288.518 447.8622 366.1608 0.2033847 -0.05617079
Moved 2288.549 459.9718 351.2852 0.2314163 -0.09443109
Moved 2288.58 467 341.5 0.2476852 -0.1195988
Moved 2288.61 472.9315 335.0685 0.2614155 -0.1361407
Moved 2288.641 474.7191 331.2809 0.2655536 -0.1458825
Moved 2288.672 475 329.9079 0.2662037 -0.1494138
Moved 2288.702 465.2372 330 0.2436046 -0.149177
Moved 2288.733 455.3404 339.9947 0.2206954 -0.1234704
Moved 2288.764 445.7192 347.2808 0.1984241 -0.1047305
Moved 2288.795 425.7072 363.2928 0.1520999 -0.06354728
Moved 2288.825 399.6874 389.3126 0.09186903 0.00337585
Moved 2288.856 372.8217 416.1783 0.02967994 0.07247496
Moved 2288.887 343.908 441.9706 -0.03725002 0.1388133
Moved 2288.918 318.2257 463.9105 -0.09669969 0.1952429
Moved 2288.948 294.8287 481.6888 -0.1508596 0.2409692
Moved 2288.979 269.3515 498.3603 -0.2098345 0.2838484
Moved 2289.01 253.3171 509.2474 -0.2469512 0.3118502
Moved 2289.041 237.1374 517.145 -0.2844042 0.332163
Moved 2289.071 222.9968 524.002 -0.317137 0.3497992
Moved 2289.102 209.9804 528.5098 -0.3472676 0.3613935
Moved 2289.133 201.5 531.5 -0.3668981 0.3690843
Moved 2289.164 194.1752 533 -0.3838537 0.3729423
Moved 2289.194 187.7549 535.7484 -0.3987154 0.3800111
Moved 2289.225 182 538.5 -0.412037 0.3870883
Moved 2289.256 178.7266 541.2734 -0.4196143 0.3942215
Ended 2289.287 179 542.5 -0.4189815 0.3973764
Candidates 2289.379 13 the there enter where threw else time she he under hunter tyler one
Began 2289.993 457 368 0.2245371 -0.05144041
Stationary 2290.024 457 368 0.2245371 -0.05144041
Moved 2290.055 430.1868 368 0.1624695 -0.05144041
Moved 2290.086 397.0966 368 0.08587192 -0.05144041
Moved 2290.116 352.4787 368 -0.01741046 -0.05144041
Moved 2290.147 312.0886 368 -0.110906 -0.05144041
Moved 2290.178 281.6073 368 -0.1814646 -0.05144041
Moved 2290.209 257.4647 368 -0.2373503 -0.05144041
Moved 2290.24 232.0281 364.133 -0.2962312 -0.0613864
Moved 2290.27 209.5103 356.3776 -0.3483558 -0.0813335
Moved 2290.301 191.563 352.9376 -0.3899005 -0.09018124
Moved 2290.332 177.524 349.6463 -0.4223982 -0.09864642
Moved 2290.362 162.8499 345.77 -0.456366 -0.1086164
