this is a very good idea
this is a very good idea
FixStart
List

0.6 0.6
432 388.8
Began 1396.582 338 274 -0.05092591 -0.2932099
Stationary 1396.613 338 274 -0.05092591 -0.2932099
Stationary 1396.643 338 274 -0.05092591 -0.2932099
Stationary 1396.674 338 274 -0.05092591 -0.2932099
Stationary 1396.705 338 274 -0.05092591 -0.2932099
Moved 1396.735 338 290.3917 -0.05092591 -0.2510503
Moved 1396.766 338 299.3941 -0.05092591 -0.2278958
Moved 1396.797 338 313.1418 -0.05092591 -0.1925364
Moved 1396.828 327.6527 331.7154 -0.07487793 -0.144765
Moved 1396.859 323.1174 355.9718 -0.08537646 -0.08237713
Moved 1396.889 320.8 379.8004 -0.09074081 -0.0210897
Moved 1396.92 321 402.7399 -0.09027779 0.0379113
Moved 1396.951 321 424.4343 -0.09027779 0.0937096
Moved 1396.982 332.2929 438.7322 -0.06413688 0.130484
Moved 1397.012 335.8191 449.6381 -0.05597437 0.1585343
Moved 1397.043 338.5 457 -0.04976853 0.1774691
Moved 1397.074 342.1408 463.2816 -0.04134074 0.1936255
Moved 1397.104 343 465.9038 -0.03935183 0.2003698
Moved 1397.135 344 467 -0.03703703 0.2031892
Stationary 1397.166 344 467 -0.03703703 0.2031892
Stationary 1397.197 344 467 -0.03703703 0.2031892
Moved 1397.227 345 453.828 -0.03472224 0.1693107
Moved 1397.258 349.7955 431.4202 -0.02362147 0.1116773
Moved 1397.289 355.3901 407.8463 -0.01067107 0.05104485
Moved 1397.32 363.71 379.16 0.008588037 -0.02273677
Moved 1397.35 371.9744 352.752 0.02771854 -0.09065847
Moved 1397.381 379.2779 337.4442 0.04462481 -0.1300305
Moved 1397.412 386.6278 319.7444 0.06163846 -0.1755546
Moved 1397.443 393.6107 305.7786 0.07780254 -0.2114749
Moved 1397.473 399.1282 292.6796 0.09057452 -0.2451658
Moved 1397.504 405 278 0.1041667 -0.2829219
Moved 1397.535 409.5279 263.6802 0.1146479 -0.3197526
Moved 1397.565 411.0254 254.9237 0.1181144 -0.3422744
Moved 1397.596 412 250.2142 0.1203704 -0.3543873
Moved 1397.627 413.2023 248.7977 0.1231534 -0.3580306
